first_release_date,genres,id,name,platforms,storyline,summary
1693699200,[34],275466,Girlfriend Guide,"[3, 6, 14]",Scotts father is threatening to withhold his funmoney if he doesnt get his life together and find a longterm girlfriend Scott whose university life was all about partying and chasing random girls doesnt have a clue what to do now Will he find his true love or fail miserably,Girlfriend Guide is a boyslove romantic comedy visual novel about finding true love failing miserably to do so and making friends along the way
1694649600,[4],275240,Wreck League,"[6, 34]",Wreck League is the Megaverses preeminent mech sports combat organization known for its spectacular battles robust customization and competitive culture  From humble beginnings on a distant junk moon to the creation of its governing board BRAWL Wreck League has grown to become the pinnacle of mechanized sporting events,Wreck League reigns as an unrivaled battleground where the most powerful mechs you can create clash with others fighters in an unforgiving competition of skill and dominance Build your mech sharpen your abilities in training mode then face the ultimate challenge in scheduled TOURNAMENTS and EVENTS against other mech owners across the globe Rise to supremacy and unlock prized onchain rewards  Unleash your mechs in realtime playerversusplayer combat With seamless crossplay functionality the action transcends devices allowing you to compete on mobile PC or Mac  Unleash powerful moves by deploying your loadout of action cards which manifests randomly in battle Each action costs a different amount of energy to execute so manage your loadout accordinglywith strategic timing you can inflict devastating combo attacks
1693958400,"[32, 34]",275003,I Have Hired This Anime Girl to Talk to You,"[3, 6]",Missing,This visual novel is about you talking to a girl named Claire Thats all
1696032000,[34],274732,Model Employee,[6],Missing,Model Employee is a corporate horror visual novel where players take control of the latest individual amongst millions to start working in one of Tethys online shopping labyrinthine warehouses Just discharged from the hospital and massively in debt for their lifesaving cybernetics the playercharacter must adapt to the extreme worklife balance of a Tethys Team Member but they have help  Penny the artificial personality that controls all security waste disposal and employee surveillance in the facility specializes in reinforcing an especially cutthroat variety of workplace culture and shes taken an interest in you  With a vibrant cast PC98 inspired visuals and multiple endings Model Employee is a modern horror story thatll stick with you long after youve clocked out of your shift  If you want to get ahead in your career you gotta be willing to take some risks
1694563200,[5],274266,Never Trust a Zone Warden,[6],Missing,510 minutes of vibes and violence give or take
1695859200,[31],274172,Parasite Flower,[6],Missing,A short disturbing horror game where youre playing as Ari Yeong she is reliving the same day over and over again  With each loop the world around her gets darker and more dangerous  Get her to school safely
1695427200,[2],273872,Why the Wrong Face?,"[3, 6, 82]",Missing,A game jam point and click adventure game about disguises and treasure
1695513600,[2],273871,Stranger in Utopia,"[3, 6]",Missing,Teleia a selfsufficient island separated from the outside world that has seen no poverty unemployment or crime in 60 years  Until now  When a brutal murder is committed you Lieutenant Stevenson are called from the mainland to investigate Discover the secrets of the island find the killer and their motives Not everything is as it seems
1695772800,[5],272531,Call of Duty: Modern Warfare II - Season 06: The Haunting,"[6, 48, 49, 167, 169]",Missing,Prepare for frightening thrills the shambling undead squad hunts to take down grotesque monsters and those infamous jumpscares as The Haunting returns to Call of Duty The Hellmouth has opened spilling unearthly creatures from the underworld and a creeping terror is slowly swallowing all souls as it infects the entirety of Al Mazrah reaching the bloodred canals of Vondel and beyond  It appears a clandestine group known as the Dark Ritual Operators have located and opened a terrifying Hellmouth After the gates seals were ripped apart a cacophony of otherworldly gurgling resounded before a veritable panoply of the grotesque poured forth from their opened prison  All Operators should ready themselves for Operation Nightmare and prepare to battle and repel these aberrant threats  Fortunately in the ensuing chaos the Dark Ritual Operators left the gate open in time for backup to arrive in the form of Spawn the hellacious antihero who is now tasked with sending these monsters and their ilk back to the underworld  The Haunting event officially begins at midseason bringing Halloweenthemed maps modes events and more across both games Prepare for spinechilling scares and ferocious battles ahead at launch with the release of four new Multiplayer maps a Battle Pass stocked with devilishly entertaining new Operators and Weapon Blueprints and more
1695686400,"[31, 32]",272323,Feydome: Fairy Dress Up,[6],Missing,FEYDOME is a short almost relaxing game about exploring an abandoned world and finding clothing items to customize a playable fairy it is part of the DreadXP End of Summer Bone Jam It was made in slightly less than 14 days
1695081600,[31],272303,Lakefront Restaurant,"[3, 6, 14]",The story begins with a phone call in the middle of the night asking you to come in and finish your coworkers job however this restaurant seems to hold a sinister past that you must rectify before leaving for good,Lakefront Restaurant is a short experimental horror game that takes gameplay events and randomizes them leaving the player to question whats going to happen next without it impacting the story or gameplay
1694044800,"[31, 32]",272113,Paddle! Shimmyoumal!,"[3, 6, 14, 82]",Shimmy is racing through the river to retrieve her mallet back,This game is a secondary Touhou game in which Shimmyoumaru is the main character
1695081600,[9],271950,Bumper Stickers Archipelago Edition,"[3, 6]",Missing,The basic concept is simple Youre given a Bumper in the bottomright Click on one of the Launchers surrounding the field to launch the Bumper into it Itll first move in the direction launched then bump into a wall or another Bumper and start moving in the direction on the Bumper itself Match three of the same colour horizontally or vertically to clear them off  But wait theres more This version also plugs into Archipelago Multiworld so you can try a whole new challenge with your friends
1694995200,[5],271845,Grisly Grottos,[6],Missing,10 speedmaps  start map inspired by e1m4  The Grisly Grotto Mappers had 60 hours to create a map using custom progs  based on Copper and featuring the diving gear from Dwell  with no restrictions on texturing or gameplay other than the prompt
1694476800,[5],271844,Reload Map Jam,[6],Missing,Map jam run by Slipgate Sightseer in cooperation with Reload Magazine with the goal of picking 3 entries to write about in an article
1695600000,[32],271728,Mírame,"[6, 82]",Missing,Jai Bhagwan a 57yearold Indian cyclist spent 10 hours 44 minutes and 5 seconds cycling nonstop He covered 2021km A pathetic figure that a new rider is set to beat come what may Jai Bhagwan wasnt half the cyborg nor was he half as divorced as the protagonist of this story is
1695686400,[5],271677,Ape Squad,[6],Missing,New war start Aim Shoot and Throw Advanced Military Actions in Modern Combat
1696032000,"[32, 34]",271425,Tunnel Vision,"[3, 6, 14]",Awakening in an empty room paralysed from the waist down and accused of a crime they have no memory of committing our protagonist hopes to escape the dire situation they seem to be in when it soon becomes apparent they are not alone  Faced with an eccentric maskwearing entity an overly enthusiastic child and a curious cat Linnet must tread carefully with each interaction  But when Linnet cant even trust their own mind what hope do they have of attaining freedom What price are they willing to pay for it And what sort of world exists on the outside  Your choices will impact more than just Linnets fate Help Linnet discover the truth who they can trust and perhaps even a little companionship along the way  For better or for worse only you can determine what awaits at the end of spiraling obsession Sometimes its best to remain oblivious,Take control of Suoni V Linnet choice of voice  pronouns In this eerie atmospheric narrativedriven horror adventure made in 1 month for Spooktober VN Jam 2023
1695859200,[5],271404,Resident Evil: Containment,[6],Missing,Resident Evil  Containment is a new stand alone total conversion mod for the original 1996 release of Resident Evil It follows the story of Ghost a member of the Umbrella Security Service who were sent into the Arklay Research Facility to investigate a distress call This mod takes place shortly before the events of Resident Evil 0 and Resident Evil  The mod features a whole new story that loosely fits within the original Resident Evil timeline as well as many brand new locations some of these new locations are based off the scrapped prototype concept art for Resident Evil and others are all brand new original creations It also contains new cutscenes new puzzles new events new music new sounds new FMV movies and also new gameplay features never before seen in Resident Evil  Experience the world of survival horror one more time in this brand new complete standalone total conversion mod for Resident Evil
1694563200,"[9, 15, 32]",271173,URBO,"[6, 163]",Missing,URBO is a relaxing and meditative citybuilding puzzle game Begin with an empty grid of landscape choose an architectural style and build Aim to support the needs of your people and your own aesthetic tastes and watch your city flourish
1694908800,Missing,270732,Deltarune: Rouxls Kaard,[6],Missing,Witness the Duke of Puzzles the Crafty BoxMaker the Lesser Dad Fight in a battle of wit and unfair advantages readily given to your opponent thee Rouxls Kaard Puzzling jukes jabs and jars are sure to trip you up so keep your head and your HP high whilst combat commenceth
1693872000,"[8, 32]",270646,Undying Memoir,[6],900 years have passed since that fated day that changed Mokou forever Its been so long she cant even remember anymore Having crossed into a strange land of fantasy without realising it she finally meets someone who doesnt try to avoid her  Keine a halfyoukai historian With her ability to supernaturally learn the past she takes Mokou on a journey to rediscover it  But although Mokou can never die her body still has mortal fragility and is often consumed by her own fiery power Not to matter able to regenerate from nothing she can always keep trying until she gets it right,Undying Memoir is a platforming game with unlockable lore This is a fangame based on Touhou Project
1696032000,"[32, 34]",270449,Burdock,"[3, 6, 14]",Following your loveless marriage to a Stranger gender left undefined for both spouse and player character a carriage wreck in mistchoked woods threatens to cut your life short A fae creature appears and offers to use their power to stave off death for youbut first you must complete three tasks,When youve lost your way and nearly lost your life will your name be enough to buy it all back  Burdock is a dark and atmospheric fairytale with fae creatures riddles and danger abounding Will you be able to navigate the perils you face and reclaim your life Or will the mists swallow you up for good
1695513600,"[2, 9, 31, 32]",270279,D-List Diva,[6],Until recently Davina Diamondes was a superstar But ever since her controversy the venues have been getting smaller the crowds thinner and the budget tighter Shes lost her entourage and the record label has assigned you a boozeswilling animalhating misanthrope named Bill to be her new tour manager  In this free comedy pointandclick adventure  created in two weeks for the 107 Adventure Game Challenge  help Bill gather everything he needs to meet the fallen celebritys watereddown rider demands while failing to mask his contempt for everyone he meets along the way,A free comedy pointandclick adventure game about a misanthropic tour manager and a washedup singers rider demands
1695600000,[5],270266,AdoraBullet,[6],Missing,Join Rae Stellaris in an epic quest through the cosmos in this cutesy Game Boyinspired bullet hell As the daughter of legendary Lunaheim galactic soldiers who died protecting the planet in a fight against Emperor Quack Raes destiny is to destroy Emperor Quack to avenge her parents and keep her home planet Lunaheim safe  Rae Stellaris is the daughter of Legendary Lunaheim galactic soldiers who lost their lives in a fight trying to defeat Emperor Quack Following in her parents footsteps Rae trained for four years in the galactic bootcamp and earned the rank of Corporal After her promotion Rae is demanded for the mission to defeat Emperor Quack alone Her superiors knew it was a suicide mission but due to Raes tenacity and determined righteousness they let her go with the fate of Lunaheim in her hands  Made for GBJam 11
1695340800,Missing,270250,The Bunny Graveyard: Chapter 1 - The Bunny Garden,[6],Begin your journey as a cursor Your job is to find Skye the bunny But there seems to be some kind of strange entity inside the computer that doesnt want you to leave can you complete your task and survive,The Bunny Garden is the first of 5 chapters planned for the horror adventure game The Bunny Graveyard
1695772800,"[12, 34]",269913,Albedo Carta,[6],Missing,Albedo Carta is Korean indie 2D RPG game with a story based on cruel fairy tales
1695254400,"[31, 32]",269894,Lorraine,[6],Missing,Attend the tale of the diabolical widow as she pondered and planned the next to be stabbed  Lorraine is a bitesized bloodcurdling bonechilling narrativedriven graphic adventure about a desperate widow in a preternatural situation
1695859200,[9],269801,Resident Evil: Containment,[6],Missing,Spread across five episodes Resident Evil Containment is a still in progress overhaul mod based on the Windows PC Version of Resident Evil 1996  It is a prequel story set during the first days of the Arklay Mansion outbreak and detail USS Agent Ghosts investigation into the outbreak alongside his partner HUNK The mod features new mechanics including human enemies and stealth mechanics in addition to entirely new environments based on cut concepts from the original game
1695168000,[13],269761,GridRoad,[6],Missing,GridRoad is a traffic optimisation simulation game Build roads place roadsigns and tweak traffic lights to build the most efficient traffic junction
1695686400,[31],269740,Evergarden,[6],Missing,A Yume Nikki fangame about nature and people  Luke Allison is a shutin He has reasons to be stuck in his own room Your only choice is to dream and reflect on him
1696032000,[5],269718,Marrow,[6],Missing,Tchernobog lays dead his form fading away from the world as Caleb turns his back to the smoldering corpse Vengeance sated he leaves the Hall of the Epiphany behind Feeling no less disdain for the world than he did with Ophelia and experiencing none of the joy she brought he returns to the grave to die once more A hopefully final resting place  The Cabal had been scattered far and wide by the gunmans path of revenge but in his absence they regathered regrouped motivated out of their own sense of vengeance Caleb was their general the chosen one of their dark god and he had betrayed them all twice over  He must burn for rejecting the honor of being sacrificed for striking at Tchernobog This suffering is best repaid by the tongues of Cerberus Gathering his remains the diaspora cinders of his pit they enacted plans to resurrect him and sought out Calebs newfound grave and bring him face to face with a fiery end
1695427200,"[25, 31]",269682,Prison of Husks,"[6, 14]",Missing,Assume the form of a doll and make your way out of this decrepit prison Like a crossbreed between Sekiro and Demons Souls
1695427200,[5],269657,Deadly Secret Beneath the Dark Wood,[6],Missing,A forestthemed single level
1696032000,"[12, 32]",269580,Yorigami Market,[6],The game is to sell products and beat customers,This game is a derivative work of Touhou Project In short it is a short RPG in which HP has been replaced by money
1696032000,[5],269569,Marrow,[6],Missing,Marrow is a complete brand new episode Control Caleb as he carves a swath of carnage through the Cabal in ten new levels
1696032000,[5],269566,Memories,[6],Missing,Memories is a map of medium length about 1520 minutes with a strong emphasis on atmosphere
1694995200,[5],269565,Venturous,[6],Missing,Drawing inspiration from Indianan Jones Tomb Raider and The Mummy Venturous is a Doom total conversion mod that follows an Indyesque adventurer on an epic adventure It takes place in the 1930s and sees you on the trail of Nazis who are attempting to unlock the gate to the fabled city of Atlantis You will explore ancient ruins in Mesoamerica and Egypt while also battling Nazis and mythical monsters
1696032000,[5],269562,Pumpkin Jam,[6],Missing,Pretty large very Halloweenthemed map for Doom 2 for limitremoving ports Features new spooky appearances for some of the enemies although they are all functionally the same The only exception is arachnotron who has smaller hitbox to fit his new sprites and also slower movement speed to compensate for that
1696032000,[34],269542,Red Zero,"[6, 14]",The University of ScorpiusCentaurus is holding a big Halloween party where everyone on campus is invited and you DO NOT want to go If theres anything more horrifying than being in close proximity to a bunch of strangers its having a big exam right after Halloween  Help navigate a sleep deprived student through USC where danger exams and the soul crushing weight of simply being a university student are around every corner  Oh and theres zombies,A horror visual novel where you play as a sleep deprived university student and their anxious adventure with exams Halloween and zombies  Created in a month by Nova SWARM
1695600000,"[13, 31, 32]",269290,Hellen's Gallery,[6],Missing,You just entered the gallery made by AIs But the guide Hellen is strange to be an AI The stories that AI created are also somewhat awkward  Shall we make our own stories and solve Hellens mysteries in the four experience zones introduced by Hellen
1695859200,"[13, 31]",269160,The Sims 4: Home Chef Hustle Stuff Pack,[6],Missing,Grow your culinary skills with new small appliances and turn cooking into cash with The Sims 4 Home Chef Hustle Stuff Pack
1695686400,Missing,269078,Storyteller: Devilish Update,"[6, 34, 39, 130]",Missing,The first update of Storyteller brings the Devil a new character with new puzzles a new chapter Genesis with demo versions puzzles reimaginated a fullyvoiced narrator and new levels on existing chapters
1695859200,[34],269050,The Museum of Mid 2000s Forum Signatures,[6],Missing,Inside this humble museum dedicated to media left behind you will find 15 pieces on display The museum should take between 5 and 10 minutes to browse
1695772800,[14],269015,EZ2on Reboot: R - DJMAX Collaboration DLC,[6],Missing,DJMAX  EZ2ON DJMAX Collaboration is the DLC for EZ2ON REBOOT  R
1695945600,"[12, 31, 32]",268994,LightBear,[6],Missing,Play the indie roguelike fat bear game Journey from the center of the maze to your freedom Every death will only send you back Can you escape the clutches of the Golden Apiary
1695772800,[5],268988,Yay BMO,[6],Missing,Yay BMO is a collection of 6 maps in total of past ideas and solo maps Maps are all 5 minutes or under but are decently challenging so they might take a few attempts
1695686400,[13],268838,Train Sim World 4: USA Regional Edition,"[6, 48, 49, 167, 169]",Missing,Experience immense velocity and express unrivalled creativity with Train Sim World 4 USA Regional Edition  tackle the tough terrain of the Antelope Valley Line travel between Los Angeles and Lancaster in the Metrolink F125 Experience the hefty power of modern American diesel
1695686400,[13],268835,Train Sim World 4: UK Regional Edition,"[6, 48, 49, 167, 169]",Missing,Experience immense velocity and express unrivalled creativity with Train Sim World 4 UK Regional Edition  express services await on the iconic East Coast Main Line accelerate between Peterborough and Doncaster in the sleek and flashy LNER Azuma Feel the thrill of intercity travel
1695686400,[13],268834,Train Sim World 4: German Regional Edition,"[6, 48, 49, 167, 169]",Missing,Experience immense velocity and express unrivalled creativity with Train Sim World 4 German Regional Edition  Take on the challenges of regional SBahn and freight services on the complex Dresden network including with the Railpool BR 193 Vectron Stateoftheart traction at the helm
1695686400,[13],268833,Train Sim World 4: Austrian Regional Edition,"[6, 48, 49, 167, 169]",Missing,Experience immense velocity and express unrivalled creativity with Train Sim World 4 Austrian Regional Edition  uphold ÖBBs sterling service on the picturesque Vorarlberg SBahn S1 line aboard the sleek ÖBB 4024 Run between from the island life of Germany to the base of the Austrian Alps
1695686400,"[8, 32]",268797,Pizza Panda,"[3, 6, 14, 82]",Straight out of the Bamboo Forest  Meet Pizza Panda a fluffy little fastdriving bear as he beeps bounces and barrels his way through 20 levels in search of the lost pizza slices Hell have to zigzag through city streets to beat the clock delivering the freshly reconstructed pizzas straight into the mouths of hungry citizens  But thats not all Puzzling hats helpless rats and meddlesome cats also await Pizza Panda and his trusty red automobile Its nonstop action all the way to the top of the winners podium,Pizza Panda is a fastpaced pizzadelivery platformer for the PICO8 fantasy console Players take on the role of a panda who drives a cartoonishly agile car jumping around small vertically oriented cityscapestyle levels in order to collect pizza and deliver it directly into the mouths of various animals who are sticking their heads out of the windows of buildings  Each level presents the photographs of one or more animals to which the player must deliver the pizza some of them wearing hats which the player must correctly place upon the animals heads in order to make a valid delivery There are also baby rats crawling on the roofs of some buildings which must be collected and delivered to their papa without letting them be eaten by cats In order to accomplish these things the player stacks pizzas hats and baby rats on the roof of the car and traverses the level either touching or avoiding certain NPCs Finding an efficient route through each level is encouraged through the use of a target time if the player completes all the objectives of a level within the target time a star is awarded for that level
1695686400,[5],268788,Firerainbow,[6],Missing,Firerainbow is a small 9 main maps 1 underhall and 2 secret maps MBF21 community project originally hosted in Meowgi discord server by Petyan The WAD name has something to do with the awardwinning legendary FIREBLU texture but with a twist  FIREBLU has been recolored into a huge variety of colors including a whole rainbow
1695600000,[5],268787,Nostalgia 2,[6],Missing,Nostalgia 2 is a set of 32 limit removing maps for Doom 2 Much like the original the focus is on modern map design slathered with a layer of old school paint but now expanded on with the CC4 resource pack and new episode themes It also includes a custom HUD created by me along with a custom monster reskin featured in the secret maps created and voiced by BluePineapple72
1694649600,Missing,268770,Honkai Impact 3rd: Cutting Dreams at Dawn,"[6, 39]",Missing,An update for honkai impact 3rd
1695513600,[5],268727,Quoth The Raven,[6],Missing,Quoth the Raven is the 28th installment of the Pineapple Under the Sea Speedmapping series created by BluePineapple72 The event ran during June of 2023 in which maps were created in a time limit of 8 hours or less Mappers were to create Heretic maps using a custom texture pack and calling back to several of the design tropes from the original Heretic It contains 3 episodes with forced secret exits for a total of 27 maps
1694649600,Missing,268585,One Piece: Pirate Warriors 4 - Yamato's Grand Tour Logbook & Soul Map 1,"[6, 130]",Missing,Yamato takes Odens logbook as his personal bible Set out with him on his own grand tour across various stages
1695600000,"[13, 31, 32]",268322,Project Adam: AI Attack,[6],Missing,2222 AD Humanity will suffer destruction due to highly developed AI  Adam a special forces agent who survives wakes up in a laboratory That place was the robots giant space battleship Eden  Act like AI as much as possible Escape Eden from the eyes of AI
1694563200,"[8, 13, 31]",268091,Monotonia: First Contact,[6],Missing,Monotonia First Contact is a prologueformat experience free and essential to pave the challenging and definitive cycle of MONOTONY Work pay your bills and survive
1694563200,[31],268064,Chango,[6],Missing,A Mystery Someone is killing everyone They talk about Chango Will you be able to solve the mystery
1694563200,[31],268062,Mimic,[6],Missing,You are a mother your child needs you Something evil is lurking outside Be a good mother Dont let it in
1693785600,"[8, 31, 32]",267999,Immortality Paradox,"[3, 6, 14, 82]",One day Mokou wandered into a bamboo grove Where am I,Immortality Paradox is a Touhou secondary game
1695340800,[5],267993,Saturnia,[6],Missing,Doomguys got swamp ass from going through all the other onias and needs relief Thats it Thats the story It is a set of eleven bitesized vanilla maps using PLUTONIAWAD
1694736000,"[32, 35]",267871,Rogue Cards,[6],Missing,Roguelite deckbuilder with unique graveyard and monster mechanics set in a medieval randomized world
1695340800,[9],267814,Tasty Jigsaw: Happy Hour 4,[6],Missing,Incredibly appetising dishes for every taste From juicy and colourful fruits to flavourful grilled steaks And for dessert we will offer sweet culinary masterpieces and of course unusual soft drinks and tart coffee without limit
1695168000,Missing,267777,Party Animals: Deluxe Edition,"[6, 49, 169]",Missing,Purchase the Deluxe Edition to receive the following exclusive content  Nemo Bucks1300  Bathrobe Harry Outfit  Avatar  Frame  Bathrobe Coco Outfit  Avatar  Frame  Bathrobe Garfat Outfit  Avatar  Frame  Golden Nemo Skin  Avatar  Golden Macchiato Skin  Avatar  Golden Coco Skin  Avatar
1695081600,Missing,267776,Tales of Arise: Beyond the Dawn - Deluxe Edition,"[6, 48, 49, 167, 169]",Missing,The Beyond the Dawn Deluxe Edition includes  Tales of Arise  Beyond the Dawn Expansion  Classic Characters Costume  Arranged BGM Pack  Premium Travel Pack  Starter Pack  Wield the Blazing Sword and join a mysterious untouchable girl to fight your oppressors
1695081600,Missing,267775,Tales of Arise: Beyond the Dawn Edition,"[6, 48, 49, 167, 169]",Missing,The Beyond the Dawn Edition includes  Tales of Arise  Beyond the Dawn Expansion  Wield the Blazing Sword and join a mysterious untouchable girl to fight your oppressors
1695081600,Missing,267774,Tales of Arise: Beyond the Dawn - Ultimate Edition,"[6, 48, 49, 167, 169]",Missing,The Beyond the Dawn Ultimate Edition includes  Tales of Arise  Beyond the Dawn Expansion  Classic Characters Costume  Arranged BGM Pack  Premium Travel Pack  Starter Pack  Premium Item Pack  Premium Costume Pack  Collaboration Costume Pack  18 additional costumes  Wield the Blazing Sword and join a mysterious untouchable girl to fight your oppressors
1695168000,"[12, 13, 15]",267721,Fuga: Melodies of Steel 2 - Steampunk Costume Pack,"[6, 130]",Missing,The sequel to the captivating tale of Fuga Melodies of Steel has arrived This turnbased RPG is back with a ramped up battle system for more strategy as well as a brand new event system that gives you more thrilling choices to affect your experience
1695772800,"[12, 31]",267601,Wo Long: Fallen Dynasty - Conqueror of Jiangdong,"[6, 48, 49, 167, 169]",Missing,The second DLC for Wo Long Fallen Dynasty
1695168000,"[9, 32]",267548,Claustrophobic Nights,[6],Missing,Claustrophobic Nights is a recreation of Crawlspace 2 in the style of FNaF Help Wanted with multiplayer included In the game you crawl through tight spaces and solve various puzzles whilst evading animatronics in order to beat the night
1694217600,"[8, 32]",267533,Soft Kitten Experience,"[6, 82]",Missing,Created by Sylvie  Aria featuring music by Frédéric Chopin and 煉獄庭園 Rengoku Teien The difficulty is extremely high Controls Figure it out yourself
1694131200,"[31, 32]",267418,Loom,"[3, 6, 14]",Missing,Explore 12 environments that represent archived segments of a primordial backend to a simulated world  Reccomended to be played in Windowed mode
1694736000,"[8, 31, 32]",267329,Shadow King,"[3, 6, 14, 82]",Missing,The Shadow King has invaded the castle belonging to the Knights of Valor and they need your help to get it back Explore the massive castle in this metroidvania and help the fallen knights back to their former glory Upgrade your moves and weapons along the way as you fight minions defeat bosses find secrets and unravel what has happened
1694563200,"[10, 13]",267208,OverDrift Festival: OverPass,[6],Missing,This is a pass to progress and upgrowth your gaming career which opens up access to new features opportunities and exclusive cars and also accelerates the earning of ingame resources
1694995200,[5],267191,Nightfall,[6],Missing,A singleplayer map made for the GZDoom port Mouselook is recommended but not required
1695945600,"[12, 32]",267110,Soul's Spectrum: Awakening,[6],Missing,You wake up in a mysterious dungeon full of dangerous traps and unlucky inhabitants Brain cracking puzzles await you while a dark story will slowly unfold in this supernatural place
1694736000,"[12, 31]",267083,Wizardry: Proving Grounds of the Mad Overlord,[6],Missing,Wizardry Proving Grounds of the Mad Overlord is a full 3D remake of the first game in the legendary Wizardry series of RPGs It is built directly on top of the original 1981 games code Although it looks all new underneath the hood is the authentic game You can even view the original Apple II interface as you play  While the wellknown difficulty of the enemies has not been altered qualityoflife improvements have been added in every area Party management navigation spellcasting and combat have all been significantly enhanced
1695945600,[32],267055,I Commissioned Some Cats 3,[6],Missing,I paid artists to hide cats and wool in 15 pieces of artwork Can you find them all Warning Relaxing
1695859200,"[9, 31, 32]",267006,Art Heist: Escape Room Adventure,"[6, 130]",Missing,An escape room inspired adventure A stormy night a secluded villa A precious artwork has been stolen during a heist Will you track down the missing painting before the culprit escapes
1695168000,"[12, 31, 32]",267003,Moonstone Island: Delightful Little Comforts,"[3, 6, 14]",Missing,Get the Delightful Little Comforts DLC Pack to add a little sparkle to Moonstone Island
1695168000,[5],266984,Final Exerion,"[6, 130]",Missing,Call on CELLs change your weapon and shoot however you want
1695945600,"[31, 32]",266974,Bad Dreams: Free Dive,[6],Missing,Bad Dreams is a Solo VR Horror game with immersive gameplay based on real gesture A unique experience where nightmares become realityFight Run Jump Wipe your eyes Cover your ears while avoiding the games traps and puzzles you wont come out unscathed
1694563200,"[9, 32]",266961,Neurotypical,[6],Missing,You wake up as a teenager named Neo in a strange place apparently in someones mind and they want your help Collect items fight enemies and try not to get yourself annihilated But always remember nothing in this game is as typical as it seems
1694822400,[5],266953,T.N.Terminus,[6],Missing,This tells a short story about a marine who got into the trouble at the TNT corporation base It consists of three levels the first of which is a short intro
1695340800,[34],266913,Mixed Feelings 2: Elysium,[6],Missing,Upon meeting Ezra Zale and Dandy you discover that you dont remember who you are where you came from or why youre even there The story unfolds as the residents of the town try and help you remember and you learn what it truly means to be yourself
1693785600,Missing,266901,Grinlox is here,[6],Missing,You want to go to work but a nasty surprise awaits you there This game was created with GameGuru MAX
1694736000,"[9, 31, 32]",266874,Chordosis,[6],Take on the role of Sadie determined to find her vanished twin sister Ignored by the authorities Sadie embarks on a dangerous journey to unravel the truth,Chordosis invites you to experience a unique cosmic survival scifi horror game centered around alien abductions Immerse yourself in the small village of Dunahont Hungary and uncover its chilling mysteries
1695254400,Missing,266859,Resident Evil 4: The Mercenaries - Separate Ways Update,"[6, 48, 167, 169]",Missing,A free update for The Mercenaries mode released alongside the Separate Ways expansion that added 4 new characters and the Docks stage unlocked after beating the Island stage once  Ada Wong is available by default while Albert Wesker is unlocked with an A rank on any stage using Ada The update also added 2 variant characters with Leon Pinstripe and Ada Dress unlocked with an S rank or higher on all stages using their base character
1694995200,"[12, 13, 31]",266858,State of Decay 2: Curveball Update,"[6, 49]",Missing,How do you meaningfully add to a game thats been in players hands for five years In the case of State of Decay 2 you throw a curveball Although this is the 34th update for State of Decay 2 Curveball represents a significant overhaul This new update coming to players for free on September 18 is a landmark moment for the game  not just offering a swathe of new content for the games most dedicated players and newcomers alike but marking a new era in State of Decay 2s development through the work of Wushu Studios  Wushu from Liverpool England will continue providing support to State of Decay 2 as much of original studio Undead Labs transitions to work on the next entry in the series  but where you might expect that support to be incremental Wushu is making a very big splash Curveball is a major update touching almost every element of the game and designed to consistently offer brand new challenges even to those who have been playing State of Decay 2 since release  Available after the fifth ingame day curveballs can change the world around your settlement in some very interesting ways Housed in a new menu curveballs will periodically appear  each with their own narrative attached  offering new objectives rewards enemy types and much more Curveballs can be positive like finding increased loot or negative like buffing regular zombies in multiple ways they can be timed or objective based they can affect enemies your survivors or other NPCs Effectively any element of the game you may have gotten comfortable with can and often will change
1695945600,"[32, 33]",266856,Games for Stream!,[6],Missing,An exhilarating chat interactive game where the chat becomes your copilot shaping the course of the game in realtime Engage with your favorite streamers and viewers like never before as you type commands make choices and influence the games outcomes directly through chat
1694563200,Missing,266853,Disney Dreamlight Valley: Enchanted Adventure,"[6, 14, 48, 49, 130, 167, 169]",Missing,This update for Dreamlight Valley adds a Beauty and the Beast Realm to the game two new characters Belle and the Beast new quests for The Forgotten the Haunted Holiday Star Path and the return of Halloween Dreamlight Duties
1695859200,"[31, 32]",266800,Dog Years,[6],Missing,Intrepid explorers embark on a perilous space expedition to save their dying civilization by securing vital resources They are accompanied by 5P4RKY an android dog but trouble ensues as the journey begins
1695859200,[12],266774,Moonring,[6],Missing,A dark fantasy turnbased retrofusion of classic turnbased RPGs and roguelikes all presented with a unique neon aesthetic
1696032000,"[12, 32]",266761,Girls and Robots,[6],Missing,This game is a survivors rougelike gameWorld is lost by monsters and bugs Player can pick three diferent girls and robots to make a special teamThey will face thounds monsters and bugs fight live evolution and find the trueth of the lost world
1695859200,"[13, 31, 32]",266749,Something In The Well,[6],Missing,Something stirs in the backwoods of Montana You can hear it trying to get in All you have is your trusty dog and a camcorder A short 510 minute game with 2 endings
