first_release_date,genres,id,name,platforms,storyline,summary
1694649600,"[12, 13, 15, 31]",237603,Isekai Rondo,"[6, 34, 39, 48, 49, 130, 167, 169]",Missing,Sho a young man who spends his days in an exploitative company in modern Japan is reincarnated into a parallel universe as Shaw due to an accident While the job given in his new life is Unemployed and hardships continue with a bad luck party one day he acquires the ultimate job as a Sage suddenly becoming the strongest with ultra rare passive skills Aiming for the longawaited mellow life he finds himself in a battle to defeat the Overlord after meeting the Hero Viola With exceptional passive skills that for example can change the future by returning before Game Over get rid of enemies in turnbased battles by summoning spirits or managing mana plants or even use the skills of monsters Complete quests and raise the guild rank so you can challenge deeper dungeon or other adventuring parties too With other elements such as a battle arena and the dungeon where treasure chests are automatically generated your adventure against the Overlords Army will surely be an unparalleled quest to finally gain a calm modest life
1695772800,"[9, 13, 15, 31, 32]",237413,Astronimo,[6],Missing,Astronimo is an Early Access construction platform puzzler that aims to be the most fun you can have in outer space  While mining for minerals in the vast reaches of the galaxy four Hypergiant Inc employees crashland on a small moon and become hopelessly stranded  In the hopes of reuniting with their fleet you must help them to cover every inch of the planetary surface gather all manner of resources to solve puzzles in unique and creative ways then build a shuttle and fuel it to launch back into space
1696032000,[32],237014,Harpoon Shooter! Nozomi,[6],Missing,Shoot the harpoon and pull the enemies Pull them in close and defeat for a higher score For beginners collect sweets instead of beeing attacked You can enjoy retro and kawaii pixelarts and deep game mechanics
1694649600,"[9, 13, 32]",236767,Sugar Shack,[6],Welcome to the Sugar Shack Located at the center of a world that seems stuck in the middle of an eternal spring this cozy little place of joy and syrupy goodness is now all yours Fire up the oven strike the earth tap some maple and revive the land around the shack Improve the homes reputation by welcoming customers selling produce and baking homemade products to create a sense of community all around Bring life and happiness to a new magical world  on your own or together with friends,Sugar Shack is a maple syrup management game and world crafter set in a cozy magical forest inspired by Quebec lore and art Hungry villagers with endless sweet tooths make their way to this legendary shack Grab some friends fire up the boiler and let the syrup flow
1693958400,Missing,236572,Chillquarium,[6],Missing,Chillquarium is a relaxing idle game Buy fish and raise them in real time then sell them to turn a profit Customize your aquarium and fill your collection with rare exotic fish and unlock ultrarare color variants
1695600000,"[15, 16, 32]",236394,Project Planet: Earth Vs. Humanity,[6],Missing,Will you save your fellow humans or destroy them as planet Earth Impossible dilemmas and branching narratives create countless paths through cataclysmic disasters Work with and against your friends in this 1v5 serious party game
1694217600,"[9, 15, 32]",236392,Cook Fest,[6],Missing,Create and design your own complex maze by strategizing your festival spaces Cook and serve dishes to satisfy your customers Level up to unlock to new ingredients and recipes With unexpected roguelite elements and fastpaced gameplay you can play solo or in chaotic coop with your fellow chef
1694044800,"[8, 31, 32, 33]",236142,Into the Sky,"[6, 49, 130]",Missing,In this firstperson puzzle platformer you will try to figure out the right way through each level and afterwards can try to improve your timings by finiding hidden paths and secret short cuts Your goals are to sucessfully finish a level as well as to beat the fastest time of our level designers
1694736000,Missing,236015,No Sun To Worship,[6],Missing,Sneak into enemy bases rescue hostages hack computers and play your own way while you uncover a conspiracy to unearth unspeakable horrors Stick to the shadows and stop an ancient curse in this missionbased stealth adventure
1695427200,Missing,235822,Knights of Dice,[6],Missing,Knights of Dice is a dicerolling game which aims to please gamers that are into boardgames turnbased games strategy and a sprinkle of partyRPG and rougelite
1694563200,"[12, 13, 14, 15, 31, 32]",235527,Treachery in Beatdown City: Ultra Remix,"[6, 49, 130, 169]",Missing,The massive update to Treachery in Beatdown City
1694044800,"[13, 31, 32]",235399,Pool Cleaning Simulator,[6],Missing,Pool Cleaning Simulator will give you the chance to become a oneperson pool cleanup company that removes pool contamination replaces filters the disinfection and sanitizing of the pool environment in an unusual way
1695772800,"[9, 31]",235381,Escape From Mystwood Mansion,[6],Missing,In this firstperson puzzle escape room game you are trapped in the mysterious Mystwood mansion Explore corridors and find hidden rooms while solving puzzles and deciphering codes to find a way out Will you escape or linger to uncover the mansions final secret
1695859200,"[12, 16, 31]",235342,The VTuber Summit,"[6, 14]",Join Yu a new VTuber who seeks to reach The VTuber Summit in order to make their debut As you and Yu grow together in strength and number to overcome the challenge of defeating 100 VTubers a creeping mystery begins to slowly reveal itself drastically changing the course of your journey  the path isnt as straightforward to the top as it seems,Journey into a world featuring a miscellany of independent VTubers and creators in this largescale collaborative VTuber RPG Fight your way to the Summit through a 100battle gauntlet in order to seize your dreams and become the new champion
1695081600,"[9, 12]",235210,Persha and the Magic Puzzle: Arabian Nyaights,"[6, 130]",Missing,Persha and the Magic Puzzle is a new kind of puzzle RPG that combines 3match puzzle and dungeon RPG Control the main character Persha a young girl to solve the mysteries of the tower and catch your nemesis Rock
1694736000,"[13, 31, 32]",235070,Paranormal VHS,[6],James is a vlogger of the channel Paranormal VHS where he spends a night in some horrifying and abandoned locations where terrible events have happened His equipment is just a VHS camera that allows him to record any paranormal activity  His next vlog is to spend a night in the Crimson Hill Hospital that were rumours horrifying experiments were made on their patients and due to some recent mysterious events the building is now abandoned and considered haunted,Paranormal VHS is a horror game that features a VHS tapeinspired aesthetic The games story revolves around a popular vlogger who spends a night in haunted locations in search of paranormal activity
1695254400,"[13, 15, 24, 31, 32]",231336,Airship: Kingdoms Adrift,[6],Airship Kingdoms Adrift is an airship trading and combat simulator set in the wake of a Great Sky War that ripped through the steampunk world of Spheara An uneasy ceasefire holds between the Aecerlian Kingdom the New Viridian Republic and the Teutonic Confederation As they lick their wounds their suddenly jobless soldiers and skyfarers look for new opportunities among the desolation  Enter the Suthseg Archipelago A farflung frontier ruled by an aging king it was spared from devastation of war and is a land full of riches and opportunity It is here that fortunes will be made loyalties tested and skyfaring captains will get the rare chance to carve out a future of their own  You are one of these captains commissioned to establish a trading company in the Archipelago and soon pulled into a game of grand politics and grave danger,Customize and manage your fleet of airships plan trade routes establish industries explore the vast sky of Europa in the time of turmoil and national conflicts Airship Kingdoms Adrift is strategysimulation game with rich lore and captivating story to explore Also featuring online PvP mode
1695945600,[12],229919,Fate/Samurai Remnant,"[6, 48, 130, 167]",The 4th year of the Keian Era Edo Period It has been several decades since the end of a turbulent bloodsoaked era People were enjoying peace and tranquility But a battle between seven pairs of Masters and Servants is about to begin as the Waxing Moon Ritual unfolds in the shadows Miyamoto Iori a young man in Asakusa finds himself caught in the violence of a Holy Grail War,Throughout the Fate franchise pairs of masters and heroic spirits also known as servants have been fighting across history in a series of Holy Grail Wars with the winning duo receiving an ancient artifact that grants wishes  FateSamurai Remnant continues the series epic Holy Grail War in the fourth year of the Keian Era Edo Period Japan It has been several decades since the end of a turbulent bloodsoaked era and while the people are finally enjoying peace and tranquility a battle between seven pairs of masters and servants is about to begin as the Waxing Moon Ritual unfolds in the shadows This is where the games hero Miyamoto Iori a young man in Asakusa finds himself caught in the violence alongside his servant Saber as they fight to be the last pair remaining in order to receive the granter of wishes the Waxing Moon Vessel
1695686400,"[12, 13, 31]",228855,Harvest Moon: The Winds of Anthos,"[6, 48, 49, 130, 167, 169]",Missing,In celebration of the 25th Anniversary of the Harvest Moon franchise Harvest Moon The Winds of Anthos will offer new functions while keeping the core fundamentals that has made the series so popular The land players will explore is known as Anthos and is home to the Harvest Sprites spirits that protect people and nature as well as the goddess of nature known as the Harvest Goddess  However about 20 years ago an unprecedented eruption in Anthoss volcanic region forced the Harvest Goddess and her Harvest Sprites to use all of their powers to protect the people The people were saved but the eruption left the villages cut off from each other Believing that the separated villages and people would one day be reconnected the Harvest Goddess sent a bottle into the ocean with a letter and a magic key then fell into a deep sleep
1695340800,"[5, 12, 31, 32]",228758,Touhou Artificial Dream in Arcadia,[6],Missing,Inspired by Megami Tensei and Etrian Odyssey Artificial Dream in Arcadia is an oldschool dungeon crawler featuring Sumireko Usami in her quest to solve an incident which she seems to be personally responsible for
1694476800,"[2, 13, 31, 32]",227210,The Isle Tide Hotel,"[6, 14, 34, 39, 48, 49, 130, 167, 169]",An absent father must rescue his teenage daughter from an eclectic cult before their final night at the Isle Tide Hotel Players investigate the strange events that unfold to save Eleanor Malone in this liveaction interactive mystery game where every decision affects the story Open every three years for three nights a strange mix of colourful characters hiding personal traumas gather to uncover the one thread binding them Their search for the meaning of life But tonight this mysterious organisation must decide whether to break their own etiquettes and hand over a teenage girl to their elusive founder Dr Aniston who promises her sacrifice will conclude their purpose,A liveaction mystery FMV game where you make decisions for a father that must rescue his teenage daughter from an eclectic cult before their final night at the Isle Tide Hotel Save Eleanor Malone by making decisions collecting clues solving puzzles and unlocking hidden scenes and endings
1695772800,[32],226599,The Gray Man,[6],Missing,The Gray Man is a surreal firstperson pointandclick adventure It tells the story of a serial killer who confronts the player as the murderers conscience with interpretations of his internal conflict
1695081600,"[12, 15, 31]",226376,Dragonheir: Silent Gods,"[6, 14, 34, 39]",Before the world can end its crusade against the evil Dragon God arrogance has brought immense loss and taken away this warrior whose soul is now forever trapped in chaos  How did he wind up stranded in the black mist The Chaos Universum brims with confusion and uncertainty  Situated at the limits of the Palace Entropica it is the only passage from Chaos Universum to the Main Material Plane Its existence is little known and only a select few can see the hidden gate of the Palace Entropica at certain hours of the day If you see the gate please remember this Face the Palace headon devote yourself to the truth and you will gain the power to travel across planes,Authentic Dungeon Adventurous RPG Strategy Game  Dragonheir Silent Gods is an openworld RPG that puts you in control of over 200 heroes In this game youll experience strategic combat like never before where every move counts and every decision could be the difference between victory and defeat The multiverse concept allows you to travel through different worlds exploring endless wonders and surprises
1695945600,"[9, 31, 32]",224743,Limerick: Cadence Mansion,[6],A new ballad sounds across Nightsonnet Isle The seas will swallow light with darkness The boulders will shatter and shake The Poets will be silenced and the Resplendent will rise,Limerick Cadence Mansion is a detailrich firstperson thrilleradventure with deep lore intricate puzzles satisfying stealthaction gameplay and a happy little marionette who really wants to say hello
1695340800,"[12, 31, 32, 34]",224311,Empyreal Dawn,[6],Missing,Empyreal Dawn is a Gothic Fantasy Adventure where you lead a party named Caeruleum Together with your Swordsmaiden partner Alice Starwell undertake your first steps toward becoming legendary heroes Featuring professional voice acting an original soundtrack and more
1694563200,"[15, 32, 33]",223462,Heretic's Fork,[6],Missing,Roguelike Deckbuilder where you use your cards to construct a hellish tower capable of keeping the endless hordes of the underworld from escaping their torment
1694217600,"[31, 32]",223404,Entangled Souls,[6],Missing,Why did she choose death In a nightmare of madness she searches for abominable memories This is a horror action adventure game that can be played with simple movement controls and a single button There are no lines or sentences You can play regardless of your location or language
1696032000,"[5, 32]",222757,No Way Back,"[3, 6, 14]",Pretty or ugly with or without wings dead or alive It is granted that Ninjas are cocky but unique pieces with high skills in the Battle Royale  Welcome to the world of No Way Back Ninjas fight against each other for the resources and the survival of their faction Others so they say because it looks like they only fight for their ego Eit way players will have the opportunity to fight for a faction with one of them And by doing so players will progress by levels to unlock resources craft weapons play different game modes in Free4All or Team Deathmatch and much more,Welcome to the battleroyale genre made for ninjas Participate in the epic thrilling battles loot the best weapons and objects in the map to become the king of the battle Play different game modes like Free4All or Team Deathmatch to practise your ninka skills with different weapons
1694217600,"[13, 31, 32]",221683,Incubus: A ghost-hunters tale,[6],Missing,You are on your first solo ghost hunt under the watchful instructions of Bear and Jen from the OPG paranormal team Use real gadgets in a real location a house investigated by the developers on the request of three different owners It is a case worthy of a video game so welcome to Incubus
1694736000,"[8, 31, 32]",221164,Boti: Byteland Overclocked,"[6, 130, 167, 169]",Dive into Byteland as Boti a brave and adorable data bot that sets out to save the cyberlandscape from bugs and viruses Explore the secrets of this robotrun world together with your two floating companions One  Zero You can even invite a friend or family member for some coop fun,Jump Dash Collect Play solo and with your friends and loved ones Explore this cute 3D platformer where you play as Boti a brave and adorable data bot Join Boti on an adventure to save the cyberworld of Byteland from bugs and viruses
1695859200,"[13, 15, 32]",221120,CyberTD,"[3, 6, 14, 48, 49, 130, 167, 169]",Missing,Help protect the core of cyberspace from mutant viruses in this innovative tower defense game packed with roguelite elements Will you be able to build the ultimate line of defense
1693958400,Missing,220159,Clash of Panzer,[6],Missing,Select your tank armored vehicle or helicopter Experience fast pace modern warfare
1695340800,"[12, 15, 31]",220039,Isekai Janken Hero,[6],Missing,The player plays an unemployed man who travels to the other world where the goddess grants him magical powers and embarks on a journey to save the world But there seems to be some secret behind this
1694995200,Missing,218143,77p egg: Eggwife,[6],Missing,After a sexual mishap our hero 77p egg finds itself on a quest to find a new wife while the world is overrun by sentient sewage and a milkobsessed cult A dumb and crass FPS inspired by the likes of Postal 2 Duke 3D and Goat Simulator
1694995200,[32],217284,Kallax,[6],Missing,Kallax is a chaotic furniturebuilding coop game in which only one player can read the instruction manual Experience what should have been a one persons job and lose friendships forever
1695600000,"[13, 15, 32]",217269,These Doomed Isles,[6],Missing,Inspired by classic god games survival citybuilders and roguelike deckbuilders in These Doomed Isles youll craft your deck of cards to raise islands from the sea build settlements for your followers and keep them alive as famine threatens forests burn and raiders loom on the horizon
1694563200,"[31, 32]",217225,Humanities Legend: Dark Horizon,[6],Missing,A segmented open world actionadventure game Fight bosses explore dungeons and find magic abilities to push out the Dark form the land Collect and level up to fight stronger enemies
1695168000,"[5, 31, 32, 33]",216843,Wetory,"[6, 14, 130]",Missing,A child abandoned from the world immediately after birth due to a congenital disease When all the colors of the world were taken away by the villain Realizing that his illness is the power to defeat the villain Join us in our adventure to regain the color which lost to the villain
1695772800,"[4, 9, 15, 31, 32]",216741,Danghost,"[6, 14]",Missing,Danghost is an arcade puzzle game inspired by fighting games in which you play an exorcist who needs to hoover up small ghosts Make combos use unique spells and beat your opponents Playable in singleplayer its with the local multiplayer mode that the game will reveal all its spice
1695254400,"[8, 9, 32, 33]",216520,Super Adventure Hand,"[6, 130]",You a former gloves saleshand suddenly find yourself alone Your best friend Arm is no longer attached to your wrist It was those nasty feet I know them like the back of my hand you assured yourself  Let the hand do the walking and enjoy this gripping 3D platformer where you play as a handsome hand Avoid dangerous obstacles and find your way to the magic mug at the end of each level,Its the worlds most adventurous hand You play as a hand on a gripping handventure a quest a calling through a strange and dangerous world And in the end figure out why your beloved arm has left you
1694217600,[5],214856,Microvolts: Recharged,[6],After the secret and fierce battle of the micro world the toys were abandoned for years yet they have been waiting for someone on the dest covered in dust That night fate or chance they started working again with a new tiny spark And the battles are about to begin again All they have left is a war that kills and kills each other Because they are fully recharged,Microvolts Recharged is a quirky lobbybased thirdperson shooter with a unique toy theme The game features a fun character cast and freely swappable 7 weapon types Battle it out across dozens of large welldesigned maps and frag your enemies
1694044800,"[9, 31, 32]",214175,Lempo,"[6, 167]",Missing,Find your way back home before Metsänpeitto an otherworldly plane of existence consumes you Lempo is a psychological horror game inspired by Finnish mythology with an emphasis on exploration
1694995200,[32],214037,Guilded Hearts,"[3, 6, 14]",Missing,In this BxB visual novel dive into the fantasy MMO world of Lost Heroes and discover true love among your guildmates
1696032000,"[5, 31, 32]",213433,Asterogues,[6],Cast out by the Sun itself each rebel must use their unique power along with the items and weapons they collect to beat their way to the center of the Solar System and get revenge Across various zones swarms of asteroids aliens and stars attempt to crush the rebellion  and only the most adept fighter stands a chance of avoiding their endless onslaught And even then the 8 planets stand vigilant over their territories ready to destroy any tresspassers that dare to pass Are you strong enough to deliver retribution,Beat up planets in Asterogues a cosmic bullet hell shootemup hybrid Pick your character from a band of outcasts banished to the Asteroid Belt dodge and shoot your way through a brutal onslaught of bullets and take revenge against the Solar System
1694649600,"[15, 31, 32]",211971,Monastery,[6],Missing,Monastery is a challenging turnbased card game with roguelike elements The witchplagueridden Shardhunters universe expands This time we follow the fate of a lone survivor seeking refuge from the horrors of the land in a ruined monastery on top of the mountains
1694995200,"[12, 31, 32]",211479,Case 03: True Cannibal Boy,[6],Missing,A short anticlassic JRPG Step into the roles of a handsome moneygrubber and a female psychopath as they take on an exorcism job that pits them against the evil spirit they were destined to face This game will have support for English
1695081600,"[12, 13, 32]",210986,Last Chance in Xollywood,[6],Missing,You are an extraterrestrial movie director at a lowbudget movie studio In this visual novelRPG youll struggle against capitalism corruption and your eccentric coworkers to get the movie done on time and under budget
1695600000,[12],210515,WitchSpring R,[6],Missing,WitchSpring R is a storybased RPG that combines elements of training collecting and exploring It is a remake of the 2015 mobile title WitchSpring  Outside you can enjoy collecting magical ingredients fighting against warriors and monsters and developing stories with various characters At home you can enjoy training your own witch by scheduling training and fusing magic ingredients that can be collected from the field  The witchs ending is enriched by the players choice and the witchs growth
1695859200,"[2, 9, 31, 32, 33]",207735,Afterdream,"[6, 48, 49, 130, 167, 169]",Missing,Afterdream is a 2D psychological horror adventure game  Navigate the obscure location populated by ghosts and collect items to solve puzzles as you move further through the intriguing story Look through the lens of your strange camera and photograph highlighted objects to interact with them
