first_release_date,genres,id,name,platforms,summary,storyline,rating
1117756800,[5],274189,The Island 2,[6],The Island 2 is a singlelevel PWAD for Doom II A sequel to farlowjs previous map The Island it once again features a similar setting as before with large outdoor coastal areas and forested landscapes but this time with a greater emphasis on indoor locations including a cave system and a large UAC underground complex,Missing,Missing
1119398400,[5],272126,Afterglow: A New World Rising,[6],Set in a huge cityaffair infested with alien vermin in huge quantities Afterglow A New World Rising can be classified as one large city map cluttered with splendid architecture and brilliant gameplay plotting,Missing,Missing
1119830400,[5],271360,Concentric Devastation,[6],Large professionally constructed mountain base with Q2MP1 textures and some custom monsters,Missing,Missing
1118188800,[5],269115,Hi-Tech Hell 2,[6],What caused the hellspawn havoc in a remote science base Could it have been a strange shipment sent from UAC teleport research center a place called as Alien Tech Its time to find it out,Missing,Missing
1118448000,[5],268902,Ressurection of Chaos,[6],Ressurection of Chaos is the sequel to Hordes of Chaos Just like HOC pushed Heretics gameplay into new and challenging territory so will ROC Be prepared to actually use the items in your inventory instead of letting them sit around the whole game,Missing,Missing
1119830400,[34],261776,Suisenka,[6],Main character comes from a powerful family and thus has everything he wants His colorless life gains new palette after meeting a girl who introduces him to the world of sensual pleasures But one day mansion inhabitants rebel against such life and try to find their own happiness,Missing,Missing
1117843200,[5],261478,Zaero,[6],Zaero Episode 1 is a threelevel PWAD for Doom II released in June 2005 by Steven Searle Built for the ZDoom source port Zaero is heavily inspired by Quake II and features a similar aesthetic with the gameplay enhancements being reinforced by the addition of several custom enemies through DECORATE Planned to be the first entry with more maps to come no sequel ever materialized,Missing,Missing
1120089600,[5],259426,Tour of Duty,[6],Tour of Duty is a realistic team play mod for Halflife by Valve Software The game is set at the height of the Vietnam war between 1967 and 1973 allowing you to relive the conflict fighting either for the United States Marine Corp USMC or the Viet Cong VCNorth Vietnamese Army NVA,Missing,Missing
1120089600,[15],255607,Atari Collection: Strategie,[6],Missing,Missing,Missing
1118016000,Missing,208804,Crystalize!,[6],Missing,Missing,Missing
1118966400,[34],204388,Little Aid,"[6, 8]",Little Aid is a otome game by Takuyo for PC and PlayStation 2,Spring Its almost time for the cherry blossoms to bloom I come back to South Aose where my mothers grave is My fathers job is finally coming to a stable place My life of constant movement is over from now on my father me and my little brother will live together  Winter Its December close to Christmas A memorial service for the tearing down of the old Tenhou High school building is held Even though its a different kind of event from a usual culture festival the lively students plan many kinds of attractions  Me and my classmate Kushige and the Morals Committee Chairman Sawato also start preparations On that normal day I suddenly get informed that my father has been in an accident and is now in the hospital  He was in a traffic accident and is forced to stay in the hospital for a few days The doctors say that only sustaining that level of injuries is almost miraculous While I was sorting through the closet to find clothes for my father in the hospital I found it this jade pendant  Yes I remember now that was the beginning When I found this jade pendant everything started,Missing
1118102400,[5],201791,Night at the Office,[6],A single player mod set in a highrise office building Terrorists are taking over the building and working their way up to your location you then begin a desperate race to save the other employees and stop the terrorists before its too late,You are an administration assistant working for a courier company called Parcel Passages in their Highrise headquarters office building  One night you discover terrorists have entered the building and are working their way up to your location you then begin a desperate race to stop the terrorists and save the other employees before it is too late,Missing
