first_release_date,genres,id,name,platforms,summary,storyline
1541721600,[5],271296,Cloisterfuck,[6],Large cloistercastle map combining WizardMedievalMetal textures Somewhat inspired by E2M5 It comes with a custom skybox,Missing
1541203200,[5],269131,Mayhem 2018: Orange Edition,[6],MAYhem 2018 is a pair of megawads for Boomcompatible source ports totaling 42 levels created in May 2018 by members of the Doomworld forums It is the seventh installment of the MAYhem series and was led by James Caldwell Obsidian for the first time in the series who took over from Michael Fraize Marcaek Series founder TheMionicDonut proposed that as a reference to the Pokémon series of video games MAYhem 2018 would feature two megawads run as separate projects at the same time The orange edition features 22 levels whilst the purple edition has 20 Each edition contains its own roster of custom monsters through the use of DeHackEd and custom palettes to bring out the colour themes better,Missing
1541462400,[5],269130,Mayhem 2018: Purple Edition,[6],MAYhem 2018 is a pair of megawads for Boomcompatible source ports totaling 42 levels created in May 2018 by members of the Doomworld forums It is the seventh installment of the MAYhem series and was led by James Caldwell Obsidian for the first time in the series who took over from Michael Fraize Marcaek Series founder TheMionicDonut proposed that as a reference to the Pokémon series of video games MAYhem 2018 would feature two megawads run as separate projects at the same time The orange edition features 22 levels whilst the purple edition has 20 Each edition contains its own roster of custom monsters through the use of DeHackEd and custom palettes to bring out the colour themes better,Missing
1543363200,[5],268966,Scattered Ashes,[6],Scattered Ashes is a 10level wad made in 3 weeks as a part of the NaNoWADMo 2018 project Each map takes about 5 minutes to play through The gameplay is pretty standard in some maps but in others it can get quite gimmicky so theres a bit of variety in terms of that The wad is split into 2 episodes One centers around the colors gray and black the other around green,Missing
1541116800,[5],268866,Escape from the Catacombs,[6],Jakub KUBA18i Majewskis first heretic map,Missing
1541548800,"[13, 32, 33]",268771,American Truck Simulator: Special Transport,[6],We are calling on Americas top truck drivers to haul heavy cargo across the country Do you have what it takes to drive these oversized cargoes through busy cities and winding country roads We are challenging you to take on the responsibility of delivering these Special Transport cargoes  Get into your mighty diesel beast and show us that youre the one who can successfully deliver these over sized cargoes safely to their destination Manoeuvre your truck and trailer through the lands of American Truck Simulators base map and DLCs but be cautious Some of these deliveries may take you through challenging and narrow roads  But you will not be alone on your journey You will be escorted by a team of trained police and special vehicle escorts who will communicate and guide you throughout your journey The drive may be tough but if you drive with care and listen to your escort drivers advice you will get these enormous cargoes to where theyre needed safely  Master these cargoes and become a true master of truck hauling,Missing
1541721600,"[8, 10, 32, 33]",265740,I Can Transform,"[3, 6, 14, 34, 82]",In this game you will use your special costume which allows you to transform into mechanical objects car rocket helicopter magnet motorcycle  to avoid obstacles collect vortex gems in levels and defeat the Assas the bad guys who want to destroy the world,Missing
1541203200,[34],264358,Megurine Luka no Jikenbo,[6],Missing,Missing
1543104000,[5],262290,Deviled,[6],This map was created for vinesauce mapping contest which happened in 2018 It got renamed from dual layered violence to deviled This version is more improved and more detailed than my contest version,Missing
1541808000,[5],262289,MedEvil,[6],Three small to mediumsized levels with a gothic castle theme Balanced for pistol start with difficulties implemented,Missing
