first_release_date,genres,id,name,platforms,summary,storyline
1555977600,"[5, 33]",275668,Polybius,[6],Fanmade playable version of the rumored game called Polybius,Missing
1554163200,[34],275642,Shigatsu Youka,[6],April of 2020 In the season when cherry blossom petals dance in the wind  In one city a crimson red dead body was discovered It was in such a horrific state that it was obvious at first glance The subject has become very hot on television the Internet and social media The cause is that there have been numerous similar accidents in the past  It should have been something that appeared only in the media And yet something has started to stir just behind certain women,Missing
1555977600,[5],274157,Remains,[6],2 maps using textures from a cancelled megawad,Missing
1555718400,[5],271305,Toybox,[6],Three small experimental levels with cartoony textures and gameplay focusing on exploration and movement The map sources are included,Missing
1555459200,[5],268873,D'Spirali Hideout,[6],A 4060 minutes level for almost vanilla setting of Heretic,Missing
1555632000,[5],261438,Unbeliever,[6],UnBeliever is a threeepisode vanilla Heretic megaWAD where each episode offers a different gameplay experience and are designed to be played in any order E1 has lots of gimmicky combat scenarios mostly focused on Heretics unique gadgets E2s maps are ultra short and action packed built with only 100 linedefs a piece And E3s trials require quick thinking and quicker reflexes,A whole new dimension of UnAligned The death of the Icons of Sin shattered reality and thrust you into a strange dimension of swords and sorcery Now you must survive three distinct dastardly episodes and defeat the three DSparils
1555545600,"[5, 32, 33]",260742,Goubakuran: RumbleStorm,[6],Goubakuran RumbleStorm is a vertical shoot em up that finds humanity on the losing end of a war against a mechanical species that suddenly appeared one day In their desperation they send out a lone pilot on a suicide charge against the increasingly encroaching alien armada This pilot named Reika has more than the weight of humanitys future on her shoulders The talented engineer who developed the space vessel Reika commandeers is her lover and recently fell into enemy hands With nothing left the lose and everything to gain Reikas ship is launched right past the front lines and into entirely hostile territory,Missing
1555977600,[5],259389,1000 Lines Community Project,[6],A 34 map megawad made for vanilla Doom 2 made by the community with a strict line limit of 1000 lines,Missing
1554768000,[5],257174,Earth Ends,[6],Earth Ends is a 6map episode for limitremoving ports made by members of Doomer Boards Thanks joeilya for being the lead on this one,Missing
1556496000,"[5, 13]",254839,Arma 3 Creator DLC: Global Mobilization - Cold War Germany,[6],Willkommen Its time for you to return to the Cold War With its bombastic amounts of new original content the Global Mobilization  Cold War Germany Creator DLC for Arma 3 invites you to live and breathe the military conflict between the two Germanies in the 1980s Ride into armored combat against a determined enemy that easily outnumbers you Experience warfare from the perspective of infantry reinforced with APCs Or breach the historic inner German border to force the enemys hand in battle Which side of the wall will you fight for Besides the West and East German armies this DLC pack also includes Denmark as a smaller but viable military faction whereas the Polish Peoples Army reinforces their East German comrades,Missing
