,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
28,[5],27032,Call of Duty: Infinite Warfare - Sabotage,"[6, 48, 49]",Missing,Sabotage the first DLC pack for Call of Duty Infinite Warfare includes the next terrifying Zombies installment Rave in the Redwoods plus four unique multiplayer environments,Missing,,,,,,
29,Missing,26930,Dead or Alive Xtreme 3: Fortune - VR Paradise,[48],Missing,Missing,Missing,,,,,,
30,[30],26928,Pinball FX3: Star Wars Pinball - Rogue One,"[3, 6, 9, 12, 14, 46, 48, 49]",Missing,Missing,Missing,,,,,,
31,"[13, 31, 32]",26181,The Flame in the Flood: Complete Edition,"[48, 130]",Missing,The PS4 exclusive Complete Edition features directors commentary a dynamic theme two avatars and a host of gameplay tweaks,Missing,,,,,,
32,"[31, 32]",18364,Divide,"[6, 48]",Missing,Divide is a characterdriven science fiction actionadventure game with a modern take on isometric adventures of the past Search for clues that reveal new insight into the story interact with fully realized characters and combat enemies by hacking out of sight or launching a direct assault,Missing,0.0,0.0,0.0,0.0,0.0,0.0
33,"[12, 15]",14673,Valkyria Revolution,"[46, 48, 49]",All it takes is a single spark to start the inferno of war and in the story of Valkyria Revolution players will experience that firsthand Five lifelong friends consumed by personal revenge plunge an entire continent into a terrible war sacrificing the lives of countless innocents for a cause based on twisted halftruths and outright lies This Circle of Five use their combined influence in their political and military positions to motivate their small economically blockaded homeland to rise up and become a powerful resistance against its imperialist oppressors Will the Circle of Five be remembered as heroic liberators or will their selfish motives expose them as traitorous conspirators who sacrificed untold lives just to carry out a personal vendetta Players will watch this history unfold in Valkyria Revolution and find out the truth behind the events,A new spin off game in the Valkyria franchise this game may be a prequel to the Valkyria Chronicles series and uses a new battle system LeGION system that should allow for much larger battles  A Demo for this game will be released with Valkyria Chronicles Remastered that is set to be released on February 10th 2016,Missing,33.17,46.86,61.96,56.0,23.0,30.0
34,"[8, 9, 15, 31, 32]",27034,Linelight,"[3, 6, 14, 48, 130, 384]",Missing,Linelight is an elegant puzzle game set in a world of lines,96.88961226054346,4.06,6.41,10.48,78.0,20.0,34.0
35,[31],57692,Resident Evil 7: Biohazard - Gold Edition,"[6, 48, 49]",Missing,Set in modern day rural America and taking place after the dramatic events of Resident Evil 6 players experience the terror directly from the first person perspective Resident Evil 7 embodies the series signature gameplay elements of exploration and tense atmosphere that first coined survival horror some twenty years ago meanwhile a complete refresh of gameplay systems simultaneously propels the survival horror experience to the next level  The Gold Edition contains the full game plus DLC the Banned Footage Vol 1 and 2 and the End of Zoe epilogue episode,90.87755167921544,9.09,16.11,42.9,86.0,121.0,138.0
36,"[4, 33]",88907,ACA Neo Geo: The King of Fighters '98,"[48, 49, 130]",Missing,The King of Fighters 98 is a fighting game released by SNK in 1998 In the previous installment KOF 97 the story of the Orochi Saga reached its exciting conclusion As a result the next entry in the series THE KING OF FIGHTERS 98 was released as a dream match version of THE KING OF FIGHTERS Series It is one of the most popular and well known versions of the game partially thanks to the many balance changes that received high praise from fans around the world,90.0,,,,,,
37,"[2, 31, 34]",12579,Danganronpa V3: Killing Harmony,"[6, 39, 46, 48]",Missing,Welcome to a new world of Danganronpa and prepare yourself for the biggest most exhilarating episode yet Set in a psychocool environment a new cast of 16 characters find themselves kidnapped and imprisoned in a school Inside some will kill some will die and some will be punished Reimagine what you thought highstakes fastpaced investigation was as you investigate twisted murder cases and condemn your new friends to death,89.12262171475028,39.38,51.71,95.59,83.0,759.0,937.0
38,"[5, 12, 31, 32]",26364,The Binding of Isaac: Afterbirth+,"[3, 6, 14, 48, 49, 130]",When Isaacs mother starts hearing the voice of God demanding a sacrifice be made to prove her faith Isaac escapes into the basement facing droves of deranged enemies lost brothers and sisters his fears and eventually his mother,The Binding of Isaac Afterbirth is a dungeoncrawling shootemup thats literally a different game each and every time you play it The randomly generated maps are built with over 11000 unique room configurations each populated with a nearly endless variety of enemies items challenges and secrets,85.18301071945693,5.16,111.75,344.43,83.0,176.0,159.0
39,"[5, 9, 31]",19562,Resident Evil 7: Biohazard,"[6, 48, 49, 165, 167, 169, 170]",Resident Evil 7 Biohazard is set in mid2017 somewhere in the southern United States after the dramatic events of Resident Evil 6 The game features a new protagonist named Ethan Winters a civilian searching for his missing wife Mia which leads him to a derelict plantation mansion occupied by an infected family,Resident Evil 7 Biohazard is the first game of the Resident Evil series to switch from 3rdperson to fully 1stperson perspective A complete refresh of gameplay systems simultaneously propels the survival horror experience to another level It is as much horror as it is survival boosting up scare elements and minimizing downright shooting action The game allows use of Sonys PSVR Headset to play in VR mode,83.79938717216014,9.28,11.69,25.91,83.0,2530.0,3954.0
40,"[4, 31, 32]",29985,Little Triangle,"[6, 14, 48, 49, 130]",Missing,The game targets to be one of the best hardcore platformers ever If you are worried that a good hardcore game will take you too long to finish you can try the casual mode in Little Triangle where you have some additional lives With the same level design as the hardcore mode you will still find the fun in the challenges with much less pressure If you only love highly challenging hardcore platformers but cannot find new ones please check the hardcore mode of Little Triangle and the difficult level is just right for you,80.0,4.33,0.0,0.0,0.0,0.0,1.0
41,"[12, 13, 31, 32, 34]",27068,Angels with Scaly Wings,"[3, 6, 14, 48, 49, 130, 167, 169]",After the discovery of a mysterious portal you are selected as one of the few humans to travel to the world of dragons While you serve as an ambassador you learn more about this strangely familiar place and discover that your human colleague knows more than hes letting on It will be up to you and the friends you make to uncover the conspiracy that threatens the newly discovered world  and in the process you may even find love,Angels with Scaly Wings is a unique scifi visual novel with slice of life and dating sim elements set in a world populated by dragons,80.0,9.37,19.27,22.1,80.0,5.0,29.0
42,"[2, 31, 32]",22818,The Wardrobe,"[3, 6, 14, 48, 130]",It all happened five years ago during a picnic arranged by Ronald and his best friend Skinny Things were going well until Ronald pulled out two very tiny plums from his basket one for Skinny and one for him Not knowing about his deadly allergy to plums Skinny didnt think twice about eating it and immediately went into anaphylactic shock which caused his sudden death Ronald ran off terrified When he woke up Skinny discovered that he had become a skeleton and been sentenced to live in Ronalds bedroom wardrobe forever Since then Skinny has watched over Ronald constantly without his knowledge but now things are going to change To save his best friends soul from eternal damnation Skinny will be forced to reveal himself and make Ronald admit his crime Not a simple challenge at all,The Wardrobe is a visuallyrich 2D point and click adventure game inspired by the great 90s classics The game has a strong sense of humour but isnt shy about dealing with mature and nonpolitically correct themes,79.96928217534779,5.33,9.02,14.6,69.0,10.0,16.0
43,"[5, 31]",75449,Resident Evil 7: Biohazard - Season Pass,"[6, 48, 49]",Missing,The Season Pass for Resident Evil 7 Not A Hero is a free update for the base game instead of a DLC included in the season pass  Purchase the Resident Evil 7 biohazard Season Pass and get access to the following additional content  Banned Footage Vol 1  Nightmare  Bedroom  Ethan Must Die  Banned Footage Vol 2  21  Daughters  Jacks 55th Birthday  End of Zoe,79.14086436501026,,,,,,
44,"[12, 25]",26676,Kingdom Hearts 0.2: Birth by Sleep - A Fragmentary Passage,"[6, 48, 49, 130]",As the Keyblade War concludes and the hearts of the fallen ascend to Kingdom Hearts Luxu watches from afar in silence with the Black Box at his side as he uses the Gazing Eye to relay the events to the Master of Masters  At the Mysterious Tower not long after Master Xehanorts resurrection Riku Kairi and King Mickey are having an audience with Master Yen Sid Yen Sid explains that in order to confront Xehanort they will need to gather the Seven Lights among those which include the three Keyblade Wielders who befell a terrible fate over a decade ago At Yen Sids request Mickey tells Riku and Kairi of the time he came across Aqua in the Realm of Darkness  The story begins where Kingdom Hearts Birth by Sleep Final Mixs Secret Episode ended with Aqua discovering the Castle of Dreams within the Realm of Darkness Sensing something suspicious Aqua makes haste towards the castle fending off repeated Heartless attacks along the way However upon approaching the castle grounds the clock on the castles tower advances causing the land to crumble  Aqua enters the nearby town to find five Gears that will turn back the clock and restore the grounds As she locates the Gears and activates them Aqua experiences flashbacks to her time in the Realm of Light After reviving the path to the castle Aqua makes her way forward but is accosted by a large swarm of Shadows conglomerating into a Demon Tower which she successfully repels Entering the castle she spots what appears to be Terra When she approaches him though the apparition disappears into light Aqua solemnly recalls her past with her friends before proceeding,A short sequel to Kingdom Hearts Birth By Sleep that partially takes place during the events of the first Kingdom Hearts A fragmentary passage gets its name from a hidden ending to BBS and tells the story of Master Aquas tenyear journey through the Realm of Darkness 02 acts as a prologue to the upcoming Kingdom Hearts III and also as a demo of Kingdom Hearts traversal combat and graphics in Unreal Engine 4 as it will appear in KH3 This game is only playable as part of the collection Kingdom Hearts 28 Final Chapter Prologue,77.73175732191432,2.72,3.6,11.51,75.0,387.0,526.0
45,"[2, 9, 31, 32]",26399,Memoranda,"[3, 6, 14, 48, 49, 130]",Missing,Memoranda is a 2D point and click adventure game inspired by author Haruki Murakamis surreal short stories  The game tells the story of a young lady who gradually realizes that she is forgetting her own name But is she really losing her memory,76.59659326963025,4.14,4.4,4.73,61.0,17.0,28.0
46,"[2, 9, 12, 31, 32]",26776,Detention,"[3, 6, 14, 34, 39, 48, 130]",Greenwood high school located in a remote mountainous area two students found themselves trapped and vulnerable The place they once knew has changed in unsettling ways haunted by evil creatures To escape they must explore the mysterious campus filled with ominous objects and puzzles How will they survive in this ever threatening environment Could they return to safety in one piece,Detention is a atmospheric horror game set in 1960s Taiwan under martial law Incorporated religious elements based in TaiwaneseChinese culture and mythology the game provided players with unique graphics and gaming experience,75.36671911869128,3.21,3.82,4.18,76.0,227.0,357.0
47,"[5, 8, 9, 31, 32, 33]",6732,Rise & Shine,"[3, 6, 14, 48, 49, 130]",Rise is a small kid of Gamearth the world where the classic videogame characters live He finds himself lost in the middle of a war against the Space Grunts the bald muscular soldiers with big guns that just invaded his world Only with the help of the legendary gun Shine hell be able to stay alive and just maybe incredibly save his planet from the invaders,The game mixes pure shooting arcade with the use of different bullets to solve all the situations Rise will find on his path Think of a more arcadey Another World also with a very tight relationship between gameplay and story,72.92765945372075,2.54,2.93,3.95,64.0,44.0,81.0
48,"[12, 31]",14159,Kingdom Hearts HD 2.8 Final Chapter Prologue,"[6, 48, 49]",Kingdom Hearts Dream Drop Distance HD The collection features an HD remaster of Dream Drop Distance which Nomura stated was essentially a full remake of the game since the original utilized the two screens of the Nintendo 3DS  Kingdom Hearts χ Back Cover Further information Kingdom Hearts χ Kingdom Hearts χ Back Cover told through HD cinematics tells a new tale of the Foretellers and reveal new parts of the series history Nomura revealed that Back Cover would utilize technology being developed for Kingdom Hearts III  Kingdom Hearts 02 Birth by SleepA Fragmentary Passage Further information Kingdom Hearts Birth by Sleep Kingdom Hearts 02 Birth by SleepA Fragmentary Passage is a new short episode taking place after the events of the original Birth by Sleep told from the perspective of Aqua A Fragmentary Passage which ties into Kingdom Hearts III and uses technology from III is set immediately after Dream Drop Distance when King Mickey reveals that he has a few secrets to confess relating to Aqua and her time in the Realm of Darkness The story then picks up immediately after the secret ending of Birth by Sleep Final Mix and will last about the length of one world from the series,Kingdom Hearts HD 28 Final Chapter Prologue is a compilation that brings the popular Kingdom Hearts Dream Drop Distance to the PlayStation4 computer entertainment system platform remastered in high definition  Originally released in 2012 Kingdom Hearts Dream Drop Distance HD is a fullHD remastered version of Kingdom Hearts 3D Dream Drop Distance Series protagonists Sora and Riku take on the Mark of Mastery exam in preparation for coming threats The signature action of the Kingdom Hearts series has evolved allowing players to experience fasterpaced battles and exploration at a blistering pace,72.12769152928186,18.99,31.01,66.12,78.0,151.0,147.0
49,"[4, 12, 25, 31]",117525,Kingdom Hearts Dream Drop Distance HD,"[6, 48, 49, 130]",Following the destruction of Ansem and Xemnas at the hands of Sora and Riku Xehanort is revived In response Yen Sid puts Sora and Riku through a Mark of Mastery exam in order for them to become fullfledged Keyblade Masters and counter the coming return of Master Xehanort As part of this trial the two are separated from each other and sent to worlds previously destroyed by the Heartless that have since been restored though now in a state of deep sleep which disconnects them from the other worlds  These seven worlds are plagued by Dream Eaters  creatures born from darkness that seek out the sleeping worlds Keyholes Sora and Rikus given task is to reawaken the sleeping worlds by unlocking the seven Keyholes they find there and then return to the realm of light recruiting benevolent Spirit Dream Eaters to guide them and battle the malevolent Nightmare Dream Eaters after which they will be deemed Keyblade Masters,Kingdom Hearts Dream Drop Distance HD is a full HD remaster of Kingdom Hearts 3D Dream Drop Distance designed for the PlayStation 4 It was released as part of a package of three games entitled Kingdom Hearts HD 28 Final Chapter Prologue  The game is largely the same as its Nintendo 3DS counterpart but includes some additional features as well as alterations designed to adapt the game to the PS4 The conversion from two screens to one is the most notable of the changes seen Little has changed in terms of gameplay However three new Dream Eaters have been introduced and minor game features have been altered to adapt to the PS4,71.37757661537776,20.19,26.67,56.26,72.0,306.0,371.0
50,"[8, 31]",12528,Gravity Rush 2,[48],Missing,Another mindbending adventure awaits gravity queen Kat as a new danger emerges to threaten the fabric of the universe itself Still searching for clues behind the mystery of her origin and with the powerful Raven at her side Kat must master three unique gravity attack styles as she takes on enemies and massive bosses,71.28783083582759,19.75,33.37,53.3,76.0,351.0,417.0
51,"[5, 9, 31]",27018,Resident Evil 7: Biohazard - Banned Footage Vol. 1,"[6, 48, 49]",Missing,This newly unearthed footage exposes further secrets from the dark past of the Baker family,70.3214388080089,1.5,2.28,3.92,70.0,71.0,68.0
52,"[7, 14, 32]",83858,AudioBeats,"[6, 163, 165]",Missing,Audio beats is a tribute to the classic VR rhythm gameserve the core player for music game typesIf you are traditional rhythm game users who seeking for hit experience and difficultythis game will be perfect for you,70.0,0.0,0.0,0.0,0.0,0.0,0.0
53,"[9, 32, 33]",30177,Henry the Hamster Handler,"[6, 48, 49, 130]",Missing,You are Henry the legendary onehanded hamster handler and its your job to save the massproduced balls of fluff Its time to punch in at Hamsters Inc where your usual menial task of hamster production and distribution has gone kaput,70.0,0.0,0.81,0.0,50.0,2.0,1.0
54,"[7, 14, 32]",30173,Beats Fever,"[6, 165]",Missing,Beats Fever is a VR rhythm game set in stylish and charming world stages where players enjoy cool music and catch incoming notes,70.0,2.82,3.03,0.0,40.0,1.0,2.0
55,"[8, 10, 14, 32, 33]",29801,The Videokid,"[6, 48, 49, 130]",Missing,Test your skills to the max with this fun  challenging arcade style skate game set in a retro 1980s neighbourhood filled with danger,70.0,2.28,3.76,5.0,70.0,4.0,5.0
56,"[8, 9, 31, 32, 33]",27299,Save the Ninja Clan,"[3, 6, 14, 46, 48, 49, 130]",Missing,Save the Ninja Clan is a platformer for casual players as well as speed runners There are two ways to play this game play through the normal story mode or find secretsbugs in the game to annoy the Game Manager watching,70.0,2.15,0.0,6.0,25.0,2.0,2.0
57,"[9, 15, 31, 32, 33]",27105,Warlock's Tower,"[6, 14, 34, 37, 39, 46, 48, 49, 130]",Missing,A punishing puzzler with elegantly designed levels around one brutal rule  one move equals one life lost,70.0,3.73,6.71,12.26,70.0,6.0,12.0
58,"[8, 31, 32, 33]",26752,Spheroids,"[6, 41, 46, 48, 49, 130]",Missing,In Spheroids you take control of Lucas a jumpy Canadian boy who sets out on an adventure with his crazy scientist companion Otto after its discovered that the government has been hiding alternative universes from the cubic world they live in Unfortunately these alternative universes contain spheres that wish to turn everything round so its up to Lucas to save the world from these dangerous aliens the Spheroids  Throughout Spheroids 32 levels youll encounter many different environments with multiple hazards to avoid and enemies to destroy Items such as the ModifiedDrillingHook Otto lends Lucas will help you traverse the environment with ease with many more to find throughout  Spheroids is a 2D sidescroller that mixes mechanics from classic platformers such as Super Mario Bros or Umihara Kawase with combat sections inspired in Pang or Buster Brothers within a comical sciencefiction setting inspired by films and series such as Futurama Rick  Morty Ghostbusters Back to the Future or Spaceballs,70.0,3.74,4.38,5.26,50.0,2.0,6.0
