first_release_date,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1468454400,"[12, 16]",153540,The Legend of Heroes: Sora no Kiseki the 3rd Evolution,[46],Half a year after the events of Trails in the Sky Second Chapter Liberl has settled into peace once againbut even during peaceful times there are many among the distinguished and fortunate burning with greed thanks to the influence of ancient artifacts Most of the population remains unaware of their abuses of power but to the most enigmatic order of the beloved Septian Church the Gralsritter snuffing out these wouldbe villains and claiming artifacts in their name is as everyday as professing ones faith in the Goddess  On the eve of another successfully completed mission highranking member Father Kevin Graham is immediately assigned to retrieve one more artifact that rests beneath Grancel Cathedral Whats more even though this is a task he could easily complete on his own he must reluctantly do so in partnership with his newest recruit rookie Gralsritter and childhood friend Sister Ries Argent  Thus begins the start of a routine mission that becomes anything but delving into a new and mysterious realm that follows an unnaturally strict set of rules Phantasma Therein the history of the Septian Church and the pasts of the many familiar faces who took up arms for the sake of Liberls future will be laid bareand some may have been better off staying forever sealed behind closed doors,A remake of the second entry in the Sora no Kiseki series which included new character artwork improved gameplay new features a completely rearranged soundtrack voice acting for most dialogues in the game and more  Join Kevin Graham and Ries Argent in their quest to retrieve an ancient artifact for the Septian Church Featuring the largest cast of playable characters in the Trails series up to that point new minigames a stellar soundtrack by Falcom jdk Sound Team and even more gameplay features Trails in the Sky the 3rd brings the Liberl arc story to an end while also teasing new plot developments across the continent of Zemuria,Missing,nan,nan,nan,nan,nan,nan
1469664000,[34],144633,Kujiragami no Tearstilla,[46],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1469664000,[34],143386,Strawberry Nauts,"[46, 48, 130]",Seitarou starts his first year of high school by moving to the Goukoukan school away from home Of course he is to move to the dormitory so he is surprised when told that he will be staying in the girls dorm To be precise he will be staying in an appendage of the dorm because the boys dorm is full That day he meets with the other residents who are of course all girls Asagiri and Aisa are his senpais his childhood friend Itsuki Houmi the school chairmans daughter the timid and petite Yao the bright Touko and the childish teacher Chiyori  One year later all the members of the dorm are like a closeknit family while everyone spends their time and energy doing what they love be it club activities or student council duties Haruto uses his nowfamous cooking skills to make sure food is ready when they wake up in the morning and come back after school With the addition of two firstyear girls the clumsy Mikamo and the serious Suzume the new school year starts who will Haruto end up with,A romantic Japanese Visual Novel,Missing,nan,nan,nan,nan,nan,nan
1469059200,[12],141989,Shinshaku Tsurugi no Machi no Ihoujin Kuro no Kyuuden,[46],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1469491200,[31],127055,Minecraft: Story Mode - Episode 7: Access Denied,"[6, 9, 12, 14, 34, 39, 48, 49]",Missing,Minecraft Story Mode is an adventure game set in a Minecraft world It is a fivepart episodic series that will take you to the Nether the Farlands the End and beyond You will drive how the story flows through the decisions you make what you say to people and how you say it and what you choose to do in moments of thrilling action,Missing,1.51,1.52,1.54,69.0,21.0,28.0
1468886400,"[12, 13, 31]",121024,The Sims 4: Backyard Stuff,"[6, 14, 48, 49, 167, 169]",Let your Sims cool off and show off on two allnew lawn water slides Perform a variety of tricks for your audience like surfsliding through the jaws of a shark Then add a little soap  because everythings better with bubbles  Add your personal touch with decorative lights and maybe a set of potted plants Give your Sims and their guests a great place to spend time with multicolored patio furniture And dont forget a soothing set of wind chimes or a bird feeder to make your Sims personal retreat complete  Its definitely time to dress down with some fun laidback clothing Your Sims can really let their hair down with relaxed new styles thatll look great while sipping an iced tea,Give your Sims a backyard they can really enjoy with The Sims 4 Backyard Stuff a stuff pack for The Sims 4 Add fun lawn water slides and colorful new objects to spice up the space Slip into something a little more comfortable and remember to keep plenty of lemonade on hand,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1468540800,"[5, 33]",99536,Arcade Archives: KiKi KaiKai,"[48, 130]",Missing,Arcade Archives KiKi KaiKai is a port of the action game KiKi KaiKai Player will control Sayo a young Shinto shrine maiden in fighting against monsters in order to save the kidnapped Seven Lucky Gods,Missing,nan,nan,nan,nan,nan,nan
1469750400,[34],98085,Floral Flowlove,"[6, 34, 39, 46, 48, 130]",Missing,On that day I saw an angel,Missing,nan,nan,nan,nan,nan,nan
1469750400,"[13, 31, 34]",88386,Amatsutsumi,"[6, 46]",Missing,Our hero Makoto possesses the power of kotodama which allows one to control people with the power of ones voice  Having an interest in the outside world he leaves the hidden village he has lived in all his life However he found himself woefully unprepared and collapses on the side of the road in a small town almost as remote as his village Just as hes resigned himself to death hes saved by Oribe Kokoro a girl whose family runs a cafe in that town  Using his kotodama powers Makoto becomes a part of the Oribe family and begins attending school with Kokoro He soon meets several girls who each have their own special circumstances Will Makoto be able to use kotodama to help these girls And what is the true nature of kotodama  This is a story of the words that weave the ties that bind,Missing,0.0,0.0,29.56,72.0,1.0,1.0
1469059200,[15],83311,"Gendai Daisenryaku 2016: Chitsujo no Houkai, Haken Kokka Shittsui","[9, 46]",Missing,The 2016 version of Daisenryaku,Missing,nan,nan,nan,nan,nan,nan
