,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[12],259656,Kingdom of Paradise,"[48, 167]",Experience Kingdom of Paradise originally released on the PSP system enhanced with uprendering rewind quick save and custom video filters,Missing,Missing,20.87,21.67,0.0,69.0,9.0,6.0
1,"[12, 31]",257451,Genshin Impact: King Deshret and the Three Magi,"[6, 7, 34, 39, 48, 167]",Version 31 of Genshin Impact which included  New characters Cyno Nilou and Candace  New areas Hypostyle Desert Land of Lower Setekh and Land of Upper Setekh  New main story quests Chapter III Acts III  IV  New story quests for Cyno and Nilou  New main event Of Ballads and Brews  and more,The king who once commanded the sand is now buried in it The walls that once stood strong against the sand are now swept away by it Now the hidden ruins are ready to welcome new visitors And reveal ancient buried truths,Missing,,,,,,
2,"[12, 15, 16, 31]",248792,The Legend of Heroes: Trails from Zero - Deluxe Edition,"[48, 130]",The Legend of Heroes Trails from Zero  Deluxe Edition includes   Base Game  Digital Soundtrack  Mini Art Book,After three years away from his hometown Lloyd Bannings returns in order to follow his late brothers footsteps and join the Crossbell Police Department However when he arrives he finds hes been assigned to the Special Support Section a new division that handles odd jobs and minor requests He meets his new teammates which include Elie MacDowell the granddaughter of the citys mayor Randy Orlando a womanizing exsoldier and Tio Plato a young tech genius  Though their department is mocked by the media and looked down on by the rest of the CPD Lloyd and his friends continue to fight to make their city a better place As they do however they slowly come facetoface with the criminal corruption gripping their city Little do they know just how deep the shadows of Crossbell City go,Missing,,,,,,
3,"[8, 31, 32]",245711,Mr. Brocco & Co.,"[6, 48, 49, 130]",Mr Brocco  Co is a classic 2D platform game set in a fantasy world where junk food is trying to take over Choose one of two characters Mr Broccoli or Super Asparagus to save the city,Missing,Missing,,,,,,
4,[8],243775,Fall Guys: Plush Fox Pack,"[6, 48, 49, 130, 167, 169]",Cuddle up to the competition with this adorable hoodie  Includes Plushfox Whole Costume 600 x ShowBucks,Missing,Missing,,,,,,
5,[8],243659,Fall Guys: Season 2 Starter Pack,"[6, 48, 49, 130, 167, 169]",Blast off into a whole new season with this astronomical bundle  Includes Crater King Whole Costume Moon Bean Whole Costume Party Planetoid Whole Costume 1000 x ShowBucks,Missing,Missing,,,,,,
6,"[13, 14]",242936,NBA 2K23: Championship Edition,"[48, 49, 167, 169]",Step back in time with eraspecific visuals that captured Michael Jordans ascent from collegiate sensation to global icon with immersive Jordan Challenges chronicling his careerdefining dominance,Missing,Missing,,,,,,
7,"[12, 31]",242402,Steelrising: Marie-Antoinette Cosmetic Pack,"[6, 167, 169]",Dress up in your best attire with the MarieAntoinette pack The MarieAntoinette pack includes a complete outfit for Aegis with hat jacket boots and trousers,Missing,Missing,,,,,,
8,"[13, 14]",240456,FIFA 23,"[48, 49]",Port of FIFA 23 for PlayStation 4 and Xbox One This version doesnt have some of the new technologies employed in the next generation version,Missing,Missing,83.28,106.05,135.58,68.0,83.0,31.0
9,Missing,239540,Stray: Iam8bit Exclusive Edition,"[48, 167]",A limited edition release of Stray which includes a special cover poster art cards and a patch released via iam8bit,Missing,Missing,,,,,,
10,Missing,237754,AI: The Somnium Files - Double Pack,"[6, 48]",Experience the supreme adventure series with this double pack including both AI THE SOMNIUM FILES and AI THE SOMNIUM FILES  nirvanA Initiative,Missing,Missing,,,,,,
11,"[13, 15]",227397,Jurassic World Evolution 2: Late Cretaceous Pack,"[6, 48, 49, 167, 169]",Showcase four stunning new prehistoric species in your parks with Jurassic World Evolution 2 Late Cretaceous Pack inspired by the fascinating Late Cretaceous period,Showcase four stunning new prehistoric species in your parks with Jurassic World Evolution 2 Late Cretaceous Pack Inspired by the fascinating Late Cretaceous period this pack includes four captivating species that roamed the land sea and air over 65 million years ago from soaring stealthy hunters of the skies to one of the largest dinosaurs ever discovered,Missing,,,,,,
12,"[5, 33]",223144,Crisis Brigade 2: Reloaded,"[165, 386, 390]",The streets are being overrun  You have been handpicked as one of the elite few to go on highrisk missions and save the city Youre authorized to take down the enemy at any means possible  On your six Take cover  Crisis Brigade 2 reloaded is about covering pointing and shooting fastpaced pure action Intense shootouts powerful weapons challenging levels fierce enemies Like the 90s classic arcade machines but with the immersion that Virtual Reality is capable of,Missing,Missing,,,,,,
13,Missing,222969,Cyberpunk 2077: Edgerunners Update,"[6, 167, 169]",The Edgerunners Update Patch 16 brings various gameplay fixes and improvements free DLCs as well as content inspired by Cyberpunk Edgerunners The anime will premiere on Netflix on September 13th,Missing,Missing,,,,,,
14,"[12, 31]",222835,Assassin's Creed Valhalla: Tombs of the Fallen Pack 2,"[6, 48, 49, 167, 169, 170]",This free title update 161 expands on the Tombs of the Fallen that were introduced in update 140  The journey of Tombs of the Fallen comes to an epic conclusion in this allnew addition Find your way through three mysterious tombs rigged with ancient traps and complex puzzles Only the most dedicated adventurers will discover buried secrets from a fallen civilization  Observe and explore deep waters molten lava and Isu teachings to solve ancient puzzles and acquire lost treasures,Missing,Missing,,,,,,
15,[14],221975,Project: Summer Ice Bowling Online,[48],Missing,Missing,Missing,,,,,,
16,Missing,221947,Trinity Trigger: Day 1 Edition,"[6, 48, 130, 167]",Missing,Missing,Missing,,,,,,
17,"[9, 35]",219695,Pretty Girls Tile Match,"[6, 48, 130, 167]",A matchpalz game is now available in the Pretty Girls series where you match 3 mahjong tiles with the same design and erase them Clear the stage get costumes for 6 Pretty Girls and aim for completion,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
18,[31],219113,Drag Journey: Nitro,"[48, 167]",Join this Drag Journey thorough the drag racing in the pimped car with nitro Enjoy the graphics with the best tunes,Missing,Missing,,,,,,
19,[33],219111,Sushi Fun,"[48, 167]",Sushi Fun is a retro rhythm game that lets the user complete a level with the controller buttons Try to complete the level with your best time Trophies are collected as you complete the rhythm goals Single player fun and arcade style entertainment,Missing,Missing,,,,,,
20,[33],219110,Pickle Fun,"[48, 167]",Pickle Fun is a retro rhythm game that lets the user complete a level with the controller buttons Try to complete the level with your best time Trophies are collected as you complete the rhythm goals Single player fun and arcade style entertainment,Missing,Missing,,,,,,
