,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[33],264040,Flupp the Fish,"[48, 49, 130]",Play the three Adventures of Flupp a tiny fish,Missing,Missing,,,,,,
1,"[13, 31]",237331,Minecraft: Egyptian Mythology Mash-up,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 74, 130, 132, 388]",Will you survive the perils of the Pyramids Journey through the Valley of the Kings dodge deadly traps and explore the ancient tombs below The fourth pack in the Mythology series this Egyptianthemed Mashup comes with textures fit for a Pharaoh legendary mobs a pantheon of skins and an epic soundtrack,Missing,Missing,,,,,,
2,[12],221540,Final Fantasy XIV: Under the Moonlight,"[6, 48]",Patch 43 brings a myriad of additions and refinements to the realm including the second installment of the Return to Ivalice saga crossworld linkshells and more,The arrival of imperial envoys in the land of Doma was as unexpected as their stated purpose to negotiate peace Lord Hien eager to secure the release of his conscripted countrymen cautiously accepts the agreement and arranges for a prisoner exchange Yet even as Doma is poised to welcome the breaking dawn the shadow of the fallen Zenos enfolds all in darkness and uncertainty,Missing,4.11,7.02,11.99,87.0,19.0,21.0
3,"[30, 33]",192050,Pinball Frenzy,"[39, 48, 130]",Pinball Frenzy establishes a new standard about ondevice pinball games thanks to its hyperrealistic physic and the quality of its graphics and sound ambience,Missing,Missing,,,,,,
4,"[31, 32]",171323,Arizona Sunshine: Dead Man,"[6, 48]",Welcome to the final days before the zombie apocalypse Arizona Sunshine  Dead Man DLC drops you in an infested US missile base where you will lead a frantic attempt by US Army Special Forces to contain the expanding zombie outbreak in the American Southwest,Missing,Missing,,,,,,
5,[31],164812,Middle-earth: Shadow of War - Desolation of Mordor,"[6, 48, 49]",The Desolation of Mordor Story Expansion includes   NEW Story campaign  NEW Side missions featuring Torvin  NEW Human Mercenaries and Bodyguards  NEW Region of Mordor  The Desert of Lithlad  NEW Beasts Werewyrms,Missing,Missing,,,,,,
6,"[15, 35]",147986,SilverStarChess,"[48, 130]",One of the standard board games in the SilverStar Series of SilverStarJapan Our latest offering the game of chess The topclass SilverStar board game engine also plays outstanding chess games We are proud to recommend this game for both veteran chess players and beginners Sharing enabled Share the JoyCon with another player to play headtohead or play a match against the computer Touch screen compatible This game responds to touch controls to provide more comfortable play Display available pieces Available pieces for a specific square are highlighted Hint function The computers recommended move can be displayed Score management Store up to 100 game records You can resume from the desired position by loading the stored game data List of Functions Headtohead match Hint function Pause BGM and sound effects ONOFF Check display ONOFF Available squares ONOFF Coordinates ONOFF Available pieces ONOFF Adjust piece movement speed The game is called a draw when the number of moves reaches 200,Missing,Missing,,,,,,
7,[34],147446,Mikagami Sumika No Seifuku Katsudou,"[46, 48]",The protagonist met a girl in a school uniform at Japans famed theme park Delight Resort While it was their first meeting they hit it off right away but they didnt exchange contacts before leaving their separate ways  Some days later he discovered after moving into a new home that his neighbor was the girl from that day Even though she was happy to meet him once again she froze upon hearing her friend say  Hey He thinks youre a high school student doesnt he  Sumika had already graduated from high school and was in the third year at university On one hand she was looking for a job but on the other she was wearing a school uniform that was not befitting her age It was a revival to remember that time a second school life,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
8,[34],145909,Sweet Pool,[46],The Boys Love visual novel Sweet Pool in commemoration of the novels 10 year anniversary has been ported to the Playstation Vita The port has cropped the explicit scenes but kept the original text  Sweet pool begins with the return of Youji Sakiyama to his Catholic high school after being confined in hospital for a year Suddenly he finds his life changing in unbelievable ways as his fate becomes entangled with his classmate Tetsuo Shironuma upperclassman Zenya Okinaga and best friend Makoto Mita  Sounds like your typical school boys love setting right Except that this being a Nitro production means that the story is also infused with horror of the most potent kind Filled to the brim with Primal Fear and Body Horror all heightened with a brilliantly creepy soundtrack this is definitely not a game for the fainthearted,Missing,Missing,10.11,11.27,13.06,81.0,16.0,28.0
9,[4],144705,Dragon Ball FighterZ: Vegito (SSGSS),"[6, 48, 49, 130]",One of the most powerful fused characters Vegito SSGSS enters the world of Dragon Ball FighterZ  This content includes  Vegito SSGSS as a new playable character  5 alternative colors for his outfit  Vegito SSGSS Lobby Avatar  Vegito SSGSS Z Stamp,Missing,Missing,,,,,,
10,[4],144704,Dragon Ball FighterZ: Zamasu (Fused),"[6, 48, 49, 130]",Fused Zamasu is born from the fusion of Goku Black and Future Zamasu through Potara earrings Thanks to the Super Dragon Balls Fused Zamasu has gained ultimate power and invincibility making him the most devastating god of all time His unlimited power also allows him to float in the air after his attacks and to move in any direction making him a unique character to control Divine Wrath his Ultimate Attack is a huge shot from his fingertip and is best used after a rush attack  Zamasu Fused the calm  collected Supreme Kai apprentice is bringing his brand of methodic deadliness to DRAGON BALL FighterZ  This content includes  Zamasu Fused as a new playable character  5 alternative colors for his outfit  Zamasu Fused Lobby Avatar  Zamasu Fused Z Stamp,Missing,Missing,,,,,,
11,"[9, 31]",136651,Detroit: Become Human - Premium Edition,"[6, 48]",Detroit Become Human is an neonoir thriller that puts the destiny of both mankind and androids in your hands taking you to a near future where machines have become more intelligent than humans Every choice you make affects the outcome of the game with one of the most intricately branching narratives ever created The Premium Edition includes a copy of the game a limited edition special art book the original digital soundtrack original theme and sticker,The plot revolves around three androids Kara who escapes the factory she was made in to explore her newfound sentience Connor whose job it is to hunt down deviant androids like Kara and Markus who devotes himself to releasing the androids from servitude The characters may survive or perish depending on the choices that are made which serve to shape the story as customized by the player,Missing,,,,,,
12,"[9, 31]",135973,Detroit: Become Human - Collector's Edition,"[6, 48]",Detroit Become Human is an neonoir thriller that puts the destiny of both mankind and androids in your hands taking you to a near future where machines have become more intelligent than humans Every choice you make affects the outcome of the game with one of the most intricately branching narratives ever created,The plot revolves around three androids Kara who escapes the factory she was made in to explore her newfound sentience Connor whose job it is to hunt down deviant androids like Kara and Markus who devotes himself to releasing the androids from servitude The characters may survive or perish depending on the choices that are made which serve to shape the story as customized by the player,Missing,,,,,,
13,"[7, 31]",127741,Thapster TV: 2nd Wave,"[48, 49]",The sequel to the PS4XB1 edition of the rhythm video game Thapster TV,Missing,Missing,,,,,,
14,[25],122357,Die for Valhalla!: Special Edition,[48],This version Contains   Die for Valhalla  Die for Valhalla  Thrall Theme  5 Avatars Archer Berserker Thrall Warrior Winter Valkyrie,Missing,Missing,,,,,,
15,[12],121206,Dragon's Crown Pro: Battle-Hardened Edition,[48],Exclusive to the west and only available in a limited quantity the BattleHardened Edition of the multiplayer actionadventure game Dragons Crown Pro brings Vanillawares fantastical adventure into your hands as never before The set includes 7 collectible skill cards representing the 6 different classes plus the common skills and a shining metal case encapsulating this ultimate package for game collectors,Missing,Missing,,,,,,
16,"[13, 15]",119959,Cities: Skylines - Parklife,"[3, 6, 14, 48, 49, 167, 169]",Cities Skylines  Parklife is a playful new expansion making your city more alive with new amusement parks nature reserves city parks and zoos and giving new life to your empty land with custom parks and gardens With everything from roller coasters and campsites to flower beds fountains and flamingos Parklife adds new ways to play with the introduction of a new park area tool and levelup features that increase your parks property values along with five new maps and a ton of assets in play,Missing,Missing,,,,,,
17,[5],118729,Call of Duty: WWII - Gold Edition,"[48, 49]",The Call of Duty WWII Gold Edition includes DLC Pack 1  The Resistance plus Digital Edition Bonus Content 1100 Call of Duty WWII Points  Call of Duty WWII creates the definitive World War II next generation experience across three different game modes Campaign Multiplayer and Zombies Continue the epic scale of war with DLC Pack 1 for Call of Duty WWII  The Resistance,Missing,Missing,,,,,,
18,"[14, 33]",118542,ACA Neo Geo: Top Player's Golf,"[48, 49, 130]",Top Players Golf is a sports game released in 1990 by SNK Three modes STROKE PLAY MATCH PLAY and NASSAU GAME are available along with two types of courses Youll find yourself fully absorbed in this games immersive graphics and strategic skill planning,Missing,Missing,,,,,,
