,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[12, 31]",224153,Yakuza Kiwami 2: Clan Creator Bundle,"[6, 48, 49]",The ultimate Clan Creator bundle for Yakuza Kiwami 2 This bundle includes ALL the DLC from the console version including the super super rare SSR Clan Creator Leaders and Packs as well as two exclusive weapons the Kiwami Machine Gun and the Kiwami Demon Blade,Missing,Missing,,,,,,
1,Missing,215561,Prison Architect: Escape Mode,"[48, 49, 130]",Swap the role of architect for inmate and try to break out of your prisons Will you earn essential cash by working an honest job or steal money from your fellow inmates Will you plan a stealthy underground escape or raid an armoury and shoot your way out Whatever you do remember to bring plenty of bacon to bribe the sniffer dogs with,Missing,Missing,,,,,,
2,[34],207924,Saiaku Naru Saiyaku Ningen ni Sasagu,"[34, 39, 48, 130]",A story where you live life alongside an invisible girl  Kuro is an invisible girl and Hyouma is a boy who can only see invisible people To alleviate their loneliness the two get close and live together but disaster eventually bares its fangs and a cruel world stands before them  Parallel worlds An invisible girl A mysterious disappearance An omniscient slate Can you solve the mystery behind the irrational world and lead it to salvation before total despair arrives as result of repeated destruction and separation  This is a story of sadness and overcoming that begins with a meeting that has not happened yet but is inevitable,Missing,Missing,0.0,0.0,51.0,80.0,1.0,1.0
3,"[4, 25]",154721,For Honor: Season 7 - Storm and Fury,"[6, 48, 49]",Dark clouds gather  volcanoes rumble The Gods have stirred Now the factions look to each other for blame Its a clash of passions and rage as each faction turns on each other trying to lay blame and make sense of the changes,Missing,Missing,,,,,,
4,"[8, 12, 31]",152130,Death's Gambit: Afterlife,"[6, 48, 49, 130]",Deaths Gambit Afterlife is an expansion for Deaths Gambit the 2D sidescrolling Soulslike from developer White Rabbit Along with six new bosses Afterlife offers ten new levels an expanded world and hub 100 talents numerous new weapons and even crafting Multiple endings have also been added as well as some new story content and lore,Missing,Missing,14.89,19.96,33.3,75.0,34.0,52.0
5,[34],148271,Grisaia Phantom Trigger 03&04,[46],Grisaia Phantom Trigger 03 While Rena and Maki recover from their injuries the other SORD members jet off overseas for a school trip Within moments of their arrival though the Mihama gang are pulled into a manhunt for a SORD deserter assisted by students Sylvia and Velvet of St Ailes International School Tohkas the star of the show this time around but shes wrestling with her own issues Old memories of her parents and a promise to a friend that she wasnt able to keep  Youre right Theres a reason we need to get back even if it means crawling home on our hands and knees  Lets meet up again someday if were still alive  And introducing Sengoku Ayame  Sengoku Ichirus brother and a handler at St Ailes  If takin her in alives too much of a challenge just get rid of her  I dont give a damn I wanna see this mess cleaned up  What answers will Tohka find She has the truth in her sight  Grisaia Phantom Trigger 04 Kumashiro Megumi Gumi recently transferred from St Ailes International School has been training hard together with Rena and Maki  now fully recovered from their injuries With the help of her mentor Tohka shes shaping up to be a fine sniper  Just as one new student settles in another has her sights set on joining the girls in Class A Mihamas elite combat unit Her name Sengoku Taiga Haruto the teams handler has one condition for Taigas transfer that Chris serves as her supervising officer The two seem an unlikely pair at first but after spending some time with little Taiga Chris soon finds a way to see things from her perspective  Its at that moment that the nation is suddenly rocked by a terror attack on an unprecedented scale Chris rushes to the scene aware of whats at stake but paying no heed to the dangers ahead  Just as she did once before  This is even worse than we couldve imagined Two of the guys are dead What happened What the hell happened Yknow what it means to bring nukes into the country Its scary shooting someone for the first time My legs are shaking That fool Is she trying to ruin everything  The death toll keeps on rising but SORD are stuck watching helplessly from the sidelines What destiny awaits Chris Taiga and Mihama Academy  Oh right I must have died  Clutching to memories of her longdead mother she too prepares for an eternity of slumber,Missing,Missing,,,,,,
6,"[13, 34]",146119,Boku to Nurse no Kenshuu Nisshi: Premium Edition,[48],The Premium Edition contains  PS4 Game Boku to Nurse no Kenshuu Nisshi Specialillustrated B2 tapestry Newlywritten short story Original Soundtrack,Missing,Missing,,,,,,
7,[4],144707,Dragon Ball FighterZ: Vegeta,"[6, 48, 49, 130]",The untamable Saiyan Prince wont hesitate to show his raw strength to anyone trying to confront him  This content includes  Vegeta as a new playable character  5 alternative colors for his outfit  Vegeta Lobby Avatar  Vegeta Z Stamp,Missing,Missing,,,,,,
8,[4],144706,Dragon Ball FighterZ: Goku,"[6, 48, 49, 130]",Coming back to the roots of the DRAGON BALL Z series Goku is now ready to unleash his fearsome techniques born from the combination of Saiyan DNA and earthling martial arts  This content includes  Goku as a new playable character  5 alternative colors for his outfit  Goku Lobby Avatar  Goku Z Stamp,Missing,Missing,,,,,,
9,[34],144643,Koroshiya to Strawberry,[46],In a city somewhere in modern day Japan the protagonist Ichigo is drugged put in a case and taken to a certain place When she wakes up she is somewhere normal people cant enter Cafe Tsukikage a cafe where people who deal in illegal business gather  Because it exists in the underworld even the owner and waiter at the cafe are contract killers While Ichigo is wary the owner of the cafe Tsukimi explains that he has accepted a certain request  This request isnt a kill contract its to protect you Thats why we brought you here Once weve taken on this request we will definitely protect you  Because of a certain past trauma Ichigo lost her voice and with no relatives or place to go she half doubtingly accepts a job as a waitress at the cafe  Who on earth is targeting me And who asked these killers to protect me What will  happen to me from now on  A story about dealing with various people from the underworld like contract killers smugglers and weapons merchants while solving a multilayered mystery and chasing after the sealed truth,In a city somewhere in modern day Japan the protagonist Ichigo is drugged put in a case and taken to a certain place When she wakes up she is somewhere normal people cant enter Cafe Tsukikage a cafe where people who deal in illegal business gather  Because it exists in the underworld even the owner and waiter at the cafe are contract killers While Ichigo is wary the owner of the cafe Tsukimi explains that he has accepted a certain request  This request isnt a kill contract its to protect you Thats why we brought you here Once weve taken on this request we will definitely protect you  Because of a certain past trauma Ichigo lost her voice and with no relatives or place to go she half doubtingly accepts a job as a waitress at the cafe  Who on earth is targeting me And who asked these killers to protect me What will  happen to me from now on  A story about dealing with various people from the underworld like contract killers smugglers and weapons merchants while solving a multilayered mystery and chasing after the sealed truth,Missing,,,,,,
