,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,269404,Dream Audition 2,[8],Missing,Missing,Missing,Missing,,,,,,
1,230057,Hissatsu Pachinko Station Now 5: GeGeGe no Kitaro,[7],Missing,Missing,Missing,Missing,,,,,,
2,229576,Jikkyou Pawafuru Puroyakyu 2000: Kettei-ban,[7],[14],Missing,Missing,Missing,,,,,,
3,229542,Jikkyou Pawafuru Puroyakyu 2000: Kettei-ban,[7],[14],Missing,Missing,Missing,,,,,,
4,218271,Ikuze! Onsen Takkyuu!!,[8],[14],Face off in intense table tennis matches against the backdrop of a Japanese hot spring resort Featuring a cast of colorful characters including reallife athlete Ai Fukuhara Ikuze Onsen Takkyuu offers players both story and twoplayer modes to test their pingpong skills in 3D,Missing,Missing,,,,,,
5,209614,Muscle Ranking Vol.3: Saikyou No Challenger TanJou,[7],[14],Kinniku Banzuke Vol3 Saikyou no Challenger Tanjyou is a sports game developed and published by Konami which was released in Japan in 2000 on PlayStation,Missing,Missing,,,,,,
6,203035,Simple 1500 Series Vol. 51: The Jigsaw Puzzle,[7],[9],Simple 1500 Series vol 51 The Jigsaw Puzzle features more than 200 different jigsaw puzzles and the player can choose the difficulty level and there are different subjects and styles,Missing,Missing,,,,,,
7,203034,Simple 1500 Series Vol. 50: The Billiards 2,[7],[33],Simple 1500 Series vol 50 The Billiards 2 is the sequel to The Billiards and the game features a new opponent CPU that makes the game more difficult there are also different game modes like Nine Ball Eight Ball Rotation etc,Missing,Missing,,,,,,
8,203033,Simple 1500 Series Vol. 49: The Casino,[7],[35],Simple 1500 Series vol 49 The Casino is a gambling game with some adventure elements the game has a story mode in which the player is a man that arrives at a town and when he is in the airport he lost all his money but finds a coin of 50 and he decide to play in the casino to earn enough money to leave town In the Casino he can play gambling games like Roulette Card Slot Card games Horse racing bet Tetris etc,Missing,Missing,,,,,,
9,203032,Simple 1500 Series Vol. 48: The Puzzle 2,[7],"[9, 33]",Destructo 2 is a simple colormatching puzzle game similar to Mr Driller originally released as part of a budget series in Japan The main objective is to guide a cartoon character moving through an ascending pile of multicolored tiles pushing the available blocks to create clusters of the same color Groups of four or more tiles of matching colors can be removed by punching one of the connected blocks with the vacant space being occupied by the falling stacks on top The descending tiles that end up rearranged in new color clusters are automatically eliminated and give combo points,Missing,Missing,,,,,,
10,200556,Kids Station: Hello Kitty no Oshaberi Town,[7],[9],Hello Kitty no Oshaberi Town is a collection of 16 mini games where the players can learn about colors numbers sounds animals etc The mini games go from paint a drawing buy items at the market clean the room catch butterflies set the clock time etc There are some 2 player minigames as well,Missing,Missing,,,,,,
11,166366,Neo Atlas 3,[8],Missing,Missing,Missing,Missing,,,,,,
12,146342,Disney's Donald Duck: Goin' Quackers,"[8, 21]","[4, 8]",Goin Quackers begins with Donald Duck Gladstone Gander and Gyro Gearloose watching television reporter Daisy Duck discovering the mysterious temple of the evil magician Merlock As she tells the story Merlock discovers Daisy and kidnaps her His arch rival Gladstone sets out to find her before Donald who decides to use Gyros new invention the Tubal Teleport System to track down Merlock and Daisy However a piece of Gyros device is missing and to get the machine working again Donald must go on a journey to recover it Along the way he must compete with Gladstone reverse the spells that Merlock put on Huey Dewey and Louies toys and defeat several bosses including the Beagle Boys and Magica De Spell,Missing,Missing,2.36,3.03,3.65,67.0,103.0,106.0
13,144950,The Dukes of Hazzard: Racing for Home,[7],Missing,The Dukes are back  Climb behind the wheel of the General Lee and tear through the hiills of Hazzard in the craziest smash em up drive likeamaniac racing game youve ever played Its a dream come true as you undertake the twentyseven fastpaced arcadestyle missions that await you,Missing,Missing,2.95,0.0,12.0,20.0,2.0,2.0
14,143351,Goldie,[7],[9],Join Goldie the deer and friends in a search for her missing mother A strange bear may hold the key to the mystery    As well as a great halfhour cartoon video Goldie features an easytouse virtual colouring book and a challenging puzzle game    Watch and see if Goldie will find her mother at last,Missing,Missing,,,,,,
15,142763,Lord of the Jungle,[7],[9],Lord was a tiny baby when he was taken into the care of the apes    Now after 18 years in the jungle Lord finally comes facetoface with other people    As well as a great halfhour cartoon video Lord of the Jungle features an easytouse virtual colouring book and a challenging puzzle game letting you join Lord in his adventures    OTHER TITLES AVAILABLE  Anastasia  Goldie  Lion and the King  Moses Prince of Egypt  Nice Cats  The Dalmatians  The Sword of Camelot,Missing,Missing,,,,,,
16,138825,Kokohore! Pukka: Dig-a-Dig Pukka,"[7, 9]",[31],Missing,Missing,Missing,,,,,,
17,132809,Dance Dance Revolution Best Hits,[7],[7],Dance Dance Revolution Best Hits is an Action game developed by KCET and published by Konami which was released in Japan in 2000,Missing,Missing,2.0,0.0,0.0,55.0,2.0,1.0
18,131184,Family Game Pack,[7],[15],Family Game Pack features 25 classic games for you to play It includes casino games such as 5 video poker variations slot machines and Blackjack Also included are board games which are Backgammon Checkers Chess Dominoes and Reversi There are also card games including the games of Hearts Spades Crazy Eights Go Fish and Old Maid Solitaire games of Klondike Auld Lang Syne Calculation Scorpion  Flower Garden also make an appearance,Missing,Missing,,,,,,
19,123265,Dog of Bay,[8],[7],A very unusual rhythm action game in that the participants look like they are dressed up in the human interpretation of dogs,Missing,Missing,0.0,2.23,0.0,0.0,0.0,1.0
20,104591,GuitarFreaks 3rdMix & DrumMania 2ndMix,[8],[7],Missing,Missing,Missing,,,,,,
21,95440,Gift,"[6, 8]","[8, 9, 31]",Gift is a strange antihero who must bring seven little garden gnomes to a selfproclaimed Snow White in order to accomplish its mission Gift will have to visit seven crazy and parodistic worlds like Tipanic and Star Stress Two of the authors are the comics artist Régis Loisel and Philippe Ulrich  This 3D puzzleplatformer was developed by Eko Software and published in 2001 by Cryo Interactive the team behind the Game Boy Color edition of the game  Also Loisel created an animated series of 8 episodes in 2005 VHSDVD based on this title,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
22,94027,Roommania #203,"[8, 23]",Missing,Roommania 203 is a simulation game first released for Dreamcast in 2000 and later released on PlayStation 2 in 2002 It follows the life of Neji Taihei a student living out a mediocre existence in Japan The game is described as an intervention simulator where the player takes the role of God whose task is to make Nejis life more meaningful The games writer and composer Tomoko Sasaki cited an obsession with internet webcams as her inspiration for the games story and mechanics A sequel was released for the PS2 in 2003 New Roommania Porori Seishun,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
23,80496,Jarrett & Labonte Stock Car Racing,[7],[10],The 3rd game from the successful Touring Car series This game is bigger  better with instead of just the British touring car series they have expanded the game so you can compete in touring car championships from across Europe The Americas Asia  Australia You can race in an exhibition race or participate in a realistic championship mode where you choose a scenario first of all you have to complete the testing session similar to Gran Turismo After that you are set a target to reach before the end of season If you complete the target you unlock secret cars,Missing,Missing,,,,,,
24,79891,Cricket 2000,"[6, 7]",[14],Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
25,78678,ESPN NBA 2Night,"[8, 23]",[14],Play NBA with the stars on the Sega Dreamcast,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
26,78393,Doraemon 3: Makai no Dungeon,[7],Missing,A Doraemon RPG for the PlayStation,Missing,Missing,,,,,,
27,78298,Monster Rancher Hop-A-Bout,[7],Missing,Missing,Missing,Missing,0.0,0.0,0.0,60.0,2.0,0.0
