,genres,id,name,platforms,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,[9],60361,Tama: Adventurous Ball in Giddy Labyrinth,"[7, 32]",Guide an intrepid sphere called Tama through a rather flighty maze,Missing,,,,,,
1,"[9, 35]",4265,Shanghai: Triple-Threat,"[7, 32, 50, 52, 58, 274, 306]",Another version of the ancient game of MahJong The player is presented with an arrangement of tiles lined up together and stacked with either 2 or 4 of each of an array of patterns These must be removed by matching pairs but only tiles which are visible and have a space to the left or right can be removed  This release in the Activisions Shanghai series includes three games along with the Classic Shanghai In The Great Wall the tiles are stacked vertically and fall when lower tiles are removed a lá Tetris In Beijing gaps are created to slide groups of tiles along The Golden Tile sees two players attempt to clear a set layout at once The Tripletheme continues with three game modes Solitaire 2player Pandamonium and Arcade Three themed tile sets complete the Triple Threat,Missing,4.44,0.0,0.0,80.0,1.0,1.0
2,"[8, 31]",4309,Gex,"[6, 7, 32, 38, 50]",Enter your television to defeat the evil Rez by collecting remotes to open worlds inside your tv You are a gecko with all the usual platform hero skills such as jump fire and close range attack but also suction cups to help you scale walls a tongue to pick up those tricky to get powerups and plenty of wisecracks to keep you amused Use them all to make your way through TV land searching for the remotes collecting pickups powerups and killing TVs,62.90094052293111,5.14,7.58,8.01,63.0,55.0,43.0
