,genres,id,name,platforms,summary,main,extra,completionist,review_score,review_count,people_polled
0,[31],148436,TIZ: Tokyo Insect Zoo,[7],TIZ Tokyo Insect Zoo is a 3D adventure and 2D anime event game developed by General Entertainment Co Ltd in Japan,,,,,,
