first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1359417600,271149,DC Universe Online: Episode 6 - Home Turf,"[6, 9]",The sixth episode Home Turf was released on January 29 2013 The episode focused on both new and iconic locations that DC fans would be familiar with as they battle through new objectives and missions Some of the key features of this episode include two daily Tier 4 hero missions located at Ace Chemicals and Strykers Island two daily Tier 4 villain missions located at Steelworks and Arkham Island and daily Tier 4 Bounties,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1358985600,221954,Tokyo Yamanote Boys Portable Super Mint Disc,[38],A port for PSP,[34],Every year just one girl from all high schools in Japan is chosen to be a Princess Top high school boys from all around Tokyo are then selected to be the participants in a confession tournament that is Tokyo Yamanote Boys Its a love royale where the boys will confess to the Princess with various kinds of appeal The one she picks will be crowned Prince and theres a legend that the Prince and Princess are guaranteed to have an eternally happy future together through this event,Missing,nan,nan,nan,nan,nan,nan
1359417600,215550,Grand Theft Auto: Vice City,"[9, 48]",In the year 1986 Tommy Vercetti is heavily indebted to his mafia superiors after a drug deal gone awry but his dreams of taking over Vice City based on Miami push him down a different path Featuring a wide variety of vehicles and weapons radio stations playing hit songs from the era and an intense atmosphere GTA Vice City is an openworld sandbox satire of 80s Miami,"[10, 25, 31, 33]",Missing,Missing,17.84,25.6,40.47,84.0,1449.0,1401.0
1359417600,166003,Sleeping Dogs: Monkey King Pack,"[6, 9]",With the power of the immortals great strength is bestowed upon you The Monkey King outfit includes its own buff signature weapon and vehicle While wearing this fullbody outfit you are automatically granted a doublehanded staff during melee and can travel across Hong Kong on the unique Cloud Motorcycle,[31],Missing,Missing,nan,nan,nan,nan,nan,nan
1358208000,151548,Assassin's Creed III: The Battle Hardened Pack,"[6, 9, 12, 41]",The Battle Hardened Pack extends the Assassins Creed III multiplayer experience with three new playable characters and maps plus awesome bonus items Become the influential Governor the resilient Highlander or the fearsome Coyote Man,[31],Missing,Missing,nan,nan,nan,nan,nan,nan
1358985600,145407,Genkai Totsuki Monster Monpiece,[46],Yafaneel is a world where the monster girls roam To become a tamer Mei enrols in Kunagva Academy with her friends Elza and Karen However an evil figure named Lost appeared and defeated Elza The possessed Elza starts hunting down Magus Crystals from around the world To save her Mei brings her partner Fia on a card battle adventure Each card has its special skills and affinity And by scratching your character cards you can power up their attacks and take off their heavy clothing Turn on the adhoc network mode to duel with other gamers Through these duels you can obtain Master Rings Play a lot of battles obtain a lot of rings and use them to exchange rare items,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1358294400,118564,The King of Fighters XIII: Gold Edition,[9],Become the ultimate champion of the King of Fighters Tournament with this KOF XIII Gold Edition including characters Iori with the Power of Flames NESTSstyle Kyo Mr Karate avatars themes and level and character unlocks available only in DLC format,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1359504000,99817,Hitman 2: Silent Assassin HD,[9],The perfect hitman Agent 47 tries to distance himself from his violent past and becomes a humble church gardener But he is tricked into returning to his trade when his friend a priest gets kidnapped by an Italian mafioso Hitman 2 Silent Assassin is a thirdperson stealth game As a titular hitman you have to complete a number of missions all over the world Each mission generally involves assassinating someone and possibly fulfilling a couple of other objectives,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1359504000,99816,Hitman: Blood Money HD,[9],Hitmans back drawing you closer than ever into his deadly world where staying anonymous being smart and totally ruthless are the key to a perfect execution Lucrative contracts on the rich and powerful in high profile locations make killing for money good business But when a rival agency enters the scene its war and only the best man will be left standing,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1359504000,99815,Hitman: Contracts HD,[9],Get Hitman Contracts HD Action game for PS3 console from the official PlayStation website Know more about Hitman Contracts HD Game,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1358035200,64699,Digimon Adventure,[38],The story retells the story of the 1999 anime series in which seven children Tai Taichi Matt Yamato Sora Izzy Koushiro Mimi Joe and TK Takeru are mysteriously transported to the Digital World where they meet monster companions known as Digimon Using the power of the Digivice to evolve their Digimon partners into more powerful forms Tai his friends and their Digimon companions must work together in order to save both the Digital World and their own The game also features the story of the film Our War Game as well as original scenarios exclusive to this game,[12],Missing,Missing,40.49,43.68,46.29,69.0,15.0,11.0
1359590400,64495,Accel World: The Peak of Acceleration,"[9, 38]",Accel World anime Series gets a PlayStation 3 and PSP followup,"[4, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
1358985600,64161,Issho ni Gohan Portable,[38],PSP game by Otomate,"[31, 34]",In order to take over the restaurant her family owns in the countryside the protagonist Mugibata Akane enrolls into the Hanarenzaku Cooking University Not being able to live on her meager allowance she goes out in the city to look for a parttime job She looks so hard shes at the point of collapsing but then a certain person saves her on one condition That condition is that she must become the landlady of the student apartment building the Meshikessou Will she be able to properly perform the duties And why are the boarders all so individual,Missing,nan,nan,nan,nan,nan,nan
1359590400,64160,Tasogaredoki: Kaidan Romance,[38],Fandisk to Oumagatoki by QuinRose,[34],Missing,Missing,nan,nan,nan,nan,nan,nan
1359590400,64159,Vitamin Z Graduation,[38],Sequel also called a Fan Disk to VitaminZ,"[31, 34]",The boys are about to graduate but suddenly they decide to take a 3 months holiday Manami will have to handle the situation and assure the boys graduation goes as planned,Missing,nan,nan,nan,nan,nan,nan
1359504000,63924,Super Skull Smash GO!,[46],Retro puzzle platformer for PlayStation Mobile,"[8, 9]",Missing,Missing,nan,nan,nan,nan,nan,nan
1358467200,63103,Mahjong Royal Towers,"[6, 14, 39, 46, 48]",Mahjong solitaire game with a medieval theme,"[9, 15, 16, 35]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1358553600,60634,World Hunter,"[6, 9]",A hunting game that takes the player all around the world Well to the US Canada and Argentina anyway,"[5, 13]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1358899200,52221,Gun Commando,[46],A retro firstperson shooter for PlayStation Mobile,[5],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1358985600,51461,Gintama no Sugoroku,[38],Missing,[16],Missing,Missing,nan,nan,nan,nan,nan,nan
1358812800,47467,BioShock: Ultimate Rapture Edition,"[9, 12]",This edition includes the original BioShock BioShock 2 and addon content for both games  For BioShock this edition includes the Plasmid Pack and the DLC Challenge Rooms which was a PS3 exclusive now available as well for the Xbox 360 version In addition a new addon for BioShock Museum of Orphaned Concepts showcases early concept art and ideas that were removed or never added to the final version of the game  For BioShock 2 the Ultimate Rapture Edition will also include the Sinclair Solutions Tester Pack Rapture Metro Pack Kill em Kindly The Protector Trials and Minervas Den DLC which come with related achievementstrophies  This edition also comes with a collectible Columbia Sticker pack inspired by the thenupcoming game,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1358380800,45280,Spelunker: Collection,"[9, 46]",Japan PSN,"[8, 33]",Missing,Missing,nan,nan,nan,nan,nan,nan
1358035200,44583,Jikkyou Pawafuru Puroyakyu 2012: Kettei-ban,"[9, 38, 46]",Released in Japan in 2012,[14],Missing,Missing,nan,nan,nan,nan,nan,nan
1358121600,44569,Metal Gear Solid 4: 25th Anniversary Edition,[9],From infiltrating enemy compounds and manmade structures in MGS and MGS2 to the challenges of the jungle environment in MGS3 MGS4 brings a totally new concept and situation resulting in the toughest Metal Gear infiltration mission ever devised  The game is set after the events of MGS2 and players will reprise the role of top secret agent Solid Snake with appearances by characters throughout the MGS series With the addition of online capability MGS4 is a leading product for PS3 and will signal the dawn of a new gaming era for the MGS series,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1357516800,42700,DJ Max Technika Tune,[46],Missing,[7],Missing,Missing,5.0,12.0,95.0,97.0,6.0,3.0
1357603200,34720,Dance Magic,"[6, 9]",What if dancing could save the world In Dance Magic it can What if scientists invented a brand new form of biological energy able to convert dancing moves to real power Then the fate of the whole human race would depend on the most skilled dancers will Do not let this energy be used for destruction,"[7, 32]",Missing,Missing,0.64,0.0,0.0,70.0,1.0,1.0
1359417600,20153,Call of Duty: Black Ops II - Revolution,"[6, 9, 12]",Revolution is a downloadable content pack DLC for the 2012 game Call of Duty Black Ops II It includes four new multiplayer and one new zombie map   Hydro takes place on the Indus River in Pakistan  Downhill takes place in the Alps in France  Grind takes place in a skate park in Venice Beach  Mirage takes place in the middle of the Gobi Desert  Die Rise the zombie map taking place in two broken down skyscrapers  It also contains a new weapon the Peacekeeper and the new game mode Turned in which players can become an zombie in the zombies mode,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1358985600,19802,The Guided Fate Paradox,[9],God has never had it so rough Meet Renya who happened to become God through a lottery And then his selfproclaimed personal angel named Lilliel took him to Celestia right away Together they will tackle countless randomlygenerated dungeons in this storydriven roguelike RPG in order to guide the fate of all mankind to a revolution Fight grow strong customize your appearance strengthen your equipment and then fight some more The only limit to your strength is your imagination,"[12, 15]",Missing,Missing,39.37,55.69,100.02,70.0,20.0,25.0
1358985600,9914,Demon Gaze,[46],A firstperson RPG dungeon crawler that uses a team of five characters from five races with seven classes The main character has a unique class while the other characters can be customized The game uses turnbased combat with random and visible encounters items can be used to summon monsters at set points in each dungeon,[12],Oz awakens to find himself in Misreda cursed land at the worlds western frontier with a dark shroud covering certain memories of his past The land before him contains many labyrinths that hold both treasure and danger in equal volumes Without knowing where else to go or what else to do Oz decides to take up arms in order to hunt down artifacts and eke out a living in this world that feels so new to him One day he will have to face his past but until then he has no choice but to trust those around him and in his newfound abilities as a Demon Gazer,Missing,36.78,51.2,55.08,75.0,29.0,46.0
1359417600,20749,Hitman HD Trilogy,"[9, 12]",Experience more than 40 intense missions across 3 classic Hitman games each remastered in glorious HD Whether youre a longtime fan or new to the franchise this is your opportunity to take on the contracts that defined the series and fully established Agent 47 as the worlds deadliest assassin  Includes Hitman 2 Silent Assassin Hitman Contracts and Hitman Blood Money,[31],Missing,85.0,16.0,20.0,25.02,74.0,8.0,6.0
1357171200,19497,Tennis in the Face,"[6, 9, 34, 39, 46, 48, 49, 130]",Shoot tennis balls at your adversaries and save the city from the evil Explodz Inc This is no Wimbledon this is Tennis in the Face Get ready for some hilarious ragdollsmashing ballbouncing action,"[9, 14, 32, 33]",Missing,80.0,2.61,3.68,4.95,56.0,9.0,16.0
1358899200,8507,Strike Suit Zero,"[3, 6, 14, 48, 49]",Strike Suit Zero is an actionpacked arcade space shooter set in the final hours of a future Earth The clock is ticking your planet is about to be destroyed and its only hope is the Strike Suit  an advanced transforming spacecraft that empowers you with ludicrous firepower and awesome abilities Every second is precious youll be forced to fight with fury choose targets on instinct and make snap decisions that will not only affect the outcome of your mission but your path through the game and the ultimate destiny of seven billion lives,"[5, 13, 32]",Missing,80.0,7.5,10.58,16.45,70.0,41.0,56.0
1358208000,1254,DmC: Devil May Cry,"[6, 9, 12]",DmC Devil May Cry is the fifth game in the hackandslash thirdperson action series and the first not largely developed by Capcom This title is a reimagining of the series with the same protagonist Dante but set in an alternate universe The Dante in this game is very different from before doing away with the trademark white hair and altering the main character as well as the games tone with a much more Western influence The gameplay is still largely identical as Dante engages many opponents with a fast fighting style stringing together combos and hits in quick succession,"[9, 25, 31]",Dante a young demon hunter teams up with his estranged twin brother Vergil in order to save humanity from the powerful influence of the demon king Mundus,76.35055436539875,9.2,12.11,39.74,76.0,1297.0,1565.0
1359331200,2165,War Thunder,"[3, 6, 14, 48, 49, 167, 169]",War Thunder is the most comprehensive freetoplay crossplatform MMO military game dedicated to aviation armored vehicles and naval craft from the early 20th century to the most advanced modern combat units Join now and take part in major battles on land in the air and at sea,"[5, 13, 24]",Missing,74.4269673981862,403.34,1667.12,3582.5,70.0,108.0,17.0
1358208000,13922,Borderlands 2: Sir Hammerlock's Big Game Hunt,"[3, 6, 9, 12, 14]",The third DLC for Borderlands 2 the Vault Hunter travels to a new part of Pandora populated by exotic but dangerous creatures as well as savage natives and witch doctors who are out to kill the Vault Hunter at all costs However they are not alone joining them is the cybernetic gentleman Sir Hammerlock as they embark on quests to find and study the most eloquent creaturesthen kill them,"[5, 12]",Missing,70.81407131097794,3.09,6.66,7.69,63.0,115.0,113.0
