first_release_date,id,name,platforms,genres,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1490659200,127064,The Walking Dead: A New Frontier - Episode 3: Above the Law,"[6, 34, 39, 48, 49]","[2, 31]",Missing,Shocking developments drive a wedge between brothersinarms  Above The Law retitled Episode 13 is the third episode of Telltale Games The Walking Dead Season Three,Missing,1.5,1.53,1.77,77.0,52.0,78.0
1488844800,123034,Damascus Gear: Operation Osaka,"[6, 46, 130]",[12],GEAR System  The system revealed by Atsuga Corporation in the mid21st century revolutionized all technologies allowing for the perfection of piloted humanoid robots called GEARs    During World War IV in 2050 GEARs from all over the world went berserk and began massacring humanity The berserk GEARs known as RAGE conquered the surface world and pushed humanity to the brink of extinction The remaining survivors escaped underground and began their counterattack After over 50 years of war humanity managed to defeat the RAGEs and reclaim Japan 30 years later in the Cosmopolis built upon Osaka GEAR pilots fight day and night in the Arena for large sums of Eyn,The goal of Damascus Gear Operation Osaka is to repay the heros inherited debt before the due date The hero together with his Operator will participate in the Arena as a Ranker aiming for the prize money to repay his debt It will not be a story for the history books but a battle for freedom,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1490227200,122289,Hatsuyuki Sakura,"[34, 39, 46, 48, 130]",[34],Missing,The console version of the 2012 visual novel Hatsuyuki Sakura released for PlayStation Vita in 2017 and Playstation 4 in 2019 Part of the developers Four Seasons series of visual novels that also had manga and light novel adaptions based on them,Missing,nan,nan,nan,nan,nan,nan
1490745600,121026,The Sims 4: Bowling Night Stuff,"[6, 14, 48, 49, 167, 169]","[12, 13, 15, 31]",Create your own space complete with neon lighting bowlingthemed décor and even a bar for your Sims to enjoy refreshments between frames Customize its look with retromodern furniture that looks awesome in the alley or at home  Challenge your Sims to a game of bowling on the allnew bowling lane object Start off using bumpers and improve your skills to unlock impressive trick shots Dim the lights and turn up the music for an out of this world moonlight bowling experience  Outfit your Sims in retro bowling shirts and shoes or give them a rockin new look with rockabillyinspired clothing and hairstyles,Build a bowling hangout and take your Sims to the lanes for an evening of fun with The Sims 4 Bowling Night Stuff Compete against friends and improve your bowling skills to unlock trick shots Customize your alley with bowlingthemed décor and give your Sims a striking new look,Missing,nan,nan,nan,nan,nan,nan
1490313600,120257,Grass Cutter: Mutated Lawns,"[3, 6, 14, 46, 48, 49, 130]","[7, 8, 9, 13, 32, 33]",Missing,Grass Cutter is a game about cutting mutating lawns that requires lightningspeed response and great logical thinking Here every level is a challenging puzzle  The goal is to cut the grass Very simple but only at first glance Grass Cutter calls for focus and commitment Just one blink of an eye  and you lost It is very challenging The game is made in a cubic retrostyle has high complexity at advanced levels and is ready to truly test your reaction,Missing,nan,nan,nan,nan,nan,nan
1489708800,106238,M.A.C.E. Space Shooter,"[6, 48, 49, 130]","[4, 5, 33]",While heavy fights rages on earth against incoming alien ships and the MACE units are to prevent the construction of additional land bases for the alien ships a group of specially trained fight pilots with space warships try to prevent the arrival of more aliens and destroy the alien mother ships and troops of aliens,MACE is a classic space shoot em up inspired by the legendary Amiga games of this genre Handdrawn 2D graphics in HD resolutions parallax scrolling explosion effects and optimized games mechanics combined with the proven gameplay are transporting the Spirit of Amiga in todays Age,Missing,nan,nan,nan,nan,nan,nan
1489622400,105877,Train Sim World,"[6, 48, 49]",[13],Missing,Train Sim World is an allnew First Person Simulator that brings to life the experience of operating powerful and heavy freight trains on one of Americas most stunning and famous railroads Sand Patch Grade,Missing,0.0,42.17,440.55,51.0,7.0,3.0
1490227200,99746,ACA Neo Geo: Art of Fighting,"[6, 39, 48, 49, 130]","[4, 33]",Missing,Art of Fighting is a fighting game released by SNK in 1992 Ryo Sakazaki and Robert Garcia fight against numerous enemies to free Yuri Sakazaki who was kidnaped by a mysterious person This game is known as an ambitious title via the introduction of spirit gauge and representation on characters of the damage received by the enemy,Missing,nan,nan,nan,nan,nan,nan
1490572800,99513,Resident Evil: Super Bundle,"[48, 49]","[5, 31]",Missing,Celebrate the 20th anniversary of Resident Evil with a huge collection of RE titles spanning the franchises storied history,Missing,nan,nan,nan,nan,nan,nan
1488758400,92200,Gem Smashers,"[48, 49, 130]","[9, 33]",Missing,Gem Smashers is a puzzle game with eight worlds and over 100 levels  Help the three heroic creatures who escaped capture during the invasion of the Earth to rescue their friends Travel the world springing spinning and smashing the crystal cells where their friends are imprisoned Save the Earth from the evil IMBU and put your skills to the test with Gem Smashers,Missing,2.56,3.17,4.3,42.0,10.0,15.0
1489622400,86081,Fata morgana no Yakata: Collected Edition,[46],"[31, 34]",Missing,The Collected Edition is a port of The House of Fata Morgana to the PS Vita and includes the main game the fandisc Another Episodes Requiem for The Innocence and the modern age episode Reincarnation  A gothic suspense tale set in a cursed mansion The House in Fata Morgana is a fulllength visual novel spanning nearly a millennium that deals in tragedy human nature and insanity,Missing,nan,nan,nan,nan,nan,nan
1489622400,85478,ACA Neo Geo: Sengoku,"[6, 39, 48, 49, 130]","[25, 33]",Missing,Sengoku is an action game released by SNK in 1991 Players will fight against past ghosts that have been revived to the present age in a devastated Washington City Players can use special characters who are confined after releasing them Fighting by switching to Armourclad Wolf Samurai or Ninja according to the situation will be your key to success,Missing,nan,nan,nan,nan,nan,nan
1490918400,83185,Deer Simulator,[48],[14],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1490227200,69322,Side Kicks!,[46],[34],Side Kicks a newly established special investigation bureau within the Sakrada Police Force located in California designed to heighten the security of Sakrada City with their unique style of thinking and individual skill Currently seeking additional members  A city in California USA  Sakrada In recent years the spread of a highly addictive drug Lipcode has been causing several issues in the sunny quiet city located on the West Coast In order to control cases like this the Sakrada Police Force established a new organisation  a special investigation bureau made up of members with unique styles of thinking and their idiosyncratic skills known as the Side Kicks  Chika who has exceptional athletic talent Hibari the profiler who possesses a way with words Shishiba the quiet hacker prodigy Rico gifted with photographic memory Tatewaki the leader in charge of the four  The special investigation bureau has become wellknown in the city for its groundbreaking investigation methods that are unlike anything ever seen before  One day the heroine Inori is scouted as a new member of Side Kicks The skill she possessesis the mysterious ability of clairvoyant dreams,Side Kicks is an otome game developed and published by eXtend which was released in Japan in 2017,Missing,nan,nan,nan,nan,nan,nan
1490832000,65530,Chaos;Child Love Chu Chu!!,"[46, 48]",[31],The game is a spinoff from ChaosChild set in October 2015 in Shibuya Tokyo Bizarre events referred to as the Reincarnation of the New Generation of Madness take place but do not interest the protagonist Miyashiro Takuru the president of the school newspaper club instead he wants to focus on reallife activities and spending time with girls  In Love Chu Chu the story is affected by player choices by regularly uses the YesNo Trigger system in which they fill in yesno questionnaires in the ingame magazine Cool Cat Press which causes the story to branch depending on the players answers,ChaosChild Love Chu Chu is a visual novel video game Is a spinoff from the 2014 game ChaosChild and part of the larger Science Adventure series The story which is affected by player choices is set in Shibuya Tokyo and follows Takuru Miyashiro who ignores the Reincarnation of the New Generation of Madness events instead focusing on spending time with girls,Missing,0.0,0.0,33.2,75.0,2.0,2.0
1490227200,56281,SubaraCity,"[6, 34, 37, 39, 48, 49, 130]","[9, 15]",Missing,A citybuildingblockmatching game from Circle Entertainment,Missing,0.0,0.0,21.0,77.0,3.0,1.0
1488931200,56166,Dead Ahead: Zombie Warfare,"[34, 39, 46, 48, 49]","[5, 15]",Missing,Resist against the undead in this new tactical survival sequel of Dead Ahead Slaughter the undead invasion in one of the funnest survival games of the year Kill raid after raid of zombies collect supplies look for survivors and most importantly create your own legacy  Defend your bus and dont let the hungry horde eat the living Break through barricades on your way and set up the battle camp to your advantage Gather your team of gladiators and send them into battle use any means necessary to ward off the horde of pixel crazed flesh eaters Slash shoot or burn the dead with barrels Molotov cocktails and grenades Be direct and explosive or stealth kill your opponents  Show that you have real steel to conquer the maps Finish off as many zombies as you can to become the ultimate freedom fighter Command and conquer by using tactically offensive and defensive moves to obliterate the zombies and barricades Remember  the rising dead wont make it easy for you  Collect items earn experience rebuild your bus and complete quests to upgrade your units and vehicles The more gear you get the more zombies you will be able to take on Become the ultimate slayer of the undead Banish the banshees to eternal hell Contest against other players high scores,Missing,nan,nan,nan,nan,nan,nan
1488412800,54566,Winning Post 8 2017,"[6, 9, 46, 48, 130]","[10, 14]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1489104000,52545,2Dark: Deluxe Edition,"[6, 48, 49, 169]","[5, 31, 32]",Missing,2Dark is a stealth adventure game developed by Frédérick Raynal the pioneer of survival horror games and creator of Alone in the Dark Make your way through the lairs of psychopaths solve an intrigue where madness mingles with horror and above all save the kids  Dive deep into the world of 2Dark with the bonuses that come with the Deluxe Edition   Digital Art Book  Original Symphony Soundtrack,Missing,nan,nan,nan,nan,nan,nan
1489104000,44539,NieR: Automata - Limited Edition Steelbook,[48],"[12, 25]",The first and second playthroughs follow the respective views of 2B and 9S during an initial invasion After opening a route for future missions they are sent to clear out machine threats for the Resistance led by Anemone who provides the two with support During their missions 2B and 9S discover that the machines are exploring human societies and concepts The two work with a pacifist machine group led by Pascal battle Adam and Eve physical manifestations of the machine network who reveal that their creators were destroyed centuries ago and encounter A2 a rogue android on the run from YoRHa Adam is killed by 2B after he captures 9S During his recuperation 9S discovers a glitch in YoRHas servers when syncing himself and 2B and learns that humanity was extinct long before the alien invasion Their last remnant is a Moonbased server holding humanitys incomplete genome remains YoRHa perpetuates the myth of their survival to maintain morale and give androids a god to fight for With Adam dead Eve goes mad with grief and drives the machines under his command into a frenzy 2B and 9S kill Eve to end the rampage but 9S becomes infected with Eves logic virus forcing 2B to kill him However 9Ss consciousness survives within the local machine network    The third playthrough begins as YoRHa launches a fullscale invasion A logic virus attackenabled by the glitch that 9S previously discoveredcorrupts every YoRHa unit including those in the Bunker except for 2B and the restored 9S 2B and 9S are separated in the aftermath and 2B is infected with the logic virus Discovered by A2 2B uploads her memories into her sword and asks her to look after 9S An ignorant 9S witnesses A2 mercifully killing 2B and swears revenge on her Simultaneously a tower created by the machines rises from the land separating the two before they can fight The perspective splits between A2 and 9S a fortnight after these events A2the survivor of a test run for YoRHafinds herself empathising with the machines she witnesses Pascals village being destroyed then its children committing suicide out of fear when attacked Pascal begs A2 to either wipe his memory or kill him A2 can perform either task or leave him An increasinglyunbalanced 9S investigates the towers resourcegathering platforms fighting machine remnants and learning the tower is designed to launch a missile at the Moon server Both eventually enter the tower with Devola and Popola sacrificing themselves to open it,Invaders from another world attack without warning  unleashing the machine lifeforms To break the deadlock a new breed of android infantry is sent into the fray the YoRHa squad NieR AutomataTM is a fresh take on the action roleplaying game RPG genre that gracefully blends mesmerising action with a captivating story     The Limited Edition will include   An exclusive Steelbook with illustrations of characters Akihiko Yoshida    All the DLC content in Day1 Edition    Machine Mask Accessory    Grimoire Weiss Pod    Play System Pod Skin    Retro Grey Pod Skin    Retro Red Skin    Cardboard Pod Skin,Missing,nan,nan,nan,nan,nan,nan
1490659200,42920,Horizon Zero Dawn: Collector's Edition,[48],"[5, 12]",Missing,The plot revolves around Aloy a hunter and archer living in a world overrun by robots Having been cloistered her whole life she sets out to discover the dangers that kept her sheltered The character makes use of ranged melee weapons and stealth tactics to combat the mechanised creatures whose remains can also be looted for resources A skill tree facilitates gameplay improvements The game features an open world environment for Aloy to explore divided into tribes that hold side quests to undertake while the main story guides her throughout the whole world,Missing,nan,nan,nan,nan,nan,nan
1488499200,42915,Hitman: The Complete First Season - Steelbook Edition,[48],[31],Missing,Released in a day one edition SteelBook HITMAN The Complete First Season will deliver the ultimate physical version of the game with over 100 hours of gameplay Featuring all of the Season One locations and episodes from the Prologue France and Italy to Morocco Thailand USA and Japan  Included with HITMAN The Complete First Season box is bonus downloadable content 3 Bonus Missions Pack which includes The Icon and A House Built on Sand missions plus the brand new upcoming Landslide mission Original Soundtrack featuring the original game score The making of HITMAN documentary charting the journey from showing the game to our fans for the first time before E3 2015 through to the digital launch in 2016 HITMAN Requiem Blood Money Pack which includes the signature Blood Money white suit white rubber duck and chrome ICA pistol The PlayStation 4 version includes the 6 additional exclusive The Sarajevo Six missions  HITMAN The Complete First Season features all of the locations challenges opportunities Escalation Contracts created by the studio and Contracts created by the community And it will give access to all upcoming Elusive Target live game events taking place after January 31st,Missing,nan,nan,nan,nan,nan,nan
1488499200,36816,"Soldam: Drop, Connect, Erase","[48, 130]","[9, 33]",Missing,Play one of the original tilematching games from the 90s Dispatch Games brings back the Jaleco arcade classic with Soldam Drop Connect Erase The game has been refreshed with updated graphics and gameplay but retains its arcade charm with its catchy music and unique style that have been fan favorites for many years,Missing,0.36,0.0,0.0,53.0,3.0,3.0
1489622400,36796,Accel World vs. Sword Art Online: Millennium Twilight,"[6, 46, 48]","[12, 31]",Svart Alfheim and the Accelerated World have begun to merge In the midst of the chaos Yui has gone missing Kirito must challenge the Seven Kings of pure color from the Accelerated World to gain access to her location Players from both groups come together in a war of the worlds where the strongest Burst Linkers and ALO Players are on a mission to save Yui from the hands of Personna Babel,Accel World vs Sword Art Online Millennium Twilight is a RolePlaying game developed by Artdink and published by Bandai Namco Games which was released in Japan in 2017,Missing,nan,nan,nan,nan,nan,nan
1489449600,34135,Blue-Collar Astronaut,"[3, 6, 9, 14, 41, 46, 48, 49]","[10, 13, 15, 32, 33]",Missing,Arcade spacephysics meets your student loans BlueCollar Astronaut literally and figuratively explores upwards mobility on your way to the AllAmerican SpaceDream,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1488412800,30719,Quiz Night Tonight!,"[6, 48]","[9, 10, 32]",Missing,Step into an online Game Show Trivia has never been so much fun Featuring thousands questions on a variety of genrestopics Experience Trivia like never before Play with or without VR,Missing,nan,nan,nan,nan,nan,nan
1490659200,29864,"Jump, Step, Step","[6, 48, 49, 130]","[9, 31, 32]",Missing,Jump Step Step is a gorgeous and funny programming game with bonsai trees crazy robots and a broken rocket Bob is shortcircuited and goes mental Please send him a series of moves to guide him back to his ship Without your help Bob will probably tell himself to step on a spike and die,Missing,1.0,1.5,3.7,10.0,1.0,3.0
1488499200,28418,ACA Neo Geo: World Heroes Perfect,"[48, 49, 130]","[4, 33]",Missing,World Heroes Perfect is a fighting game released by SNK in 1995 16 characters based on historical figures battle it out to decide who is the strongest New elements such as hero gauge extra attack and guard attacks have been added to this version leading to more exciting matches,Missing,nan,nan,nan,nan,nan,nan
1489017600,28416,ACA Neo Geo: Waku Waku 7,"[48, 49, 130]","[4, 33]",Missing,Waku Waku 7 is a fighting game released by SUNSOFT in 1996 Players will control characters who have one of 7 WAKU WAKU balls that grant wishes and gather the remaining balls Lets gather power in exciting gauge and attack all over with a personalityrich technique of each characters,Missing,nan,nan,nan,nan,nan,nan
1490918400,28024,Skykeepers,"[6, 48, 49]","[8, 31, 32]",SkyKeepers offers stunning visuals and a unique journey through a fantasy world inspired by oceanic Austronesian culture A tragic accident spirals Tangi into despair turning him to stone Unprotected the village suffers onslaught after onslaught of unkept hostile spirits who now flood the islands A year passes before Tangi awakes emerging from his skin of stone to give witness to the devastation of his absence Picking up his axe he must conquer the demons of these lands to rebuild his village To rebuild himself,SkyKeepers is a 2D action platformer following the journey of village chief Tangi as he desperately fights to reclaim both his world and life Seamlessly chain together various attacks and combos launching foes skyward When theyre airborne teleport to your still hurtling foes to maintain the onslaught in visceral midair combat Once dispatched use the materials left behind to repair the once great Skykeeper Village As the village grows Tangi unlocks new attacks and skills allowing for unique fighting styles to evolve,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1490054400,27868,Sniper Elite 4: Deathstorm Part 1 - Inception,"[6, 48, 49, 130]","[5, 31]",Missing,The first of a 3 part minicampaign that takes place after the main games story,Missing,nan,nan,nan,nan,nan,nan
1490054400,27767,Mass Effect: Andromeda - Super Deluxe Edition,"[6, 48, 49]","[5, 12, 31]",Missing,Mass Effect Andromedas Super Deluxe Edition sets you up with all the incredible extra gear and additional benefits of the Deluxe Edition but piles on even more Multiplayer Booster Packs Dominate your coop play with a Premium Pack coming your way every week for 20 weeks,Missing,nan,nan,nan,nan,nan,nan
1490832000,26668,Re:Zero -Starting Life in Another World- Death or Kiss,"[46, 48]",[31],In its original story the Ruler Election has spun off a beauty contest giving the winner a treasure that promises the recipient great luck and a powerful advantage to achieving the throne Except the prize isnt what it seems and taking on its Death Curse Subaru must use his power to return from the dead to solve the mystery build the trusts with the girls receive the kiss of a beautiful girl and break the curse to escape death  Candidates for a relationship with Subaru are Emilia Rem Ram Felt Beatrice Crusch Priscilla and Anastasia,Based on a light novel by Nagatsuki Tappei It follows an original story that differs from the original light novel series and the anime  In its original story the Ruler Election has spun off a beauty contest giving the winner a treasure that promises the recipient great luck and a powerful advantage to achieving the throne Except the prize isnt what it seems and taking on its Death Curse Subaru must use his power to return from the dead to solve the mystery build the trusts with the girls receive the kiss of a beautiful girl and break the curse to escape death  Candidates for a relationship with Subaru are Emilia Rem Ram Felt Beatrice Crusch Priscilla and Anastasia,Missing,nan,nan,nan,nan,nan,nan
1488844800,25530,Tom Clancy's Ghost Recon: Wildlands - Deluxe Edition,"[6, 48, 49]","[5, 24, 31]",Missing,This Deluxe Edition is available in both retail and digital form and includes   Tom Clancys Ghost Recon Wildlands base game  Tom Clancys Ghost Recon Wildlands  Deluxe Pack DLC  Map of Bolivia retail only  Official soundtrack disc retail only,Missing,nan,nan,nan,nan,nan,nan
1489017600,24931,Figureheads,"[6, 48]","[5, 15]",Missing,A freetoplay 5v5 strategy shooter where you pilot mechs in an arena battle to control points and destroy the enemy teams core Destroyed mechs respawn after some time More modes have been introduced Figureheads in the game are the AI pilots for the mechs The pilots can level up and learn new skills The mechs can be equipped with different weapons armor and colors while the pilots can have different outfits and colors,Missing,nan,nan,nan,nan,nan,nan
1490659200,22755,Korix,"[48, 165]","[11, 15, 31]",Missing,Korix places you somewhere deep in space fighting for your races survival after your home world is destroyed With nothing left to lose you are put in the role of commander with the sole mission of taking the fight back to the enemy showing them that you will not go down without a fight,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1490572800,26916,Dark Souls III: The Ringed City,"[6, 48, 49]","[12, 31]",Missing,DARK SOULS III The Ringed City brings players toetoclaw against massive beasts in a twisted descent into the bowels of the end of the world said Jason Enos Director of Brand and Latin American Marketing for BANDAI NAMCO Entertainment America Inc FromSoftware has crafted visually arresting environments that evoke a sense of destroyed beauty and nail biting encounters that will leave players breathless for more,90.95331421699083,7.05,8.15,10.56,86.0,257.0,259.0
1489017600,27979,Kingdom Hearts HD 1.5 + 2.5 Remix,"[6, 48, 49]","[12, 31]",KINGDOM HEARTS HD 15  25 ReMIX is a compliation of six magical KINGDOM HEARTS experiences See how Soras adventure and the Dark Seeker Saga against Xehanort begins  KINGDOM HEARTS HD 15  25 ReMIX includes  KINGDOM HEARTS FINAL MIX  KINGDOM HEARTS ReChain of Memories  KINGDOM HEARTS 3582 Days HD remastered cinematics  KINGDOM HEARTS II FINAL MIX  KINGDOM HEARTS Birth by Sleep FINAL MIX  KINGDOM HEARTS Recoded HD remastered cinematics,Kingdom Hearts HD 15  25 Remix is an HD remastered collection of 6 unforgettable Kingdom Hearts experiences Kingdom Hearts HD 15  25 Remix is the perfect opportunity to start wielding your Keyblade to save the Disney worlds from darkness,90.71480720064345,nan,nan,nan,nan,nan,nan
1489363200,91121,Golf Zero,"[39, 48, 49, 130]","[8, 14, 33]",Missing,Golf Zero is a crazy mix of golf and platforming Jump bounce and slide your way around the levels trying everything you can to get the ball in the hole  There is nothing quite like a nice round of Golf The freshly cut grass the birds singing the razor sharp saw blades the midair bullet time shot as you dodge a bone crushing boulder  Work your way through the 40 normal levels or compete against the rest of the world in the speed run levels,90.0,0.0,0.0,0.53,0.0,0.0,1.0
1489017600,29961,Lost Grimoires 2: Shard of Mystery,"[3, 6, 14, 34, 39, 48, 49, 130]","[2, 9, 31]",Missing,Stop a terrible curse,90.0,2.68,2.71,2.82,63.0,14.0,34.0
1489017600,28412,ACA Neo Geo: Shock Trooper,"[39, 48, 49, 130]","[5, 33]",Missing,Shock Trooper is an action game released by SNK in 1997 Players take part in a rescue operation for Dr George and his granddaughter who have been kidnapped by the evil organization Bloody Scorpion The game features the ability for players to choose which route to progress adding even more replayablity to the title,90.0,nan,nan,nan,nan,nan,nan
