first_release_date,genres,id,name,platforms,summary,main,extra,completionist,review_score,review_count,people_polled
726969600,"[10, 13, 14, 15]",4240,Winning Post,"[6, 7, 24, 32, 50, 58, 78, 118, 121, 149]",Winning Post lets the player take control of a stable of horse breeding and training them for the ultimate goal to win the French Grand Prix  The player can hire breeders trainers and jockeys and race in over 240 different races to earn more money to buy even better personnel and breed faster and stronger horses as well as keeping their horses healthy Players can also bet on races as well  The gameplay consists of choosing options before races such as choosing which horses to train and what regiment they undertake view stats hire personnel and place bets However the player has no controls over races and cannot participate and only view as a spectator,0.0,0.0,0.0,0,0,0
