,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,[10],248556,MX vs. ATV: Untamed,"[5, 8]",Missing,Missing,Missing,13.5,0.0,0.0,69.0,8.0,2.0
1,Missing,225835,Tori no Hoshi: Aerial Planet,[8],Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
2,[34],220570,Last Escort 2: Shin'ya no Amai Ibara,[8],Serika just works hard every day Of course she has no boyfriend But one day when she comes back home she meets a man His name is Reiji and he lives in the same apartment building She takes him to her room and cooks a meal for him because he cant move due to hunger Their slightly strange relationship starts then,Last Escort 2 Shinya no Amai Ibara is an otome game developed by Vingtetun Systems and published by D3Publisher which was released in Japan in 2008,Missing,,,,,,
3,[34],218475,Houkago wa Gin no Shirabe,"[6, 8]",Kaname is from a monster hunting family and she is a monster hunter as well One day she is offered to investigate a private high school since various mysterious accidents have happened there She accepts it but there is one big problem Actually it is a boys high school She disguises herself as a boy and somehow gets along with her classmates Yes case closed No She needs to solve the mystery,Houkago wa Gin no Shirabe is a visual novel videogame released for the PC  the Playstation 2,Missing,,,,,,
4,[34],214657,Petit Four,[8],The protagonist Kanzaki Mei is a 3rd year high school student who loves cooking Her future dream is to work at her grandfathers small French restaurant  One day her grandfather becomes ill and had to be hospitalized the restaurant was in danger of being closed The protagonists parents werent interested in running a restaurant and were planning to sell it and the land but her grandfather entrusted the restaurant to Mei  Mei loves her grandfathers cooking and the restaurant so she started up plans to take over the restaurant during the summer break But most of the staff quit and the only ones left were the floor manager and an uninvited chef The protagonists job starts with finding talented staff to help out  With a talented but stubborn chef a sommelier whos only good side is his sense of taste an inflexible manager a classmate whose only worth is his enthusiasm and an upperclassman with a trivial attitude the staff are all problem children Will the protagonist be able to successfully reclaim the fame of her grandfathers restaurant over the summer break while dealing with these guys,Petit Four is an otome game for PS2,Missing,,,,,,
5,"[10, 13, 14]",210431,Need for Speed: ProStreet,[38],Missing,Compete at the highest level of street racing with Need for Speed ProStreet Its no longer good enough to simply rule your local neighborhood you need to dominate on a global stage Build the ultimate battle machine take it to multidisciplinary showdowns and pit your skills and reputation against the worlds best street racers,Missing,10.44,15.17,15.99,67.0,152.0,94.0
6,[9],78105,Puzzle Guzzle,[38],Missing,Get Puzzle Guzzle Puzzle game for PSP PSVita console from the official PlayStation website Know more about Puzzle Guzzle Game,Missing,0.0,0.0,0.0,0.0,0.0,0.0
7,[16],75728,Mobile Suit Gundam Gihren's Greed: The Menace of Axis V,"[8, 38]",Missing,The last in the line of the Gihrens Greed series Menace of Axis is the most expansive of this Turnbased Strategy series Make your choices and as the leader of the Federation Zeon The Titans the AEUG or even alternate timeline versions of Zeon where Garma or Char rose to power Your choices can change history what will you decide to do  An expanded version of Kidou Senshi Gundam Gihren no Yabou  Axis no Kyoui,Missing,,,,,,
8,"[12, 25]",67801,Coded Soul,"[38, 48, 167]",An army has been conducting research into Monolith Gate the door to the world of Idea That door is controlled by Gale a young boy who gives Jay a soldier special power to travel to the other side to save his girlfriend May The special power grants the ability to control monsters by sucking up their souls Once youve defeated a foe you can make them into your ally for use during future battles You can take up to two monsters with you on your treks into Idea selecting from eventually over 100 beasts,A sequel to 2007 action roleplaying Folklore An army has been conducting research into Monolith Gate the door to the world of Idea That door is controlled by Gale a young boy who gives Jay a soldier special power to travel to the other side to save his girlfriend May The special power grants the ability to control monsters by sucking up their souls,Missing,,,,,,
9,Missing,56745,Mobile Suit Gundam: Giren No Yabou - Axis No Kyoui,[38],Missing,Become the commander of great armies and lead your men off to war Your main responsibility is to emerge victorious through the battle Plan your strategies and learn about the chronology of Gundam battles Before the great war could happen you have to collect information on your enemies through spies develop and produce weapons as well as other important toolsBased loosely on the Gundam series stroryline you can recreate numerous scenarios with the characters rescue your favourite character from certain death put newly invented weapons to use and all in all create your own history,Missing,,,,,,
