first_release_date,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
841363200,"[26, 31]",257189,Nazo-Oh,[7],NazoOh is a quiz game in which the player takes the role of a young boy that wakes up in a bizarre fantasy world and suddenly a strange creature talks to him and tell him that he got to go to the citadel that is near where they are and enter there to solve the different riddles that the citadel citizens will ask him,NazoOh is an Adventure game developed by Bandai Visual and published by Bandai which was released in Japan in 1996,Missing,nan,nan,nan,nan,nan,nan
838944000,Missing,247347,Gekiretsu Pachinkazu,"[7, 32]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
839548800,"[4, 33]",243451,Street Fighter Alpha 2,"[6, 7, 9, 38, 46]",Missing,The PlayStation port of Street Fighter Alpha 2 features an arranged soundtrack and Shin Akuma as a selectable character via a secret code,Missing,0.79,4.82,21.9,80.0,107.0,84.0
839548800,[4],225276,Battle Arena Toshinden 2 Plus,[7],Missing,Battle Arena Toshinden 2 Plus is a version of Toshinden 2 released only in Japan for the PlayStation on The Best range equivalent to the Greatest Hits and Platinum ranges in North America and Europe It features enhanced graphics improved control and tweaked CPU AI It also makes some balancing tweaks to the characters attacks An option to save results option settings and unlocked characters to a memory card was also added,Missing,0.0,0.0,0.0,0.0,0.0,0.0
841363200,"[8, 25, 31, 33]",145764,Fuuun Gokuu Ninden,[7],Missing,Fuuun Gokuu Ninden is a 1996 platformer for the Playstaton one developed and published by Aicom,Missing,0.0,0.0,0.0,0.0,0.0,0.0
841363200,[13],143674,Nyan to Wonderful,[7],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
841449600,Missing,139245,The Final Round,[7],Missing,Grab your clubs and hit the 3D rendered links for stroke play match play or a skins game The fluid motioncaptured animation lends a realistic feel to your swing In fact weve given you everything a golf game needs except the tacky clothes   Six unique texturemapped golfers   Multiple camera views   Playbyplay announcer   Practice mode   Easy to play arcadestyle interface   360 degree movement,Missing,0.0,0.0,0.0,40.0,1.0,0.0
840672000,"[12, 31]",129857,King's Field: Pilot Style,[7],Missing,The three Kings Field PS1 games form a trilogy relating the saga of a mythical country named Verdite Kings Field 1 released only in Japan was the first RPG for the Playstation console and Kings Field 2 released as Kings Field in the US and EU was the first ever Playstation RPG in the US and Europe  Kings Field Pilot Style is a mini game whose story takes place in the period between Kings Field 2 and Kings Field 3 Pilot Style was given away as a promotional item at a game show in Japan and went relatively unnoticed It only takes about an hour to complete but it is an interesting tidbit in the Kings Field world,Missing,nan,nan,nan,nan,nan,nan
839635200,[14],80373,Tecmo Super Bowl,[7],Missing,Tecmo Super Bowl marks its first appearance on the Playstation after success in the both the 8bit and 16bit console markets While the name hasnt changed the game has undergone several refinementsperhaps none more dramatic than the ability to change the fields perspective Instead of a horizontal view you can now adjust the camera to a vertical or diagonal position Instant replay a tournament mode expanded playbooks and live commentary have also been added to the game to bring it up to speed with similar PlayStation sports offerings,Missing,12.25,0.0,47.96,87.0,15.0,9.0
841363200,"[13, 15]",61554,CRW: Counter Revolution War,[7],Missing,A Japanese turnbased strategy game published for the PlayStation in 1996,Missing,nan,nan,nan,nan,nan,nan
841363200,[10],57871,Öhlins Hyper-Rally,[7],Missing,A 1996 PlayStation racing game with the license of automotive supply brand Öhlins,Missing,nan,nan,nan,nan,nan,nan
840844800,[5],20638,Philosoma,[7],Communication Interrupt  Message Follows Alpha Priority Distress  Repeat Priority Distress ORA194220  Break Installation Under ATT Break Unknown Source  Attention  Crew of UNF Galant All Strega Pilots Prepare To Launch  Mission Break Through Enemy Lines And Neutralize Unknown Threat,In Philosoma you blast through 18 vertical scrolling deep space environments in search of the mysterious distress call destroying enemies and obstacles in your path  Go up against a variety of vehicles including the Hover Carrier the Makkon and the Missile Walker as you clear your way with one of four main weapons such as the Vulcan Laser ABreak or RayB Each weapon can be upgraded up to three times when specific powerup icons are collected A secondary weapon such as Buster grenades MRMs and SRMs are equipped at the beginning of a level or acquired through a powerup,Missing,2.5,0.0,2.75,70.0,6.0,6.0
839289600,Missing,20590,Bogey Dead 6,[7],Missing,A flight simulation video game developed by Pegasus Japan and Bit Town The game features six real fighter planes the F4E F14D F15E F16C FA18E and the F22 Raptor The game is played from the perspective of an ace pilot for the United States Air Force The objective is to protect the United States from communist invasion enemy involvement and terrorism,Missing,2.57,0.0,0.0,0.0,0.0,1.0
838944000,"[4, 31, 33]",1661,Tobal No. 1,[7],Missing,Fighting game with a unique quest mode from Square The publisher enlisted the help of Seiichi Ishii who had previously worked on both Tekken and Virtua Fighter On these strengths Square helped Ishii start his own development company Dream Factory and Tobal No1 is the first game from the developer The game offers some 3D movement for more behindtheback attacks that fighting games released around the same time Tobal also introduced an interesting grapple move which allows you to grab your opponent and depending on your button execution throw them in a myriad of ways The game features Gouraudshaded players displayed in hires mode 640x480 and shipped with an included Final Fantasy VII demo,79.93867976545432,0.34,10.0,50.0,71.0,10.0,8.0
841449600,"[5, 10, 33]",8234,Die Hard Trilogy,"[6, 7, 32]",Die Hard is a thirdperson shooter The player battles terrorists and rescues hostages in the Nakatomi Plaza which is the setting of the first film in the series Die Hard 2 Die Harder is presented as an on railsshooter where the player must stop terrorists who have taken over Dulles Airport from the second film In Die Hard with a Vengeance the player goes on a joyride driving a taxicab sports car and dump truck throughout all of New York City and is tasked with finding and defusing several explosives before they can go off,Die Hard Trilogy features three games in one each based on a movie installment and featuring a different genre and game play style,65.51200363810007,6.54,8.92,11.1,67.0,37.0,25.0
841363200,"[10, 14]",20728,Cool Boarders,"[7, 9, 38, 46]",Missing,Cool Boarders presents a most awesome and excellent challenge to outshred the best boarders on the pro circuit,53.37078651685394,5.71,0.0,0.0,62.0,6.0,4.0
