,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
14,"[5, 8, 33]",251116,The Wonderful 101: Remastered - The Wonderful One: After School Hero - Part 2,"[6, 48, 130]",Missing,Get ready for a unique sidescrolling experience in the world of The Wonderful 101 Remastered This free DLC lets you enjoy a brand new episode in which you experience Lukas story  In Part 2 of this DLC dont miss some brand new mode including a Caravan Mode and Online Rankings,Missing,,,,,,
15,[7],251057,Beat Saber: Monstercat Music Pack Vol. 1,"[165, 390]",Missing,Beat Games studio brings fresh beats from Monstercat to Beat Saber Dive into the pulsing music of Monstercat and slash the beats in our brand new Monstercat Music Pack See you on the leaderboards  Monstercat Music Pack includes the tracks   Boundless  Aero Chord  Emoji VIP  Pegboard Nerds  Epic  Tokyo Machine  Feeling Stronger feat Charlotte Colley High Maintenance Remix  Muzzy  Overkill  RIOT  Rattlesnake  Rogue  Stronger feat Emel  Stonebank  This Time  Kayzo  Till Its Over  Tristam  We Wont Be Alone feat Laura Brehm  Feint,Missing,,,,,,
16,"[10, 13, 32]",251016,Forklift 2024: The Simulation,"[48, 130, 167]",Missing,Get ready to take on the ultimate forklift simulation experience with Forklift 2024  The Simulation Operate your very own forklift and complete randomly generated orders to earn money and expand your warehouse With a variety of goods to handle and increasing complexity as you progress this game will keep you on your toes,Missing,,,,,,
17,"[8, 33]",251015,Octo Curse,"[130, 167]",Missing,A pirate turned into octopus Can you break the curse,Missing,,,,,,
18,"[5, 33]",251000,Arcade Archives: Rolling Thunder 2,"[48, 130]",Missing,ROLLING THUNDER 2 is an action game released by NAMCO Bandai Namco Entertainment in 1990 Operate the hero of the Special Operations Forces and destroy the secret organization NEOGELDRA that plans to conquer the world In this work you can control not only the main character ALBATROSS but also LEILA BLITZ who was captured in the previous game on the 2P side,Missing,,,,,,
19,[31],250932,Alone in the Dark Prologue: Grace in the Dark,"[6, 167, 169]",Missing,Grace in the Dark is a freetoplay prelude to Alone in the Dark a reboot of a horror classic It gives players their first glimpse into the story of Alone in the Dark and helps set the atmosphere which is expected to be a more linear experience with some exploration and basic puzzles Grace in the Dark will provide about 1520 minutes of gameplay but will not feature any combat,Missing,,,,,,
20,"[15, 16, 24]",250908,"Warhammer 40,000: Battlesector - Orks","[6, 167, 169]",Missing,The most warlike race in the Galaxy Orks live for the joy of battle and are always chasing their next big Waaagh They arrive in Warhammer 40000 Battlesector with fifteen superkilly units that are all armed to da teef and overflowing with Dakka,Missing,,,,,,
21,"[7, 32]",250646,Beat Saber: Queen Music Pack,"[6, 167]",Missing,Beat Games studio brings fresh beats from Queen to Beat Saber Dive into the pulsing music of Queen and slash the beats in our brand new Queen Music Pack See you on the leaderboards  Queen Music Pack includes the tracks  Another One Bites the Dust Bohemian Rhapsody Crazy Little Thing Called Love Dont Stop Me Now I Want It All Killer Queen One Vision Somebody to Love Stone Cold Crazy We Are The Champions We Will Rock You,Missing,,,,,,
22,[13],250554,Wobbledogs: Console Edition,"[48, 49]",Missing,Raise your own hive of mutating dogs physically simulated down to their guts,Missing,,,,,,
23,[9],250553,Tilting Tiles: Micro Challenge,[48],Missing,Tilting Tiles Micro Challenge is the third installment in the Tilting Tiles series Micro Challenge brings an entire new take on the unique puzzle series by adding new player movement options and new terrain tiles Whether you are a fan of the series or a first time player this is the perfect place to start,Missing,,,,,,
24,"[8, 31]",250552,Degroid,[48],Missing,The game tells the story of a little man named Degroid who was caught by Mad Doctor He had gone crazy during his experiments with teleportation  A player will have to pass the obstacle course to get to the perpetrator of his imprisonment and get out of this endless madness On the way there will be loads of circular saws thorns aggressive slugs lasers and other lethal obstacles  Because of teleports carrying the Degroids body between levels a player acquires immortality resurrecting after every defeat  Will he become mad too after countless deaths,Missing,,,,,,
25,"[15, 31]",250546,Lord of the Click: Interstellar Wars,"[6, 48, 49, 130]",Missing,Lets do it once more people New chapter of the critically acclaimed Lord of the Click series is finally here And its tetralogy now meaning were done with the trilogy thing and up for something bigger Interstellar Wars take the neverending conflict to a whole new level  in space,Missing,,,,,,
26,Missing,250399,Rhythm Planet,[390],Missing,Missing,Missing,,,,,,
27,"[5, 9, 33]",250383,Waifu Space Conquest,"[48, 130, 167]",Missing,Kill the aliens and enjoy the cyberpunk aesthetic,Missing,,,,,,
28,"[5, 31, 33]",250349,The Wonderful 101: Remastered - The Wonderful One: After School Hero - Part 1,"[6, 48, 130]",Missing,Get ready for a unique sidescrolling experience in the world of The Wonderful 101 Remastered This free DLC lets you enjoy a brand new episode in which you experience Lukas story  As the latest member of the CENTINELS new recruit Luka delivers remarkable achievements What challenges did he need to overcome to become the prestigious Wonder Goggles This is a story of love battle and growth Experience Lukas journey to becoming a fullfledged hero,Missing,,,,,,
29,[4],250311,Guilty Gear: Strive - Additional Character 9: Asuka R♯,"[6, 48, 49, 167, 169]",He stands at the pinnacle even among the company of generally highly capable magic wielders He is both a scientist and also unparalleled in his mastery of magic  what one would call a genius  Although he is generally polite and humble he often finds even his carefully considered statements can result in discord  In contrast to his intellectual capabilities he severely lacks in stamina with the slightest exercise tiring him out Any physically straining tasks are handled by custommade bits of his  Asuka continues to transmit clear numbers from space in the hopes of bringing peace to Earth,Adds Asuka R to the roster of playable characters,Missing,,,,,,
30,Missing,250141,Vigor Chronicles: Salvation,"[48, 49, 130, 167, 169]",Missing,Unfold the Chronicles and repent for salvation What would you do if the apocalypse forced you to leave your precious city How would you adapt to a different environment In this update you can enjoy Myren as an Encounter map and discover the secrets left behind from the society that abandoned it Gain your vantage point and eliminate your enemies with the new L96 sniper rifle,Missing,,,,,,
31,"[5, 32, 33]",250135,Santa's Monster Shootout,"[6, 48, 130]",Missing,Monsters and Zombies from all the world are trying to steal the gift packages they want it all and they want it now But Santa has guns big guns,Missing,,,,,,
32,"[5, 10]",250107,Pursuit Force,"[48, 167]",Missing,Experience Pursuit Force originally released on the PlayStation Portable system enhanced with uprendering rewind quick save and custom video filters  Five vicious gangs are fighting for control of Capital City The terrified public has given up hope  and the Chief of Police wants results fast  Jump into action as a member of the elite Pursuit Force and rid the state of corruption Dive behind the wheel of a truck a speedboat or even a helicopter as you hunt down criminals and recover stolen goods  This title has been converted from the PSP version to the PlayStation 4 and PlayStation 5 consoles and provides newly added features,Missing,9.47,9.64,9.82,62.0,24.0,17.0
33,[5],250106,Syphon Filter: Logan's Shadow,"[48, 167]",Missing,Experience Syphon Filter Logans Shadow originally released on the PlayStation Portable system now with optimized rendering rewind fast saving and custom video filters,Missing,8.84,9.73,11.18,70.0,33.0,30.0
34,"[11, 15, 32]",250105,Dice Legacy: Definitive Edition,"[48, 49, 167, 169]",Missing,Roll and use your dice to gather resources construct buildings expand your settlement and face the menacing threats of a mysterious ringworld  Dice Legacy Definitive Edition includes all the content from the original Dice Legacy release plus the three major updates,Missing,,,,,,
35,"[10, 13, 14]",250104,Drift Horizon: Car Driving & Tuning,[48],Missing,Become a legendary drifter Tune and upgrade your car install parts and boost performance With a dozen of cars to choose from get them on the track and test them out,Missing,,,,,,
36,"[5, 31]",250021,Destiny 2: Lightfall - Season of the Deep,"[6, 48, 167, 169]",Missing,In Season of the Deep Guardians must travel to Saturns moon of Titan and investigate an unexpected distress call Guardians are tasked with diving into the depths of its methane ocean to uncover ancient secrets and disrupt the Taken and Hive rituals beneath the waves,Missing,,,,,,
37,[33],249655,Thunder,[48],Missing,Thunder is a fastpaced onebutton game  You are running in the middle of a thunderstorm Collect the stars that form when lightning strikes the ground to score points But avoid getting hit by lightning Reverse your direction by pressing a button or by hitting the sides of the screen  The game is over when you get struck,Missing,,,,,,
38,Missing,249584,Overwatch 2: Hero Pack,"[6, 48, 49, 130, 167, 169]",Missing,This bundle includes  1000 Overwatch Coins instant Access to Sojourn Junker Queen Kiriko and Ramattra Instant Access to all Overwatch 1 heroes 3 popular OW1 legendary skins Blackhardt Reinhardt Imp Mercy Nevermore Reaper  With your Overwatch Coins you can buy ingame cosmetic items to customize your heroes Owners of the Premium Battle Pass can also use Overwatch Coins to unlock Tiers and instantly access Legendary and Mythic content,Missing,,,,,,
39,"[9, 13, 15, 35]",249576,BlackJack Waifu Tour,"[48, 130, 167]",Missing,Feel like in Las Vegas gamble without spending money at our real blackjack,Missing,,,,,,
40,"[5, 33]",249490,Arcade Archives: Mazinger Z,"[48, 52, 130]",Missing,Mazinger Z is a shooter released by Banpresto Bandai Namco Entertainment Inc in 1994 Take control of Mazinger Z Great Mazinger and Grendizer and use shooting punches and super weapons to take on Dr Hells Underground Empire Supports up to two players at once,Missing,,,,,,
41,[9],249488,Cubic Figures 2,"[48, 130, 167]",Missing,Make up figures from shaped blocks,Missing,,,,,,
42,"[10, 13]",249331,DriftCE,"[48, 49, 167, 169]",Missing,DriftCE is the definitive drifting simulation videogame  Take the car to your garage where you can make major modifications to it Customising the car swapping various parts and performing crucial changes tangibly affects cars performances and behaviours on the track Replace engine suspension and exhaust parts yourself to achieve the right performance for your driving style Create a one of a kind car with visual tuning  change body kits paint color and decals  A simulative experience carefully recreated to deliver the same feeling real drifters get A fully immersive drifting simulation  with real licensed cars and tracks  featuring different drifting styles power drift handbrake and clutch kick,Missing,,,,,,
43,"[5, 33]",249307,Laserpitium,"[6, 48, 49, 130, 167, 169]",Missing,Blast off on a critical mission to free the galaxy from artificial governance in this sidescrolling 2D shootem up,Missing,,,,,,
44,"[31, 32]",249301,Serial Cleaners: Dino Park,"[6, 48, 49, 130, 167, 169]",Missing,Clean up the crime scenes on a mysterious island inhabited by dinosaurs in Serial Cleaners  Dino Park DLC,Missing,,,,,,
45,[5],249282,Apex Legends: Arsenal,"[6, 48, 49, 130, 167, 169]",Missing,Before the Apex Games a more brutal competition held sway the Thunderdome Games Here sibling fighters Sok Leng and Kit Siang Phua reigned supreme They were joined by August Brinkman Sok Lengs eventual husband But when Augusts selfish playstyle led to Kit Siangs death August would retreat from the Games from Sok Leng and from their young son Nate  August spent decades as a recluse When Nate decides to follow his familys legacy into the arena August returns to strike a deal to reenter the Games in his sons place,Missing,,,,,,
46,"[8, 33]",249236,Cyber Citizen Shockman,"[48, 49, 130, 167, 169]",Cyber Citizen Shockman is the story of two Japanese school kids named Tasuke and Kyapiko who are in fact androids built by a mad scientist known only as Doc who built Tasuke and Kyapiko with the ability to morph into armored superheroes known as Shockman Their plight is to battle the evil forces of Dark Skull Docs first attempt at a cybernetic organism who went rogue and established a gang of goons called the Skull Force The Skull Force is trying to take over the city and have captured civilians in various locations As Shockman you must take back the city one building at a time rescue the hostages and defeat Dark Skull and his gang,Slash and shoot your way through robots rampaging in Shockmans town,Missing,0.0,0.0,0.0,0.0,0.0,0.0
47,"[13, 15]",249189,Cities: Skylines - Hotels & Retreats,"[6, 48, 49]",Missing,Spruce up your City with the finest hôtellerie with Hotels  Retreats Start with a small hotel chain and unlock more luxurious and specialized hotels as you make your way to a successful hotel business,Missing,,,,,,
48,Missing,248859,Panic House,"[48, 167]",Missing,Panic House is a horror game that is sure to give players a thrilling and heartpumping experience As the player enters the game they are immediately transported to an eerie and foreboding atmosphere The visuals are dark and gloomy with shadows lurking in every corner and the sound effects are designed to keep the player on edge,Missing,,,,,,
49,"[9, 33]",248858,Bubble Monsters,"[48, 130]",Missing,Bubble Monsters is a classic bubble shoot game,Missing,,,,,,
50,[31],248677,The Lord of the Rings: Gollum - Precious Edition,"[6, 48, 49, 167, 169]",Missing,Whether you are a longtime fan of the world created by J R R Tolkien or whether you are exploring The Lord of the Rings for the first time the Precious Edition offers an even more immersive game experience  This edition includes  The Lord of the Rings Gollum  Lore Compendium  Sindarin Voiceover  Art Exhibition  Original Soundtrack,Missing,,,,,,
51,"[9, 31]",248656,I Love Finding Birds: Collector's Edition,"[130, 167]",Missing,Enjoy amazing and colourful birds in new hidden object adventure,Missing,,,,,,
52,Missing,248403,Rocket Swing,"[48, 167]",Missing,Swing the rocket to the right direction to not hit the barriers or the stars Fly the highest as you can,Missing,,,,,,
53,"[9, 32]",248395,Hidden Bunny,"[6, 48, 130, 167]",Missing,Hidden object puzzle game where you need to find all the bunnies,Missing,,,,,,
54,"[12, 15]",248352,Marvel's Midnight Suns: Blood Storm,"[6, 48, 49, 167, 169]",Missing,Ororo Munroe better known as Storm uses her mutant abilities to manipulate weather patterns at will Add this seasoned leader of the XMen to your Midnight Suns roster and use her climatecontrolling powers to take on new story missions plus a bonus finale for those who own and complete all the DLC missions included in the Marvels Midnight Suns Season Pass,Missing,,,,,,
55,"[8, 9, 31]",248345,Little Disaster,"[48, 49, 130, 167, 169]",Missing,This cute little disaster is bursting with big fun and challenge,Missing,,,,,,
56,"[13, 14]",248341,Super Mega Baseball 4: Ballpark Edition,"[6, 48, 49, 130, 167, 169]",Missing,Super Mega Baseball 4 is where the Legends play The signature mix of arcadeinspired style and immersive gameplay returns with 200 baseball Legends and a grand slam of presentation upgrades,Missing,,,,,,
57,[33],248272,Arcade Archives: Tecmo Knight,"[48, 130]",Missing,Kick the beastman away,Missing,,,,,,
58,[13],247588,Dessert DIY,"[48, 130]",Missing,Preparing delicious desserts is a piece of cake Try it yourself,Missing,,,,,,
59,"[8, 31]",247577,Kao the Kangaroo: Bend the Roo'les,"[6, 48, 49, 130]",Missing,Bend the Rooles features 5 new levels each with their own unique twist on the formula of Kao the Kangaroo new perspectives a retroinspired design and the continuation of Kao versus the Eternal World,Missing,,,,,,
60,"[8, 31]",247126,Gruta,"[48, 49, 130, 167, 169]",Missing,Unravel an enigmatic story and confront a monster,Missing,0.7,0.0,0.0,55.0,1.0,1.0
61,[12],246956,Final Fantasy XIV: The Dark Throne,"[6, 48, 167]",With a gambit that would cost them their very lives the archfiends Cagnazzo and Rubicante succeeded in destroying the voidgate hidden within the depths of Alzadaals Legacy thus barring the path to the Thirteenth Yet where there is a will there is a wayand so the Warrior of Light and allies continue the search for a new means to reach the void,Patch 64 introduces the next raid dungeon Pandæmonium Anabaseios a new trial and a new Instanced Variant and Criterion dungeon,Missing,4.18,8.75,0.0,81.0,7.0,9.0
62,"[5, 8, 31, 32]",245854,"Death, Soul & Robots","[6, 48, 49, 130, 169]",Missing,In this captivating Metroidvania game you will take on the role of a cute kitty cat on its mission to find the soul of Planet 42 to rescue the Earth Fight enemies and bosses solve puzzles and explore levels in this fascinating game,Missing,,,,,,
63,"[9, 32, 33]",244961,Otoko Cross: Pretty Boys Breakup!,"[6, 48, 130, 167]",Missing,Meet a diverse cast of 9 cute crossdressing characters as they challenge you in brickbreaking arcade action Score points to unlock new outfits for your companions in this this celebration of Japanese otokonoko style and subculture,Missing,,,,,,
64,"[9, 14, 32, 35]",244045,Jigsaw Puzzle Fever,"[6, 48, 130]",Missing,Jigsaw Puzzle Fever is a single player game that is fun for all the family,Missing,,,,,,
65,[8],243797,Fall Guys: Avian Angler Pack,"[6, 48, 49, 130, 167, 169, 413]",Missing,Get ready to reel em in with this feathery fishing bundle,Missing,,,,,,
66,[8],243406,Fall Guys: Season 4 - Creative Construction,"[6, 48, 49, 130, 167, 169]",Missing,Creative levels Custom mayhem  Fall Guys Season 4  Creative Construction adds Fall Guys Creative an ingame level editor that lets you build custom rounds Builder Beans can turn our iconic obstacles into chaotic courses and then share them with the community,Missing,,,,,,
67,[8],243332,Fall Guys: Arcade Classics Pack,"[6, 48, 49, 130, 167, 169]",Missing,Grab some quarters and hit start on this retro gaming inspired pack,Missing,,,,,,
68,"[10, 31, 33]",242495,LEGO 2K Drive: Awesome Rivals Edition,"[6, 49, 130, 167, 169]",Missing,LEGO 2K Drive Awesome Rivals Edition includes   Aquadirt Racer Pack  Year 1 Drive Pass Includes Season 1 2 3 and 4 DLC packs the Awesome Pizza Vehicle Release timing of the DLC contents will be revealed at a future date  Awesome Bonus Pack Includes Wheelie Stunt Driver Minifigure Machio Beast Vehicle and a Vehicle Flair  550 Coins  3 Day Early Access  Awesome Rivals Bonus Pack Includes Royal Sailor Royal Outtaliner Royal People Rover Street Car Reckless Scorpion Stunt Driver Minifigure Hamburghini Royale and Vehicle Flair,Missing,,,,,,
69,"[10, 31, 33]",242494,LEGO 2K Drive: Awesome Edition,"[6, 48, 49, 130, 167, 169]",Missing,LEGO 2K Drive Awesome Edition includes   Aquadirt Racer Pack  Year 1 Drive Pass Includes Season 1 2 3 and 4 DLC packs the Awesome Pizza Vehicle Release timing of the DLC contents will be revealed at a future date  550 Coins  Awesome Bonus Pack Includes Wheelie Stunt Driver Minifigure Machio Beast Vehicle and a Vehicle Flair  3 Day Early Access,Missing,,,,,,
70,"[10, 31, 33]",242493,LEGO 2K Drive,"[6, 48, 49, 130, 167, 169]",Missing,Welcome to Bricklandia home of a massive openworld LEGO driving adventure Race anywhere play with anyone build your dream rides and defeat a cast of wild racing rivals for the coveted Sky Trophy  In LEGO 2K Drive your awesome transforming vehicle gives you the freedom to speed seamlessly across riveting racetracks offroad terrain and open waters Explore the vast world of Bricklandia show off your driving skills and build vehicles brickbybrick,Missing,8.76,16.2,0.0,69.0,5.0,10.0
71,"[31, 33]",242345,Avian Knights,"[3, 6, 14, 167, 169]",Missing,Battle it out with your friends or compete for the title of Grand World Champion in Avian Knights the crazy game of mounted mayhem combat Featuring an 8player competitive arena mode a classic arcade coop mode and tons of weapons and powerups theres plenty of ways to play,Missing,,,,,,
72,"[13, 31, 34]",241976,Welcome Kokuri-san,"[6, 34, 39, 48, 130]",Kokurisan Kokurisan we call upon you At the school late at night the spell of Kokurisan that was nervously chanted summoned an adorable sky fox named Kurune Kokuri  The investigation of the seven wonders with Kurune Kokuri had begun  In the classroom in the home economics room in the nurses office Enjoy the extraordinary day with a bit of mystery excitement and relaxation with Kurune Kokuri,Welcome Kokurisan is a visual novel starring the VTuber Kurune Kokuri The story is fully voiced and will include scenes with realistic ASMR voices so you can enjoy the scenario as if you were there,Missing,,,,,,
73,"[9, 31, 32]",241959,Shame Legacy,"[6, 48, 49, 167, 169]",Missing,Shame Legacy is a firstperson survivalhorror set in a forsaken cultist village You attempt to survive using stealth and escape By solving puzzles you unravel the mystery thats haunting you,Missing,2.38,0.0,2.58,37.0,3.0,6.0
74,"[12, 31]",240953,Forspoken: In Tanta We Trust,"[6, 167]",Missing,Continuing her search for a way to eradicate the Break from Athia once and for all Frey finds herself following a mysterious voice that leads her to a place that somehow transports her to the Purge of the Rheddig the legendary battle that devastated Athia and eventually drove the Tantas to madness,Missing,2.23,3.01,3.02,72.0,7.0,15.0
75,"[13, 14]",240298,AFL 23,"[6, 48, 49, 167, 169]",Missing,AFL 23 is the most authentic video game football experience to date Featuring the fully licensed 2023 AFL Premiership and AFL Womens competitions and over 30 detailed stadiums its time to play footy for real,Missing,,,,,,
76,[13],240038,Bus Simulator 21: Next Stop - Gold Edition,"[48, 49, 167, 169]",Missing,Bus Simulator 21 Next Stop  Gold Edition offers new bus fans an allinone package In addition to Bus Simulator 21 it includes all previously released premium DLCs as well as the free Next Stop update and its numerous game improvements brandnew game mode and official map extension,Missing,,,,,,
77,"[9, 31]",239554,Another Fisherman's Tale,"[163, 386, 390]",Missing,Another mindbending VR adventure in Another Fishermans Tale a poetic story with unique VR puzzle mechanics Control limbs solve puzzles explore new locations  discover the truth A followup to the awardwinning A Fishermans Tale,Missing,3.52,4.0,4.17,0.0,0.0,6.0
78,"[5, 33]",237684,Batsugun: Saturn Tribute Boosted,"[6, 48, 49, 130]",Missing,Batsugun is a vertical scrolling shooter arcade game released in 1993 by Toaplan The game attracted attention for the large number of bullets shot by both enemies and allies This led many games to adopt the same kind of play Batsugun thus became the pioneer of the bullet hell genre The Special version of the game was then released on home consoles The Special version offers new features with a better sound,Missing,,,,,,
79,"[8, 31, 32, 33]",237127,Leap From Hell,"[48, 130]",Missing,In this firstperson puzzle platformer you will try to figure out the right way through each level and afterwards can try to improve your timings by finiding hidden paths and secret short cuts Your goals are to sucessfully finish a level as well as to beat the fastest time of our level designers,Missing,,,,,,
80,"[31, 32]",236842,Vaccine Rebirth,"[48, 130, 167]",Missing,Enter once again into the world of Survival Horror,Missing,,,,,,
81,Missing,234210,Endless Dungeon: Day One Edition,"[6, 48, 49, 167, 169]",Missing,Endless Dungeon is a unique blend of roguelite tactical action and tower defense set in the awardwinning Endless Universe Plunge into an abandoned space station alone or with friends in coop recruit a team of shipwrecked heroes and protect your crystal against neverending waves of monsters or die trying get reloaded and try again,Missing,,,,,,
82,Missing,234208,Trek to Yomi: Deluxe Edition,"[48, 130]",Missing,Trek to Yomi Deluxe Edition includes   Base Game  Soundtrack CD  104 Page Artbook  Ultimate Edition Box,Missing,,,,,,
83,"[15, 16]",232571,Age of Wonders 4,"[6, 167, 169]",Missing,Rule a fantasy realm of your own design in Age of Wonders 4 Explore new magical realms in Age of Wonders signature blend of 4X strategy and turnbased tactical combat Control a faction that grows and changes as you expand your empire with each turn  Triumph Studios awardwinning strategy series has emerged into a new age evolving the games iconic empire building roleplaying and warfare to the next level A new storytelling event system and hugely customizable empires provide an endlessly replayable experience where each game adds a new chapter to your evergrowing saga  Powerful Wizard Kings have returned to the realms to reign as gods among mortals Claim and master the Tomes of Magic to evolve your people and prepare for an epic battle that will determine the ages to come,Missing,18.61,42.98,99.34,78.0,14.0,13.0
84,"[10, 13, 14]",228729,TT Isle of Man: Ride on the Edge 3,"[6, 48, 49, 130, 167, 169]",Missing,The Isle of Man Tourist Trophy is the most epic most dangerous and most spectacular race in the world It is a course of over 60km on the roads of the Isle of Man includes 264 bends and requires highpowered bikes specially prepared for the race The riders who compete in it train their whole lives for the chance to win the ultimate accolade being crowned champion of the Isle of Man TT,Missing,0.0,0.0,0.0,0.0,0.0,0.0
85,"[11, 15, 16, 24]",228537,Company of Heroes 3: Console Edition,"[167, 169]",Missing,Company of Heroes 3 is the ultimate package of action tactics and strategy Take charge in the heat of realtime battle then command as a General guiding the overall campaign where every decision matters ,Missing,,,,,,
86,"[8, 9, 31]",228524,After Us,"[6, 167, 169]",Play as Gaia the Spirit of Life and navigate stunning platforming environments in an abstract world to salvage the souls of extinct animals Revive these creatures after learning their final fate the last whale harpooned the final eagle caged the last deer hunted down and more while you survive encounters with dangerous oilcovered Devourers that roam the wasteland in search of remaining life  In this emotional journey from the creators of the critically acclaimed Arise A Simple Story you alone can restore life to the planet,Explore the corners of a surrealistic posthuman world to give life on Earth a second chance in this touching story about sacrifice and hope,Missing,5.58,8.36,11.89,55.0,6.0,11.0
87,"[9, 31, 32]",225534,Hello Neighbor: Search and Rescue,"[163, 386, 390]",Missing,Hello Neighbor Search and Rescue is a groundbreaking VR horrorpuzzle game where you sneak into your creepy neighbors house to save your friend,Missing,,,,,,
88,"[13, 15, 31]",224011,Mystical Mixing,"[48, 130]",Missing,Enter a world of magic and wonder with Mystical Mixing,Missing,,,,,,
89,"[8, 9, 31, 32]",223301,Color Pals,"[48, 49, 130, 167, 169]",Missing,A fun puzzle game where your objective is to get to the exit with the same matching color Be careful though you can only touch the same colored blocks that you are Jump around collect colored bolts to help complete the level and avoid spiked enemies trying to kill you,Missing,0.0,0.0,0.0,0.0,0.0,0.0
90,Missing,222952,Ys IX: Monstrum Nox - Deluxe Edition,[167],Missing,Ys IX Monstrum Nox  Deluxe Edition includes  Base Game  Mini Art Book  Melodies of the Macabre,Missing,,,,,,
91,"[14, 32]",218192,Indoor Kickball,"[6, 49, 130, 167, 169]",Missing,Indoor Kickball is fast paced 1v1 game of kickball played where your parents wouldnt let you Destroy the living room kitchen bedroom basement and many other rooms of the house with a chaotic game of kickball,Missing,,,,,,
