,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[12, 31]",256978,Genshin Impact: Midsummer Island Adventure,"[6, 34, 39, 48, 167]",In the sweltering summer a strange letter is discovered on the windowsill with a spiraling fog shrouding a mystery far away Following the sound of the crashing waves to find the truth sparks dance on the horizon as the fleeing sun shines brightly across the sky For her best friend and for the great adventure ahead our youngest knight is ready to embark on her journey  lets go,Version 16 of Genshin Impact which included  New characters Kaedehara Kazuha  New main story quest Chapter II Prologue  Autumn Winds Scarlet Leaves  New character outfits for Jean and Barbara  New limitedtime area Golden Apple Archipelago  New main event Midsummer Island Adventure  and more,Missing,,,,,,
1,[4],255113,Guilty Gear: Strive - Ultimate Edition Contents Kit,"[6, 48, 49, 167, 169]",Missing,The Ultimate Edition Content Kit includes the Digital Soundtrack Digital Artwork and Guilty Gear Strive  Ultimate Edition Special Colors All included content is exclusive to this package The physical Ultimate Edition release came with a singleuse code for this content  The Ultimate Edition Special Colors include the 5 characters in Season Pass 1 along with the 15 in the initial roster The 4 characters added in Season Pass 2 get this color variation as part of Additional Color Pack 2  The soundtrack includes a total of 55 songs featuring more than 15 vocal themes and 40 background tracks used in the Story Mode  The Artwork includes various art and visuals from the Guilty Gear series history including the main visuals of each game and a number of unreleased illustrations from renowned guest artists,Missing,,,,,,
2,[4],254965,Guilty Gear: Strive + Season Pass 1,"[6, 48, 49, 167, 169]",Missing,This bundle includes the base game Guilty Gear Strive and its first Season Pass which adds 5 characters 2 stages the exclusive story expansion called Another Story and a color pack that adds 5 color variations for the 20 characters available with this package  Original released as the Deluxe Edition for Guilty Gear Strive this bundle was renamed along with a price change and the announcement of a new bundle Ultimate Edition 2022 Delisted on August 24th 2023 with the release of Season Pass 3 and the Daredevil Edition,Missing,,,,,,
3,[4],254962,Guilty Gear: Strive - Season Pass 1,"[6, 48, 49, 167, 169]",Missing,The first Season Pass for Guilty Gear Strive includes 5 characters 2 stages the exclusive story expansion called Another Story and a color pack that adds 5 color variations for the base roster of 15 characters along with the 5 new characters in this pass,Missing,,,,,,
4,[4],254507,Guilty Gear: Strive - Special Colors for Sol and Ky,"[6, 48, 49, 167, 169]",Missing,This early purchase reward unlocked color and effect swapped versions of Sol Badguy and Ky Kiske  The pack was available for purchases on PlayStation and Steam from release till June 25th and on Xbox from release till April 13th Physical versions received a single use code while supplies lasted,Missing,,,,,,
5,[4],254504,Guilty Gear: Strive - Additional Character Color Pack,"[6, 48, 49, 167, 169]",Missing,This color pack unlocks colors for the initial roster of 15 characters as well as the 5 characters from Season Pass 1 as they were released for a total of 20 characters There are 5 colors for every character making for 100 extra colors available,Missing,,,,,,
6,"[32, 35]",243807,The Solitaire Conspiracy: The Atlantis Project,"[6, 14, 130, 167, 169]",Missing,Missing,Missing,,,,,,
7,Missing,225409,Dead by Daylight: Survivor Expansion Pack,"[6, 48, 49, 130, 167, 169]",Missing,Will you be a leader A hero An escape artist The Survivor Expansion Pack gives you access to 11 original characters to discover and explore,Missing,,,,,,
8,"[12, 31]",222815,Assassin's Creed Valhalla: Mastery Challenge,"[6, 48, 49, 167, 169, 170]",Missing,Mastery Challenge is a free update that introduces replayable trials to test your expertise against Melee Range and Stealth objectives Unlock new unique rewards as you perfect your skills including weapons tattoos decorations and more,Missing,,,,,,
9,"[13, 31]",222587,Minecraft: Caves & Cliffs - Part I,"[6, 34, 39, 48, 49, 130]",Missing,Minecraft Caves  Cliffs  Part I is the first part focused on blocks and mobs of two major themed updates for Minecraft Bedrock Edition,Missing,,,,,,
10,Missing,221610,No Man's Sky: Prisms,"[6, 48, 49]",Missing,Update 35 Prisms dramatically refreshes the No Mans Sky experience with a range of new visual features and technologies The universe has never looked better with reflections new texture effects more biome detail improved lighting new skies new warp effects creature fur and a host more besides,Missing,,,,,,
11,"[5, 32, 33]",215362,SturmFront: The Mutant War - Farewell Edition,[46],Missing,Purge mutants with your flamethrower in this twinstick arcade shooter as you make your way across a derelict cityscape fuelled by the sounds of heavy metal and psychedelic Electronica,Missing,,,,,,
12,"[8, 13, 31]",214454,Minecraft: Sonic the Hedgehog,"[6, 34, 39, 48, 49, 130, 169]",Missing,Sonic the Hedgehog races into Minecraft at supersonic speeds Sprint roll and spring off enemies through iconic zones with infinite gameplay Master the thrilling abilities of Sonic Tails Knuckles and more Compete with friends for high scores Unlock achievements characters new zones and a challenging Eggman Mode Includes 29 popular skins,Missing,,,,,,
13,[15],212876,Dead By Daylight: Resident Evil Collaboration Bundle,"[6, 48, 49, 130, 167, 169]",Missing,All characters from Resident Evil in a single affordable DLC for Dead By Daylight,Missing,,,,,,
14,"[8, 12, 31, 32]",207392,Blade Assault,"[6, 48, 49, 130, 167, 169]",Missing,Blade Assault is a 2D action roguelite platformer with beautiful pixel art set in a desolate scifi world Fight against the corrupt military of Esperanza as part of the resistance force of the Undercity Bring the corrupt to justice by becoming stronger and fighting alongside your trusty comrades,Missing,13.82,16.8,0.0,75.0,5.0,7.0
15,Missing,207047,Baseball: Breakthrough Gaming Arcade - Challenge Mode Edition,[48],Missing,Missing,Missing,,,,,,
16,"[5, 14]",198268,Rocket Arena: Season 4,"[6, 48, 49]",Missing,New Blast Pass New Map and More,Missing,,,,,,
17,"[2, 9, 31, 32]",190100,The Dark Prophecy,"[6, 48, 49, 167, 169]",Welcome to a peaceful medieval village where life is safe and calm But one fateful night everything changes  Play as Jacob an average medieval boy on his quest to save the kingdom from a dark prophecy  Jacob finds himself amid a whirlpool of magical events Now the fate of his village and whole kingdom depends on him,The Dark Prophecy is a 2D pixelart point  click adventure inspired by the best retro games of the 90s Welcome to a peaceful medieval village where life is safe and calm But one fateful night everything changes,Missing,2.31,0.0,0.0,0.0,0.0,4.0
18,"[5, 33]",187672,Space: Breakthrough Gaming Arcade,[48],Missing,Missing,Missing,,,,,,
19,"[9, 31]",187671,Maze: Pedestal of Trials,"[6, 48]",Missing,Maze Pedestal of Trials is a sequel spinoff to our original puzzle game Maze This entry into the TreeFall Studios Maze series brings all new challenges new gameplay abilities new environments and new puzzles,Missing,0.0,0.0,1.5,50.0,1.0,1.0
20,Missing,187270,3D MiniGolf Remastered,[167],Missing,Missing,Missing,,,,,,
21,Missing,168760,Predator: Hunting Grounds - Isabelle Fireteam DLC Pack,"[6, 48]",Missing,Play as the elite sniper Isabelle featuring the look and voice of Alice Braga,Missing,,,,,,
22,Missing,164725,"The Casino Collection: Ruleta, Vídeo Póker, Tragaperras, Craps, Baccarat, Five-Card Draw Poker, Texas hold 'em, Blackjack and Page One","[48, 49]",Missing,Enjoy ten standard casino games,Missing,,,,,,
23,"[12, 31]",164589,Scarlet Nexus: Deluxe Edition,"[6, 48, 49, 167, 169]",Missing,The Deluxe Edition includes  Scarlet Nexus full game  Brain Punk Bundle  Deluxe Edition Bonuses  Additional Attachment The Other  SAS Plugin Variations 3  Choose between Yuito and Kasane elite psionics each armed with a talent in psychokinesis and their own reason to fight Complete both of their stories to unlock all the mysteries of a Brain Punk future caught between technology and psychic abilities,Missing,,,,,,
24,"[5, 31]",158958,PlayerUnknown's Battlegrounds: Season 12,"[6, 48, 49, 167, 169, 170]",Missing,Season 12 has landed on the Battlegrounds  Dropin and explore our biggest Miramar update since launch with significant visual and design improvements a new uniquely Miramar vehicle and an armordestroying sniper rifle whats not to love,Missing,,,,,,
25,"[5, 24]",158944,Tom Clancy's Rainbow Six Siege: North Star,"[6, 48, 49, 167, 169]",Guided by the spirits Thunderbird uses her ability to protect and heal She can deploy Kóna stations at several places on the map and operators standing next to them can absorb their charge to heal themselves The Kóna stations can overheal and even revive a downed operator But be careful though both allies and enemies can use them Additionally Favela sees big changes with a rework,North Star is the twentyfirst expansion for Tom Clancys Rainbow Six Siege It adds one new Operator from the StarNet Aviation,Missing,,,,,,
26,"[31, 32]",157021,Totally Normal Journey: The Interactive Musical,"[6, 48]",Missing,One of the first interactive musical from rock to romantic songs the game has everything covered It also has handdrawn animation which makes it stand out of the crowds We made sure that the gameplay in this interactive fiction will have something to please everyone,Missing,,,,,,
27,"[13, 31]",156789,Would You Like to Run an Idol Café?,"[6, 48, 130, 167]",Missing,After failing to get into the university of his choice Naoya puts his further education on hold to take a job at a quaint seaside café There he meets two cute waitresses and he becomes more intimately involved in their lives than he anticipated,Missing,,,,,,
28,"[5, 9, 15, 32, 33]",156056,Virtuous Western,"[6, 48, 49, 130, 167, 169]",Missing,Virtuous Western is a strategy game located in the old west where our protagonist must eliminate all enemies in the area using a limited amount of bullets to recover your stolen horse,Missing,0.0,0.0,0.5,40.0,1.0,1.0
29,"[13, 14]",155464,Equestrian Training,"[6, 48, 130]",Missing,Alone or with friends discover a new way to learn more about horses and riding Based on the official FFE French horseriding federation diplomas known as Galops the game helps you improve in the training mode test your knowledge in the exam mode and have fun with the various minigames,Missing,,,,,,
30,"[5, 31, 32]",154901,Restless Night,"[6, 48, 49, 130]",Missing,Hordes of zombies and bloodsucking bats dozens of deadly mutants and cannibals reanimated maniacs and pumpkinkillers  can you handle these mobs You will have to survive through the night each and every time youll play Restless Night This game is full of horrifying encounters with undead enemies but your rifle will come in handy Can you make it to the dawn Theres only one way to find out  grab your favorite firearm and get ready to crush kill and destroy all these zombies with classic oldschool style,Missing,0.0,0.0,0.0,0.0,0.0,0.0
31,"[8, 31, 32]",154820,Babol the Walking Box,"[6, 48, 49]",Missing,Begin your adventure with your new friends Explore the amazing world of box from the wilderness desert to super duper cold snowy mountains,Missing,0.0,0.0,0.0,0.0,0.0,0.0
32,[5],154774,Zombie Army 4: Dead War - Mission 8: Abaddon Asylum,"[6, 48, 49, 130]",Missing,The nefarious Baron Umbra has been revealed as an occult mastermind and hidden away in heavily fortified cultist territory The only way in is through the catacombs lead by a survivor known only as The Angel Can the Resistance reach the asylum stop the Baron and put an end to his evil Or will the catacombs get a few extra corpses,Missing,,,,,,
33,"[12, 31]",154771,GreedFall: The De Vespe Conspiracy,"[6, 48, 49, 169]",Missing,Expand GreedFalls RPG adventure with The de Vespe Conspiracy expansion and discover a brandnew storyline on the island of Teer Fradee Navigate a web of intrigue manipulation and secrets as you unravel a nefarious conspiracy that threatens the balance of power Explore a previouslyundiscovered region of the island battle strange new beasts and face off against a villainous new enemy faction in your hunt to uncover the truth This expansion brings a new region enemy types costumes weapons and contracts with a twisting narrative that expands on GreedFalls acclaimed story,Missing,,,,,,
34,"[4, 25]",154741,For Honor: Season 18 - Mirage,"[6, 48, 49]",Missing,Warriors everywhere sealed new alliances through the Covenants but another great enemy was about to challenge their renewed vigor This new threat was not just another clan or army trying to reap more territories After centuries of being spoiled and exhausted by humanitys thirst for power Mother Nature herself was about to show the true extent of her burning wrath An intense drought befell Heathmoor endangering crops and fortifications everywhere While the Horkos saw the calamity as another opportunity to prove their might the Chimera struggled to maintain solidarity among their ranks with less resources to share between themselves  A new battle for water began Warriors kept fighting but also struggled to survive the scorching heat As some battled in a secluded temple strange visions followed their every step,Missing,,,,,,
35,"[4, 25]",154735,For Honor: Season 14 - Tyranny,"[6, 48, 49]",Missing,A genuine feeling of hope grew in everyones heart as the Truce of Wyverndale convinced more and more people across Heathmoor Yet a sinister threat was also brewing As the celebrations of the Honor Games continued with a reenactment of past battles against Apollyon and the Blackstones a group of mysterious warriors geared up and gathered secret allies from all factions Peace would soon become a distant dream  In one of For Honors most ambitious seasons ever Tyranny brings much anticipated updates from the community with fight updates events new customization a new battle pass and a new Hero that will reveal themself amidst the season,Missing,,,,,,
36,[31],154632,Marvel's Avengers: Cosmic Cube,"[6, 48, 49, 167, 169, 170]",Missing,The time to wrest control of the Cosmic Cube from Monica Rappaccini has come in the new Villain Sector mission Beating the Odds But the weapons immense power has made her an even greater threat requiring the Avengers to use their wits and heroic powers to defeat her solo or in teams of up to four players This Villain Sector continues the storyline from Marvels Avengers Operation Hawkeye  Future Imperfect and sets the stage for upcoming releases,Missing,,,,,,
37,"[25, 33]",153832,Arcade Archives: Shingen Samurai-Fighter,"[48, 130]",Missing,Shingen SamuraiFighter is an action game released by Jaleco in 1988 The player controls Takeda Shingen embarking on a grand journey to defeat Uesugi Kenshin Pick up the 風Fu 林Rin 火Ka 山Zan and other items that power you up as you defeat enemy warlords,Missing,,,,,,
38,Missing,153644,Chivalry 2: Steelbook Edition,"[6, 48, 49, 167, 169]",Missing,Missing,Missing,,,,,,
39,[33],153593,Independence Day Break,[48],Missing,Independence Day Break is an arcade game that lets the user break Independence Day themed characters with a unique paddle and ball Unique animated levels MiniBosses and powerups to collect while you progress through the levels Thirty Levels to play in and battle mini bosses on your way to victory Single player retroarcade fun,Missing,,,,,,
40,"[9, 10, 13, 31, 32]",153521,Hello Engineer,"[6, 48, 49, 130, 169, 170]",Missing,Unleash your creativity in a multiplayer machineryconstruction game in the Hello Neighbor universe Scavenge craft and overcome challenges in the bizarre world of a mysterious amusement park Put together incredible machines built of scrap and challenge your creepy Neighbor and his evil bots,Missing,3.0,0.0,5.75,0.0,0.0,2.0
41,"[12, 15, 31, 32]",153440,Host 714,"[6, 48, 130]",Missing,In Host 714 you are going to live as Squid a drug addicted hobo who was invited by a governmental organization the Orange Institute to join a drug addiction rehab center with experimental treatment and social reintegration Arriving at the Institute on a faraway island Squid realizes that the proposal was not what they claimed to be Now you are a test subject with an uncertain fate Help our protagonist escape from the Orange Institute in this challenging stealth game,Missing,2.25,0.0,0.0,60.0,1.0,1.0
