first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1361836800,252195,Uncharted 3: Multiplayer,[9],Join the Adventure in Uncharted 3 Multiplayer Download and play Competitive Multiplayer up to level 15 for Free Access to Cooperative modes additional Levels and Game Modes sold separately,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1362009600,222552,Solomon's Ring: Kaze no Shou,[38],Otome game by Plan Peace for PSP,[34],Based on the Legend of Solomon who was known to be the third king of the Israelites who built the Temple of Jerusalem and who was said to possess a magical ring that had the powers to control demons  He soon saw the dangers of their arrogance and sealed them all into a brass vase Approximately 2500 years later a certain demon Lucifer has taken the reins to be the most powerful demon He turned his extreme hatred for Solomon into dark magic and successfully released the seal upon the brass vase Now free his goal is nothing less than to seek revenge upon his enemy Solomon and destroy the human world in which Solomon lived Scorched with an evil desire Lucifer orders demons under him to eliminate Solomons descendants as well as the legendary ring  On the other hand over the years the existence of the seal Solomon had left gradually begins to fade within the memories of the people in the human world It is there that the heroine Lily lives humbly while managing a library she inherits from her grandfather Before her only living relative her grandfather passes away he tells her that she is a descendant of Solomon and entrusted her with the ring that had been passed on from generation to generation the ring that is used to face off against demons However for Lily this is nothing but brutal as the powers of the ring arent awakening  Being oppressed by this mission the ones who come to stand before her are a troop of demons However the 3 demons that come to rescue her from her plight are none are than ones from the 72 demons that had been sealed together with Lucifer  There are 12 demons with routes separated into 4 games by elements with 3 demons per game The elements are Fire Water Wind and Earth,Missing,nan,nan,nan,nan,nan,nan
1361404800,221956,Tokyo Yamanote Boys Portable Dark Cherry Disc,[38],A port of PSP Dark cherry disc focus on the three main guys for entry no79 Rudo Jesus Entry no7 Moroboshi Tetsu Entry no8 and Hamada Shinnosuke Entry no9,[34],Every year just one girl from all high schools in Japan is chosen to be a Princess Top high school boys from all around Tokyo are then selected to be the participants in a confession tournament that is Tokyo Yamanote Boys Its a love royale where the boys will confess to the Princess with various kinds of appeal The one she picks will be crowned Prince and theres a legend that the Prince and Princess are guaranteed to have an eternally happy future together through this event,Missing,nan,nan,nan,nan,nan,nan
1361232000,196841,Urban Trial Freestyle,[9],After reaching pole position in PlayStation Store Chart the critically acclaimed Urban Trial Freestyle is now revving up for PC The city is your playground Nothing will stop you on your freestyle trials bike Use the urban landscape to pull spectacular tricks  backflips 360s wallrides ollies and more Customize your bike to boost your performance in Time Attack or Stunt mode Choose between speed and style developing your own unique riding style Challenge the best riders in Ghost Mode The variety and elaborate design of the different backdrops will keep you coming back for hours on end to achieve a perfect run and knock the top riders off the leaderboard  Urban Trial Freestyle has been greatly influenced by the support of Julien Dupont the godfather of urban trial freestyle Julien Dupont is known around the world for his unique street style and technique mashing down barriers and setting new records,"[8, 10, 13, 14, 33]",Missing,Missing,4.03,5.32,20.85,66.0,54.0,65.0
1361404800,179522,NextRev: Sharoushi Shiken,[46],An edutainment software that allows you to study for a labor and social security attorney exam The Labor and Social Security Attorney Social Security Attorney Exam is a national qualification that allows you to perform paperwork and advice on social insurance employment insurance labor management etc as a specialist of people that is indispensable for companies,[26],Missing,Missing,nan,nan,nan,nan,nan,nan
1360195200,179475,NextRev: Chuushokigyou Shindanshi Shiken 2,[46],Edutainment software to test yourself on more advanced matters of Management Consultation on the PSVita,[26],Missing,Missing,nan,nan,nan,nan,nan,nan
1360886400,142554,Don 2: The King is Back,"[8, 38]",Don 2 The King is Back is a third person action adventure game based on the film of the same name The gameplay of Don 2 The King is Back focuses primarily on shooter style missions with stealth elements The game includes twelve missions and four boss battles including Kuala Lumpur and Berlin It was developed by Gameshastra and Mango Games,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1360800000,139742,Sakura-sou no Pet na Kanojo,"[38, 46]",Sakurasou no Pet na Kanojo is a visual novel based on a light novel of the same name developed by Netchubiyori and published by ASCII Media Works,[34],Suikohigh has two dormitories one of them is for normal students the other Sakurasou is for students wholl drive normal students crazy Kanda Sorata is a boy who attracts stray cats and cant throw them away for this he is thrown out of the normal dormitory In Sakurasou he meets the odd prodigies and is in charge of taking care of them With them he finds his dream and perhaps his soul mate The gamer becomes Sorata and is tasked to take the first prize in the gamemaking competition Create a team out of all the oddballs in Sakurasou There are aspiring artists screenwriters and seiyuu living in the dorm meet with them converse with them and take care of them as you create a proposal an alpha version a beta version and then the final product As your game completes cement your bond with a very special girl,Missing,30.0,0.0,0.0,0.0,0.0,1.0
1360627200,118049,Aliens: Colonial Marines - Extermination Edition,"[6, 9, 12]",Buckle up soldier Welcome to Aliens Colonial Marines Created by Gearbox the critically acclaimed and fanfavorite developers of Borderlands and Brothers In Arms you and your friends will become the most badass military outfit in the galaxy  the US Colonial Marines Its up to you to not just survive but wipe out the Xeno infestation,[5],17 weeks after the events of Aliens a full battalion of Colonial Marines travels to LV426 aboard the USS Sephora in response to a distress call sent by Corporal Dwayne Hicks Upon arrival the Sephora docks with the USS Sulaco now somehow in orbit around LV426 despite last being sighted above Fiorina Fury 161 and sends Marines aboard to investigate A massive Xenomorph infestation is discovered inside the ship and several Marines are killed in the initial onslaught While investigating the ship Corporal Winter Private ONeal and Private Bella Clarison discover WeylandYutani PMCs are now in command of the Sulaco and have been breeding Xenomorphs on board for study  The hostile corporate mercenaries attack the Sephora using the Sulacos weaponry and both ships are destroyed after the Sephora retaliates Winter ONeal Bella their commander Captain Cruz Sephora android Bishop and pilot Lieutenant Reid escape aboard Reids dropship and take shelter in the ruins of the Hadleys Hope colony complex on LV426 which now lies almost completely destroyed after the detonation of its Atmosphere Processing Plant Cruz orders all remaining Colonial Marine survivors to gather at the colony in the hope of holding out until a rescue arrives While investigating the ruins of the colony Winter discovers Xenomorphs that only react to sound and movement and attack by suicidally exploding as well as the corpse of Sulaco Marine Private Hudson  With their position as secure as they can hope to make it Cruz orders Winter to travel to a nearby WeylandYutani research facility set up near the derelict ship and recover a manifest that identifies an unknown prisoner the company has captured apparently a survivor from the Sulaco It transpires that Bella is impregnated with a Chestburster and in an attempt at saving her Winter and ONeal accept the mission and escort Bella to the facility where they intend to convince surviving personnel to remove the embryo However upon arrival an interrogated WeylandYutani medical officer explains to them that Bellas life cannot be saved since even if the embryo is successfully extracted the creatures invasive placenta is cancerous and will kill her anyway Bella dies when the Chestburster hatches while she is saying goodbye to Winter and ONeal  Winter and ONeal recover the manifest they were sent to find and rescue the prisoner revealed to be Corporal Hicks who explains that WeylandYutani intercepted and boarded the Sulaco prior to its arrival at Fiorina 161 A fire in the hypersleep bay subsequently caused Ripley Newt and Lance Bishop to be jettisoned from the ship in an EEV along with the body of an unidentified man who was mistaken for the Corporal Hicks himself was captured by WeylandYutani personnel and subjected to torture during interrogation overseen by Michael Weyland in an attempt to learn more about the Xenomorphs origins and to gain control of the Sulacos weapon systems  From Hicks the Marines on LV426 learn that an FTLcapable ship is docked at the research facility representing the last chance for the survivors to escape the moon After gathering the remaining Sephora personnel and fighting off a Xenomorph attack on the colony Captain Cruz orders an allout assault on the WeylandYutani complex in the hopes of capturing the FTL vessel Winter and Hicks spearhead the advance but the ship leaves minutes before they can reach it In a last desperate attempt Cruz pilots a dropship up to the escaping vessel and crashes into its hangar Winter is confronted by the Xenomorph Queen in the hangar bay and attempts to eject her using a cargo launching system but fails when she climbs back aboard Cruz sacrifices himself when he launches the crippled dropship directly into the Queen propelling both out into the upper atmosphere of LV426  Winter ONeal Reid Bishop and Hicks find and confront Michael Weyland but Hicks deduces he is merely an android double left behind as a decoy and summarily executes him In search of useful intelligence Bishop connects to the destroyed androids CPU and states that he has everything setting the stage for further confrontation between the Colonial Marines and the WeylandYutani Corporation,Missing,nan,nan,nan,nan,nan,nan
1360627200,118042,Aliens: Colonial Marines - Collector's Edition,"[6, 9, 12]",Buckle up soldier Welcome to Aliens Colonial Marines Created by Gearbox the critically acclaimed and fanfavorite developers of Borderlands and Brothers In Arms you and your friends will become the most badass military outfit in the galaxy  the US Colonial Marines Its up to you to not just survive but wipe out the Xeno infestation  The Collectors Edition Pack includes   Plasma Pulse Rifle  This special rifle fires charged balls of plasma annihilating any enemies caught in its path  Sonic Electronic Ball Breakers  Landing on the floor this special hightech grenade bounces several feet into the air before unleashing a large electrical charge that fries anything in the vicinity  US Colonial Marines Academy firing range  Test your speed and accuracy with any gun in different scenarios  navigate multiroom obstacle courses set on the USS Sephora with enemy and innocent civilians targets,[5],17 weeks after the events of Aliens a full battalion of Colonial Marines travels to LV426 aboard the USS Sephora in response to a distress call sent by Corporal Dwayne Hicks Upon arrival the Sephora docks with the USS Sulaco now somehow in orbit around LV426 despite last being sighted above Fiorina Fury 161 and sends Marines aboard to investigate A massive Xenomorph infestation is discovered inside the ship and several Marines are killed in the initial onslaught While investigating the ship Corporal Winter Private ONeal and Private Bella Clarison discover WeylandYutani PMCs are now in command of the Sulaco and have been breeding Xenomorphs on board for study  The hostile corporate mercenaries attack the Sephora using the Sulacos weaponry and both ships are destroyed after the Sephora retaliates Winter ONeal Bella their commander Captain Cruz Sephora android Bishop and pilot Lieutenant Reid escape aboard Reids dropship and take shelter in the ruins of the Hadleys Hope colony complex on LV426 which now lies almost completely destroyed after the detonation of its Atmosphere Processing Plant Cruz orders all remaining Colonial Marine survivors to gather at the colony in the hope of holding out until a rescue arrives While investigating the ruins of the colony Winter discovers Xenomorphs that only react to sound and movement and attack by suicidally exploding as well as the corpse of Sulaco Marine Private Hudson  With their position as secure as they can hope to make it Cruz orders Winter to travel to a nearby WeylandYutani research facility set up near the derelict ship and recover a manifest that identifies an unknown prisoner the company has captured apparently a survivor from the Sulaco It transpires that Bella is impregnated with a Chestburster and in an attempt at saving her Winter and ONeal accept the mission and escort Bella to the facility where they intend to convince surviving personnel to remove the embryo However upon arrival an interrogated WeylandYutani medical officer explains to them that Bellas life cannot be saved since even if the embryo is successfully extracted the creatures invasive placenta is cancerous and will kill her anyway Bella dies when the Chestburster hatches while she is saying goodbye to Winter and ONeal  Winter and ONeal recover the manifest they were sent to find and rescue the prisoner revealed to be Corporal Hicks who explains that WeylandYutani intercepted and boarded the Sulaco prior to its arrival at Fiorina 161 A fire in the hypersleep bay subsequently caused Ripley Newt and Lance Bishop to be jettisoned from the ship in an EEV along with the body of an unidentified man who was mistaken for the Corporal Hicks himself was captured by WeylandYutani personnel and subjected to torture during interrogation overseen by Michael Weyland in an attempt to learn more about the Xenomorphs origins and to gain control of the Sulacos weapon systems  From Hicks the Marines on LV426 learn that an FTLcapable ship is docked at the research facility representing the last chance for the survivors to escape the moon After gathering the remaining Sephora personnel and fighting off a Xenomorph attack on the colony Captain Cruz orders an allout assault on the WeylandYutani complex in the hopes of capturing the FTL vessel Winter and Hicks spearhead the advance but the ship leaves minutes before they can reach it In a last desperate attempt Cruz pilots a dropship up to the escaping vessel and crashes into its hangar Winter is confronted by the Xenomorph Queen in the hangar bay and attempts to eject her using a cargo launching system but fails when she climbs back aboard Cruz sacrifices himself when he launches the crippled dropship directly into the Queen propelling both out into the upper atmosphere of LV426  Winter ONeal Reid Bishop and Hicks find and confront Michael Weyland but Hicks deduces he is merely an android double left behind as a decoy and summarily executes him In search of useful intelligence Bishop connects to the destroyed androids CPU and states that he has everything setting the stage for further confrontation between the Colonial Marines and the WeylandYutani Corporation,Missing,nan,nan,nan,nan,nan,nan
