,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,271163,DC Universe Online: Episode 17 - Unholy Matrimony & The Flash Museum Burglary,"[6, 9, 48]",On October 7 2015 for members and October 14th 2015 for nonmembers the seventeenth episode Unholy Matrimony and The Flash Museum Burglary was released The episode revolved around players continuing the storyline told in Episode 16 Desecrated Catherdral and a continuation of the League of Assassins storyline that started in Episode 15 The Bombshells Paradox Some of the core features of this episode include one Tier 7 8Player Operation in Unholy Matrimony and one Tier 7 Duo in Flash Museum Burglary,Missing,Missing,Missing,,,,,,
1,251379,Assassin's Creed Syndicate: Limited Edition,"[6, 48, 49, 170]",Missing,Missing,Missing,Missing,,,,,,
2,234676,Minecraft: Halloween Mash-up,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 74, 130, 132, 388]",Dress suitably spookily and prepare for the ultimate Minecraft Halloween thrill ride,"[13, 31]",Missing,Missing,,,,,,
3,230499,Assassin's Creed: Syndicate - Rooks Edition,"[6, 48, 49]",London 1868 The Industrial Revolution unleashes an incredible age of invention transforming the lives of millions with technologies once thought impossible Opportunities created during this period have people rushing to London to engage in this new world a world no longer controlled by kings emperors politicians or religion but by a new common denominator money  Not everyone is able to enjoy the benefits of this boom however Despite fueling the engine of the British Empire workers lives are little more than legalized slavery while the top few percent profit from their labor Living poor and dying young the lower class unite in protest as a new kind of family gangs who turn to a life in the underworld in their struggle to survive A struggle until watchful Assassins come to their side and reignite an ageold conflict involving Londons leaders that will echo throughout modern history from the underground up  Introducing Jacob Frye who with the help of his twin sister Evie will change the fate of millions in Assassins Creed Syndicate Rise to rally and lead the underworld to break the corrupt stranglehold on London in a visceral adventure filled with action intrigue and brutal combat,"[12, 31]",Missing,Missing,,,,,,
4,202826,Rocket League: Revenge of the Battle-Cars,"[3, 6, 14, 48]",Expand your Rocket League customization options in the Revenge of the BattleCars DLC Pack This addon includes Two new but classic BattleCars Scarab and Zippy six unique Decals for each new BattleCar 12 total three new Paint Types two new Wheels two new Rocket Trails four new Toppers and two new Antennas,"[10, 14, 32]",Missing,Missing,,,,,,
5,200007,Ayakashi Gohan: Oomori!,[46],Ayakashi Gohan Oomori is a Japanese otome game developed by honeybee and published by Asgard released in 2015 It is the PS Vita port of the original PC game titled Ayakashi Gohan,[34],Once upon a time a long time ago It is not  In the corner of a certain village where ayakashi and humans coexist there is a shop that serves meals for ayakashi The name of this eatery is Ponpokorin In that store both ayakashi and humans visit it seeking to have a delicious meal The shop owner is a youko a mythological fox spirit taking on a human form  Everybody can be happy if they can have a delicious meal That was the youkos creed The youko and its soontobe 7yearold son continue to cook delicious meals to this very day  One day as the hot summer ended and the harvest of autumn approached a lone girl enters the youkos store  From that moment onwards the story begins  The beginning of a heartwarming story involving ayakashi humans and delicious meals starts here,Missing,,,,,,
6,169034,Battlefield 4: Community Operations,"[6, 48]",Welcome to the jungle,Missing,Missing,Missing,,,,,,
7,136762,Renai Revenge,"[46, 48]",Missing,[34],Missing,Missing,,,,,,
8,135965,Assassin's Creed: Syndicate - Special Edition,"[6, 48, 49]",Assassins Creed Syndicate is set in London 1868 The Industrial Revolution unleashes an incredible age of invention transforming the lives of millions with technologies once thought impossible Opportunities created during this period have people rushing to London to engage in this new world a world no longer controlled by kings emperors politicians or religion but by a new common denominator money  Not everyone is able to enjoy the benefits of this boom however Despite fueling the engine of the British Empire workers lives are little more than legalized slavery while the top few percent profit from their labor Living poor and dying young the lower class unite in protest as a new kind of family gangs who turn to a life in the underworld in their struggle to survive A struggle until watchful Assassins come to their side and reignite an ageold conflict involving Londons leaders that will echo throughout modern history from the underground up  Introducing Jacob Frye who with the help of his twin sister Evie will change the fate of millions in Assassins Creed Syndicate Rise to rally and lead the underworld to break the corrupt stranglehold on London in a visceral adventure filled with action intrigue and brutal combat  Exclusive Content Includes 10 Exclusive Missions The Dreadful Crimes,[31],Missing,Missing,,,,,,
9,134020,Tennis Club Story,"[6, 34, 39, 48, 130]",Attract customers train stars and win the Grand Slam in this tennis club sim Aim for the ace position of tennis club prestige in this simulation Your leadership decides if players make it to the big time or bust Customize your training menu to focus on power or technique molding players as you please for competitions fame and snazzy sponsors,"[13, 14, 15, 32]",Missing,Missing,0.0,0.0,78.8,90.0,1.0,1.0
