,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,269530,Sengoku Efuda Yuugi: Hototogisu Tairan,[38],Missing,Missing,Missing,Missing,,,,,,
1,261977,Rapala Pro Bass Fishing,[38],Rapala Pro Bass Fishing has you testing your fishing skills in a tournament setting against reallife professionals Structured similarly to a televised event the presentation includes professional announcing from InFisherman TVs Barry Brueland live updates leaderboards analysis and weighins There are over 20 tournament events in each season as you attempt to win the championship trophy To ensure your success on some of the leading freshwater lakes in North America youll choose from an assortment of licensed boats lures rods and apparel In addition to the singleplayer season a friend can participate in over 50 events geared specifically for multiplayer competition Youll battle headtohead in various timed accuracy weight and locationbased challenges,Missing,Missing,Missing,,,,,,
2,240463,Pro Evolution Soccer 2011,[8],PS2 port of Pro Evolution Soccer 2011,"[13, 14]",Missing,Missing,43.27,87.5,478.67,69.0,52.0,9.0
3,232809,Transformers: War for Cybertron Map and Character Pack 2,"[9, 12]",The new playable TRANSFORMERS characters joining the roster will include ZETA PRIME and DEAD END Players will have access to both characters in the games heartpounding fourplayer coop Escalation mode and will be able to select their chassis to create their own TRANSFORMERS character in the traditional competitive multiplayer modes  In addition five brand new multiplayer maps will extend the diverse array of battlefields on which players can wage war with their friends  Two new Escalation mode maps include  Pulse is an AUTOBOT map and allows players to take a journey inside the DECEPTICON giant TRYPTICON challenging fans to explore his twisted interior corridors to overload the central power core located within  Static is a DECEPTICON map that thrusts players into a bevy of multilevel rooms riddled with environmental traps that can be used for their advantage  Three new competitive multiplayer maps include  Horizon is a picturesque statuary overlooking the wartorn AUTOBOT home city of Iacon complete with wide open courtyards and tight spaces for close quarters combat  Sector is an old maintenance facility used by the DECEPTICONS during the legendary war and allows for open vehicle navigation especially divebombing jets and those with long range weapons  Metropolis is set high above the clouds and drops players straight into the bombed out ruins of a high rise Iacon city building Liquid energon drips from broken pipes and sparking electricity crackles from severed wires as it was once served as a fierce central battleground on Cybertron,"[5, 31]",Missing,Missing,,,,,,
4,220978,Pro Evolution Soccer 2011,"[8, 38]",PSP port of Pro Evolution Soccer 2011,[14],Missing,Missing,43.27,87.5,478.67,69.0,52.0,9.0
5,217765,Hiiro no Kakera: Shin Tamayuri-hime Densetsu - Portable,[38],A port of Hiiro no Kakera  Shin Tamayurihime Densetsu,[34],Saya is a high school student A new religious group was set up in her town several months ago and a lot of people visit there now The founder is Amamiya Otoha who is called Tamayorihime since she can talk to God The group becomes famous because of her existence Saya thinks her peaceful life will last forever but it is soon destroyed when her classmate dies But this is just the beginning of their battle Saya is suddenly told that she is also Tamayorihime Her guardians appear in front of her as well What is Tamayorihime Who are her guardians What will happen to Saya in the end,Missing,,,,,,
6,202821,Starry Sky: in Summer Portable,[38],Starry Sky in Summer Portable is a port of Starry Sky in Summer for the PlayStation Portable,[34],In Summer focuses on Tsukikos activities as a member of the Archery Club With club captain Homare Kanakubo vicecaptain Ryunosuke Miyaji and prodigy Azusa Kinose she works hard to improve in time for the InterHigh competition,Missing,,,,,,
7,192133,The Legend of Heroes: Zero no Kiseki,"[6, 38]",Zero no Kiseki also known as Trails from Zero serves as the fourth installment in the story of Zemuria serving as a direct sequel to the events of the Trails in the Sky trilogy It takes place in Crossbell a citystate located between two great powers fighting for control over it and follows Lloyd Bannings and his colleagues Elie MacDowell Randy Orlando and Tio Plato The four form the Special Support Section a newly formed department of the Crossbell police The game and its sequel Ao no Kiseki form the Crossbell arc of the series,"[12, 16, 31]",After three years away from his hometown Lloyd Bannings returns in order to follow his late brothers footsteps and join the Crossbell Police Department However when he arrives he finds hes been assigned to the Special Support Section a new division that handles odd jobs and minor requests He meets his new teammates which include Elie MacDowell the granddaughter of the citys mayor Randy Orlando a womanizing exsoldier and Tio Plato a young tech genius  Though their department is mocked by the media and looked down on by the rest of the CPD Lloyd and his friends continue to fight to make their city a better place As they do however they slowly come facetoface with the criminal corruption gripping their city Little do they know just how deep the shadows of Crossbell City go,Missing,,,,,,
8,139450,L@ve Once,[38],Lve Once read as love at once is a romance visual novel that tells the story of a boy called Shouji Takanashi 高梨 翔司 whose mother is a mermaid He met mermaids as a small child but forgot about them One day his father passes away and not long after two sisters who happen to be mermaids as well come to his place Their names are Mei and Meru Being a son of a mermaid he can only fall in love once as broken heart would be the end of him With the help of Mei and Meru he will hopefully be able to find his true love    The game originated on PSP and is a light visual novel without any adult content A year later the game was ported to PS3 with some changes and additional content under the title Lve Once Mermaids Tears Both platforms have limited edition releases which feature bonus content such as audio drama artbook or soundtrack,[34],Missing,Missing,,,,,,
9,114990,Red Dead Redemption: Liars and Cheats,"[9, 12]",The Liars and Cheats pack exends the Red Dead Redemption multiplayer experience with horse races multiplayer poker Liars Dice and a new Stronghold competitive mode,"[5, 31]",Missing,Missing,,,,,,
10,98665,Vitamin X Evolution Plus,"[37, 38]",A port for PSP and 3DS,[34],The game is set at Seitei Gakuen an elite private academy that teaches every level from kindergarten until college in Tokyo Minami Yuuri is starting her second year of teaching here and she is now moving up from teaching middle school students to the assignment she had sought after grammar for high school students Unfortunately she gets assigned to Class X an infamous group of seniors it is said that all of their previous teachers have retired due to ulcers or neurosis Minami must try to reach out to these students and get them into college,Missing,,,,,,
11,81512,Who Wants to Be a Millionaire,"[5, 6, 9, 20]",This version of Who Wants To Be A Millionaire was released on Wii and DS in 2010  Players try to answer 15 multiplechoice questions of increasing difficulty with the dollar value for each question increasing all the way up to one million dollars If they player is stumped by a question they may narrow their choices down by using up one of three lifelines  Ask the Audience Double Dip and Phone a Friend Players can also choose to walk away and retain their winnings,[26],Missing,Missing,1.04,0.0,12.67,35.0,4.0,4.0
12,75698,Mobile Suit Gundam: Extreme Vs.,"[9, 52]",Missing,Missing,Missing,Missing,40.0,60.0,110.0,90.0,2.0,3.0
13,66611,Kurohyou: Ryuu ga Gotoku Shinshou,[38],The handheld debut of the YakuzaRyuu ga Gotoku series Kurohyou follows the rise of series newcomer Ukyô Tatsuya a young man who quickly finds himself wrapped up in the world of Japanese organized crime,"[12, 25]",Missing,Missing,,,,,,
14,66541,TerRover,[9],Pilot a Moon Patrollike space buggy in this downloadable release from Sony Online Entertainment,"[8, 10]",Missing,Missing,0.0,0.0,0.0,90.0,1.0,0.0
15,66353,Durarara!! 3-way Standoff,[38],In this oneplayer only game you play as Yoshimune Miyoshi a student who transfers to the same school as Kida Masaomi Ryugamine Mikado and Sonohara Anri You get to talk to the characters and explore Ikebukuro where the DRRR story is set and learn about the gangs Dollars Yellow Scarves and a rumoured headless rider who haunts the streets on a motorbike,Missing,Missing,Missing,,,,,,
16,61259,Trick x Logic Season 2,[38],Missing,[31],Missing,Missing,,,,,,
17,59363,R.U.R.U.R.: Petit Prince,[38],A Japanonly PlayStation Portable visual novel ported from the original RURUR The game is known for its use of established science fiction elements in its story along with numerous references to several works of literature,"[31, 34]",Missing,Missing,,,,,,
18,56538,Blue Roses: Yousei to Aoi Hitomi no Senshi-tachi,[38],A turnbased strategy game genre featuring Rocher and Alicia that live in a world shared by humans and fairies These two form a group named Blue Roses to overcome the mysterious phantom monsters whom specifically target the fairies The story depends on which of the main protagonists the player choose as their lead character The game utilize cute 2D cartoon graphics and compelling storylines though it was only released in Japan  This game also has a manga with the same name,"[12, 15]",Missing,Missing,,,,,,
19,52214,EyePet: Move Edition,[9],EyePet Move Edition brings you closer to your magical best friend with PlayStation Move motion control gameplay,Missing,Missing,Missing,,,,,,
20,51155,Arthur and the Revenge of Maltazard,"[5, 6, 9, 20]",Arthur and the revenge of Maltazard is a Party Game directly inspired by the second movie of the trilogy Arthur and the Minimoys,[31],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
21,44818,FA Manager,[7],FA Manager is the only football management simulation produced with the full endorsement of the Football Association  Working closely with the FA the developers Krisalis have gained valuable knowledge of player contracts wage and bonus structures and general behind the scenes dealings in order to create the most realistic soccer management game ever released on the Playstation,"[13, 14]",Missing,Missing,,,,,,
22,43040,Sky Fighter,[9],An aerial combat sidescrolling shooter for the PSN,"[5, 13, 15]",Missing,Missing,,,,,,
23,42787,Widgets Odyssey 2,[38],In the Widgets Odyssey saga five robots aboard their space vessel have just one simple mission  to save the universe from the tyrannical Yagor and his evil henchmen Armed with the abilities of Spad Cosmo Bruce Helmut and Monk players will guide each robot along their exciting adventures filled with puzzles mazes and minigames  Widgets Odyssey II will conclude the intergalactic platforming exploits of Spad Cosmo Bruce Helmet and Monk first embarked upon in Widgets Odyssey,Missing,Missing,Missing,,,,,,
24,42780,Arctic Adventures,[38],Play as Polar in 50 brand new brainfreezing puzzles from the icy north on the Icetruck to the explosive Oil Rig levels Will you find yourself all at sea on the boat puzzles or can you prove you are smarter than the average bear,[31],Missing,Missing,,,,,,
25,42764,101-in-1 Megamix,[38],101in1 Megamix is a collection of 101 games offering a healthy serving of adventure action and puzzle gameplay galore that is fun for all family Featuring 101 games that take you from the depth of the ocean to the Wild West From the Stone Age to space racing 101in1 Megamix boasts a unique visual style a wide variety of unlockable games and prizes and superb multiplayer action Come channel surfin through 8 different TV stations and play through a series of zany TV shows tailored to all sorts of themes each packed to the brim with insane adventures and delightful challenges,"[9, 31]",Missing,Missing,,,,,,
26,42691,Ys Seven: Premium Edition,[38],The seventh installment of the popular RPG series and first developed exclusively for PlayStation Portable tells the story of the Five Great Dragons of Altago The battle system consists of a threemember battle party with enemies engaged on the field map in realtime for fastpaced combat Old fans of the series and new players alike will be immersed into the rich vibrant world containing over 30 hours of gameplay,[12],Missing,Missing,,,,,,
27,38485,K-ON! Houkago Live!!,[38],A rhythm game that allows the selection of all the KON members and their popular song releases,[7],Missing,Missing,1.14,5.0,0.0,80.0,3.0,6.0
28,27477,Dance It's Your Stage,"[5, 6, 9, 12]",In Dance Its your Stage players perform 20 dance routines on eight spectacular stages Besides Career mode with its own success story players can cut to the chase and attempt Quickstart mode and plunge headlong into the game,[7],Missing,Missing,0.53,0.0,0.0,0.0,0.0,1.0
29,25217,Truth or Lies,"[5, 9, 12]",In Truth or Lies which is set for release this fall players join family and friends in a roundtable style game play answering an astonishing array of thoughtprovoking questions Utilizing a proprietary voice calibration system that works in conjunction with either the Xbox 360 Wireless Microphone or USB microphone Truth or Lies measures stress levels in a players voice to reveal the honesty of their answers,"[12, 26]",Missing,Missing,1.0,1.5,1.61,10.0,4.0,5.0
30,25088,Tumble,[9],Tumble is the perfect showcase for the accuracy of the PlayStation Move controller letting you reach into the screen to balance build solve and demolish your way through more than 70 unique challenges  Each level presents a unique brainteaser from building high to bending light do you have the skill to overcome earthquakes and inverse gravity and then use all your powers of lateral thinking to solve the fiendish bonus puzzles  Play solo play together play head to head help or hinder cooperate or compete You can even play in full 3D on a 3Denabled TV,"[9, 10]",Missing,Missing,8.0,10.0,0.0,80.0,2.0,2.0
31,23658,Animal Jam,"[6, 14, 48, 49]",An online game from National Geographic,[12],Missing,Missing,0.0,0.0,0.0,65.0,6.0,0.0
32,21740,Rapala Pro Bass Fishing,"[5, 8, 9, 12, 41]",With Rapala Pro Bass Fishing you get the ultimate fishing experience Compete against real life pro fishermen in authentic tournament action and prove youre the best of the best,[14],Missing,Missing,,,,,,
33,20407,Start the Party!,[9],Start the Party previously known as Move Party is a 2010 augmented reality party video game for the PlayStation 3 which utilizes the PlayStation Move controllers1 It was officially unveiled at the 2010 Game Developers Conference in San Francisco1 The game is the first game developed by Supermassive Games and was published by Sony Computer Entertainment for release as a launch title for the PlayStation Move and was bundled with it in Asian regions excluding Japan2 The game is a collection of augmented reality minigames which utilise the PlayStation Eye and was released in Europe on 16 September 2010 and North America on 17 September 2010,Missing,Missing,Missing,0.0,25.0,0.0,72.0,3.0,1.0
34,4811,Disney Sing It: Party Hits,"[5, 8, 9]",The fourth game in the Disney Sing It video game series Much like its predecessors the game is like every other singing game youve played but with a Disney twist,[7],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
35,782,Mass Effect 2: Lair of the Shadow Broker,"[6, 9, 12]",Liara TSoni is tracking down the mysterious Shadow Broker and no one is safe Shell do anything to recover the man the Broker kidnapped and the Shadow Brokers agents will do anything to stop her Team up with Liara and chase clues from the luxurious heights of Illium to the Shadow Brokers own secret lair This DLC adds the Shadow Broker intel center new research and five new achievements  and the chance to continue a relationship with Liara,[12],Missing,88.32269041827314,2.02,2.47,2.89,86.0,201.0,176.0
36,42854,Yu-Gi-Oh! 5D's Tag Force 5,[38],Tagforce 5 is one of the most expansive YuGiOh games to date with over 4500 cards and more than 300 hours of gameplay,[35],Missing,82.92502149532146,9.1,44.77,173.95,72.0,13.0,22.0
