,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[5, 33]",276522,R-Type II,[7],A port of RType II for PS1 that is included in the compilation release RTypes,Missing,Missing,0.58,0.0,0.0,66.0,22.0,14.0
1,"[5, 33]",276521,R-Type,[7],A port of RType for PS1 that is included in the compilation release RTypes,Missing,Missing,1.0,1.26,1.55,70.0,51.0,41.0
2,Missing,269173,Butage: De iin Janai?,[7],Butage  Deiin Janai aka Butagee de Iin Janai is a breeding simulation game in which the player is a pig trainer and got 11 different pigs male and female ones in the story mode to choose one of them and train it with different trainings like boxing weightlighting running etc to improve the pig stats and when he thinks that the pig is ready he can take him or her to different race tournaments in which the pig will compete with others to become the fastest pig in the country During each week the player can choose the different trainings let the pig have fun listening to the radio watching tv playing games etc or go with him to the shop and buy different meals to improve the pig stats and make the pig life more confortable The game features also a vs mode in which the player can load his pigs from the memory card and compete in the different tournaments vs another human player,Missing,Missing,,,,,,
3,Missing,268642,Druid: Yamie no Tsuisekisha,"[7, 32]",The world of Navan has many islands and four of them are reigned by the powerful Druid brothers Lawson Curak Havnar and Astor They worship different deities and try to maintain the harmony of nature on their islands But one day Lawson mysteriously disappears Unable to solve the mystery the brothers seek out you a grandson of a once powerful Druid to search for Lawson in the entire world of Navan The gameplay of Druid is somewhat similar to that of Ultima VIII Pagan It is an action RPG with simple pointandclick interface and actionoriented combat You can execute two different types of physical attacks high and low and cast a variety of spells You dont have a party in the game,Missing,Missing,,,,,,
4,[35],203050,Tour Party: Sotsugyou Ryokou ni Ikou,"[7, 32]",Tour Party Sotsugyou Ryokou ni Ikou is a board game that was released for Sega Saturn and PlayStation in which the player can choose at the beginning of the game to play as a girl or a boy the theme of the board is to travel and the game features at the 4 human players to play as the same time and compete against the others  The gameplay is similar to Takaras the Game of life but in Tour Party during the journey the players will meet different people and they can become friends with them and different events that will make the trip more interesting  The game features 8 different characters to choose from and a complete viewer mode with character profiles musics and other unlockables modes,During the journey the players will meet different people and they can become friends with them and different events that will make the trip more interesting,Missing,,,,,,
5,[31],185678,Iwatobi Penguin Rocky x Hopper 2,[7],Rocky Hopper has a detective with him The definitive party game to enjoy 12 games Story mode challenges you to play alone Lets play party games with friends,Missing,Missing,,,,,,
6,Missing,166149,Tensen Nyannyan: Gekigyouban,[7],Tensen Nyannyan Gekigyouban is a adventure mahjong game in which the player controls a young girl that will advance through the adventure playing mahjong games against other characters that she will encounter during the journey  To advance in the game the player should win the mahjong games The gameplay is the usual in a mahjong game and the game uses a first person perspective for the adventure and for the mahjong part,Missing,Missing,,,,,,
7,"[13, 15]",141325,Egg,[7],A unique competitive godgamegolfsim hybrid Can be played with up to 4 players Egg is a Strategy game areaclaiming game which involves almighty godeggs,Missing,Missing,,,,,,
8,Missing,123263,Prism Court,[7],Missing,Missing,Missing,,,,,,
9,Missing,112558,Saishuu Densha,"[7, 8]",Missing,Missing,Missing,,,,,,
10,[13],107619,Noël: La Niege,"[7, 9, 38, 46]",Noël La Niege is the second game in the Noël series  In the game you have to communicate with the three girls you met and get acquainted with them by talking to them with video phone and create a future for you and them  The game features Japanese voice acting and lots of full motion video sequences,This time the game starts in the Christmas of 2014 when the players character got injured skiing and he got help by three female high school students Yumi Tachibana Ryo Midorikawa and Chisato Kadokura After the incident one of the girls Yumi Tachibana calls you on the video phone and told you that she wants to know how you are,Missing,,,,,,
11,Missing,97364,Choro Q 3,[7],Choro Q 3 is a Racing game developed by Tamsoft and published by Takara which was released in Japan in 1998,Missing,Missing,7.54,9.48,0.0,77.0,3.0,5.0
12,Missing,92137,Suchie-Pai Adventure: Doki-doki Nightmare,"[7, 32]",Missing,Missing,Missing,,,,,,
13,[4],78940,Ultraman Fighting Evolution,[7],Ultraman Fighting Evolution ウルトラマン ファイティングエボリューション Urutoraman Faitingu Eboryūjyon is a fighting game It was developed and published by Banpresto It was the first Ultraman Fighting Evolution series game spawning many sequels,Missing,Missing,1.67,0.0,0.0,0.0,0.0,1.0
14,[12],78865,Wizardry: Llylgamyn Saga,"[6, 7, 32]",A remake of the first three games in the Wizardry series Proving Grounds of the Mad Overlord The Knight of Diamonds and Legacy of Llylgamyn with options for updated graphics or the original wireframe visuals and the ability to transfer characters between them,Missing,Missing,48.2,0.0,52.49,50.0,1.0,2.0
15,Missing,77797,Exalegiuse,[7],Exalegiuse is an strategy game set in outerspace,Missing,Missing,,,,,,
16,Missing,77630,Hoshi de Hakken!! Tamagotchi,[7],Missing,Missing,Missing,,,,,,
17,"[10, 13]",63599,Winning Post 3,[7],Horse racing is back this time with weirdass cover art,Missing,Missing,,,,,,
18,Missing,62380,G.O.D Pure: Growth or devolution,[7],A PlayStation remake of a Super Famicom RPG called GOD Mezameyo to Yobu Koe ga Kikoe,Missing,Missing,,,,,,
19,"[9, 15, 35]",44892,Top Shop,"[7, 32]",Top Shop is a Board game developed by Kid and published by A1 Games which was released in 2001,Missing,Missing,,,,,,
20,"[8, 10, 14]",44804,Konami Antiques: MSX Collection Vol. 2,[7],This game is the second volume of a series of compilations of MSX computer games released by Konami only in Japan It was also released on the Sega Saturn  This compilation includes the classic games   Konamis Golf 1984 Konamis Golf features a challenging 18 hole course and allows you to choose your club adjust your stance and control your swing applying hook and slice if desired or inadvertently added Wind and ball lie must be taken into account The game features a split screen with two views one an overhead view of the entire hole and the other a 3D view from your balls current location The gameplay options include 1 player stroke play 2 player stroke play or 2 player match play   Konamis Billiards 1983 Billiards is a pool simulations game Pocket ball one of the most famous versions of billiards in the world is now available on your computer screen Discover the excitement of balls colliding the silence and concentration of the billiard room This game has a dual player mode   Hyper Sports 3 1985 Four new challenging sports events await in this third and last installment of the Hyper Sports series The sports to play in this edition are cycling the triple jump curling and pole jumping To continue to the next event you must complete each event within the events qualification criteria   Athletic Land 1984 You play a child on a metrocrosslike dash across an obstacle course with a time limit Your physical prowess is tested to the limit as you leap duck turn and twist to avoid all hazards There are several screens with different combinations of obstacles   Magical Tree 1984 Magical Tree is a platform game where the players objective is to reach the trees top some 2000 meters above the ground You play the little indian and you have to avoid several enemies like bees and owls while climbing towards the top of the tree Collect fruits and special items as diamonds on your way to the top of the tree   Yie Ar KungFu II The Emperor YieGah 1985 Sequel of the popular arcade game Yie Ar KungFu It follows Oolongs quest to become a KungFu master This involves fighting with a wide range of opponents in a traditional oneonone 2D environment Oolong has a wide range of attack moves he can use to lower his opponents life bar including traditional punching and kicking attacks as well as jumping ones Opponents are well equipped with unique weapons and attacks   Knightmare 1986 The game is about brave knight who shoots with arrows all his enemies and at the end of level their bosses such like witches etc Shooting monsters avoiding obstacles passing the bridges and collecting upgrades for your weapon leads you to the glory Digitized music and sound adds more to ordinary arcade gameplay This game maybe also about two brave knights you and your friend who does the same for the victory on one screen   Super Cobra 1983 Super Cobra is a side scrolling shooter based on the arcade game Youre a chopper pilot on a surveillance mission in enemy territory your goal is to make it through the various obstacle courses alive and score as many points as possible Tall buildings mountains narrow tunnels and various enemies such as tanks rockets mines and more can all get in the way and destroy your chopper if you arent careful To help defend yourself the chopper is armed with a machine gun and bombs which can be used to destroy the enemy tanks and rockets To make the task more difficult your chopper has a limited amount of fuel Throughout the landscapes are fuel tanks if one of these is shot or bombed you will be awarded extra fuel As the levels progress the enemies become more aggressive fuel becomes more scarce and the landscape becomes trickier to navigate   TwinBee 1986 aka Stinger Save Professor Cinnamon When aliens from the planet Attackon kidnap the inventor during their invasion of Earth two Twinbee Stinger jets armed with boxing gloves are unleashed to rescue Cinnamon before the aliens turn the Earth into a giant ball of cotton candy In this vertical and horizontal scrolling shooter blast away unusual creatures and even more bizarre bosses while collecting powerups and super weapons By repeatedly shooting bells that come out of the clouds these bells will change colors each color giving a different ability Getting shot down releases a ghost of Stinger which can be recollected to gain the jets powers back In the twoplayer mode Twinbee cyan craft and Winbee red craft have the same speed and they can join handtohand and fire a super blast Also in two player mode if one craft is hit by the other from behind it will fire four multidirectional shots   Gradius 2 1987 Gradius 2 is a side scrolling shoot m up Shooting enemies will leave a power up pod behind which can be collected to add more power to your space ship Every level features a wide variety of enemies trying to stop you with a large boss at the end Gameplay is for one player or two players alternating,Missing,Missing,,,,,,
21,[14],43719,NBA in the Zone '98,"[4, 7]",NBA IN THE ZONE 98 is a traditional fiveonfive basketball game that follows the lead of its predecessors NBA IN THE ZONE and NBA IN THE ZONE 2 In the original game the emphasis was on an arcade look and feel NBA IN THE ZONE 98 advances the series evolution by leaning towards more of a basketball simulation New options include an onthefly playcalling system as well as statistical tracking which not only keeps season stats but also charts league leaders in various categories You can also take on a friend in Versus mode and see who is really in the zone with two multitaps up to eight people can play at one time,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
22,"[5, 33]",22892,R-Types,"[7, 9, 38]",RTypes is a compilation of RType and RType II ported pixelforpixel from the coinop to the PlayStation  A couple of handy features have been added to lower the original difficulty level First your progress through the game is saved at the start of each level so you dont have to start from scratch every time Second you now have unlimited continues  RTypes also contains a small library section which describes some of the story behind the RType universe and lets you browse some of the ingame graphics Other bonuses include an FMV intro movie and ending movies,Missing,Missing,2.86,0.0,0.0,77.0,3.0,3.0
23,[14],3563,NHL Breakaway 98,"[4, 6, 7]",Hit the ice with NHL Breakaway 98 All 26 NHL teams and over 600 players from the NHLPA Variable player sizes from hulking defensemen down to speedy wingers Playbook based AI so teams play their actual styles  forecheck trap dump and chase Five gameplay modes Exhibition Season Playoffs Practice and ShootOut modes Create players  assigned name actually appears on the players jersey Season wins provide bonus points which improve coaching player development injury therapies and more,Missing,Missing,0.0,0.0,0.0,60.0,1.0,0.0
