,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[12, 34]",263606,Girls Frantic Clan,"[6, 48, 130]",Missing,Missing,Missing,,,,,,
1,"[12, 31]",257465,"Genshin Impact: All Senses Clear, All Existence Void","[6, 34, 39, 48, 167]",There have been a multitude of kaidan and legends surrounding Inazuma since ancient times Some of these tales naturally are linked to the generations of longlived youkai While others may just be mere glimpses of longforgotten stories,Version 33 of Genshin Impact which included  New characters Wanderer and Faruzan  New gameplay system Genius Inokation TCG  New main story quests Interlude Chapter Act III  Inversion of Genesis  New story quests for Wanderer  New main event Akitsu Kimodameshi  and more,Missing,,,,,,
2,"[13, 31]",254268,Minecraft: Avatar Legends,"[6, 34, 39, 48, 49, 130, 169]",Missing,You are the Avatar the embodiment of light and peace now in Minecraft Master all four elements and learn new skills from Team Avatar and Team Korra Meet up with Katara Zuko and others while completing quests explore all four nations from the hit shows and channel your inner bender with the skins of your favorite characters,Missing,,,,,,
3,[8],243667,Fall Guys: Free Range Fall Guys Pack,"[6, 48, 49, 130, 167, 169]",Missing,Show off your eggsquisite taste with these hardboiled heroes  Includes Free Range Whole Costume Chicken Out Whole Costume 600 x ShowBucks,Missing,,,,,,
4,"[5, 33]",239053,Grand Theft Auto Online: Los Santos Drug Wars,"[167, 169]",Missing,Grand Theft Auto Online Los Santos Drug Wars is a content update for Grand Theft Auto Online The game features a ragtag crew of new arrivals led by Dax a manontheedge with high hopes of dosing the world getting rich and climbing to the top of the Southern San Andreas criminal food chain,Missing,,,,,,
5,"[8, 9, 31, 32, 33]",236182,Super Geisha Neon,"[6, 48, 49, 130]",Missing,Kindhearted girl was trapped by the evil shogun He wants to forcefully marry her but thats not gonna happen  our brave geisha will surely find the way to escape her prison cell and past all the deadly traps and labyrinths of the mighty evildoer,Missing,1.0,0.0,0.0,0.0,0.0,1.0
6,"[5, 31]",234909,Generation Zero: Eastern European Weapons Pack,"[6, 48, 49]",Missing,The Östertörn weapons collection is now expanded with new guns from eastern Europe Use them to fight deadly machines and raise the resistance,Missing,,,,,,
7,Missing,233950,Arcade Archives: Marvel Land,[48],Missing,Missing,Missing,,,,,,
8,"[4, 31, 33]",231228,QUByte Classics: The Tale of Clouds and Wind,"[48, 49, 130]",Missing,The Tale of Cloud and Wind QUByte Classics is a beatem up game with lots of action and hours of gameplay Choose between 3 outlaw heroes and help them battle through oppressing armies of evil men,Missing,,,,,,
9,"[9, 15, 35]",231051,LogiKing,"[6, 48, 130, 167]",Missing,LogiKing is a game where you utilize the effects of 10 cards numbered 0 to 9 and deduce your opponents hidden cards,Missing,0.0,0.0,0.0,0.0,0.0,0.0
10,Missing,231015,Cities: Skylines - Financial Districts Bundle,"[6, 48, 49]",Missing,Financial Districts is the expansion from Colossal Order that adds the Investments feature and more than 100 assets to Cities Skylines Explore this Expansion together with Map Pack 2 and African Vibes Radio Station in the Financial Districts Bundle,Missing,,,,,,
11,"[4, 8]",231013,Rumbleverse: Holiday Demon Pack,"[6, 48, 49, 167, 169]",Missing,Its that time of year again Celebrate the Festival of Fights Grapital City style The Rumbleverse Holiday Demon pack includes the Holiday Demon set  1000 Brawlla Bills,Missing,,,,,,
12,"[10, 13]",230833,SnowRunner: 3 Year Anniversary Edition,"[6, 48, 49, 130, 167, 169]",Missing,Get ready for the ultimate offroad experienceDrive over 60 powerful vehicles and overcome extreme open environmentsSnowRunnerrsquos 3Year Anniversary Edition includes the base game as well as the Year 1 Year 2 and Year 3 Passes,Missing,,,,,,
13,Missing,230832,SnowRunner: Year 3 Pass,"[6, 48, 49, 130, 167, 169]",Missing,Expand your SnowRunner experience with the Year 3 Pass This gives you access to four phases of content including new vehicles new skins new missions new maps to explore and more,Missing,,,,,,
14,"[12, 31]",230102,The Witcher 3: Wild Hunt - Free Next-Gen Update,"[6, 48, 49, 167, 169]",Missing,Nextgen update is free for all current owners of The Witcher 3 Wild Hunt on Xbox One Includes Performance and Quality modes the latter implements Ray Tracing features Communitymade mods and CD Projekt Red gameplaycontent additions are baked into the game Features free Netflix The Witcher seriesinspired DLC including a new quest Cross progression lets you bring saves from and to other platforms,Missing,,,,,,
15,[13],229987,Cario 4,"[48, 167]",Missing,Cario continues his dangerous ride Help him get as far as possible and get the highest score possible Good luck on your journey,Missing,,,,,,
16,[26],229669,The Spidy Quiz,"[48, 167]",Missing,Learn some amazing facts about the Spiders in this quiz game,Missing,,,,,,
17,[31],229573,Fallen Kingdom,"[3, 6, 14, 34, 39, 48, 49, 130, 169]",Missing,The Fallen Kingdom is under attack and YOU must save it Explore a massive universe and defeat a mysterious evil  collect unique spells tame adorable pets face 15 massive bosses and complete magical puzzles as you become the next ruler of the world,Missing,,,,,,
18,Missing,229483,Quiz Thiz United Kingdom: Gold Edition,"[48, 167]",Missing,Are you the new quiz master and can you beat your friends on this quiz Answer questions about this country and collect valuable points Also learn new facts about this country while playing,Missing,,,,,,
19,"[8, 12, 13]",229482,Valkyrie Profile: Lenneth,"[48, 167]",Missing,An intricate and evocative tale of fates woven by gods and mortals steeped in Norse mythology punctuated by groundbreaking combat and brought to life by a soundtrack considered among gamings greatest New features such as rewind function quick save and load visual presets etc have been added,Missing,31.09,35.45,47.16,81.0,66.0,60.0
20,[13],229476,Pretty Bird 9,"[48, 167]",Missing,Pretty is a young bird learning to fly He is the last bird from the nest that cant fly yet Help Pretty get over different obstacles and most importantly get the highest score you can,Missing,,,,,,
21,[33],229475,Santa Claus: Breakthrough Gaming Arcade,[48],Missing,A game in the Breakthrough Gaming Arcade series This games release is part of Breakthrough Gamings Bible Video Game Sundays,Missing,,,,,,
22,[31],229474,Zippy the Circle Special,[48],Missing,A game in the Zippy the Circle series This games release is part of Breakthrough Gamings Bible Video Game Sundays,Missing,,,,,,
23,[14],229473,Extreme Wrestling,[48],Missing,Select 2 amongst 13 wrestlers to make up the best Wrestling team and find your path until you win the world championship belt In addition to punches and kicks youll be able to use 21 combos to make up the best Wrestling moves seen so far Served by superb animations and a fantastic ambiance highly playable with intuitive controls Extreme Wrestling will allow you to play on 4 difficulty settings,Missing,,,,,,
24,[31],229472,The Snowman Story,"[48, 167]",Missing,The snow has finally come and you have the chance to build the snowmen which you ever wanted Go on and enjoy the snow,Missing,,,,,,
25,[34],229437,Tonari ni Kanojo no Iru Shiawase: In First Snow With Her,"[6, 48, 130]",Missing,Summer vacation is over and September approaches autumn Literary club on the verge of abolishment I who is the manager of the club and my junior member Tomoya Serizawa,Missing,,,,,,
26,"[10, 13, 14, 33]",229421,Emoji Kart Racer,"[48, 49, 130, 167, 169]",Missing,Get behind the wheel with up to four players and race across 16 intense racetracks The unique emoji generator also gives you the opportunity to create your own personal emoji racer from thousands of combinations  Let yourself be inspired by the colorful tracks with great music funny sound effects and of course countless emojis Great emoji powerups like poop or rocket are also available,Missing,,,,,,
27,Missing,229420,Trivia Live,[48],Missing,TriviaLive is a multiplayer trivia game that lets you play head to head trivia against family and friends using your smartphone or tablet iOS and Android Trivialive is social gaming at its very best in an easy out of the box pickupandplay trivia game that will keep everyone at the edge of their seat Jam packed with over 5000 multiple choice questions in five categories no game will be the same,Missing,,,,,,
28,"[5, 33]",229419,Arcade Archives: Metal Hawk,"[48, 130]",Missing,Metal Hawk is a shooting game released by NAMCO Bandai Namco Entertainment Inc in 1988 Earn points by operating your aircraft while changing its altitude and destroying the targets displayed on the radar within the time limit Search for enemies at a high altitude and if you find an enemy or enemy base descend to range and destroy them,Missing,,,,,,
29,Missing,229418,The Golf G,"[48, 167]",Missing,Dribble the ball to become the best golf player in the world,Missing,,,,,,
30,[26],229169,Quiz Thiz United Kingdom: Silver Edition,"[48, 167]",Missing,Answer questions about the United Kingdom and collect valuable points Also learn new facts about the United Kingdom while playing,Missing,,,,,,
31,Missing,229168,Project: Summer Ice - Bowling: Story Five - Mark Version,[48],Missing,This games release is part of Breakthrough Gamings Bible Video Game Sundays,Missing,,,,,,
32,[33],229165,Mia's Christmas 2,[48],Missing,Mias back this Christmas to decorate her Christmas garden party Contains new level shapes items patterns swapping and merging in this deceptively simple increasingly difficult puzzle game,Missing,,,,,,
33,[9],229164,Cubic Light,"[48, 130, 167]",Missing,Cubic Light is minimalistic puzzle game where you need to put blocks to activate the entire image Grab the block define the color if necessary and put it into the correct place You need to activate all the cells to complete the level,Missing,,,,,,
34,"[4, 5, 33]",229163,Magma,"[48, 130]",Missing,Frantic action and challenging foe all the way in this twin stick bullet hell rogue inspired 16bit 90s themed retro shooter,Missing,,,,,,
35,"[13, 30, 33]",229161,Pinball Heroes,"[48, 167]",Missing,Experience Pinball Heroes originally released on the PSP system enhanced with uprendering rewind quick save and custom video filters Enjoy some frantic ball flippin fun with addictive gameplay simple controls and unique pinball tables,Missing,1.5,2.28,3.0,63.0,14.0,16.0
36,[31],229144,The Punchuin,"[48, 130, 167]",Missing,You are on a quest to solve the mystery of the treasure of Punch Mountain Punch your way down collect money and diamonds improve your punching skills and make some new friends along the way,Missing,,,,,,
37,Missing,229118,Tinykin Challenge Update,"[6, 48, 49, 130, 167, 169]",Missing,The world of Tinykin just got a lil bigger with new Time Attack Challenges Find your new hornet friends Mach  Dash using your AR glasses to join the tiny racing buzz  win medals to collect sweet prizes,Missing,,,,,,
38,[33],229079,Pammy: Project - Summer Ice Pinball,[48],Missing,A game in the Project Summer Ice series This games release is part of Breakthrough Gamings Bible Video Game Sundays,Missing,,,,,,
39,[31],229078,ZJ the Ball Special,"[48, 167]",Missing,A game in the ZJ the Ball series This games release is part of Breakthrough Gamings Bible Video Game Sundays,Missing,,,,,,
40,[31],229077,Mermaidio 3,"[48, 167]",Missing,Mermaidio is relaxing 2D runner Swim through the dangerous underwater world Avoid or defeat enemies and collect lots of points Watch out for sharks,Missing,,,,,,
41,[9],229041,Elves Jigsaw Puzzle Collection,"[48, 167]",Missing,Solve puzzles with the cutest pictures by relocating rotating or swapping different tiles,Missing,,,,,,
42,[31],229040,The Elephant E,"[48, 167]",Missing,The clicking adventure you and your friends need Eat grass with the main hero of the game The Elephant E and eat all the grass in the world,Missing,,,,,,
43,[33],229039,Independence Day Run,"[48, 167]",Missing,Independence Day Run is a Runner style arcade game where the user leaps and dashes through obstacles to get to the finish line Play and survive through 12 levels as you complete your patriotic run,Missing,,,,,,
44,[31],228925,Rocketio 3,"[48, 167]",Missing,Rocketio 3 is a sequel to 2D shooter in a distant space Find strength to fend off waves of enemy ships and defeat Boss Good luck on your journey,Missing,,,,,,
45,[31],228864,Tractor Journey: Nitro,"[48, 167]",Missing,Join this Tractor Journey thorough the racing in the pimped tractor with nitro Enjoy the graphics with the best tunes,Missing,,,,,,
46,[33],228863,Arcade Archives: Pac-Mania,"[48, 130]",Missing,PacMania is an action game developed and released by Bandai Namco Entertainment in 1987 It marked the introduction of the 3D gaming experience in the series seven years after the original PACMAN game was released in 1980 In this game the player controls PacMan who must evade pursuing ghosts while consuming PacDots,Missing,,,,,,
47,"[4, 33]",228860,Boxer,"[48, 130]",Missing,Boxer is an easy to play arcade pick up and play first person fast action boxing game Fight three hardhitting rounds against one of the seven AI rival boxers without getting knocked out,Missing,,,,,,
48,[4],228850,DKO: Divine Knockout - Founders Edition,"[48, 49, 169]",Missing,KO the gods in the worlds only 3rdperson platform fighter Become a smallbutmighty god of myth brawl in all three dimensions and knock your friends off the map to reign supreme  Damage enemies to make them vulnerable then knock them out of the arena with a mighty blow Enjoy combat inspired by 2D platform fighters but brought into a unique thirdperson perspective  You can hurl boulders as Hercules swing Excalibur as King Arthur or wield Mjolnir as Thor  just three of the 8 Gods youll unlock instantly with the Founders Edition  With the Founders Edition youll unlock  The full game all maps and modes  8 Gods Amaterasu Sol Hercules Susano Ymir Athena Thor and King Arthur  The Epic Biohazard Sol Skin  King Me Crater Decal  The Founders Profile Card,Missing,,,,,,
49,[26],228767,Quiz Thiz United Kingdom: Bronze Edition,"[48, 167]",Missing,Answer questions about the United Kingdom and collect valuable points Also learn new facts about the UK while playing,Missing,,,,,,
50,[9],228766,Tilting Tiles: Ultimate Tilt Remix,[48],Missing,Ultimate Remix is a movement based puzzle game Each level is a carefully crafted challenge and your goal is to find the most efficient route through the level Examine each level carefully to solve your way across the terrain using special moves and the environment to your advantage to stay within the move limit,Missing,,,,,,
51,[33],228765,Coffee Fun,"[48, 167]",Missing,Coffee Fun is a retro rhythm game that lets the user complete a level with the controller buttons Try to complete the level with your best time Trophies are collected as you complete the rhythm goals Single player fun and arcade style entertainment,Missing,,,,,,
52,Missing,228764,Welcome to the World of Zippy the Circle: Visual Novel,[48],Missing,Welcome to the World of Zippy the Circle Visual Novel tells the story of Zippy and his adventures as part of Breakthrough Gamings Bible Video Game Sundays,Missing,,,,,,
53,"[13, 33]",228763,Bilmo,"[48, 167]",Missing,Bilmo is simple 3D arcadelike game where you have to get over different obstacles and most importantly get the highest score you can,Missing,,,,,,
54,[13],228762,Cario 3,"[48, 167]",Missing,Cario continues his dangerous ride Help him get as far as possible and get the highest score possible Good luck on your journey,Missing,,,,,,
55,Missing,228761,The Rex T,"[48, 167]",Missing,The clicking adventure you and your friends need Eat steaks with the main hero of the game The Rex T and eat all the steak in the world,Missing,,,,,,
56,"[13, 15]",228747,Jurassic World Evolution 2: Dominion Malta Expansion,"[6, 48, 49, 167, 169]",Missing,In Jurassic Evolution 2 Dominion Malta Expansion youll get to experience a brand new campaign which will see you leading a new enterprise in Malta set before the events of Jurassic World Dominion Youll be working alongside Cabot Finch and key figures from the film including Kayla Watts Soyona Santos Barry Sembène and Lewis Dodgson Youll set up parks across three new Mediterranean locations acquiring new species eggs and genome data via the Dinosaur Exchange in the place of Expeditions and Fossil Extractions,Missing,,,,,,
57,"[2, 31]",228741,Humongous Classic Collection,"[48, 130]",Missing,The Humongous Classic Collection includes these 6 titles on Nintendo Switch   Pajama Sam No Need to Hide When Its Dark Outside  Pajama Sam 2 Thunder and Lightning Arent So Frightening  Freddi Fish 3 The Case of the Stolen Conch Shell  PuttPutt Saves the Zoo  PuttPutt Travels Through Time  Spy Fox in Dry Cereal  These games will provide limitless hours of fun and replayability with full animation professional voice acting awardwinning music and tons of mysteries to solve,Missing,,,,,,
58,Missing,228596,Path of Exile: Forbidden Sanctum,"[6, 48, 49]",Missing,In Path of Exile The Forbidden Sanctum you will test your resolve as you make your way through the Sanctums dangerous halls In the Sanctum each decision you make can cost you greatly  Our December expansion introduces the Sanctum challenge league and improvements to Path of Exiles endgame alongside two new Skill Gems seven new Vaal Skill Gems over 15 new Unique Items significant balance changes to jewels hexes monster modifiers unique weapons and more We are also proud to introduce Ruthless an optional new way to play Path of Exile with extreme item scarcity,Missing,,,,,,
