,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
12,164855,Sonic Mania: Encore,"[6, 48, 49, 130]","[8, 31]",Get the Encore Pack to experience the allnew Encore Mode two new playable characters Mighty and Ray and four player Competition Mode,Missing,Missing,,,,,,
13,163669,Pinball Arcade: Stern Pack 2,"[6, 48]","[13, 30]",Pinball Arcade Stern Pack 2 contains the following tables   High Roller Casino  Last Action  Hero Harley  Phantom of the Opera  Mustang Premium  Ghostbusters Premium,Missing,Missing,,,,,,
14,145000,Honkaku AI Tousai Ginsei Mahjong,"[48, 130]",Missing,Missing,Missing,Missing,,,,,,
15,140017,PixelJunk Monsters 2: Danganronpa Pack,"[6, 48, 130]","[11, 32]",All the monsters from Hopes Peak Academy wear a bear mask Only a true Tikiman can overcome the trial that awaits  The Danganronpa Pack includes  New Area Hopes Peak Academy 3 stages  New Tower Mana  New Enemies 4 types  New Danganronpathemed Masks,Missing,Missing,,,,,,
16,136958,Asonde Igo ga Tsuyoku Naru! Ginsei Igo DX,"[6, 48, 130]",[35],Missing,Missing,Missing,,,,,,
17,136719,Dragon Quest X: All In One Package - Versions 1-4,"[6, 41, 48, 130]",[12],In total the package includes  Dragon Quest X Mezameshi Itsutsu no Shuzoku Online Version 1 Rise of the Five Tribes Online Dragon Quest X Nemureru Yuusha to Michibiki no Meiyuu Online Version 2 The Sleeping Hero and the Guiding Sworn Friend Online Dragon Quest X Inishie no Ryuu no Denshou Online Version 3 Legend of the Ancient Dragon Online Dragon Quest X 5000Nen no Tabiji Harukanaru Kyuuri he Online Version 4 5000 Year Journey to a Faraway Hometown Online,Missing,Missing,,,,,,
18,136669,Senran Kagura: Peach Beach Splash - Sunshine Edition,[48],"[5, 33]",This edition includes the following   Senran Kagura Peach Beach Splash Sunshine Edition  Yumi Oppai Mousepad  Special Box  DLC Sunshine Swimsuit 5Costume Set While supplies last,Missing,Missing,,,,,,
19,123651,Kemco RPG Selection Vol. 1,[48],"[12, 31]",Kemco RPG Selection Vol 1 is a bundle of multiple games in the JRPG genre  Includes  Asdivine Hearts  Beautiful handdrawn visuals and a story of epic proportions bring a fantasy turnbased RPG to the forefront of console gaming  Revenant Saga  Become a Revenant and find the truth beyond revenge in this gothic fantasy RPG with stunning 3D battles  Antiquia Lost  An authentic RPG of a journey with a girl made of slime Enjoy fluid 2D turnbased battles  Dragon Sinker  Join forces with elves and dwarves and slay the evil dragon Wyrmvarg in a retrostyle fantasy RPG,Missing,Missing,,,,,,
20,115025,Unravel: Yarny Bundle,"[48, 49]","[8, 9, 31]",Discover the delightful adventures of Unravel and Unravel Two with the Unravel Yarny Bundle,In Unravel join Yarny a lovable and endearing character made from a single thread of yarn that slowly unravels as he embarks on a seemingly larger than life journey Inspired by the unique and breathtaking environments of Northern Scandinavia Unravel is a visually stunning physicsbased puzzle platformer about love hope and the journey of life  In Unravel Two create a Yarny of your very own Then build relationships with other Yarns in local coop or as a single player fostering friendship and support as you journey together Begin your adventure in a cold and imposing land then watch your surroundings blossom with new life as you chase the spark of adventure,Missing,,,,,,
21,106685,Maximum Football 2018,"[48, 49]",[14],This is North American football with your teams and your rules Maximum Football 2018 allows you to play with Canadian or American football rules customizable teams and players,Missing,Missing,,,,,,
