first_release_date,id,name,platforms,genres,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1465430400,74280,Station Manager,"[6, 39, 48, 49, 130, 169]","[9, 13, 15, 32]",Missing,Simulation game for android and ios made by Kairosoft,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1466467200,58915,Super Blast Deluxe,"[46, 48]","[8, 9]",Missing,Action puzzle game starting a red imp,Missing,nan,nan,nan,nan,nan,nan
1466467200,58332,Pirates: Treasure Hunters,"[6, 48]","[5, 11, 15]",Missing,An actionMOBA game centering around the theme of pirates,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1466726400,56989,Pocket Arcade Story,"[6, 34, 48, 130]","[4, 13, 15, 32, 33]",Missing,Create the gaming paradise of your dreamsReach 5stars and host tournaments Here comes a new challenger its the arcade simulation game youve been waiting for  Build your very own gaming paradise packed with heaps of game machines and more  If some of your customers become regulars you can test their mettle in fighting game tournaments Crush the competition with crazy combos and knock out your opponents with a flurry of fists If you rise from the fray victorious more and more customers will pile into your arcade  You can finetune and tweak your arcade as much as you want with everything from racing games to dance games photo booths and food stands Even the strength of your crane games claws and the rate at which coins are won is under your control Utilize all these features and customize to your hearts content  So can you create a 5star arcade that pushes all the right buttons,Missing,0.0,0.0,31.6,70.0,1.0,1.0
1464825600,54926,Taishou x Alice: All in One,"[46, 130]","[31, 34]",Missing,Once upon a time in a topsyturvy world  In the beginning you find yourself lost within a world of utter darkness Your memories are gone even your name is a mystery But just when the bitter loneliness threatens to break your spirit you meet Alicea blondhaired blueeyed young man who promptly christens you Arisu  Like you Alice cannot remember anything beyond his own name Ignoring his protests you drag him along with you through the darkness until you happen upon a massive mirror made of crystal You stumble through the glass and into the LookingGlass World an antiquated fairytale dreamscape that feels oddly familiar There amid a colorful cast of genderswapped fairytale characters you take on the role of the heroine and join them in their twisted tales  How will the story end Its up to you,Missing,nan,nan,nan,nan,nan,nan
1467072000,53271,LEGO Star Wars: The Force Awakens - Deluxe Edition,"[6, 48, 49]","[9, 25, 31]",Missing,Get the Deluxe Edition now and gain access to the main game and season pass content  The No 1 LEGO videogame franchise triumphantly returns with a funfilled humorous journey based on the blockbuster film The game will also feature brand new story content from the Star Wars Universe that explores the time between Star Wars Return of the Jedi and Star Wars The Force Awakens,Missing,nan,nan,nan,nan,nan,nan
1466467200,43086,Dreamals: Dream Quest,"[6, 41, 48]","[8, 9, 32]",Three wounded and homeless animals happened to enter Dreamland Will they be able to find the lost treasures of Dreamland and save the world  And will their wishes to regain their health and go back home safely come true,Innovative Action Puzzle Game Each animal moves in set direction Combined animals can move in more directions You can also separate combined animals Find the perfect places to combine or separate animals and clear stages quickly,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1467244800,33356,VirZoom Arcade,"[6, 48]","[10, 14, 31, 32]",Missing,VirZoom Arcade is an everexpanding collection of virtual reality sports for the VirZoom bike controller Your pedalling and leaning propel you through race tracks battle grounds and soaring skies Play online live or against ghost players TRY NOW with Xbox 360 Xbox One or DS4 controllers,Missing,nan,nan,nan,nan,nan,nan
1466294400,32893,Zeus Quest Remastered,"[3, 6, 14, 37, 48]","[9, 31, 32]",Missing,Zeus Quests Remastered is a silly point and click adventure game with lighthearted humour It combines Greek Mythology with SciFi in a twisted way This remake is fully animated with 60FPS silly vector FHD graphics and super silly dialogs,Missing,nan,nan,nan,nan,nan,nan
1466640000,24954,The Caligula Effect,[46],[12],Missing,Featuring a story written by Persona veteran Tadashi Satomi The Caligula Effect takes you inside a digital prison filled with brainwashed high school students evil musicians and an allpowerful virtual idol,Missing,28.5,31.66,0.0,53.0,4.0,7.0
1465430400,23508,Claire: Extended Cut,"[46, 48, 49, 130]","[8, 31]",Missing,Claire Extended Cut is a 2D retrostyled sidescrolling horrorsurvival game developed and published by Hailstorm Games  Claire is a young woman who just wants her mom to get better during a hospital visit When a simple trip to get coffee down the hall turns into a living nightmarish adventure its up to you and our found German shepherd companion to explore the environments for answers Keep your sanity as the dark entities chase you and build your karma helping people along the way,Missing,3.46,4.57,5.26,57.0,46.0,77.0
1464912000,19855,Just Cause 3: Mech Land Assault,"[6, 48, 49]",[31],Missing,Just Cause 3 Mech Land Assault is the second PDLC pack from the Air Land  Sea Expansion pass Infiltrate the mysterious secret island of Lacrima to liberate rebels held prisoner by the ruthless soldiers of the Black Hand Hijack powerful Mechs and use their incredible Gravity Weapon to hurl and smash the enemy into pieces  This content pack includes a brand new island missions challenges two heavily armed Mechs equipped with the GRIP Gravity Weapon the Bavarium Power Core energy rifle and a Rebel Mech buddy all of which can be carried over into the main game,Missing,nan,nan,nan,nan,nan,nan
1467158400,19708,Lost Sea,"[3, 6, 14, 48, 49, 130]","[15, 31, 32]",Missing,Lost Sea is an explorative actionadventure game set inside the perilous environment of the Bermuda Triangle Select your hero and recruit a ragtag crew of survivors who can help you navigate the hazardous island chain Scour each island for the mysterious tablets you need to navigate the waters of the Lost Sea and venture closer to the mysterious portal that you hope will transport you home,Missing,5.72,0.0,0.0,35.0,2.0,1.0
1465257600,19681,Broken Bots,"[3, 6, 14, 48]","[5, 32, 33]",Missing,Bestow double fire rate to your comrade or bastardize your enemy with reverse controls Broken Bots is arcade style multiplayer robot warfare where players dish out powerups to teammates  glitches to foes Customize weapons passives  skills then battle it out in Capture The Flag Team Deathmatch  King Of The Hill,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1466035200,19613,Payday 2: The Biker Heist,"[3, 6, 48]","[5, 12]",Missing,The Elephant is after something and Rust is the key to get it But Quid Pro Quo rules in this dogeatdog world so Rust wont just give it away as a wrapped gift Instead he seeks some help himself,Missing,0.57,0.0,0.0,75.0,4.0,3.0
1467072000,19540,Tom Clancy's The Division: Underground,"[6, 48, 49]","[5, 31]",Missing,In the first DLC expansion Underground you dive into the underbelly of New York with up to three friends to save what remains Explore the randomly generated mazes of subways tunnels and sewers to fight deadly enemies and recover powerful loot Experience an allnew incursion and find the latest weapons gear and more,Missing,4.0,10.0,33.33,70.0,6.0,5.0
1466640000,13062,Labyrinth of Refrain: Coven of Dusk,"[6, 46, 48, 130]","[12, 15, 31]",Missing,Labyrinth of Refrain Coven of Dusk is a firstperson dungeoncrawler RPG using a party of 5 characters chosen from 6 classes Later it seems like you can have 5 groups of 3 characters acting as one party with a mix of classes together  Become the living book Tractatus de Monstrum and command a brigade of puppet soldiers as you navigate the twisting passageways of the Labyrinth of Refrain  When at your base prepare for your journey by upgrading your brigade Create new puppet soldiers assign them different squads and formations synthesize better equipment take requests from townsfolk and get assistance from Dronya in the form of Witch Petitions  Once youve entered the labyrinth be sure to search every nook and cranny as you jump over barricades solve puzzles and smash your way through walls to delve further and further downward in search of treasure and rare artifacts But be careful the more riches you obtain the more vicious the dungeon becomes Can you survive long enough to bring your haul back  Fight past terrifying monsters by giving orders to your puppet brigade Change their formation use special skills or call for an allout attack The battles you face will be challenging so your success depends on your preparation and your strategy,89.76744186046511,54.67,72.08,107.86,75.0,32.0,60.0
1465171200,32969,Ghost 1.0,"[6, 48, 49, 130]","[8, 9, 31, 32, 33]",Missing,A mysterious agent capable of becoming a digital ghost sneaks aboard the Nakamura Space Station This is where the fun begins the station is wellprotected with its heavy defences neverending arsenal of weapons and mysterious artifacts It will all have to be destroyed,88.1831653326727,12.82,15.1,21.07,79.0,33.0,53.0
1467158400,7342,Inside,"[6, 14, 39, 48, 49, 130]","[8, 9, 31, 32]",Missing,An atmospheric 2D sidescroller in which hunted and alone a boy finds himself drawn into the center of a dark project and struggles to preserve his identity,86.17522155127338,3.54,4.04,4.67,82.0,2766.0,4111.0
1466467200,15465,VA-11 Hall-A: Cyberpunk Bartender Action,"[3, 6, 14, 39, 46, 48, 130]","[13, 31, 32, 34]",VA11 HALLA Cyberpunk Bartender Action is a booze em up about waifus technology and postdystopia life  In this world corporations reign supreme all human life is infected with nanomachines designed to oppress them and the terrifying White Knights ensure that everyone obeys the laws  But this is not about those people  You are a bartender at VA11 HALLA affectionately nicknamed Valhalla Although it is just a small bar downtown it attracts the most fascinating people this side of dystopia Keep your clients lubricated and you will be made privy to the most interesting stories,Learn about daily life in a cyberpunk dystopia  A branching storyline where your decisions do not depend on traditional choices but through the drinks you prepare  Visuals inspired by old japanese adventure games for the PC98 with a modern touch for an otherwordly experience  A beatiful soundtrack composed entirely by Garoad  Get to know your clients their tastes and prepare the drink that will change their lives,84.19823638310915,10.95,13.28,18.05,83.0,524.0,717.0
1467072000,23215,Resident Evil 5 Remastered,"[48, 49, 130]","[5, 31]",The Umbrella Corporation and its crop of lethal viruses have been destroyed and contained But a new more dangerous threat has emerged Years after surviving the events in Raccoon City Chris Redfield has been fighting the scourge of bioorganic weapons all over the world Now a member of the Bioterrorism Security Assessment Alliance BSAA Chris is sent to Africa to investigate a biological agent that is transforming the populace into aggressive and disturbing creatures Joined by another local BSAA agent Sheva Alomar the two must work together to solve the truth behind the disturbing turn of events,The biohazard threat has not ended Just when it seemed that the menace of Resident Evil had been destroyed along comes a new terror to send shivers down players spines Chris Redfield returning Resident Evil hero has followed the path of the evil literally around the globe After joining a new organization Chris heads to Africa where the latest bioterrorism threat is literally transforming the people and animals of the city into mindless maddened creatures He is joined by a new partner Sheva Alomar who lends her strength intelligence and sharpshooting skills to the mission In order to survive Chris and Sheva must work together to take on the challenges of discovering the truth behind this evil plot Utilizing a revolutionary new 2player coop mode of gameplay players assume control of either Chris or Sheva and experience Resident Evil in new ways In Resident Evil 5 Capcom has players fearing the daylight as much as they have feared shadow in previous games,82.36743865600542,nan,nan,nan,nan,nan,nan
1466985600,100501,Chicken Assassin: Reloaded,"[3, 6, 14, 48, 130]","[4, 12, 32, 33]",Missing,Chicken Assassin is a fast paced actionRPG with an outrageous storyline filled with overthetop humor that boasts a myriad of colorful enemies and visually stunning levels and environments  Prepare to give your hand an intense workout as you battle a slew of eclectic adversaries and encounter special bosses in this frenetically action packed game  You play as Mean Mcallister the living embodiment of what would happen if you combined Rambo Foghorn Leghorn a bottle of hot sauce and a case of energy drinks together  When the evil mastermind Spritzel and the Henchmen abduct your girlfriend Candy you embark on a frantic journey to save her leaving mayhem and destruction along your path As you progress you can upgrade Mean with various fighting styles and skills access an arsenal of weapons to dole out punishment and customize clothing that boosts your stat attributes,80.0,2.0,3.73,8.57,51.0,7.0,8.0
1467072000,82440,Prison Architect: All Day and a Night Edition,"[12, 48, 49, 130]",Missing,Missing,This bundle includes Prison Architect and the All Day And A Night DLC  Take control of the building and running of a maximum security prison  In Prison Architect you will see the impact of your grand design on the lives of your inmates be it a utopic centre for rehabilitation a brutal Super Max Prison or anything in between  All Day and a Night contains 8 new wardens 8 new prison maps and 8 new plots to build on your prison experience and bend the rules  Expose your prison to a whole host of outrageous characters who will impact your prisons in unique ways take charge of new prisons and build your penitentiary on exciting new plots,80.0,nan,nan,nan,nan,nan,nan
1465776000,78368,Verdict Guilty,"[6, 48, 49, 130]","[4, 32, 33]",Missing,Verdict Guilty is an easy to play 90s style arcade fighter Featuring unique handcuff and gun combat in a cops versus robbers theme Neo Seoul has been hit with a wave of terrorist and crime attacks only a few good officers remain willing to battle this new evil,80.0,0.43,2.06,3.45,60.0,12.0,18.0
1465257600,32817,Mr. Pumpkin Adventure,"[6, 14, 41, 46, 49]","[9, 31, 32]",Missing,Mr Pumpkins Adventure is a pointandclick puzzle game The main character of this game is Mr Pumpkin who lost his memories During the adventure you will help him solve all the puzzles which will eventually unveil an evil plot,80.0,1.4,1.5,2.69,58.0,5.0,10.0
1466035200,24681,Valentino Rossi: The Game,"[6, 48, 49]","[10, 13, 14]",Missing,Valentino Rossi The Game allows you not only to compete in the 2016 season but also with past MotoGP champions giving you the chance to relive the most important stages of the career of the 9 times world champion Join Valentino Rossis VR46 Riders Academy start your debut season in Moto3 and be ready to compete in all motorsports categories Valentino will invite you to compete in,80.0,21.55,26.22,29.83,66.0,4.0,9.0
1466467200,20391,MXGP2: The Official Motocross Videogame,"[6, 48, 49]","[10, 13, 14, 31]",Missing,MXGP2  The Official Motocross Videogame Compact will let you relive the Motocross World Championship allowing you to choose all the riders official teams and tracks from the 2015 MXGPclass season,80.0,nan,nan,nan,nan,nan,nan
1466726400,17911,Heart&Slash,"[3, 6, 14, 48, 49, 130]","[4, 12, 25, 31, 32, 33]",Missing,HeartSlash is a 3D brawler that is set in a world where machines are all that remains from the Human civilization You play as Heart an innocent robot fighting to escape the grip of the evil and all seeing machine QuAsSy Quality Assurance Systems But make no mistake HeartSlash is a hard game Every death is permanent and means a new randomly generated level for you to start over with a different set of weapons and items you can use new enemies to fight and secrets to explore,80.0,0.0,14.78,0.0,38.0,6.0,3.0
1467244800,26500,Toukiden 2,"[6, 9, 46, 48]",[12],Missing,Slayers Go forth and eradicate the Oni menace Experience the latest hunting action game featuring a dynamic targeted destruction system  The latest installment in the hunting action series Toukiden From the battlefield to the village that serves as your base of operations the game takes place in a vast open world Explore the vast world for yourself and enjoy hunting action from an entirely new perspective,79.98962294104436,17.41,32.06,68.93,69.0,14.0,22.0
1466467200,19083,Drawful 2,"[3, 6, 14, 48, 49, 130, 132]","[15, 26, 32, 35]",Missing,The team behind the hit party games Fibbage Quiplash and YOU DONT KNOW JACK presents Drawful 2 the game of terrible drawings and hilariously wrong answers  You use your phone or tablet to draw weird and funny things like pitcher of nachos or death by trombone The other players type in what they think the probably terrible drawing is and those become the multiplechoice wrong answers Then everyone  even an audience of potentially thousands  tries to guess the REAL answer  Drawful 2 is a goto party game that everyone can play and enjoy,79.87074070311013,1.66,6.7,8.75,73.0,54.0,16.0
1467072000,11549,Zero Escape: Zero Time Dilemma,"[6, 37, 46, 48, 49]","[9, 12, 15, 31, 34]",The experiment wasnt supposed to be like this  Nine participants awaken in an underground facility imprisoned with a strange black bracelet on their wrists To escape they must play a game with deadly consequences The rules are simpleafter six people are killed the escape hatch will open Who will live and who will die The choice is yours Let the Decision Game begin,Zero Time Dilemma is the third and final entry in the Zero Escape series It is a story focused mysterythriller visual novel with multiple endings that involves player choices and puzzle rooms,79.23010256096953,nan,nan,nan,nan,nan,nan
1465257600,14410,Paragon,"[6, 48]",[36],Missing,Paragon was the MOBA from Epic Games that puts you in the fight with explosive action direct thirdperson control and deep strategic choice  Paragon is coming to PC and PlayStation 4 with paid Early Access in Spring 2016 and Open Beta in Summer 2016  Skill matters  where you aim when you attack and how you move Paragon puts you in direct control of the action like youve never experienced in a MOBA  Paragon was shut down in April 26 2018 and the assets for the game were released to Unreal Engine developers for free,77.54376159784198,0.0,0.0,0.0,67.0,7.0,0.0
1464825600,33110,Grim Legends 3: The Dark City,"[3, 6, 14, 48, 130]","[9, 31]",Missing,Don the mantle of a relentless monster huntress in a crumbling city in need of redemption When the powerful artifact that binds Koshmaar  a horrifying creature from another world  is stolen you embark on a quest that will lead you to the gothic city of Lichtenheim which is inhabited by Maskwraiths  demonic creatures corrupted by a power from another dimension Answer the call of the Dark City,74.57121191578969,2.83,3.67,5.25,69.0,26.0,63.0
1465776000,90566,Resident Evil 7 Teaser: Beginning Hour,"[6, 48, 49]",[31],Missing,You wake up alone on the floor of an abandoned farmhouse Daylight is quickly fading You must find a way out  A thrilling horror experience for the five senses This full model change to the Isolated View and photorealistic graphics of RE Engine mark a new beginning for survival horror Enter a terrifyingly new world of horror and survive,73.40850598519832,0.6,1.07,1.73,78.0,70.0,94.0
1465516800,11563,Sherlock Holmes: The Devil's Daughter,"[6, 48, 49, 130]","[9, 31]",What could have led Katelyn Sherlock Holmess adoptive daughter to 221B Baker Street Did she uncover the dark truth about her father And who is the charming clairvoyant who has moved in to 221C Will Holmess implacable logic calm a whirlwind tearing at his emotions as he is confronted by fatherly love occult rituals and a desire for vengeance For the first time in his prestigious career the most illustrious of detectives must fight not to reveal a secret but to keep one  Play as the master detective himself plunged into a fantastic adventure brimming with intense action sequences Track down evil in the darkest corners of London and the depths of the human soul freely explore several of the citys districts in search of clues and untangle the threads of multiple intrigues Interrogate suspects gather testimony collect evidence Make your own deductions and live with the consequences of your choices,Sherlock Holmes The Devils Daughter is a fantastic adventure with unique gameplay that blends investigation action and exploration for an extraordinary experience that will test the limits of your nerves and intelligence  Track down evil in the darkest corners of London and the human soul while playing as the great detective as you untangle a web of intrigue leading to the final stunning revelation  Each of your deductions and actions affects the rest of the story for better or for worse,73.09645397193701,10.17,11.62,12.28,70.0,261.0,433.0
1465862400,18866,Dead by Daylight,"[6, 48, 49, 130, 167, 169, 170]","[15, 32]",Survivors play in thirdperson and have the advantage of better situational awareness The Killer plays in firstperson and is more focused on their prey  The Survivors goal in each encounter is to escape the Killing Ground without getting caught by the Killer  something that sounds easier than it is especially when the environment changes every time you play,Dead by Daylight is an asymmetrical multiplayer 4vs1 horror game where one player takes on the role of the savage Killer and the other four players play as Survivors trying to escape the Killer and avoid being caught and killed,71.76558908399791,55.0,364.48,781.48,70.0,318.0,38.0
1466467200,19454,Deadlight: Director's Cut,"[6, 48, 49]","[8, 31]",Set in an apocalyptic 1986 a zombie outbreak has brought humanity to its knees You play Randall Wayne a father searching the destroyed streets of Seattle for his family Youll encounter many lifethreatening situations but combat isnt always the answer against the undead fight back using scarce resources or hide and sneak past them utilizing the environment Deadlight Directors Cut is the ultimate Deadlight experience now with improved gameplay controls and extra game modes Features  Fight or run from zombie encounters in tense combat and platforming  Uncover the fate of Randalls family as he searches Seattle  Full 1080p with enhanced controls and improved animations  Survive the Nightmare difficulty mode on console for the first time  Fight for your life in the new Survival Arena mode Use new weapons and tactics to overcome waves of zombies scoring in onlineleaderboards,A zombie outbreak eradicated all hope of returning life back to normal now only survival lives on Run hide and fight your way through the undead as Randall searches for his family in this gorgeous gritty destroyed world,71.15507640830573,nan,nan,nan,nan,nan,nan
1466640000,25821,Hatsune Miku: Project Diva Future Tone,[48],[7],August 31 2007 marks the 10th anniversary of the birth of Hatsune Miku It starts here again,Hatsune Miku Project Diva Future Tone is a home console port of Hatsune Miku Project Diva Arcade Future Tone for the PlayStation 4 containing over 200 songs and 300 modules to collect,70.18971812754776,nan,nan,nan,nan,nan,nan
1466035200,74563,Hakuoki: Edo Blossoms,"[6, 46]","[31, 34]",This story is about a girl who allies with the warriors of the Shinsengumi who are struggling to uphold their faith in an era of rapid social change in Japan and those fate of those who sought to resist that change,Continue your journey to Edo in Hakuoki Edo Blossoms where you play as the heroine Chizuru Yukimura Romance the famous warriors of the Shinsengumi as you enter a fantasy drama of battles and selfdiscovery Your narrative choices unlock multiple branching storylines and 30 different endings,70.0,4.97,20.05,44.12,82.0,13.0,24.0
1465948800,72421,Affected: The Manor,"[6, 162, 163, 165, 384, 386]",[32],Missing,The first chapter of the Affected trilogy is now available on Steam for the HTC Vive  Affected has been commended as one of the best Virtual Reality experiences to date and thus far has over 200 million YouTube hits and countless features worldwide The most popular horror experience in VR is now available for Steam,70.0,nan,nan,nan,nan,nan,nan
1466121600,19591,Dino Dini's Kick Off Revival,"[6, 48]","[13, 14]",Missing,Kick Off Revival brings back the classic fastpaced soccer game series by legendary game designer Dino Dini,70.0,0.0,0.0,0.0,0.0,0.0,0.0
1464912000,18985,Dangerous Golf,"[6, 48, 49]","[14, 32, 33]",Missing,Have a burning desire to change the way you play golf Then heres a smashing way to lower your handicap Mixing arcade styling with humorous irreverence Dangerous Golfs aim isnt for the likes of a Par or Birdie  but to cause maximum damage over 100 holes and four rather unusual locations,69.89923493189028,7.25,0.0,7.76,62.0,17.0,18.0
1467072000,9919,The Technomancer,"[6, 48, 49]","[12, 31]",On the run from the Secret Police and confronted by the harsh realities of the Red Planet you must undertake a quest that takes you through tribal communities cities lost under the ice and dystopian shanties sprawled across Mars dusty embrace  Faced with the cruelty of Mars ironfist enforcers and wildlife can you survive long enough to uncover the truth behind The Technomancer,The Technomancer is a Scifi RPG set on Mars during the War of Water where an aspiring Technomancer faces a myriad of questions as his future grows threatened by the secrets of his past    An RPG The Technomancer will offer players actionoriented combat gameplay along four different skill trees focusing on 3 different fighting styles and the destructive electricfocused powers of the Technomancers But all situations arent necessarily to be dealt with brute strength with dynamic conversation dialogue playing a deep role in quests changing the story depending on the decisions you make Craft equipment weapons and armor for yourself and for the companions youll recruit along your adventure nurturing relationships with them,69.49795351578415,19.09,27.58,44.88,63.0,81.0,114.0
1465257600,2112,Mirror's Edge Catalyst,"[6, 48, 49]","[8, 31]",Missing,Mirrors Edge Catalyst is an actionadventure game and the prequel to Mirrors Edge The story in the game explores the past of the protagonist Faith Like in the previous game the main gameplay in Mirrors Edge Catalyst involves traversing the city using parkour to reach certain objectives Unlike the linear levels in Mirrors Edge Mirrors Edge Catalyst features an openworld freeroaming environment Combat has been overhauled and emphasized compared to the first game and Catalyst no longer allows the player to use weapons instead focusing on melee attacks,69.44527784894687,8.36,13.34,32.4,70.0,817.0,983.0
1466467200,19167,Asemblance,"[6, 48, 49, 130]","[9, 13, 31, 32]",Missing,You wake to find yourself trapped inside an experimental machine A machine built to simulate memories You have no idea how you got here  But to break the cycle you must look into a past that you may not want to remember   Asemblance is a singleplayer firstperson psychological thriller,68.95846825200701,1.06,1.21,1.47,61.0,27.0,61.0
