,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[9],275165,Halloween Puzzle,[48],Immerse yourself in a dark and mysterious world as you explore the enchanting atmosphere of Halloween in this classic card matching game With four distinct difficulty levels to choose from  Easy Medium Hard and Expert  get ready for a thrilling adventure Amongst the cards featuring ghosts witches cauldrons and more youll need to exercise your memory and concentration to uncover the perfect matches You can start with Easy for a pleasant introduction but true mastery awaits you in the challenging Expert mode The Halloween ambiance will captivate you at every level adding an extra layer of excitement to the game With spooky themes and mindbending pairings this game will provide hours of fun for you and your friends Flip the cards make the matches and unveil the secrets of this mystical world,Missing,Missing,0.82,0.0,1.49,70.0,2.0,4.0
1,[5],274824,Apex Legends: Ignite,"[6, 48, 49, 130, 167, 169]",Rowenna grew up amidst a war but in a move that turned the tide one Monarch Titan sacrificed itself to end the fighting In the years after her home planet of Nexus established ties across the Outlands introducing Rowenna to the Apex Games The Games represented everything she aspired toheroism hard work sacrificeand she became a dedicated fan  When her elder sister Diwa suffered a terrible injury at work Rowenna resolved to support her family no matter what She stole the battery from the Monarch still rusting on the hill and had a combat rig built with its battery at the core She used it to qualify for the Apex Games and even though the battery exposes her to poisonous radiation she refuses to give up No one else was going to get hurt to support her family Rowennas choosing to have hope for her dreams or die trying Now its Conduits chance for a day in the sun,Missing,Missing,,,,,,
2,"[5, 31]",274056,Metal Gear Solid Master Collection: Volume 1 - Day One Edition,"[6, 130, 167, 169]",Missing,Missing,Missing,,,,,,
3,"[5, 33]",273958,Arcade Archives: Burning Force,"[48, 130]",Pass the graduation exam to become a glorious space fighter,Missing,Missing,,,,,,
4,[31],273946,House of 1000 Doors: Evil Inside - Collector's Edition,[167],Use the power of light to defeat a devastating darkness before it destroys mankind Locate cleverly hidden objects solve cunning puzzles and complete challenging minigames as you cleanse everything the infection has touched  Guide Emily as she explores three amazing worlds ruled by the members of the House whom the darkness has possessed As you locate cleverly hidden objects solve cunning puzzles and complete challenging minigames youll use the light within Emily to cleanse everything the infection has touched With stunning artwork and animation cinematic quality cutscenes and an original soundtrack that will immerse you in the thrills of a breathtaking adventure House of 1000 Doors Evil Inside is an experience youll never forget,Missing,Missing,,,,,,
5,[33],273573,Light Dark,[48],Missing,Missing,Missing,,,,,,
6,"[10, 13, 15]",273327,"Car for Sale Simulator 2023: Car Mechanic, Wash, Car Flipper","[48, 130]",Step into the fastpaced world of automotive entrepreneurship with Car for Sale,Missing,Missing,,,,,,
7,[13],273297,3D PrintMaster Simulator,[48],The ultimate 3D printing simulation and management game Dive into the world of 3D printing technology where youll build customise and manage your very own 3D printing workshop,Missing,Missing,,,,,,
8,Missing,273107,Persona 4: Golden Midnight Channel Edition,"[48, 49, 130, 169]",Persona 4 Golden Midnight Channel Edition includes  Physical Copy of Persona 4 Golden for PlayStation 4 Lenticular Midnight Channel Box Persona 4 Golden Slipcover Grimoire Book Box Persona 4 Golden Official Soundtrack Premium Trading Card Set Yu Naurkamis Glasses and Display Stand All Out Attack 3D Shadow Box Metal Teddie Statuette SteelBook Persona 4 Golden Ending Photo Midnight Channel Pin Individually Numbered Certificate of Authenticity,Missing,Missing,,,,,,
9,Missing,273106,Persona 4: Golden Grimoire Edition,"[48, 49, 130, 169]",Persona 4 Golden Grimoire Edition includes  Physical Copy of Persona 4 Golden Persona 4 Golden Slipcover Grimoire Book Box SteelBook,Missing,Missing,,,,,,
10,"[4, 33]",272855,Arcade Archives: Blandia,"[48, 130]",Set out on a war between the king and the worlds mightiest warriors,Missing,Missing,,,,,,
11,Missing,272854,Ball Jumper,"[48, 167]",Do you like colors and jumping This is the right game for you Jump from one colored blob to another colored blob and get the highest score,Missing,Missing,,,,,,
12,[33],272853,Tommy Is My Hero!,"[48, 167]",Nelly lost all the balls she played with Tommy proposed to help her He will need to explore the roommazed environment to find all the balls Each room will prepare dangers for him and Tommy will have to avoid them by running and jumping,Missing,Missing,,,,,,
13,Missing,272555,Ape Escape Academy,"[48, 167]",To become an expert in monkey business you first have to go to monkey school so enroll now at the craziest college the world has ever seen You can work your way up through the school years by winning wacky minigames but keep an eye on your classmates  students they may be but when it comes to trouble and tomfoolery these goofy monkeys are pros,Missing,Missing,2.39,0.0,4.8,51.0,11.0,10.0
14,"[15, 33]",272553,Skull Dash,[48],This Halloween night when darkness falls and the eerie howls of the wind are heard we offer a unique entertainment experience for you and your friends Skull Dash Ghost Master offers you an adventure filled with 8 separate horrorthemed minigames All games contain different tasks Try to reach the highest score by using your reflexes,Missing,Missing,,,,,,
15,[9],272549,Kurushi Final: Mental Blocks,"[48, 167]",Missing,Missing,Missing,1.3,0.0,24.72,81.0,5.0,2.0
16,Missing,272508,Marvel's Spider-Man 2: Digital Deluxe Edition,[167],Edition includes  Marvels SpiderMan 2 full game for PS5  10 unique suits five each for Peter and Miles  Additional Photo Mode items  2 Skill Points,Missing,Missing,,,,,,
