first_release_date,id,name,platforms,storyline,summary,genres,rating,main,extra,completionist,review_score,review_count,people_polled
1682467200,216286,Shinobi Rising,"[6, 130, 167, 169]",Missing,Welcome to Shinobi Rising the exciting new game set in the Japaneseinspired cyberpunk universe of KatanaRa In this thrilling adventure you play as a shinobi who must solve a murder mystery and discover the culprit behind the death of an innocent child heiress  As you navigate your way through the streets Clan Katas village the entire game takes place across one single night and youll need to use all your cunning and skill to survive Uncover clues and solve puzzles and inch closer to uncovering the truth behind the killing But be warned this is a village where not everyone is what they seem  Who will you strike from the shadows,"[15, 31, 32]",Missing,nan,nan,nan,nan,nan,nan
1682640000,215900,Skinny & Franko: Fists of Violence,"[6, 48, 49, 130]",Missing,Brutal next chapter of Amigas legendary beatemup Franko The Crazy Revenge is here Its time to clean the streets of shit The iconic game finally gets a sequel it deserves,"[4, 25, 31, 32, 33]",Missing,3.23,0.0,0.0,70.0,2.0,2.0
1682640000,214874,Dead Island 2: Hell-a Edition,"[6, 48, 49, 167, 169]",Missing,Dead Island 2 takes players across the most iconic locations of the City of Angels now stained with horror in an exciting pulp journey from the verdant suburbia of Beverly Hills to the quirky promenade of Venice Beach  HELLA Edition includes  Steelbook  Season expansion pass  Venice Beach travel map  6 slayer Tarot Cards  2 pin badges  1 patch  1 bonus weapons pack  2 additional DLC packs  Memories of Banoi Pack,Missing,Missing,nan,nan,nan,nan,nan,nan
1682035200,214853,Dead Island 2: Day One Edition,"[6, 48, 49, 167, 169]",Missing,Dead Island 2 takes players across the most iconic locations of the City of Angels now stained with horror in an exciting pulp journey from the verdant suburbia of Beverly Hills to the quirky promenade of Venice Beach Combat delivers the most intense visceral and gory first person experience possible with plenty of weapons and tactical and brutal options to chew your way through the zombie horde  Day 1 Edition includes  The Memories of Banoi Pack  Banoi War Club  Memories of Banoi Baseball Bat  Weapon Perk  balanced  Personal space skill card,Missing,Missing,nan,nan,nan,nan,nan,nan
1681776000,214507,God of Rock,"[6, 48, 49, 130, 167, 169]",The mysterious God of Rock has revived the souls of the universes greatest musicians to clash for his entertainment Revitalized with new bodies and new powers each musician will become a contestant in his game battling it out with each other for musical supremacy on a global stage,God of Rock blends rhythmbased gameplay with fighting game mechanics in tense 1v1 matches Choose from a dozen unique fighters each with their own design mechanics and harmonic attacks Soften up your opponent by executing normal moves and building meter by hitting notes to the beat of the song then spend your meter to unleash EX and special moves do damage and add complexity to their tracks Finally finish them off with a devastating Super attack As the battle progresses the music track will continue to grow in complexity and difficulty until only one fighter is left standing,"[4, 7, 15, 32, 33]",Missing,0.0,12.52,0.0,50.0,2.0,1.0
1681862400,214506,Teslagrad 2,"[6, 48, 49, 130, 167, 169]",Missing,Lumina a young Teslamancer finds herself stranded after her airship crashes in Wyrmheim a remote and treacherous land to the North Embark on a dangerous adventure exploring a gigantic abandoned tower looming over a fjordside valley on a quest to get Lumina home and back to her family Use electromagnetic powers to survive the dangers of a wild and untamed land Defend yourself against Viking raiders face gruesome beasts inspired by Nordic mythology and triumph against epic bosses As your journey progresses youll discover new skills and equipment needed to uncover the secrets of the land and delve into the dark past of Luminas ancestors Teslagrad 2 is the followup to the hugely popular physicsbased game where electromagnetic powers are at the heart of survival With improved visuals a bigger world and new puzzlesolving tools Teslagrad 2 delivers a fresh and immersive puzzleplatform experience,"[8, 9, 31, 32]",Missing,2.42,4.45,8.09,64.0,11.0,20.0
1680566400,212710,Meet Your Maker,"[6, 48, 49, 167, 169]",Missing,Meet Your Maker is a postapocalyptic firstperson buildingandraiding game where every level is designed by players Switch between roles as you mastermind devious mazelike Outposts filled with traps and guards then gear up for methodical fastpaced combat raiding other players creations,"[5, 15, 24]",Missing,9.12,0.0,41.98,70.0,9.0,8.0
1682553600,211441,ArcRunner,"[6, 48, 49, 167, 169]",Missing,ArcRunner is a beautiful Cyberpunkstyled action roguelite set in the far future on board a huge space station where the controlling AI has gone insane and its up to you to traverse the Arc to find and destroy it,"[5, 25, 32]",Missing,3.49,0.0,0.0,63.0,4.0,3.0
1682640000,210565,Varney Lake,"[6, 48, 49, 130, 167, 169]",1954 During the long hot summer Jimmy Doug and Christine are spending their fourth vacation together at Varney Lake Teenage crushes pranks and card tricks long days of adventure a pipe dream of saving the local drivein from demolition theyre kids coming of age  Until they find the Vampire  1981 Lou Hill paranormal investigator has a lead on a mindblowing case Will he be able to convince the now 40something Christine and Jimmy to tell him the truth about that Summer Do they even know themselves  And what really happened to Doug,Summer 1954 A perfect vacation awaits three best friends playing games making crazy plans and running from bullies Until they meet the vampire What really happened that summer at Varney Lake,"[31, 32, 34]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
1682640000,208732,Dig Deep,"[48, 49, 130]",Missing,Grab a shovel and lets get digging Join the adventure hire miners and dig for a treasure,"[13, 15, 31]",Missing,nan,nan,nan,nan,nan,nan
1680739200,208417,Ravenswatch,"[6, 48, 49, 130, 167, 169]",The Nightmares are spreading within Reverie corrupting everything in their path You must hone your skills and find the strength to defeat the creatures of the Nightmare using unique hero abilities inspired by characters from folk tales and legends,Fallen heroes of old folk tales and legends you are on the verge of a crucial battle against the Nightmare invading and corrupting your world A roguelike action game from the creators of Curse of the Dead Gods playable solo or in online coop,"[25, 31]",Missing,5.62,18.8,31.24,80.0,1.0,5.0
1682553600,207616,The Creepy Syndrome,"[6, 48, 49, 130, 167, 169]",Missing,The Creepy Syndrome is an anthology that offers several psychological horror stories with different pixel art and retro 1 bit 8 bit gameboy etc styles Stories of a disturbed mind that intertwine with each other while being analysed by a mysterious psychiatrist,"[8, 9, 12, 13, 31, 32]",Missing,nan,nan,nan,nan,nan,nan
1681430400,206845,Mega Man Battle Network Legacy Collection Vol. 2,"[6, 48, 130]",Missing,The renowned Mega Man Battle Network series which has expanded into anime and comics is back Volume 2 includes six action packed games from both versions of Mega Man Battle Network 4 to both versions of Mega Man Battle Network 6 plus additional features like a gallery and online play,"[12, 15]",Missing,0.0,82.0,0.0,100.0,1.0,1.0
1681430400,206844,Mega Man Battle Network Legacy Collection Vol. 1,"[6, 48, 130]",Missing,The renowned Mega Man Battle Network series is back Vol 1 contains Mega Man Battle Network 13 including both versions of Mega Man Battle Network 3 for a total of four titles plus additional features like a gallery of illustrations and music In addition online play is supported,"[12, 15]",Missing,36.5,75.5,190.0,83.0,6.0,6.0
1681430400,206810,Mega Man Battle Network Legacy Collection,"[6, 48, 130]",The year is 200X Rapid growth of internet technology has given rise to Network Society People carry with them PETs mobile devices equipped with sentient programs called NetNavis which they use in order to enjoy the many benefits the network provides But even though the network has improved their way of life it has also brought with it new outlets for cybercrime The protagonist Lan Hikari and his NetNavi MegaManEXE must work together to solve numerous incidents,Mega Man Battle Network Legacy Collection features all 10 mainline games in the Mega Man Battle Network series,"[8, 12, 15]",Missing,0.0,0.0,0.0,100.0,1.0,0.0
1682467200,204361,Warframe: The Duviri Paradox,"[6, 48, 49, 130, 167, 169]",Missing,A Mad King a mysterious Drifter and a colorshifting unreality as sublime as it is deadly combine in the latest addition to Warframes everexpanding universe The Duviri Paradox,"[5, 12, 25]",Missing,nan,nan,nan,nan,nan,nan
1682640000,203766,Deathwish Enforcers,"[48, 130, 167]",Missing,Its the 1970s and crime is running rampant Join the Deathwish Enforcers squad and take crime down a notch One to fourplayer single screen cooperative action Meet happy hookers flashers and drug dealers Invade porn shoots satanic rituals and volcanic evil lairs Stop the evil syndicate at all costs,"[5, 31, 33]",Missing,1.22,0.0,0.0,0.0,0.0,3.0
1680739200,201214,The Library of Babel,"[6, 48, 49, 130, 167, 169]",Missing,Join Ludovik in a 2D Stealth Platformer and Graphic Adventure as he explores the jungles of a futuristic Babylon to discover the secret behind the Library of Babels sudden lockdown and the mysteries behind their mythical creators,"[8, 9, 31, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
1681862400,198154,Amid Evil VR,"[163, 384, 386, 390]",Missing,A retro FPS for the ages Completely rebuilt from the ground up for VR Once branded a heretic now you have been chosen as our champion Reclaim our sacred weapons Take back our ancient lands If you can stand Amid Evil,"[25, 32]",Missing,nan,nan,nan,nan,nan,nan
1681344000,196924,Dogfight,"[48, 130, 169]",Missing,Arcade shootemup action is back Team up with the entire family for explosive action signature humor and thrilling adventure Join the Sausage Bomber Corps for daring missions to defend the nations of Relishtonia and more against the worldconquering ambitions from the mysterious Vega Nation,"[5, 32, 33]",Missing,1.66,0.0,0.0,35.0,2.0,3.0
1680566400,193203,Filthy Animals: Heist Simulator,"[6, 48, 49, 167]",Missing,Join a gang of mutant animals and embark on a series of hilarious heists under the guidance of Tony the mad scientist and getaway driver as he tries to pull off his master plan,"[25, 31, 32]",Missing,nan,nan,nan,nan,nan,nan
1682640000,193007,Minabo: A Walk Through Life,"[6, 48, 49, 130, 167, 169]",Missing,Minabo  A walk through life is a social simulation game where you walk the path of life while your turnip grows and thrives or not in its social relationships,"[13, 32]",Missing,nan,nan,nan,nan,nan,nan
1681257600,192309,Ghostwire: Tokyo - Deluxe Edition,"[167, 169]",Missing,Tokyos population has vanished and deadly supernatural forces prowl the streets Use an arsenal of elemental abilities to unravel the truth behind the disappearance and save Tokyo,[31],Missing,nan,nan,nan,nan,nan,nan
1681257600,190478,Murderous Muses,"[6, 48, 49, 130, 167, 169]",Youre hired as a security guard for an art gallery thats showing the final works of Mordechai Grey  a year after he was murdered in his artists loft The police suspect he was killed by one of the six muses he was painting at the time but his murderer has never been caught  After starting your shift you find yourself surrounded by his paintings alone in the gallery with only the haunting voice of your predecessor for company Explore rooms and corridors that werent there before and restore the victims memories by hanging portraits in exhibits with rotating plaques  Can you beat the clockwork gallery to uncover the evidence and identify the killer before your threenight shift is over,Spend three nights in a cursed gallery solving the coldcase murder of Mordechai Grey a tortured artist killed by one of six deadly muses Hang portraits to see into the past whilst solving puzzles and exploring everchanging rooms Will you be artful enough to catch the murderous muse,"[9, 31, 32]",Missing,3.68,5.12,0.0,50.0,1.0,5.0
1681948800,190263,Wild Dogs,"[6, 48, 49, 130]",Missing,The world is under a frantic alien attack Amidst the chaos and with the army virtually subdued the deadliest and most inconsequential pair of specialists are called upon to do what must be done Join the war hunting aliens around the world and in every way possible,"[5, 31, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
1681948800,186528,Coffee Talk: Episode 2 - Hibiscus & Butterfly,"[6, 48, 49, 130, 167, 169]",In a time where people are isolated from each other Coffee Talk is a place where we can reconnect over a cup of warm drink  Its time to revisit your favorite latenight coffee shop and reconnect with your fantasy friends over a warm drink or two You are a barista and your customers arent always humans listen to their stories and influence their hearts with a warm cup of coffee or two,Dust off your coffee machine and prepare your warmest smile to meet your customers again in the second episode of the much loved coffee brewing and hearttoheart talking simulator Coffee Talk Episode 2 Hibiscus  Butterfly,"[13, 31, 32, 34]",Missing,nan,nan,nan,nan,nan,nan
1682380800,185642,Afterimage,"[6, 48, 49, 130, 167, 169]",One of the supreme deities created this vast world called Engardin upon which natural wonders lie everywhere gigantic volcanoes steep canyons deep seas and a tower that soars into the clouds  Encounter fantastic creatures during your journey giant beasts wandering in fire and spirits lurking in the depth of complicated labyrinths Learn about your new friends get to know their pasts and the agendas they hold  Engardin is alive with unknown secrets Venture forth and feel free to explore wherever you like as a brave adventurer Find out the stories that link each area discover a concealed history and the truth of the world,Reveal the hidden secrets of a fantasy land in Afterimage Explore the magnificent landscapes and ruins of an ancient metropolis meeting mysterious colossal beings and adorable roaming spirits along the way The thrilling adventure of this marvelous 2D handdrawn world awaits you,"[8, 12, 25, 31, 32]",Missing,21.9,37.92,49.53,75.0,20.0,33.0
1681430400,172757,De-Exit: Eternal Matters,"[6, 48, 49, 130, 167, 169]",You wake up in a new and intriguing and surrealistic world Where are you What are you doing here Why does everything seem so different Commence a voyage full of questions broken worlds but hopeful people Of strange unexpected sights and grandiose sceneries Discover what happened to the Plane of Memory and help fix it  Set out in a thrilling journey where puzzles stealth platforming and action work as tools to potentiate cinematography story and setting  Death tends to be a taboo subject With DEEXIT we want to open the discussion around these fascinating topics from a more positive perspective thant we usually do You will be able to experience and hear about death from plenty of different perspectives We hope that you will enjoy our ode to life,Embark onto a surrealistic afterlife journey to discover the secrets of the broken and mysterious Plane of Memory in this atmospheric light puzzleplatformer with a hint of stealth Explore a warm voxel world with an intense cinematic approach Dive into this deep reflexive experience meet its inhabitants and save the day,"[8, 9, 31, 32]",Missing,nan,nan,nan,nan,nan,nan
1682553600,165385,Mail Time,"[6, 14, 48, 130, 167]",Take on the role of a freshonthejob Mail Scout on track to complete your very first mail delivery Youve been tasked with a letter to Greg but the only thing you know is that he lives somewhere in Grumblewood Grove Glide jump and talk your way through the Grove on your way to deliver the letter All you have to figure out where exactly this Greg lives and hand him the letter no biggie,Cottagecore cozy adventure game about delivering mail to forest animals take on the role of a freshonthejob Mail Scout given her very first letter to deliver All you have to do is find out exactly where the recipient Greg lives and deliver the letter no biggie,"[8, 31, 32]",Missing,2.16,2.74,2.82,72.0,13.0,19.0
1681344000,152169,Hunt the Night,"[6, 48, 49]",It is the 9th Age of humanity The cycle of day is ruled by humans the night one by horrid creatures Despite its efforts humanity is annihilated with every arrival of the Night  A group of humans calling themselves The Stalkers discovered how to use the power of darkness to their advantage and fought the Night However it was not enough and with every new dawn humanity rose again knowing that with darkness comes extinction  Humanity found the Seal of Night an artifact that allowed them to stop the cycle in an everlasting day In exchange for a blood oath that The Stalkers were willing to pay the sun ruled for hundreds of generations and for the first time hope was a beacon of light Yet fate proved unstoppable and they paid the ultimate price  Now as the Night starts devouring every single glint of light Vesper a Stalker by right and daughter of the traitor will travel a dying land trying to save the last embers of humanity She hunts in a race against destiny as the shadows lengthen both in the world and in her mind,Plunge into a retrostyle actionadventure game that combines a fast skilled gameplay with dark fantasy and lore Play as Vesper a virtuous member of The Stalkers and explore the vast world of Medhram filled with ruins and horrors,"[25, 31, 32]",Missing,9.0,13.83,14.65,78.0,3.0,12.0
1680825600,145232,EA Sports PGA Tour,"[6, 167, 169]",Missing,The exclusive home of the Majors EA Sports PGA Tour features Pure Strike for superior golf gameplay powered by ShotLink and unrivaled access to the worlds most exclusive golf courses,"[12, 13, 14]",Missing,0.0,61.63,72.82,88.0,2.0,3.0
1681948800,141505,Stray Blade,"[6, 167, 169]",You discovered the Lost Valley of Acrea Forgotten for millenia except in the ancient legends of the worlds greatest dynasties it was overgrown and savage but unmistakably powerful and you found it Then you died  Now mysteriously revived by a curious creature you find the land besieged with forces each claiming its colossal ruined temples for their empires and warring for dominion over the seat of elemental power hidden at the craters wild heart Prepare to enter the fray in a relentless battle of wits stealth and combat as you race to fathom the valleys ancient powers and harness them against its wouldbe ravagers  Go head to head with fighters of The Golden Order assassins from The Church of The Observer and warriors of The Blackclaw Clan as you explore towering throne rooms of giant godkings and longlost cities And as you uncover their secrets prepare to face even deadlier foes  Persist in your mission with guidance from Boji a native creature whose survival is at stake and who holds the key to yours,What is Stray Blade  Stray Blade is an action RPG where you master intense combat while exploring the ancient ruins of a lost civilization with your adventurous companion  Key Features  Fastpaced intense combat with brutal finishing moves Explore towering throne rooms of giant godkings and longlost cities Experience death as part of your heros journey where every time you get revived something new is waiting for you Every step of your quest to master the Acrean elements brings change to the world,"[12, 25, 31]",Missing,0.0,23.74,0.0,80.0,1.0,3.0
1682553600,133810,Dungeon Drafters,"[6, 48, 49, 130]",Missing,Dungeon Drafters is a mystery dungeon adventure set in a world where magic is cards and cards are magic Explore ancient ruins loot rare cards and employ clever combos to defeat your foes and build the legendary spell deck that could save the world,"[12, 15, 16, 31, 32, 35]",Missing,22.12,40.89,105.71,73.0,2.0,8.0
1680739200,121712,Curse of the Sea Rats,"[6, 48, 49, 130, 167, 169]",Embark on the epic journey of four prisoners of the British empire transformed into rats by the notorious pirate witch Flora Burn To regain their human bodies they will have to fight dangerous bosses uncover the secrets of the vast Irish coast and ultimately capture the witch who cursed them,Embark on an epic handanimated ratoidvania adventure where your crew has been turned into rats by a pirate witch Explore a rich nonlinear world enjoy fun action platforming face challenging bosses and unlock unique abilities  either alone or in local coop,"[8, 12, 31, 32]",Missing,6.86,8.83,0.0,64.0,7.0,11.0
1680739200,119653,Melon Journey: Bittersweet Memories,"[6, 48, 49, 130, 167, 169]",Missing,Melon Journey Bittersweet Memories is a storyexploration game about revisiting a town full of adorable animals with eccentric personalities Yet under its cute and nostalgic surface lies a dark tale of crime and corruption  Play as Honeydew an employee of a huge melon factory and travel to Hog Town where melons are illegal While searching for a missing friend youll have to explore the town and its surrounding areas and speak with suspicious characters in dangerous situations to uncover the truth,"[31, 32]",Missing,3.85,5.5,6.28,68.0,6.0,7.0
1682640000,101445,Gematombe,"[48, 49, 130, 167, 169]",Missing,Gematombe is an actionpuzzlevsgame where you can play oneonone matches against your friends or the computer,"[9, 15, 31, 32, 33]",Missing,nan,nan,nan,nan,nan,nan
1681344000,22395,Boundary,"[6, 48, 49]",It is the near future  We are in the age of rapid developing space travel technology  Thanks to the invention of nano materials with perfect micro geometry a super efficient earthspace travel system called space elevator suddenly made possible to build with only a very manageable cost Within years space elevator burst spread through out the globe Transporting by such elevators is very much affordable Go to space rapidly become practical to everyone  Tired of the heavily crowded and tightly confined earth people flooded into the uncharted ocean of heaven putting hands on everything they can have a grasp  Merchants and pirates mercenaries and outlaws government and rebels they eat and got eaten  It is the Boundary between the old style life and the new one the age of universal discovery and great competition is coming,A multiplayer tactical spacebased shooter that puts players in the role of a heavily armed astronauts in space engaging in fierce zero gravity firefights Fully customizable loadouts weapons and ammo types across 6 classes of Astronaut for players to choose from in multiple game modes,"[5, 24]",Missing,0.0,0.0,0.0,65.0,2.0,0.0
1681171200,212664,Sherlock Holmes: The Awakened,"[6, 48, 49, 130, 167, 169]",A Lovecraft meets Sherlock Holmes crossover The Awakened puts you up against the legendary Cthulhu Mythos Investigate a series of mysterious disappearances apparently linked to a dark cult that worships an Ancient God Whatever their plan is you must put a stop to it or face unspeakable consequences  For the first time in his life Sherlock is truly afraid A man of rationale and reason he faces an otherworldly entity that defies all logic and this discovery is as enlightening as it is shattering The pursuit of the truth pushes Sherlock to the verge of madness and its the only story that Watson will never publish  Taking place in 1884 The Awakened lifts the curtain on how Sherlock and John mere roommates at the time became the worldfamous crimesolving duo,Experience a nerveracking Lovecraftian adventure rebuilt from the ground up with modern graphics and gameplay Become Sherlock Holmes and find yourself at the heart of the terrifying Cthulhu Mythos as you investigate a series of mysterious disappearances in Europe and the US,"[9, 31, 32]",83.23659136132346,8.76,10.55,10.91,73.0,40.0,65.0
1681862400,228533,Horizon Forbidden West: Burning Shores,[167],Missing,Travel beyond the Forbidden West as Aloys story continues Encounter new machines and a compelling new story  South of the Tenakth Clan Lands millennia of volcanic eruptions and violent seismic activity have carved the ruins of Los Angeles into a treacherous archipelago Experience the next chapter of Horizon Forbidden West as Aloy pursues a sinister new threat to the planet hidden among these dangerous untamed wilds,"[12, 31]",81.80620267494639,nan,nan,nan,nan,nan,nan
1682640000,201156,Star Wars Jedi: Survivor,"[6, 167, 169]",Star Wars Jedi Survivor picks up five years after the events of Jedi Fallen Order Cal must stay one step ahead of the Empires constant pursuit as he begins to feel the weight of being one of the last remaining Jedi in the galaxy Accompanied by his trusty companion BD1 Cal will meet and ally himself with an array of unique and interesting characters on his journey Jedi Survivor will expand on the series dynamic combat in new and innovative ways In order to survive Cal must learn new skills and grow his connection with the Force,The story of Cal Kestis continues in Star Wars Jedi Survivor a thirdperson galaxyspanning actionadventure game from Respawn Entertainment developed in collaboration with Lucasfilm Games This narratively driven singleplayer title picks up five years after the events of Star Wars Jedi Fallen Order and follows Cals increasingly desperate fight as the galaxy descends further into darkness Pushed to the edges of the galaxy by the Empire Cal will find himself surrounded by threats new and familiar As one of the last surviving Jedi Knights Cal is driven to make a stand during the galaxys darkest times  but how far is he willing to go to protect himself his crew and the legacy of the Jedi Order,[31],81.59977708302335,20.01,33.03,54.58,83.0,534.0,1057.0
1682380800,133208,Roots of Pacha,"[3, 6, 14, 48, 49, 130, 167, 169]",Discover gather and farm vegetables and herbs Explore the surrounding wilderness to find animals to befriend and domesticate fish the shallow and deep waters to see what lies in their depths and mine the darkest caves filled with mysteries and secret powers,Roots of Pacha is a coop farming and life simulation game set in the stone age where you and your clan just settled in a promised and fertile land By connecting with nature at your own pace youll help your clan evolve develop culture and relationships and discover the mysteries of Pacha mother nature,"[12, 13, 31, 32]",78.47769028871392,30.85,52.5,0.0,73.0,8.0,6.0
1682553600,152124,Bramble: The Mountain King,"[6, 48, 49, 130, 167, 169]",A shy boy and his adventurous older sister sneak out from their home at night and wander deep into a nearby forest As they explore an old ancient ruin the ground suddenly collapses and they tumble down through a sinkhole to the lost and magical world of Bramble  Together they explore Bramble and befriend curious and strange spirits However not all of the creatures that they meet are friendly The siblings are taken by surprise as a huge troll traps them The troll abducts the sister leaving the younger brother lost in despair  Without his older sister and role model the shy boy is lost He needs to find strength inside of him and grow up fast in order to face all the horror and monsters ahead of him When he embarks on this journey to reunite with his sister he also unravels a dark curse that has sickened the world He soon realizes that something dangerous is lurking in the shadows below the mountains,Bramble The Mountain King is a grim adventure set in a world inspired by dark Nordic fables  Explore the beautiful yet dangerous and twisted land of Bramble in your endeavour to rescue your sister Traverse a wondrous landscape and survive deadly encounters with Brambles many hideous creatures  Not everything in Bramble is exactly how it seems  in this strange land with creatures big and small you must be careful when to approach and when to hide Many hungry and spiteful beasts lurk in these forests and caves Watch your step,"[8, 9, 31, 32]",76.10500100566283,4.64,5.05,6.88,77.0,203.0,279.0
1682467200,178282,Honkai: Star Rail,"[6, 34, 39, 167]",Missing,Honkai Star Rail is an allnew strategyRPG title in the Honkai series that takes players on a cosmic adventure across the stars Hop aboard the Astral Express and experience the galaxys infinite wonders on this journey filled with adventure and thrill,"[12, 16, 31]",71.58521634690149,21.13,66.39,116.02,78.0,72.0,46.0
1680566400,233676,Road 96: Mile 0,"[6, 48, 49, 130, 167, 169]",Intrigued by his dark demeanor Zoe gets closer to Kaito and the two develop a strong friendship This budding friendship with Kaito eventually exposes Zoe to disturbing truths about her country and even her own father Through this newfound relationship players will discover what made Zoe flee her home and the truth behind the 1986 Border Attack that sets off the events of Road 96,The prequel to Road 96 Play Zoe and Kaito where it all started Challenge your beliefs,"[7, 9, 31, 32]",71.10812323755331,4.67,5.29,7.47,67.0,31.0,40.0
1681948800,111090,Tin Hearts,"[6, 48, 49, 130, 163, 167, 169]",Missing,Guide squads of tin soldiers to safety through this magical toy filled world A beautiful VR puzzle game with a heartfelt story Are you guiding the soldiers or are they guiding you,"[8, 9, 15, 31, 32]",70.0,0.0,0.0,0.0,80.0,1.0,0.0
1681776000,239302,The Mageseeker: A League of Legends Story,"[6, 48, 49, 130, 167, 169]",Missing,Developed by Digital Sun creators of Moonlighter The Mageseeker A League of Legends Story is an action RPG that takes place in the League of Legends universe In the kingdom of Demacia the Mageseekers hold the power to oppress magicusing citizens in the name of public orderby inducting and indoctrinating them locking them away or driving them into hiding  Play as Sylas a spellstealing mage who has just broken free of his unjust captivity at the Mageseekers hands Wielding the chains that once bound you you must liberate your homeland from tyranny one Mageseeker at a time,"[12, 31, 32]",67.50272215707251,8.29,12.72,14.51,76.0,30.0,76.0
1682035200,7329,Dead Island 2,"[6, 48, 49, 167, 169]",Missing,The muchloved zombie saga is back with a unique formula of horror dark humor and over the top zombieslaying spanning an epic pulp adventure  Dead Island 2 is thrilling FirstPerson Action RPG stylish vibrant and flooded with zombie infection Explore iconic goredrenched Los Angeles Meet largerthanlife characters Slay countless foes in exquisitely bloody detail And evolve to become the ultimate Zombie Slayer,"[5, 12, 25, 31]",67.28786973452968,15.07,23.11,35.8,76.0,155.0,240.0
1681776000,191402,Disney Speedstorm,"[6, 48, 49, 130, 167, 169]",Missing,Drift into the ultimate herobased combat racing game set on highspeed circuits inspired by Disney and Pixar worlds Master each characters unique skills on the racetrack and claim victory in this thrilling arcade racing experience,"[10, 13, 14, 31, 33]",65.28650037320557,5.4,18.0,20.0,59.0,7.0,4.0
1681776000,204621,Minecraft: Legends,"[6, 48, 49, 130, 167, 169]",Missing,Learn the story of Minecraft Legends and explore its new yet familiar world while experiencing the Minecraft Universe in an exciting new way in this new action strategy game,"[15, 33]",59.93757896393788,nan,nan,nan,nan,nan,nan
