,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,271160,DC Universe Online: Episode 14 - Halls of Power Part II,"[6, 9, 48]",The fourteenth episode Halls of Power Part II was released on May 12 2015 for players with an active subscription and May 19 2015 for players without an active subscription The episode revolved around continuing the story first started in the Halls of Power Part I episode as players would continue their battle against the New Gods Some of the key features of this episode include two Tier 7 Duos in Resource Recovery and League Hall Malfunction one Tier 7 4Player Operation in Fatal Exams one Tier 7 8Player Operation in New Genesis Now one Tier 7 Raid in Happiness Home and a new location in New Genesis which gave players access to daily Tier 7 missions,Missing,Missing,Missing,,,,,,
1,267989,Helldivers: Turning Up the Heat,"[6, 9, 46, 48]",Helldivers Turning Up The Heat is a free content update for HELLDIVERS accompanied by the release of the Reinforcements 2 DLC  Free Expansion Features Increased rank cap from 25 to 27 6 new trophies New environment Volcanic planets full of dangers New Bug type The Bug Impaler New Cyborg enemy The Cyborg Hound New Illuminate enemy The Illuminate Obelisk Three new objective types Repair and Fire Artillery Disarm Unexploded Ordnance and Geological Survey New customization outfit The Volcanic Camouflage set New perk Strong Arm allowing you to throw further,Missing,Missing,Missing,,,,,,
2,266861,Final Fantasy XI: Rhapsodies of Vana'diel,"[6, 8, 12]",Released across the May August and November 2015 version updates Rhapsodies of Vanadiel is designed to be the conclusion of the main scenario missions of Final Fantasy XI tying together plotlines and characters from across the games previous stories Completing the missions requires registration of and progression through all previous expansion packs Other additions include the new areas Escha and Reisenjima and new trusts,[12],A maiden appears in the dreams of the chosen descending from the crystal whispering I must find my master We remained blissfully ignorant of how her countenance portended a violent struggle over the fate of Vanadiel itself,Missing,,,,,,
3,218515,Kaeru Batake DE Tsukamaete: Natsu Chigira Sansen!,"[46, 130]",A port for Nintendo Switch and PS Vita,[34],Missing,Missing,,,,,,
4,218478,Project Cars: Digital Edition,"[6, 48, 49]",This Digital Edition is the download release of the game It contains   Project CARS  Limited Edition Car Pack with five new cars  When preordered it also contained the Modified Car Pack with three additional cars,[10],Missing,Missing,,,,,,
5,170451,The Witcher 3: Wild Hunt - New Quest 'Contract: Missing Miners',"[6, 48, 49]",Miners from a small Skellige village are disappearing Investigate and find out whats happening,[12],Missing,Missing,0.38,0.46,0.0,77.0,7.0,7.0
6,164730,The Evil Within Digital Bundle,"[48, 49]",This bundle includes The Evil Within and all season pass content The Assignment The Consequence and The Executioner packs,[5],Missing,Missing,,,,,,
7,127070,Game of Thrones: A Telltale Games Series - Episode 4: Sons of Winter,"[6, 9, 12, 14, 34, 39, 48, 49]",Based on HBOs awardwinning television drama Game of Thrones  A Telltale Games Series tells the story of House Forrester a noble house from the north of Westeros Caught up in the events of The War of the Five Kings they are placed in a precarious position where members of the household must do everything they can to prevent the house from meeting its doom,"[2, 31]",Missing,Missing,,,,,,
8,110334,Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,"[6, 46, 48, 130]",A otome game for PC PS4 Vita and Switch,[34],Japan year 2020  The protagonist Fujieda Neri lived in the poor district within the Ring Area which surrounds the Tokyo Bay She lived a modest but peaceful lifestyle However one day her father her only family had suddenly disappeared  Go to Kaikyuu Academy  That was all what was written on the mysterious letter left behind by him  The private Kaikyuu Academy A prestigious boarding school attended by sons and daughters from privileged families founded upon the goal of educating them well in order to give them the tools to support future Japan  Following the letter left by her father Neri transferred into Kaikyuu Academy a school where celebrities gather It is extremely luxurious however being grounded upon a social caste system the academy is dominated by social class discrimination  At the very top of the social hierarchy is the Queen endowed with incredible political influence she rules over the students Superior to everyone else but the Queen are the chosen elites belonging to the privileged class The Roses in Full Bloom The commoner class in which most of the students belong in The Nameless Honeybees The Ignored Stones Even though theyre fellow students those in The Ignored Stones are regarded as having the same rights as a servant theyre oppressed and enslaved Finally there is The Resistance which is an organisation composed of students who oppose the social hierarchy system  In a society far more disparate than she had ever imagined Neri finds love and gradually a certain truth about the academy surfaces What is this truth,Missing,0.0,0.0,0.0,0.0,0.0,0.0
9,101592,Extreme Formula Championship,"[6, 48]",Extreme Formula Championship is amazing 3D formula racing game for everyone Do you Want to become a Championship then show your desire to be a Formula Racing Champion,"[10, 14]",Missing,Missing,0.0,0.0,0.32,25.0,2.0,1.0
10,99567,Arcade Archives: Ikki,"[48, 130]",Arcade Archives Ikki is a port of the action game Ikki Players control Gombe of farmers to go to raid evil magistrate will defeat confronting enemies In this work players can enjoy two coop play Player 2 will operate Tago,[33],Missing,Missing,,,,,,
11,99559,Arcade Apocalypse Bundle,"[9, 46, 48]",Get Arcade Apocalypse Bundle Arcade game for PS3 console from the official PlayStation website Explore Arcade Apocalypse Bundle game detail demo images videos reviews,[33],Missing,Missing,,,,,,
12,79306,Lovely x Cation 1 & 2,[46],Lovely x Cation 12 comes with both the 2011launched Lovely x Cation and the 2013launched Lovely x Cation 2 The games have additional scenarios and events as well as new PS Vitaunique elements  New elements include  AR Camera  Lets you take pictures with the games heroines Lovely Call  Select your favorite name from a list to be called by each heroine Tastes Tuning System  Lets players increase their favorability with each heroine by seeing through their tastes in order to make the best choices during conversation Lovely Shot  Exclusive to Lovely x Cation 2 lets players download wallpapers by reading QR codes that depict the current scene on display Walking Talk  A system that lets the player walk sidebyside next to the heroine Enjoy the presence of your ingame sweetheart,[34],Missing,Missing,0.0,0.0,0.0,70.0,1.0,0.0
13,60955,Possession Magenta,[46],Otome game for the PlayStation Vita,"[31, 34]",The protagonist Mihara Suzu a student at Akarinkai Senior High School commonly called Akarin was heading towards school with her childhood friends Otonari Kanade and Shizuma Souta along with her best friend Matsuri Ayame as per usual When they arrived at the front gates they hear a certain story from Akarin Highs student council president Aoba Taiga  The truth is one of the students has gone missing  According to Taigas story during the previous night an Akarin High School student boy went missing after acting like a different person behaving violently while he was playing with his friends Though the story worried them the bell signalling the beginning of the first class forced them to end the conversation  The next day what Suzu and her friends saw in the schoolyard was the boy who went missing He had a bizarre appearance and was crucified  A strange incident that plagued the peaceful school From there on a mystery interwoven by love and madness begins How will it end,Missing,,,,,,
14,60646,Cross Ange: Rondo of Angels and Dragons tr.,[46],PlayStation Vita game based on the animated series Cross Ange The game is part Visual Novel part Ace Combat where the player as part of First Company builds bonds with her squadmembers in the daytime and fights dragons by nighttime,Missing,Missing,Missing,,,,,,
15,60422,Abunai Koi no Sousashitsu: Eternal Happiness,[46],A sequel to Otome game from PSP called Abunai Koi  no Sousashitsu released for the PlayStation Vita,"[31, 34]",The investigation division was the same as usual There they receive a special request from the top management The request was as follows A princess from a foreign country will be arriving in Japan so escort the princess as an SP However that princess was an outrageous woman  Meanwhile they were to also be in charge of a peculiar fraud case in which the proprietor and management staff of a famous company are being targeted As the division solves the case they gradually become able to see more and more of the truth behind it  Outside of work Sakurai Tsubasa has become so close to her boyfriend that theyre thinking of getting married but her father stubborn as usual will not approve  What is the true objective of the princess coming to Japan  Also will Tsubasa be able to peacefully receive her fathers approval to get married,Missing,,,,,,
16,60348,12-ji no Kane to Cinderella Cinderella Series Triple All Series Pack,[46],Missing,[34],Missing,Missing,,,,,,
17,60347,"Hanayaka Nari, Waga Ichizoku Gentou Nostalgie","[46, 130]",A compilation release bringing the Hanayaka Nari Waga Ichizoku two fandiscs Kinema Mosaic and Tasogare Polar Star to the Vita,"[31, 34]",None of the six Miyanomori brothers made it to become the new head of the family and so Genichirou is holding the competition again this year In addition he also takes the seventh brother to live with them in the mansion  Mamoru There are three modes in Kinema Mosaic second year mode epilogue mode and informant mode,Missing,,,,,,
18,60250,Vitamin Z,[46],Free to play shooter about a scientist trying to reclaim her lab from vicious zombie fruits and vegetables,"[5, 33]",Missing,Missing,8.57,0.0,0.0,25.0,2.0,1.0
19,52539,Looney Tunes Galactic Sports,"[46, 48]",Bugs Bunny  Co go to Mars to compete in the zany Galactic Sports event,[14],Missing,Missing,0.0,0.0,0.0,55.0,2.0,0.0
20,42949,Tower of Guns: Steelbook Limited Edition,[48],Ascend the Tower of Guns and return to the days of circlestrafing rocketjumping and twitchbased action Tower of Guns is a throwback firstperson shooter with a healthy sprinkling of roguelikeishy elements Every turn brings a surprise and around every corner lies certain death Or a new weird item Or a  Hugbot Filled with random levels crazy bosses bizzare powerups and tons of unlockable weapons and items each time you step into the Tower of Guns youll have a fresh gaming experience,[5],Missing,Missing,,,,,,
21,34099,Toro,"[6, 48, 49]",Toro a bullfighting arcade video game where you will be able to challenge the bravest bulls ever digitalized in the most famous bullrings across the world Become the number one bullfighter or take control of the bull in special mini games to prove your skills and teach the bullfighters a lesson,"[13, 14, 31, 32]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
22,27159,Touhou Shinpiroku: Urban Legend in Limbo,"[6, 48]",The 5th fighting game in the Touhou Project and 145th game overall,"[4, 32]",Strange rumors are circulating in the Human Village A dog with a humans face was rummaging in the compost pile Somebody saw an old woman selling humans feet These pointless rumors have exploded and driven the children into fear Unlike the youkai whose natural purpose is to attack humans these rumors are both unsettling and impossible to discern the truth underneath Since there were no real victims the adults have come to think of them as merely childrens silly talks Of course the girls are not afraid They know these to be the outside worlds urban legends madeup stories Urban legends have an interesting property As the circulating rumors change the anomalies will change correspondingly Reimu and company have assumed the rumors that fit them and treat the anomalies as their playthings As long as one can control the rumors without being afraid the manifested anomalies can be rendered harmless More than that they can be turned into powers of ones own The girls thought of controlling the urban legends by themselves as a necessary measure for keeping people from harm  This had indeed been true Until one night,Missing,,,,,,
23,25970,Batman: Arkham Knight - Season Pass,"[6, 48, 49]",This season pass for Batman Arkham Knight delivers regular new content for 6 months featuring new story missions more supervillains invading Gotham City new legendary Batmobiles advanced challenge maps alternative character skins and new drivable race tracks,"[25, 31]",Prologue Nine months after the Jokers death crime rates in Gotham City have dramatically declined but Batman anticipates a new threat and maintains a vigil over the city Before his death the Joker sent his mutated blood to Gothams hospitals and several patients were infected While most were cured the patients who were not treated are starting to look and act like the Joker Batman researches a cure for the mutations and orders Robin to watch over the infected  The Arkham Knight On Halloween night Scarecrow unleashes his newest strain of Fear Gas in a diner and threatens to release it throughout Gotham Six million civilians are evacuated but the citys criminals and supervillains stay behind leaving Commissioner James Gordon and the Gotham City Police Department outnumbered Batman investigates Scarecrows presence and searches for him in a rooftop safehouse but instead finds and saves Poison Ivy who was being held captive by Scarecrows henchmen In a makeshift Batcave in Gothams Clock Tower Barbara Gordon is collecting information on Scarecrows new toxin and traces its production to Ace Chemicals Batman goes to investigate but is confronted by the mysterious Arkham Knight and his militia which has a massive army of unmaned tanks Batman fights his way through the militia learning from workers that Scarecrow is planning to produce a chemical explosion so large that it will cover the entire eastern seaboard in fear toxin Batman reaches Scarecrow who reveals to him that Barbara has been abducted by the Arkhan Knight before escaping While reducing the blast radius Batman is exposed to the fear toxin which reacts with his own mutated blood to cause hallucinations of the Joker Escaping from the exploding Ace Chemicals Batman is forced to tell Gordon about his daughters involvement in his crimefighting and the outraged Gordon swears that he will find Barbara without Batmans help  Scarecrows Plans Batman tracks the Arkham Knight to an underground tunnel network hoping to learn Barbaras whereabouts from him but instead gets ambushed by him Batman then gives chase to the escaping convoy only to learn that the driver is a decoy using a voice synthesizer that makes him sound like the Arkham Knight Batman interrogates the driver and learns that they are heading to the North Refrigeration He and Nightwing interrogate the Penguin who tells them that the Knight and Scarecrow are meeting with a businessman named Simon Stagg who runs a pharmaceutical company After boarding Staggs airship Batman discovers that Scarecrow paid Stagg to create a device known as the Cloudburst but Stagg tried to doublecross them and has been doused with fear toxin as punishment After reaching Scarecrow and interrogating Stagg Batman is again exposed to the toxin which triggers a powerful hallucinogenic response Scarecrow escapes with the Cloudburst Batman receives a message from Scarecrow revealing that Barbara is in the same safehouse where Ivy was held but before Batman can save her Barbara is doused with fear toxin and shoots herself in the head Batman and Alfred Pennyworth are devastated but Alfred convinces Batman to not lose hope for Barbaras sake Alfred explains to Batman that the Cloudburst is a dispersal device designed to flood all of Gotham with the fear toxin To counteract this effect Batman enlists the help of Ivy who takes control of a large tree which develops giant flowers capable of neutralizing the toxin,Missing,,,,,,
24,24213,Mortal Kombat X: Jason Voorhees,"[6, 48, 49]",New Playable Character Stalk and slash your opponents as horror icon Jason Voorhees,[4],Missing,Missing,,,,,,
25,14724,Towerfall Ascension: Dark Worlds,"[3, 6, 14, 48]",Challenge your friends to fight through TowerFalls Dark World with or against you in this massive expansion for the acclaimed archery brawler Team up to challenge the allnew Dark World Mode  a coop campaign for 14 players Battle your way to hideous boss monsters and face the brutal challenge of the added Legendary difficulty mode Expand your roster of playable fighters with the undead pirate Vainglorious Ghoul and 9 more alternate archers Dark World also adds a powerful level creation tool allowing players to create and share their own new Versus towers  The Dark World Expansion pushes TowerFall further in every direction a great excuse to revisit the beloved indie fighter,"[4, 8, 31, 32, 33]",Enigmatic portals open to four new battlegrounds across TowerFalls twisted alternate reality Fight aboard legendary ghost ship The Amaranth across the murky bogs of Dreadwood or through the crumbling halls of Darkfang Enter Cataclysm an allconsuming vortex where levels shift into unique layouts with every match Murder your friends with new gamechanging arrow types and variants,Missing,,,,,,
26,1942,The Witcher 3: Wild Hunt,"[6, 48, 49, 130, 167, 169]",RPG and sequel to The Witcher 2 2011 The Witcher 3 follows witcher Geralt of Rivia as he seeks out his former lover and his young subject while intermingling with the political workings of the wartorn Northern Kingdoms Geralt has to fight monsters and deal with people of all sorts in order to solve complex problems and settle contentious disputes each ranging from the personal to the worldchanging,"[12, 31]",The Witcher 3 Wild Hunt concludes the story of the witcher Geralt of Rivia the series protagonist whose story to date has been covered in the previous installments Geralts new mission comes in dark times as the mysterious and otherworldly army known as the Wild Hunt invades the Northern Kingdoms leaving only blood soaked earth and fiery ruin in its wake and it seems the Witcher is the key to stopping their cataclysmic rampage,94.38672460318132,51.44,103.31,173.72,94.0,4770.0,10119.0
27,58946,Baila Latino,"[12, 41, 48, 49, 130]",A music game with a Latin music theme,[7],Missing,90.0,0.0,0.0,0.0,0.0,0.0,0.0
28,19947,Color Guardians,"[6, 14, 46, 48]",Color Guardians is an exciting fast action side scrolling game that combines quick thinking with frantic gameplay into a hard to master challenge Switching colors and collecting items all while avoiding obstacles will surely test your reflexes,"[8, 32]",Missing,88.77418493629521,5.89,7.1,9.26,55.0,26.0,37.0
29,93904,Life is Strange: Episode 3 - Chaos Theory,"[6, 9, 48, 49]",Max Caulfield and her partner in crime Chloe Price start an investigation into the mysteries surrounding Blackwell students Kate Marsh and Rachel Amber As they make headway Chloe discovers that even those close to her have secrets A new rewind power presents itself to Max and its use has devastating consequences,"[12, 31]",Missing,80.0,,,,,,
30,36279,Castaway Paradise,"[6, 14, 48, 49, 130]",This is your island your adventure Do whatever you like Its the ultimate Sandbox sim Farm catch bugs talk to villagers build your own tropical dream island,"[12, 13, 31, 32]",Missing,80.0,6.0,39.33,40.33,56.0,5.0,4.0
31,36144,Mystik Belle,"[3, 6, 14, 48, 49]",A lighthearted hybrid of a pointandclick adventure and a metroidvania platformer the game takes place in a spooky ancient Hagmore School of Magic on the night of an important ritual The preparations are sabotaged and you Belle Macfae have been scapegoated into fixing it,"[8, 12, 31, 32]",Missing,80.0,3.78,4.78,5.55,72.0,11.0,25.0
