,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,"[5, 10, 12]",263913,Grand Theft Auto Online: The Doomsday Heist,"[48, 49]",This update features a new storyline which begins with the GTA Online Protagonists are reunited by Lester Crest and a new character billionaire Avon Hertz The protagonist Lester and Avon unite with government agents including Agent 14 and Phoenicia Rackman Avon believes that an unknown foreign entity is trying to start a war and would put San Andreas and the United States under a doomsday scenario The heist crew is involved in several missions which introduce new militarygrade vehicles and weapons featured within the update,Missing,Missing,,,,,,
1,Missing,255540,Sonic Forces: Super Sonic,"[6, 48, 49, 130]",Speed through the levels faster than Sonic as Super Sonic Transform into Super Sonic across 20 Modern and Classic Sonic stages Collect the right amount of rings and Super Sonic will spring into action giving you the ability to sprint across stages at breakneck speeds  Please Note You cannot participate in the rankings with Super Sonic,Missing,Missing,,,,,,
2,"[13, 31]",235326,Minecraft: Norse Mythology Mash-up,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 74, 130, 132, 388]",Are you heroic enough to enter the Great Hall Valhalla Find out in the Norse Mythology Mashup Compose your own grand saga as you voyage through the 9 realms from the treetops of Yggdrasil down into the mines of Svartalfheim and the depths of Hel,Missing,Missing,,,,,,
3,"[12, 31, 32]",212243,Touhou Genso Maroku W: The Devil of Decline - Shikigami Additional Contents,"[46, 48, 130]",The number of monster shikigami that can be added to the group will increase,Yet another incident occurs in Gensokyo where humans and youkai alike have begun to mysteriously disappear The player can select one of four characters namely Reimu Yukari Byakuren or Meiling and embark on a journey to resolve the incident,Missing,,,,,,
4,Missing,211842,Need for Speed: Payback - Speedcross Story,"[6, 48, 49]",A standalone chapter of the career in Need for Speed Payback  The chapter follows Mac as he enters the Fortune Valley Speedcross Series using an experimental Mini JCW Countryman build by Rav,Missing,Missing,,,,,,
5,"[5, 25, 31]",202965,Dead Rising 4: Capcom Heroes,"[6, 48, 49]",Capcom Heroes allows players to dress up like characters from other Capcom video games Each character has their own unique set of abilities or weapons,Missing,Missing,,,,,,
6,"[13, 14, 31]",202879,Steep: Winter Games - Gold Edition,"[6, 48, 49]",Steep Winter Games Edition includes Steep the massive open world of the Alps and Alaska where you master the worlds most epic mountainswith a snowboard wingsuit paraglider and skis Steep  Road to the Olympics takes you on the journey to become an Olympic Winter Games champion  With Steep Road to the Olympics expansion freely explore a massive open world including iconic Japanese mountains and train to qualify for Olympic Winter Games PyeongChang 2018 in South Korea,Missing,Missing,,,,,,
7,"[31, 34]",201613,Taisho x Alice: Heads & Tails!,"[6, 46, 130]",Fandisc of the Taishou x Alice series Contains afterstories for the original characters and includes new routes for subcharacters Ookami and Ryoushi Also featuring a schoolparody story with routes for all the original characters,Like a coin Taisho x Alice has two sides the real world and the LookingGlass World Without darkness there can be no light Its time to take a peek behind the curtain in Taisho x Alice Heads  Tails,Missing,,,,,,
8,"[31, 34]",199219,Un:Birthday Song: Ai wo Utau Shinigami - Another Record,[46],UnBirthday Song Ai wo Utau Shinigami  Another Record is an Adventure game developed by honeybee and published by Asgard which was released in Japan in 2017,Kanno Hotori was a normal girl leading a normal life One day out of the blue two unfamiliar guys appear before her The strangelydressed guys informed her  You only have one month left to live  Calling themselves Reapers they had come to inform Hotori that the end of her life was drawing near Having to obey the fate that came upon her she had to give the Reapers her soul However just before she did so Hotori had a wish she wanted granted dearly  That wish was to tell her onesided crush that she loves him  How will Hotori live out her last days And what are the actions the Reapers will take  This is a sad love story spun by the elite Reapers,Missing,,,,,,
9,[13],188148,Coaster,"[6, 165]",Experience the thrill and sensation of 4 unique roller coaster experiences Feel the wind rush through your virtual hair as you ride some of the most enjoyable and immersive VR coasters on the market  Journey into each each exceptional environment and enjoy extended coasters from a range of different perspectives Get ready to swoop around asteroids in Space Coaster fly with a bees eye view in Picnic Coaster dive and loop around like never before in Room Coaster and explore a dystopian mining colony in Moon Coaster,Missing,Missing,0.26,1.57,1.58,40.0,4.0,4.0
10,"[9, 25, 31]",168787,LEGO Marvel Super Heroes 2: Out of Time Character Pack,"[6, 14, 48, 49, 130]",Expand your character roster with the Out of Time Character Pack Play as timevariant Super Heroes from across the Marvel Universe This Character Pack includes Iron Man 2020 Lady Spider Nosferata Captain Assyria Warmaker Hulk 2099 and Daredevil Noir,Missing,Missing,,,,,,
11,Missing,168785,LEGO Marvel Super Heroes 2: Agents of Atlas Character Pack,"[6, 14, 48, 49, 130]",Get the Agents of Atlas Character Pack to play as the Super Hero team of misfits brought together by their leader Jimmy Woo This Character Pack includes Jimmy Woo GorillaMan M11 The Uranian and Venus,Missing,Missing,,,,,,
12,"[12, 31]",167091,Yakuza Kiwami 2: Limited Edition,[48],This edition includes the following  Special Package  Special Kiwami 3 CD Set  Special set of 10 business cards,Missing,Missing,,,,,,
13,[31],167065,Resident Evil 7: Biohazard - Gold Edition Grotesque Version,[48],This edition includes the following   Resident Evil 7 biohazard Grotesque Version  DLC Banned Footage Vol1  Vol2  DLC End of Zoe,Missing,Missing,,,,,,
14,[31],167003,Assassin's Creed IV Black Flag + Assassin's Creed Rogue Double Pack,[9],Missing,Missing,Missing,,,,,,
15,[31],165341,The Last Guardian VR,[48],Step inside the strange and mystical fantasy land from The Last Guardian and befriend this colossal feathered animal it needs your help,SOME LEGENDS MUST BE LIVED TO BE BELIEVED  Go face to furry face with the magical creature Trico in this breathtaking PlayStationVR experience  Step inside the strange and mystical fantasy land from The Last Guardian and befriend this colossal feathered animal it needs your help  The virtual reality version allows the player to experience interacting with Trico from the viewpoint of the boy,Missing,,,,,,
16,[13],163996,Pinball FX3: Carnivals and Legends,"[6, 48, 49, 130]",Zen Studios presents the Carnivals and Legends twotable pack featuring original designs Adventure Land and Son of Zeus,Missing,Missing,,,,,,
17,"[12, 31, 32]",161751,Touhou Genso Wanderer Reloaded: Satori Komeiji,"[6, 48, 130]",Adds the player character Satori Komeiji to Touhou Genso Wanderer Reloaded,Missing,Missing,,,,,,
18,"[12, 31, 32]",161745,Touhou Genso Wanderer Reloaded: Rei'sen,"[6, 48, 130]",Adds the player character Reisen to Touhou Genso Wanderer Reloaded,Missing,Missing,,,,,,
19,Missing,161321,Marvel vs. Capcom: Infinite - Winter Soldier,"[6, 48, 49]",Adds Winter Soldier as a playable character on your Marvel vs Capcom Infinite team Includes additional Premium Costume for Winter Soldier Marvel vs Capcom Infinite required not included,Missing,Missing,,,,,,
20,Missing,161318,Marvel vs. Capcom: Infinite - Venom,"[6, 48, 49]",Adds Venom as a playable character on your Marvel vs Capcom Infinite team Includes additional Premium Costume for Venom Marvel vs Capcom Infinite required not included,Missing,Missing,,,,,,
21,Missing,161317,Marvel vs. Capcom: Infinite - Black Widow,"[6, 48, 49]",Adds Black Widow as a playable character on your Marvel vs Capcom Infinite team Includes additional Premium Costume for Black Widow Marvel vs Capcom Infinite required not included,Missing,Missing,,,,,,
22,[34],147935,Grisaia Phantom Trigger 01&02,"[46, 130]",After Yuuji Kazami and the gangs battle to the death several years ago new girls unite at Mihama Academy which has been reinstated as a specialist training school The characters enter a new chapter in this renewed series that takes place in the same world as The Fruit of Grisaia This thrilling story that unfolds at the reborn Mihama Academy will undoubtedly excite not only those who have played previous releases but those who are new to the series as well Text available in three languages Text can be set to Japanese English or Simplified Chinese audio is Japanese only This includes ingame text options and the digital manual Language settings can be changed at any time Play using only the touch screen Play with one hand Play in handheld mode with the Nintendo Switch JoyCon controllers attached or detach them and play with just the touch controls While in tabletop mode or TV mode everything can be controlled by one JoyCon R allowing you to play with only one hand Also available for the Nintendo Switch Lite A separate JoyCon R is required to play with one hand Summary Volume 1 The goal of SORD is to train a new generation of operatives to defend the country against future threats To that end the organization has established a series of schools up and down the country Mihama Academy moreorless left to rot after its abrupt closure has been given new purpose as one such specialist training school Mihama now entrusts the misfit girls who attend,Missing,Missing,,,,,,
23,"[8, 31]",147845,TY the Tasmanian Tiger 2: Bush Rescue HD,"[6, 48, 49, 130]",TY puts the BOOM in BOOMERANG TY the Tasmanian Tiger 2 Bush Rescue is the sequel to Krome Studios charming Australianathemed videogame This classic platformer updated for Nintendo Switch features more rangs more vehicles more bots and more EVERYTHING in an open world Aussie Adventure Throw boomerangs bite smash and glide your way around the Australian Outback and stop the evil plans of the wicked Boss Cass and help the good folk of the little country town of BURRAMUDGEE This sequel to the popular TY the Tasmanian Tiger is a game on a grander scale In addition to classic platforming elements youll fight Aussie bush fires from a helicopter drive around Southern Rivers while hanging on to the back of a fourwheel drive and use the bots to defeat enemies and solve puzzles  all while trying to find a variety of different collectables And now only on the HD remaster you can customize TYs looks and best of all there are two brand NEW never before seen boomerangs,Missing,Missing,,,,,,
24,Missing,145256,The Assembly / Perfect Double Pack,[48],Missing,Missing,Missing,,,,,,
