first_release_date,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1661299200,"[12, 31]",257449,Genshin Impact: The Morn a Thousand Roses Brings,"[6, 34, 39, 48, 167]",See with thine eyes the luxuriant verdure embowering the mountains Savor with thine nose the fragrant roses overlaying the meadows Hear the larking of flamboyant birds at daybreak Hear them unveil wisdom silenced for centuries,Second major expansion of Genshin Impact which included  New characters Tighnari Collei and Dori  New element Dendro  New region Sumeru with the Dharma Forest area  New main story quests Chapter III Acts I  II  New story quest for Tighnari  New main event Graven Innocence  and more,Missing,nan,nan,nan,nan,nan,nan
1659916800,[4],255116,Guilty Gear: Strive - Ultimate Edition 2022,"[6, 48, 49, 167, 169]",Missing,Ultimate Edition 2022 includes the base game Guilty Gear Strive Season Pass 1 Season Pass 2 and the Ultimate Edition Contents Kit Early purchasers of the Xbox releases from release till April 13th also got the exclusive Special Colors for Sol and Ky  Season Pass 1 includes 5 characters 2 stages an exclusive story expansion and the Additional Character Color Pack which adds 5 color variations for all 20 characters available with Season Pass 1  Season Pass 2 includes 4 characters 2 stages and the Additional Character Color Pack 2 which adds 6 color variations for the 4 characters added in Season Pass 2  Ultimate Edition Contents Kit includes the Digital Soundtrack Digital Artwork and the Ultimate Edition Special Colors which adds 1 color variant for all 20 characters available with Season Pass 1 A color variant in Additional Character Color Pack 2 matches the Ultimate Edition Special Colors for Season Pass 2 characters  Delisted on August 24th 2023 with the release of Season Pass 3 and the Daredevil Edition,Missing,nan,nan,nan,nan,nan,nan
1659916800,[4],254967,Guilty Gear: Strive - Season Pass 2,"[6, 48, 49, 167, 169]",Missing,Season Pass 2 includes 4 characters 2 stages and a color pack with 6 variations for the new characters,Missing,nan,nan,nan,nan,nan,nan
1659916800,[4],254966,Guilty Gear: Strive - Additional Character Color Pack 2,"[6, 48, 49, 167, 169]",Missing,An additional color pack including 6 colors for the 4 additional characters of GGST Season 2 total of 24 colors,Missing,nan,nan,nan,nan,nan,nan
1659916800,[8],243681,Fall Guys: Crow Pack,"[6, 48, 49, 130, 167, 169]",Missing,Thisll give you something to crow about  Bundle Includes Crow Costume Upper and Lower 600 x ShowBucks,Missing,nan,nan,nan,nan,nan,nan
1660867200,[14],243668,Madden NFL 23,"[48, 49]",Missing,Play your way into the history books in Madden NFL 23 Control your impact with every decision in allnew ways Call the shots in Franchise with free agency and trade logic updates play your way into the history books in Face of the Franchise The League and assemble the most powerful roster in all of Madden Ultimate Team,Missing,17.56,151.92,1080.77,60.0,18.0,14.0
1661126400,[12],237338,The Elder Scrolls Online: Lost Depths,"[6, 14, 48, 49]",Missing,Out at sea or in the heart of a druid grove the Legacy of the Bretons yearlong story sails on An ancient enemy rises to threaten the peace of Earthen Root Enclave and dark storms erupt from Graven Deep The earth trembles before the next DLC,Missing,nan,nan,nan,nan,nan,nan
1661299200,Missing,223062,Repentless 2,[48],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1660003200,[5],222785,PUBG: Battlegrounds - Season 19,"[6, 48, 49, 167, 169]",Missing,A new gun car and gear for Deston a custom lobby and a new collaboration with a killer franchise Assassins Creed,Missing,nan,nan,nan,nan,nan,nan
1660176000,"[5, 12, 31]",222661,Tiny Tina's Wonderlands: Shattering Spectreglass,"[6, 48, 49, 167, 169]",Missing,Unleash elemental fury as the allnew Blightcaller Shattering Spectreglass introduces an additional Fatemaker class a bevy of customization options and an enormous multiheaded wyvern to hunt down and destroy,Missing,0.42,0.97,0.0,40.0,2.0,3.0
1661212800,[12],221549,Final Fantasy XIV: Buried Memory,"[6, 48, 167]",Five millennia ago the great wyrm Azdaja vanished into the void and for long years Vrtra had despaired of being reunited with his dear sister With the encouragement of his people however he has found the resolve to search for her and sets forth with the Warrior of Light for a world engulfed in Darkness,Patch 62 follows the Warrior of Light and their companions on a perilous journey into the void This patch also introduces the next raid dungeon Pandæmonium Abyssos a challenging new trial and Island Sanctuary for those adventurers seeking a taste of the slow life,Missing,4.67,17.75,0.0,87.0,14.0,10.0
1659657600,"[12, 13, 15, 31]",216120,Alphadia Neo,"[6, 34, 39, 48, 49, 130, 167, 169]",In a world where battles over Energi the life energy have broken out a young man with no memory meets a princess whose kingdom has been destroyed The gears of fate begin to move little by little in this truly classic fantasy story Cut a way through the path of despair with allies,Use up to three styles for each character in turnbased battles to get benefits from recovery to fighting styles Increase Energi levels by raising multiple elementals unique to the Alphadia series and learn new skills The combo skill called Resonant Skill is also the key to victory,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1661904000,"[5, 33]",215213,Transformers Beyond Reality,[165],Welcome to the fight against the Decepticons human Your new exosuit and weaponry have been built using a hybrid of Cybertronian and human tech Put it on so we can kick some Decepticon tailrudder  The Decepticons have discovered an incredibly powerful but completely unstable and corrupting energy source called Synthetic Dark Energon With this power they can finally take over their home planet Cybertron and will destroy Earth in the process  A human up against a Decepticon is in for a world of hurt Lucky for you Earth scientists have been working with the Autobots reverse engineering their highly advanced Cybertonian technology and combining it with human ingenuity The result is an incredible Exosuit and weaponry powered by Energon that will finally even the odds for humans to take on the Decepticons in a pitched battle,Transformers Beyond Reality is an arcadestyle firstperson VR shooter Join the fight as one of the first human recruits and immerse yourself in the world of the TRANSFORMERS Battle alongside your favourite Autobots as you fight to defeat the Decepticons and save both Earth and Cybertron,Missing,2.5,0.0,0.0,0.0,0.0,1.0
1661817600,[5],215136,Back 4 Blood: Children of the Worm,"[6, 48, 49]",Missing,Children of the Worm features a brandnew Campaign story  Act 5 that puts you into an epic showdown with a fierce new enemy threat To help combat this unknown adversary this expansion will introduce Prophet Dan a guntoting selfproclaimed preacher of the end times who joins our growing list of Cleaners in their effort to save humanity Children of the Worm also includes exclusive character skins exclusive weapon skins along with new weapons accessories and cards,Missing,nan,nan,nan,nan,nan,nan
1661904000,[33],215109,Arcade Archives: Pac & Pal,"[48, 130]",Missing,Pac  Pal is an action game released in 1983 Turn over cards and eat fruit and special targets to earn score points Eat special targets to temporarily freeze enemies and attack them The new character MIL will pick up fruit and cards so touch her to get them back,Missing,nan,nan,nan,nan,nan,nan
1661644800,[33],214904,Soccer: Breakthrough Gaming Arcade - Challenge Mode Edition,[48],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661644800,[33],214901,Nik and Kit Arcade: Breakthrough Gaming Arcade,[48],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661385600,Missing,214694,Don't Fall: Aleph - Refresh,[48],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661904000,Missing,214667,Rainbow Mix Advanced,"[48, 167]",Missing,Learn how to mix colors in our game Rainbow Mix Advanced with an advanced mode integrated,Missing,nan,nan,nan,nan,nan,nan
1661385600,[33],214666,Horror Fun,"[48, 167]",Missing,Horror Fun is a retro rhythm game that lets the user complete a level with the controller buttons Try to complete the level with your best time Trophies are collected as you complete the rhythm goals Single player fun and arcade style entertainment,Missing,nan,nan,nan,nan,nan,nan
1661385600,"[14, 33]",214665,Arcade Archives: Super Volleyball,"[48, 130]",Missing,Super Volleyball is a sports game released by Video System in 1989  It features techniques like delayed attacks and back attacks despite its simple controls for highlevel backandforth matches A title that truly captures the fun of volleyball The,Missing,nan,nan,nan,nan,nan,nan
1661817600,"[4, 5, 31, 32]",214607,Knockout City: Season 7 - Mutant Mutiny,"[48, 49, 169]",Deep under the streets of Knockout City a new kind of brawler is bubbling to the surface What started as a rumor of glowing eyes squishy footsteps and muffled snarls from sewer grates is growing into a revolution of massive proportions The Mutant Mutiny is here for justice,Deep deep DEEP under the streets of Knockout City a new kind of brawler is bubbling to the surface What started as a rumor of glowing eyes squishy footsteps and muffled snarls from sewer grates is growing into a revolution of massive proportions The Mutants are here and they want justice  Its a new Season of Knockout City  a new day for brawlers everywhere to discover new cosmetics battle it out in a new dodgebrawl map and meet some legendary mutants along the way,Missing,nan,nan,nan,nan,nan,nan
1661212800,Missing,214499,Drift Journey: Nitro,"[48, 167]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661212800,[31],214477,Space Explorers: Lunar Mission,[48],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661299200,Missing,214476,The Llama L,"[48, 167]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661558400,Missing,214475,The Volleyball B,"[48, 167]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661212800,"[5, 12, 24]",214424,Destiny 2: The Witch Queen - Season of Plunder,"[6, 48, 49, 167, 169]",Missing,Eramis awoken from her icy prison by a Dark benefactor has rallied old pirate lords of Eliksni legend to assist her in recovering lost relics of great power unless you plunder them first There is no horizon to reach no edge to your map but there most certainly is treasure Assemble your crew Guardian,Missing,nan,nan,nan,nan,nan,nan
1661472000,[31],214374,Witch College Bundle,"[48, 130, 167]",Missing,Can you reveal the secrets of the elusive Sunflower Witch,Missing,nan,nan,nan,nan,nan,nan
1661472000,[12],214346,Soul Hackers 2: Bonus Story Arc - The Lost Numbers,"[6, 48, 49, 167, 169]",Missing,Grants access to The Lost Numbers bonus story arc and new dungeon  Centered around a new Devil Summoner Nana youll experience this sidestory over the course of multiple requests recommended levels ranging 1999 which will appear gradually at Club Cretaceous as you progress through the main story,Missing,nan,nan,nan,nan,nan,nan
1660694400,"[32, 33]",214279,Cuties Hacked: Oh no Someone Stole my Photos!,"[3, 6, 14, 48, 167]",Missing,Cuties Hacked is a new spin on the classic arcade formula of Xonix that rewards your reflexes and skills with sets of beautifully crafted arts featuring some of the hottest girls you have ever seen,Missing,nan,nan,nan,nan,nan,nan
1661385600,[31],214250,Fump Jump,"[48, 167]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661644800,[31],214249,Pacmaga,"[48, 167]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661299200,[5],214222,Call of Duty: Vanguard - Season Five,"[6, 48, 49, 167, 169]",Missing,Everything good must come to an end but bad is forever Last Stand gathers Call of Dutys most notorious villains for an epic finale Deploy as one of four of the biggest villains in Call of Duty history  the charismatic Raul Menendez the ruthless Khaled AlAsad the brainwashed Gabriel T Rorke and the merciless He Seraph ZhenZhen Theyre hellbent on revenge  if its the last thing they do,Missing,nan,nan,nan,nan,nan,nan
1661558400,[33],214039,Round Invaders Rush 2,"[48, 167]",Missing,Observing strange movements The creature seems to be capable doing much more than weve ever expected from such a thick useless blob of gel No NO He can actually RUSH The experiment is going out of control He will eat ALL of our ice cream Our secret samples are in danger,Missing,nan,nan,nan,nan,nan,nan
1661040000,[31],214013,Nik and Kit: Kit's Adventure,[48],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661472000,[13],214012,The Jumping Pasta,"[48, 167]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661644800,[13],214011,The Jumping Pasta: Turbo,"[48, 167]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1660867200,"[8, 9, 31]",213997,A Tale of Paper: Refolded,"[167, 169]",Missing,A Tale of Paper Refolded is a puzzleplatformer that tells the story of Line a magical character made of paper who uses origami to change shape Transform into a frog rocket bird and more as Line embarks on an emotional journey to fulfill the dream of its creator,Missing,2.39,2.48,3.97,67.0,6.0,11.0
1660867200,[33],213897,Ninja Fun,"[48, 167]",Missing,Ninja Fun is a retro rhythm game that lets the user complete a level with the controller buttons Try to complete the level with your best time Trophies are collected as you complete the rhythm goals Single player fun and arcade style entertainment,Missing,nan,nan,nan,nan,nan,nan
1660780800,[33],213803,Arcade Archives: Metro-Cross,"[48, 130]",Missing,MetroCross is an action game released by NAMCO Bandai Namco Entertainment Inc in 1985 Avoid obstacles and slip zones and make full use of skateboards and springboard to reach the goal in time,Missing,nan,nan,nan,nan,nan,nan
1660694400,[31],213795,Kruger 2,"[48, 167]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661385600,"[9, 15, 35]",213794,Hidden Shapes: Black Skull + Old West,"[48, 49]",Missing,Hidden Shapes Black Skull  Old West is a collection with two beautiful and relaxing minimalist handdrawn jigsaw puzzles that have two options to choose Pirates or Cowboys,Missing,nan,nan,nan,nan,nan,nan
1661299200,[31],213640,Repentless,"[48, 167]",Missing,You are the imprisoned dictator People of your country come visit Survive as long as you can   From the testimonies of your visitors discover the pillars of dictatorship  Explore how different layers of society suffer from authoritarianism and kleptocracy,Missing,nan,nan,nan,nan,nan,nan
1659830400,"[30, 33]",213631,Pinball: Our Church and Halloween RPG - Machine #2,[48],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661472000,[7],213629,The Button Be,[48],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1661040000,[31],213587,Nump Jump,"[48, 167]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1660867200,"[9, 31, 33]",213585,I'm in Love With Your Dead Grandmother,"[48, 167]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1660521600,"[4, 25]",213561,MultiVersus: Season 1,"[6, 48, 49, 167, 169]",Missing,Season 1 contains a new battle pass along with new cosmetics modes and characters including Rick Morty Black Adam and Stripe,Missing,nan,nan,nan,nan,nan,nan
1661472000,"[8, 33]",213391,Blob Quest,[48],Missing,Guide your Blob through several levels in this adventure full of dangers treasures and monstrous enemies Youll have to solve many puzzles and prove your skills to succeed,Missing,nan,nan,nan,nan,nan,nan
1659916800,"[5, 14, 32]",213353,Shoot Run,[48],Missing,Shoot Run is a firstperson paintball shooter,Missing,nan,nan,nan,nan,nan,nan
1660435200,[10],213351,Nik and Kit Racing,[48],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1660262400,"[5, 33]",213342,Arcade Archives: Gun & Frontier,"[48, 130]",Missing,Gun  Frontier is a shooting game released by TAITO in 1990 Pilot the earths latest fighter plane Desperado against the space pirates Wild Lizard,Missing,nan,nan,nan,nan,nan,nan
1661040000,[31],213232,Drift Journey,"[48, 167]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1660003200,Missing,213231,Round Invaders Red,[48],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
