,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,185979,Homefront: The Revolution - Freedom Fighter Bundle,"[48, 49]",The Homefront The Revolution Freedom Fighter Bundle includes the base game and Expansion Pass entitling the holder to major single player expansions and valuable bonuses for your CoOp career,Missing,Missing,Missing,,,,,,
1,172574,LEGO Dimensions: Slimer Ghostbusters Fun Pack,"[9, 12, 41, 48, 49]",Slime your enemies with Slimer from Ghostbusters Construct this glutinous ghost and represent the Ghostbusters in a crazy mashup multiverse of your favorite characters Place Slimer on the Lego Toy Pad to bring him to life in the game Fire his hot dog and activate his Boomerang Sonar Smash Flying Dive Hazard Clean Illumination Mini Access and Hazard Protection abilities to solve puzzles and battle enemies When he needs backup call in the Slime Shooter and rebuild it into a Slime Exploder and Slime Streamer for upgraded ingame powers,"[9, 31]",Missing,Missing,,,,,,
2,168779,LEGO Marvel's Avengers: Spider-Man Character Pack,"[6, 9, 12, 14, 41, 48, 49]",Fan favourite SpiderMan content is swinging your way Peter Parker Miles Morales and more join the adventure complimentary to all who have purchased LEGO Marvels Avengers This pack features 6 playable characters including SpiderMan from the actionpacked theatrical blockbuster Marvels Captain America Civil War,[31],Missing,Missing,,,,,,
3,145088,Sangoku Hime 4: Tenka Ryouran Tenmei no Koi Emaki,"[6, 46, 48]",Sanoku Hime 4Tenka Ryouran Tenmei no Koi Emaki is a SLG combine with ADV game made by SystemSoft Alplha Sanoku Hime 4 set the story back to the era of The Three Kingdoms In this fantasy Kingdoms players will experience the new story developed from the Romance of the Three Kingdoms,"[13, 15, 16, 34]",Missing,Missing,,,,,,
4,137717,"LEGO Marvel's Avengers: All-New, All-Different Doctor Strange Pack","[6, 9, 12, 14, 41, 48, 49]",Based on the AllNew AllDifferent Doctor Strange comics this DLC adds a brandnew level and eight characters to your LEGO Marvels Avengers journey,"[9, 25, 31]",Missing,Missing,,,,,,
5,137699,LEGO Marvel's Avengers: Classic Black Panther Pack,"[6, 9, 12, 14, 41, 48, 49]",Based on the classic Black Panther comics this DLC adds a brandnew level nine characters and an additional vehicle to your LEGO Marvels Avengers journey,"[9, 25, 31]",Missing,Missing,,,,,,
6,137633,LEGO Marvel's Avengers: Marvel's Agents of S.H.I.E.L.D. Pack,"[6, 9, 12, 14, 41, 48, 49]",Based on season 2 of the Marvels Agents of SHIELD television series this DLC adds a brandnew level eleven characters and an additional vehicle to your LEGO Marvels Avengers journey,"[9, 25, 31]",Missing,Missing,,,,,,
7,136686,Uncharted 4: A Thief's End - Digital Deluxe Edition,[48],For those of you who prefer to own your games digitally youll also be able to download the Uncharted 4 Digital Deluxe Edition from PlayStation Store The Digital Deluxe version is available for preorder on the store now and heres a look at whats included   A digital copy of Uncharted 4 A Thiefs End  Uncharted 4 Triple Pack Includes future access to the firstever singleplayer story addon for the Uncharted series and two multiplayer packs that will unlock new rare and legendary multiplayer items  Instant unlock of two multiplayer customization items,"[8, 31]",Several years before the events of the first game Nate and Sam hunt for the treasure of pirate Henry Avery who plundered a fortune during the 1695 Gunsway heist Alongside Rafe the Drake brothers infiltrate a Panamanian jail to access the former cell of Averys first mate where Nate discovers a hollow St Dismas idol When the prison warden who aided them demands a cut Rafe impulsively kills him triggering a frantic escape Nate and Rafe successfully escape but Sam is shot by guards presumed dead  Fifteen years later following the events of the previous game Nate has retired with his wife Elena but misses the excitement of his old life He is visited by Sam who survived the gunshots and has spent the intervening time incarcerated He explains that he escaped with drug lord Hector Alcazar who demands that Sam find Averys treasure or be killed Nate agrees to help Sam lying to Elena that he has accepted a salvaging job in Malaysia which he had actually refused Aided by Sully the Drakes steal a duplicate Dismas idol from an illegal auction in Italy bringing them into conflict with South African mercenary boss Nadine Ross and her employer Rafe who is still searching for Averys treasure A map inside the idol leads the Drakes to St Dismas cathedral in the Scottish Highlands There they discover a hidden temple and a map highlighting Kings Bay in Madagascar,Missing,,,,,,
8,128473,The Elder Scrolls Online: Dark Brotherhood,"[6, 14, 48, 49]",Though at the height of their power the Dark Brotherhood faces a grave threat in the form of a mysterious blackarmored warrior capable of bringing down their best agents Venture forth for another exciting adventure in the Elder Scrolls Online as you carve a bloody swath across Tamriel in the name of the Dark Brotherhood,[12],Missing,Missing,9.25,9.87,12.5,56.0,7.0,7.0
9,106777,Touhou Sky Arena: Matsuri Climax,"[6, 48, 130]",Based on Japans popular game series Touhou Project Touhou Sky Arena a firedup 3D battle action game The characters abilities change to the playing song within the Firedup battle system Enjoy dramatic girl battles in the sky,"[4, 5, 32]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
