first_release_date,genres,id,name,platforms,rating,storyline,summary
825379200,"[12, 16, 31]",1561,Pokémon Red Version,"[33, 37]",84.82746612353071,The player character starts out in Pallet Town When the player character tries to leave the town without a Pokémon of their own they are stopped in the nick of time by Professor Oak who invites them to his lab There he gives them a Pokémon of their own and a Pokédex telling them about his dream to make a complete guide on every Pokémon in the world After the player character battles their rival and leaves the lab they are entitled to win every Gym Badge compete in the Pokémon League and fulfill Oaks dream by catching every Pokémon,Pokémon Red along with Pokémon Green are the first video games in the Pokémon series of games They are the first paired versions of Generation I Developed over the course of several years Red and Green established several standards for later Pokémon games and sequels They take place in the Kanto region with the player having to collect eight Gym Badges to become the Pokémon Champion while also completing the Pokédex by collecting all 151 Pokémon
825379200,"[12, 31]",8377,Pokémon Green Version,"[33, 37]",79.62466104815897,The player character starts out in Pallet Town When the player character tries to leave the town without a Pokémon of their own they are stopped in the nick of time by Professor Oak who invites them to his lab There he gives them a Pokémon of their own and a Pokédex telling them about his dream to make a complete guide on every Pokémon in the world After the player character battles their rival and leaves the lab they are entitled to win every Gym Badge compete in the Pokémon League and fulfill Oaks dream by catching every Pokémon,Pokémon Green along with Pokémon Red are the first video games in the Pokémon series of games They are the first paired versions of Generation I Developed over the course of several years Red and Green established several standards for later Pokémon games and sequels They take place in the Kanto region with the player having to collect eight Gym Badges to become the Pokémon Champion while also completing the Pokédex by collecting all 151 Pokémon
