first_release_date,genres,id,name,platforms,summary,storyline,rating
931305600,[5],262016,Quake II,[4],This version of Quake II differs from the other releases by replacing most of the levels with new ones Some of the levels have familiar themes or even recreate the original ones closely however new stages are dominant tending to be significantly shorter than those of the PC version This release also features additional graphical effects such as lighting during gunfire Multiplayer for up to four participants is included,Missing,Missing
933206400,[14],185993,Jikkyou J.League 1999: Perfect Striker 2,[4],This is the original Japanese version of the game which would be localized internationally as International Superstar Soccer 2000,Missing,Missing
932083200,"[12, 14]",20516,Legend of the River King 2,"[22, 37]",The second game in the River King Franchise for the Game Boy Color A fishing role playing game where you travel the world to catch up to 60 kinds of fish shellfish plats and insects But beware of local wildlife attacking you for your catch  Legend of the River King 2 is a massive roleplaying adventure that features all manner of angling from fresh water flyfishing to deep sea trolling A new trade mode allows you to trade your fish for produce with farmers in Harvest Moon GBC2,The story begins with a sprite named Yuki who had control over the Heaven Jewel Unfortunatly by some twist of fate the Heaven Stone somehow split into two pieces One piece was taken by the Mountain God and the other piece was taken by the Sea God Yuki asks for your help in retrieving the two pieces so that she can put the Heaven Jewel back together The Mountain God transformed into the River King and the Sea God transformed into the Sea King Its your job to go out into the world and fish up the two kings,Missing
933379200,[14],3537,Madden NFL 2000,"[4, 6, 7, 14, 22]",Madden NFL 2000 is a football video game The Green Bay Packers had the best team overall in the game with a score of 94 The worst team in the game was the Cleveland Browns with a score of 68 The best offense in the game belongs to the Denver Broncos with a score of 97 The best defense in the game belongs to the Miami Dolphins with a score of 96 The best special teams in the game belongs to both the Buffalo Bills and Atlanta Falcons with a score of 97,Missing,Missing
933292800,[13],3469,Densha de GO! 64,[4],Nintendo 64 version of Densha de Go 2 Kousokuhen was released as Densha de Go 64 This expanded on the Toukaidou Main Line section and added both a new Beginner mode and Voice Recognition Unit compatibility,Missing,Missing
933379200,[9],3339,The New Tetris,[4],There are several key differences in gameplay from the original Tetris First in addition to clearing lines one can also form 4x4 large squares of four pieces to form blocks When a block is created it turns solid gold or silver depending on the makeup of the block Blocks can only be constructed from whole pieces if any part of a piece has been cleared then it cannot be used to form a block When a line that has pieces from a block is cleared it earns more points,Missing,Missing
931910400,"[11, 12, 15, 31]",3568,Ogre Battle 64: Person of Lordly Caliber,"[4, 5, 41]",Ogre Battle 64 Person of Lordly Caliber is a tactical RPG for the Nintendo 64  Featuring a gripping storyline with multiple possible endings and a genredefining character class system this strategic epic has rightly retained its place in the hearts of tactical RPG fans for over a decade  The game tells the story of Magnus Gallant a recently graduated officer of the Palatinean Army who is assigned to the troubled southern region of his native land There he witnesses the plight of the lower classes  the victims of a tyrannical ruling elite whose only thought is for the preservation of their own lofty status With civil war brewing Magnus is faced with a terrible choice to betray his own noble origins in the name of liberty or turn a blind eye to the evils of his rotten society,Missing,95.40737419179911
933379200,"[10, 14, 33]",3585,Re-Volt,"[3, 4, 6, 7, 23, 34, 39]",ReVolt is an RC car racing game from Acclaim originally released in 1999 ReVolt features great gameplay realistic physics that still hold up to this day and bright and colorful visuals Its a game aimed at people who just want to play a funky arcade racing game as well as for people who seek a more competitive challenge Its meant for all ages and occasions Play for yourself or in the local network with friends or even online,Missing,78.1354187319832
932601600,[4],15430,The King of Fighters '99: Millennium Battle,"[5, 7, 52, 79, 80, 130, 136]",Two years have passed since the last King of Fighters tournament and nobody has seen Kyo Kusanagi or Iori Yagami since they defeated Orochi at the climax of the 1997 tournament but out of the blue new invitations are sent out to many characters inviting them to a brand new tournament though this competition is more of a secretive affair than the ones in 96 and 97 Unlike in previous games of the series there are four characters per team instead of three with the fourth serving as a Striker a fighter whose function is only to enter a match attack the opponent and leave without replacing their teammates In total there are seven teams each containing four characters four Team Edit characters and a boss,Missing,76.99893941064433
930873600,"[10, 13]",3488,F-1 World Grand Prix II,"[4, 23]",F1 WGP 2 pretty much sports the same features as the first game The game has 4 modes of play the championship season mode the exhibition race time trials and the challenge mode R and Z are used to shift gears the analog stick is used to steer the car A is the accelerator and B is the brake The Cbuttons allow for camera changes and backmirror views Its pretty much the same setup and how these work are pretty much unchanged from the first game to the second,Missing,70.05999780315702
933379200,[10],422,LEGO Racers,"[4, 6, 7]",Lego Racers is set in the fictional Legoland universe the game depicts Rocket Racer the greatest racing champion in Legoland After becoming bored from beating everyone at racing he decides to create a racing contest and finds the best racers in the history of Legoland using a dimensional warp machine created by his friend Veronica Voltage a genius scientist and mechanic The player takes on the hosts and coracers in an attempt to beat Rocket Racer and become the Greatest Lego Racer of All Time,Missing,65.583669106857
