first_release_date,genres,id,name,platforms,summary,rating,storyline
728265600,[10],48125,Formula 1 Sensation,"[18, 99]",Formula 1 Sensation is an arcadestyle racing game for the NES Race against up to eleven other rivals in either a single race or the grand prix Each race unfolds at blistering speeds on tracks influenced by the 1992 Formula One season Players have access to a wide assortment of customizations to optimize their vehicles,Missing,Missing
727660800,[8],15845,Kendo Rage,"[19, 58]",Join Jo on the worlds weirdest summer vacation Jo is into Kendo Japanese fencing so her parents sent her to Japan to study under Osaki sensei Osaki is the greatest sword master of all time but he looks like a green haired cyberpunk Just to crank up the strangeness Osaki gives you a talisman that transforms you into a seventies super hero Youve never seen action this crazy or fun Kendo Rage is the rage,Missing,Missing
726451200,"[25, 33]",82019,Alien vs. Predator,"[19, 52, 58]",Based on the Alien versus Predator comic book series During the 25th century mankind has colonized many planets On one of these New Shanghai strange creatures have been discovered These aliens cause much havoc New Shanghai initiates a distress call to other planets in the galaxy A cloaked ship belonging to hunting creatures known as predators intercepts the message The predators on board decide that these strange alien creatures might make worthy trophies for the collection The player takes the role of one of the predators,55.93373784970565,The game is set on the planet Vega 4 in the city of New Shanghai A work crew performing underground construction discovers a colony of Aliens which attack them and then quickly moved to the surface The city is quickly overcome by the Aliens but the citizens send out a distress signal to Earth which is also received by a passing Predator ship The Predators decide to hunt the Aliens on Vega 4 seeing them as challenging prey  The player battles through six stages fighting various types of Aliens and bosses Many of the boss enemies are Aliens which have gestated in different types of animals and thus demonstrate characteristics of those animals These include an aquatic Alien that emerges from a dolphin a primatelike Alien gestated in an ape a winged Alien gestated in a bat and a snakelike Alien After battling the Aliens on Vega 4 the player Predator travels to the Orion Nebula for the final stage and battles the Alien queen
