first_release_date,id,name,platforms,summary,genres,rating,storyline
884044800,79669,Robotron 64,[4],A Nintendo 64 port of Robotron X an update of the arcade classic Robotron 2084 that was released on PS1 and PC a month earlier,Missing,Missing,Missing
885340800,880,Resident Evil 2,"[4, 6, 7, 9, 21, 23, 38, 46]",Resident Evil 2 is a sequel to the first Resident Evil title Like the previous game in the series Resident Evil 2 is a 3D actionadventure using threedimensional polygon characters over twodimensional prerendered backgrounds with the action viewed through a variety of cinematic fixed camera angles in each room Players can choose to play as one of two possible characters each goes through the same initial scenario but with differences in the type of weaponry they find and the people they meet along the way,"[5, 31]",83.7055233403452,The game is set on September 29 1998 Zombies have infested Raccoon City A biological weapon known as the TVirus was released into the sewer system Rats then spread the virus to the citys population Two people make their way to Raccoon City Leon S Kennedy a rookie police officer on his first day on the job and Claire Redfield a college student looking for her brother Leon and Claire quickly find themselves fighting for their lives against hordes of creatures in their search for survival
885772800,3496,Fighters Destiny,[4],You can choose from more than 10 characters and enter the ring in the ultimate handtohand competition Rather than using a twooutofthree format you must score seven points in order to win a match Knocking down your opponent forcing him out of the ring or throwing him to the ground score anywhere from one to four points Try to beat all of the other fighters in the Master Challenge where a victory results in you learning their fighting skills If you face the Joker you must beat him or you will lose the skills you have gained See how many opponents you can beat before giving up seven points in the Survival mode or try to see how long you can stay in the ring with a fighting cow in the Rodeo mode Keep your butt off the ground to win at FIGHTERS DESTINY,[4],70.20489763504199,Missing
