first_release_date,genres,id,name,platforms,summary,rating,storyline
1411084800,"[12, 13, 31]",225737,Fantasy Life: Origin Island,[37],The Origin Island Expansion Pack includes the following new content  A new island to explore and new quests  Additional elements for avatar customization  Recustomization of avatar  New ranks and new crafts  Additional pets  New holiday homes  New decor and other additional items,Missing,Missing
1411603200,[8],132836,Super Mario 64 Chaos Edition,[4],Super Mario 64 Chaos Edition is a romhack made by Kaze Emanuar in 2014 and contains 130 stars This hack doesnt change anything in any of the games level But this utilizes a Special Gecko Mod or Gamesharks which allow it to automatically activate and deactivate random codes at random times This hack is made to challenge players to play through Mario 64 while the random codes either impedes or helps with any progress through the game,Missing,Missing
1411344000,"[13, 14]",99945,FIFA 15: Legacy Edition,[37],FIFA 15 Legacy Edition on Nintendo 3DS delivers unmatched authenticity that reflects the current football season with updated kits and rosters and over 30 officially licensed leagues 50 realworld tournaments 500 authentic clubs and 12500 players but no updates to gameplay or game modes,Missing,Missing
1409788800,"[31, 33]",99564,Arcade Archives: Solomon's Key,"[48, 130]",Arcade Archives Solomons Key is a port of the action game Solomons Key Players make full use of the magic of the main character Dana to collect items in various stages and get the book called Solomons key Unusual for a game in its time an arcade and consumer version were both developed at the same time,Missing,Missing
1410825600,[7],89894,Theatrhythm Final Fantasy: Curtain Call - Limited Edition,[37],A limited edition of Theatrhythm Final Fantasy Curtain Call that includes a music CD,Missing,Missing
1410998400,"[13, 14, 33]",85556,Darts Up,"[41, 130, 167]",Darts Up is a fun game of darts in which you will have complete control over aiming thanks to the motion sensor You can play with your friends and family up to a maximum of 4 Players,Missing,Missing
1410998400,[13],85181,Horse Vet 3D,[37],Experience the daily life of a veterinarian  specialized in horses,Missing,Missing
1410998400,"[9, 15]",84857,Secret Empires of the Ancient World,[37],Search for secrets among the ruins of great ancient civilizations,Missing,Missing
1411603200,"[9, 31]",84756,Angry Bunnies: Colossal Carrot Crusade,"[41, 130]",Angry Bunnies Colossal Carrot Crusade is challenging physicsbased demolition with addictive gameplay,Missing,Missing
1409788800,"[4, 31]",84559,Gaist Crusher God,[37],Gaist Crusher God is an action video game developed by Treasure and published by Capcom an adaptation of the animemanga,Missing,Missing
