first_release_date,id,name,platforms,genres,summary,storyline,rating
1567036800,146685,Pinball Breaker 4,[37],[33],Pinball Breaker 4 is a breakout game which combines the game mechanics of a traditional breakout game and a flipper game Play through 15 exciting levels as you aim for a high score,Missing,Missing
1567036800,144912,Two Point Hospital: Close Encounters,"[3, 6, 14, 130]","[13, 32]",Down in the town of Goldpan rumours persist of an out of this world encounter A fireball witnessed streaking above the sandy climes of Two Point Countys Eastern reaches is chief suspect after a range of unusual illnesses have caused strife commotion and general unrest amongst the inhabitants of this oftforgotten town  As an allround medical supremo with a knack for tackling the unreal your administration has operational access to some key locations in the area including some areas the public really dont need to know about The Two Point Squabbler the Countys finest journalistic institution wants to know whats going on and youre their ticket in,Missing,Missing
1566432000,136974,Katakoi Contrast: Collection of Branch,[130],[34],Part of triAngle PROJECT a collaboration project between Otomate and Frontier Works Katakoi Contrast Collection of Branch theme is school x pure love x triangle love,School life story centering on a bittersweet romance of a love triangle relationship,Missing
1566345600,135214,Super Mario 64 Peach's Memory,[4],[8],Super Mario 64 Peachs Memory is a ROM hack of Super Mario 64 developed by Daniel EDC It has 60 new Power Stars to collect in all new stages,Missing,Missing
1565654400,133895,Carnage: Battle Arena,"[34, 39, 130]","[4, 10, 14]",Strap yourself in and enter the arena Carnage is a highoctane car combat game with a multitude of game modes Choose the way you want to create chaos,Missing,Missing
1566259200,133274,Mortal Kombat 11: Nightwolf,"[6, 48, 49, 130, 169, 170, 203]",[4],Every generation the Great Spirit chooses a worthy warrior to become Nightwolf the Matokas champion and protector Grey Cloud proved worthy when he laid down his life to prevent the Black Dragon from plundering what remained of his tribes sacred artifacts As Nightwolf Grey Cloud possesses extraordinary magic granted by the Great Spirit He uses it not only to fight for the Matokas future but also to defend all of Earthrealm  Mortal Kombat 11 Kombat Pack owners had a week of early access to this DLC,Missing,Missing
1564790400,130090,Super Luigi Land,[19],[8],Super Luigi Land choconilla hack starring the perpetual Player 2 LUIGI In this hack Luigi can do some things here that Mario couldnt in SMW like jump higher walljump and collect coins with kicked objects,Missing,Missing
1567036800,127938,Aikagi: Kimi to Issho ni Pack,"[48, 130]","[31, 34]",Aikagi Kimi to Issho ni Pack is the console ports of Aikagi and Aikagi After Days in one game with all erotic scenes removed,Missing,Missing
1564704000,124065,Swallow Up,[130],Missing,Swallow up is a relaxing hyper casual game Just clear the board No fancy user interface no music but a simple game sound that makes you idle relaxing Enjoy the massive objects falling scene Not only can use control stick to enjoy all levels but also can control the ball by touching screen at the same time,Missing,Missing
1565827200,124056,Squarcat,[37],"[9, 31]",High in the sky mysterious lands hover There lives a Squarecat and adventure begin here Your task is to reach the finish line by solving different puzzles  The game is expanded on two screens Cute simple graphics The game has a soothing atmosphere,Missing,Missing
1567036800,124023,Little Racer,[130],"[10, 14, 33]",Little Racer is a dynamic racing game and a great adventure harking back to your childhood Enjoy various tracks avoid obstacles and speed for the win Take the wheel choose a kart and start the wild ride,Missing,Missing
1567036800,124022,Hopping girl Kohane Jumping Kingdom: Princess of the Black Rabbit,[130],"[9, 14, 33]",his game is an action puzzle game that the player operates Kohane who rides pogostick to aim for a goal,Missing,Missing
