first_release_date,genres,id,name,platforms,summary,rating
1075852800,"[5, 31]",5719,Alias,"[6, 8, 11, 21]",Alias is a thirdperson action adventure containing a unique blend of action and stealth that puts you under fire and under pressure Whether youre up against the clock or being hunted by the enemy fighting against the odds or fleeing for your life the action is relentless Utilize your incredible spyware deadly moves and array of disguises to complete the most dangerous covert missions across the globe All the heartstopping action and tension of the TV series is now under your control,Missing
1076457600,"[5, 14, 31]",1644,James Bond 007: Everything or Nothing,"[6, 8, 11, 21, 48]",Returning as James Bond is Pierce Brosnan who will lend his cyberscanned likeness and voice to the character The rest of the cast will include new Bond girls Shannon Elizabeth and Heidi Klum as well as old and new Bond villains The original script will take players through exciting locales in four continents including the Valley of the Kings in Egypt and the French Quarter in New Orleans,76.62463299027002
1077062400,"[8, 31]",4070,Pitfall: The Lost Expedition,"[6, 8, 11, 21, 24]",Twentytwo years after making his groundbreaking debut on the Atari 2600 Activisions Pitfall Harry returns for more jungleexploring action The intrepid adventurer is brought to life for more than 50 perilous levels set in such exotic South American locales as rainforests glaciers mines and ancient ruins As in the original players must utilize Harrys athletic prowess to swing from vines run from rolling logs hop over treacherous pits avoid snapping crocodiles and more while trying to survive the hostile environment  His objectives To retrieve lost artifacts before they fall into the hands of his rival and to save those in danger Pitfall Harry will eventually encounter situations that even he cant conquer with a welltimed jump or two so players can pull items stored in his knapsack to assist him Like the characters single foray on the original PlayStation this game is designed to make players smile while exploring the mysterious lands before them Although Pitfall 3D made use of Bruce Campbells voice for its comic effect Pitfall Harry attempts to use its visuals to elicit grins with the protagonist drawn as a caricature with a large head balanced atop a slender body  As the story begins Harry is a member of a treasurehunting expedition whose plane goes down in the forest The other survivors are scattered throughout the game an older wiser adventurer who was on the plane  and who becomes incapacitated during the accident  urges Harry to embark on a quest to save them while battling a rival ecounfriendly group of treasure hunters for the relics of the jungle so they can be returned to their rightful owners He hands Harry the Heros Handbook and Harrys off to adventure The Heros Handbooks pages are scattered throughout the levels just like the crash survivors are Find new pages and Harry will learn new moves,65.77008195889196
1077667200,"[5, 31]",5736,Bad Boys: Miami Takedown,"[6, 8, 11, 21]",Mike Lowrey and Marcus Burnett of the Tactical Narcotics Team are back to fight crime in Bad Boys II Based on the movie Bad Boys II follows this unlikely duo as they try to stop illegal drug trade in Miami Through 15 actionpacked stages youll play as either Mike or Marcus in first or thirdperson viewpoints Search for clues wield a variety of weapons and tear through fully destructible environments to complete a variety of mission objectives,50.13883158452229
1076025600,[14],3921,Freestyle Street Soccer,"[6, 8, 11, 21]",Urban Freestyle Soccer provides the players with hours of twisted unrealistic freestyle footballsoccer The players pick their teams depending on whether theyre playing against the AI or another player and play exciting and adrenaline rush filled matches,32.0
