first_release_date,id,name,platforms,summary,genres,storyline,rating
1660608000,272437,Being Home Alone With You is Worse Than Death,[130],Includes three games  Home Postmortem Edition Alone With You and Worse Than Death   Home Postmortem Edition  The complete original indie horror classic rebuilt for Nintendo Switch  Alone With You  Experience more than a dozen missions including lush agroponic installations vast research labs and the eerilyquiet cabins of your former colleagues  Worse Than Death  Actionadventure gameplay that sees you crawling under objects vaulting over obstacles and racing for the nearest hiding spot to stay safe,Missing,Missing,Missing
1659916800,270362,Castlevania: Dawn of Shovel,[20],Missing,"[8, 31]",Missing,Missing
1660262400,268709,Star Revenge 4.9: Adulterated Reality,[4],Missing,[8],Missing,Missing
1661558400,267622,Sure Shot featuring Sonic the Hedgehog: Deluxe Edition,[19],Missing,[8],Missing,Missing
1661817600,255373,Super Metroid CRE 2,[19],Samus ends up once again in a world made purely out of the CRE tileset Prepare once again for janky art and have fun  The second installment of the CRE series,[31],Missing,Missing
1660089600,252379,Monster Hunter Rise: Title Update 1,[130],A hunters work is never done New threats emerge and your investigations into the Anomaly take a step forward in free Title Update 1,[31],Missing,Missing
1659916800,243681,Fall Guys: Crow Pack,"[6, 48, 49, 130, 167, 169]",Thisll give you something to crow about  Bundle Includes Crow Costume Upper and Lower 600 x ShowBucks,[8],Missing,Missing
1661385600,241971,Tetsudou Nippon! Rosen Tabi: Akechi Tetsudou-hen,[130],A train simulation game from Sonic Powereds Japanese Rail Sim series  In this entry you can drive through a 251 km trip from Ena Station to Akechi Station on Akechi Railways Akechi Line Pointing and calling actions in Narikiri driving mode and a slowdown brake used on downhills have been implemented here  This game supports Zuikis Densha de GO onehandle controller for the Nintendo Switch,[13],Missing,Missing
1661817600,238328,Dusk Diver 2: Digital Deluxe Edition,[130],Missing,Missing,Missing,Missing
1660608000,237893,Asphalt 9: Legends - Turbo Summer Racing Pack,[130],Missing,Missing,Missing,Missing
1659571200,231441,Mario Kart 8 Deluxe: Booster Course Pass - Wave 2,[130],Missing,[10],Missing,Missing
1660694400,228681,Boyfriend Dungeon: Secret Weapons,"[6, 49, 130]",The Secret Weapons DLC comes with a brandnew dunj three new weaponsslashlove interests and more,"[25, 32, 34]",Missing,Missing
1660780800,226338,Scar of the Doll: A Psycho-Horror Story about the Mystery of an Older Sister,"[6, 130]",Scar of the Doll is an original psychosuspense Visual Novel produced by ChildDream in 1998 when became an exceptional hit With its psychologically compelling horror elements and highly dramatic scenario the game became a hot topic of discussion including a feature in a mystery magazine becoming a pioneer in the indie adventure genre  This 2022 remake completely overhauls the original games visuals New content for the second half of the story has been added In addition a zapping scenario from different subcharacters points of view has been introduced,"[31, 32, 34]",Contact with her big sister who is studying at a graduate school in Tokyo has been cut off altogether Becoming worried about her big sister Asumi Kamijo the younger sister of the two decides to go to Tokyo to ascertain her safety  However as she arrives there are no traces left of her big sister not in her apartment and not in her laboratory Asumi is at a loss  What in the world happened to her sister Asumi is determined to track down her big sister though she has no way of knowing what impending horrors will await her,Missing
1661385600,223786,Hot Wheels Unleashed: Fun Pack,[130],This DLC includes 3 vehicles  BMW M3 GT2  Invader  Rivited,[10],Missing,Missing
1661299200,223585,Hatsune Miku: Project Diva - Mega Mix Song Pack 12,[130],Hatsune Miku Project DIVA Mega Mix Song Pack 12 includes   Out of Eden  Innocence  slump  Absolunote  Meiteki Cybernetics  Disruptive Diva  ZiggZagg  Sayonara Goodbye  Equation  Here Comes Karakasasan,Missing,Missing,Missing
1661299200,223584,Hatsune Miku: Project Diva - Mega Mix Song Pack 13,[130],Hatsune Miku Project DIVA Mega Mix Song Pack 13 includes   To the End of Infinity  Requiem for the Phantasma  OhaYodel  That One Second in Slow Motion  Gothic and Loneliness Im the very DIVA  Howd It Get To Be Like This  Nightmare  Party Night  OneSided Love Samba  Iya Iya Seijin  The Star Maker,Missing,Missing,Missing
1661299200,223583,Hatsune Miku: Project Diva - Mega Mix Song Pack 14,[130],Hatsune Miku Project DIVA Mega Mix Song Pack 14 includes   Far Away  Song of Life  moon  Francisca  Butterfly on Your Right Shoulder 39s Giving Day Edition  Wolf Girl  breakdown  Hanamai Tsukuyomi Tan  Mellow Yellow  Updating My Love List,Missing,Missing,Missing
1661299200,223582,Hatsune Miku: Project Diva - Mega Mix Song Pack 15,[130],Hatsune Miku Project DIVA Mega Mix Song Pack 15 includes   Jaded  Dear cocoa girls  Transparent Watercolors  Time Limit  Solitudes End  Now Choose  Master of Puppets  Symphonic Dive  Diva FT edit   Jugemu Sequencer  Step Forward  So Much Loving You Diva Edit,Missing,Missing,Missing
1661299200,223581,Hatsune Miku: Project Diva - Mega Mix Song Pack 16,[130],Hatsune Miku Project DIVA Mega Mix Song Pack 16 includes   Dreaming Leaf  Song of Eternity DIVAMIX  Holy Star 2010 DIVA mix  Rain With A Chance of SweetDrops  Pane dhiria  maigo life  Soiyassa  Beware of the Miku Miku Germs  Perico Space Shipper  Dance of Many,Missing,Missing,Missing
1661299200,223580,Hatsune Miku: Project Diva - Mega Mix Song Pack 17,[130],Hatsune Miku Project DIVA Mega Mix Song Pack 17 includes   melody  The Two of Us  Futaride  Pink Moon  Magical Sound Shower  Betty The Liar  Idol Radio Game Edit  StarliteLydian  Loves note  Gizmo  Kagamine HachiHachi Flower Fight,Missing,Missing,Missing
1661299200,223579,Hatsune Miku: Project Diva - Mega Mix Song Pack 18,[130],Hatsune Miku Project DIVA Mega Mix Song Pack 18 includes   Senbonzakura  Knight of Light  High School Days  Diva Edit  Kimi Ni  Let Me Lose Myself in The Black Note  I Really Do Understand  Lucid Dreaming  A Song of Wastelands Forests and Magic  Velvet Arabesque  Travel to The Other Side of The Moon  Iroha Uta,Missing,Missing,Missing
1660003200,223578,Monster Hunter Rise: DLC Pack 6,[130],This additional content includes   Summer Hat Hunter layered armor piece  Summer Top Hunter layered armor piece  Summer Bracelets Hunter layered armor piece  Summer Belt Hunter layered armor piece  Summer Pants Hunter layered armor piece  Fiorayne Hunter layered armor set  Utsushi Hunter layered armor set  F Summer Palico layered armor set  C Summer Palamute layered armor set  For the Fans gesture set  Trumpet Pose Set  Malzeno Menace face paint  Single Stroke Cheek face paint  Spiribird Edge hairstyle  Fiorayne Short hairstyle  Hunter Voice Fiorayne  Hunter Voice Galleus  Monster  Title Music Piano Version BGM  Monster Hunter Series Bases Pt 2 BGM  Special Stickers 10 sticker set,Missing,Missing,Missing
1660003200,223577,"Little Noah: Scion of Paradise - Avatar, Lilliput, and Accessory Pack",[130],The contents of the Little Noah Scion of Paradise DLC 1 Avatar Lilliput and Accessory Pack are as follows  Avatars Talk to the Champion on the airship with the Avatars speech bubble over her head to change to one of these new avatars 1 Gourmet Guild Princess Noah 2 White Mage Noah  Lilliputs These Lilliputs appear at random in the ruins Enlist their aid and expand your repertoire 1 Halvor 2 Pirate King Kidd 3 Goddess Amelie  Accessories These accessories appear at random in the ruins 1 Conflagrant Regalia 2 Crystalline Regalia 3 Fulminous Regalia 4 Master Merchants Turban 5 Trusty Piggy Bank,Missing,Missing,Missing
1661299200,223540,Cult of the Lamb: Cultist Pack,[130],Be the envy of every cult with this exclusive Cultist Pack that includes a sevenpiece decoration pack for your charming commune as well as five exclusive Follower forms,"[15, 31, 32]",Missing,Missing
