first_release_date,genres,id,name,platforms,storyline,summary,rating
1564444800,"[13, 15, 32]",265911,Five Nights at Freddy's,"[34, 39, 48, 49, 130]",Freddy Fazbears Pizza was once a popular restaurant for adults and children alike However due to a number of incidents including the kidnapping and implied murder of five children by a man wearing an empty animatronic suit sanctions by the Health Department over the numerous reports of dirtiness and The Bite of 87 the pizzeria has fallen on hard times Freddy Fazbears Pizza is set to close by the end of the year as potential buyers do not want to be associated with the tainted reputation of the company  The four mascots  Freddy Fazbear Bonnie the Bunny Chica the Chicken and Foxy the Pirate had a particularly foul odor and what appeared to be blood and mucus around their eyes and mouths which concerned parents had interpreted as reanimated carcasses,Welcome to your new summer job at Freddy Fazbears Pizza where kids and parents alike come for entertainment and food as far as the eye can see The main attraction is Freddy Fazbear of course and his two friends They are animatronic robots programmed to please the crowds The robots behavior has become somewhat unpredictable at night however and it was much cheaper to hire you as a security guard than to find a repairman  From your small office you must watch the security cameras carefully You have a very limited amount of electricity that youre allowed to use per night corporate budget cuts you know That means when you run out of power for the night no more security doors and no more lights If something isnt right namely if Freddy bear or his friends arent in their proper places you must find them on the monitors and protect yourself if needed  Can you survive five nights at Freddys,Missing
1562544000,[8],260820,Luigi's Misadventures 3: Recipe for a Disaster,[19],The Delightful Children from Down the Lane The antagonists from the cartoon Kids Next Door kidnapped the Princess Peach and forced her to bake a delicious cake for their birthday and not sharing the cake for anyone Its time to Luigi rescues her and save the world,The full hack of Luigis Misadventures 3 is here with 108 exits,Missing
1564531200,[8],259927,Star Revenge 8: Scepter of Hope,[4],Missing,A 121star romhack of Super Mario 64 and the last in the Star Revenge series of hacks,Missing
1563408000,[34],240522,Tlicolity Eyes: Twinkle Showtime,[130],Missing,Nintendo Switch port of the Tlicolity Eyes games  Tlicolity Eyes is a part of triAngle PROJECT a collaboration project between Otomate and Frontier Works Each series will have 3 games released in span of 9 months for Windows under the same concept one heroine two heroes and triangle love  Tlicolity Eyes theme is entertainment industry x love comedy x triangle love,Missing
1562630400,Missing,238176,Super Neptunia RPG: Party Member - If,[130],Missing,Missing,Missing
1562630400,Missing,238175,Super Neptunia RPG: Party Member - Compa,[130],Missing,Missing,Missing
1562630400,Missing,238174,Super Neptunia RPG: Party Member - Artisan,[130],Missing,Missing,Missing
1564358400,Missing,238050,Atelier Lulua: The Scion of Arland - Additional Character: Totori,[130],Missing,Missing,Missing
1564358400,Missing,238049,Atelier Lulua: The Scion of Arland - Additional Character: Meruru,[130],Missing,Missing,Missing
1564444800,"[8, 31, 33]",237906,The Messenger: Picnic Panic Bundle,[130],Missing,Missing,Missing
1563235200,Missing,237857,Let's Sing 2019: Platinum Edition,[130],Missing,Missing,Missing
1564531200,[5],230111,Splatoon 2: Version 5.0.0,[130],Missing,Version 500 is an update for Splatoon 2 that was released on 31 July 2019 at 0800 UTC It is the last update to add new content  Changes  Major content update Added Turf War Splatfest mode to Private Battles Added the Splatfest Tee Replica Balance adjustments for weapons Adjustments and bug fixes,Missing
1563408000,"[12, 32]",227624,Touhou Genso Wanderer: Lotus Labyrinth - Miko Rabbit-chan 1-gou,"[48, 130]",One day while picking up tools at Muenzuka Morichika Rinnosuke discovers a strange machine that must have drifted in from the outside world It was a machine called WRS which was used to generate and experience games set in the cyber world,Adds the player  partner character Miko Rabbitchan 1gou to Touhou Genso Wanderer Lotus Labyrinth,Missing
1563408000,"[12, 31, 32]",227622,Touhou Genso Wanderer: Lotus Labyrinth - Reimu Hakurei Blue,"[48, 130]",One day while picking up tools at Muenzuka Morichika Rinnosuke discovers a strange machine that must have drifted in from the outside world It was a machine called WRS which was used to generate and experience games set in the cyber world,Adds the player  partner character Reimu Hakurei Blue to Touhou Genso Wanderer Lotus Labyrinth,Missing
1563494400,"[13, 32]",224268,Farm Together: Laurel Pack,[130],Missing,Plenty of Romanthemed content for Farm Together such as new outfits decorations and farm items to plant and harvest,Missing
1563494400,"[13, 32]",224261,Farm Together: Sugarcane Pack,[130],Missing,Plenty of Pirate themed content for Farm Together such as new outfits decorations and farm items to plant and harvest,Missing
1563580800,"[12, 31]",219085,Zelda III: Hyrule Explorer,[19],Missing,As everyone knows ALttP enforces a very linear order of the dungeons at least until youve played a large part of the game This minimizes the exploration aspect to a large extend The goal of this hack is to remove the linearity as much as possible without changing anything substantial In fact the author very much aimed at the changes being completely unnoticeable if not invisible  Obviously it would not make sense to allow access to everything at any time There are a few necessary sync points for the story Link needs all pendants to get the Master Sword to fight Aghanim to transfer to the Dark World Link needs all crystals to access Ganons tower Etc Thus the goal is to allow an as arbitrary as possible order for getting the crystals and pendants respectively,Missing
1564099200,[5],218185,Final Doom,"[6, 48, 49, 130]",Missing,The version of Final Doom found in the DLC section of the Doom Unity remasters  Far from earth the UAC recommenced their experiments on on of the moons of Jupiter A spaceship mistaken for a supply vexxel on radar hovered above the base Hideous demons poured out blanketing the base with death All your comrades were quickly slaughtered or zombified This time its not about survival Its about revenge,Missing
1564099200,[5],218171,Master Levels For Doom II,"[6, 39, 48, 49, 130]",Missing,The version of Master Levels For Doom II found as a part of the Unity remaster of Doom II,Missing
1563494400,[8],214421,Underground Adventure,[18],Follow Harry  Jacks adventures in mysterious caves Collect all the gems to complete the levels Escape from monsters and complete all levels to reach the final exit,Underground Adventure is a NES prototype game a classic arcadeish game 1 screen levels gems to collect in a certain amount of time monsters to avoid or shoot if you collect the right item and a 2 player coop mode  It was created for the NESmaker ByteOff Competition 2019,Missing
1563408000,"[12, 31, 32]",212591,Touhou Genso Wanderer: Lotus Labyrinth - Lotus Friends,"[48, 130]",Lead tons of your favorite Touhou characters at once and conquer the impregnable Lotus Labyrinth,Venture into dungeons with a huge party of your favorite Touhou characters This is a dungeoncrawler RPG with an absurdly large party size The dungeoncrawler RPG Genso Wanderer is now a game with an Oversized Party System that pushes the envelope of the roguelike genre Now you can bring dozens of partners with you on your dungeon crawls,Missing
1562371200,[31],184397,Project Restoration,[37],Missing,Project Restoration is a The Legend of Zelda Majoras Mask 3D mod which brings back mechanics from the original Nintendo 64 game that were changed in the remake and also fixes bugs and adds new qualityoflife improvements,Missing
1564531200,[31],170873,Portal Knights: Portal Pioneer Pack,[130],Missing,Leave the familiar world behind and step into the fantastic unknown with Portal Knights Play with your friends in this actionpacked crafting adventure across 3D sandbox worlds Craft your adventure Forge your hero Become the ultimate Portal Knight,Missing
1564531200,[31],170872,"Portal Knights: Elves, Rogues, and Rifts",[130],Missing,Travel to the mysterious moon Faynore and discover both a new class of Portal Knight  the rapscallion Rogues  AND a new playable race of Elves Corrupt forces from the Hollow Dimension plot Faynores demise through treacherous roguelite Rifts  and an Elvish house divided could help them cause another Fracture,Missing
1562803200,[31],168742,Dragon Ball: Xenoverse 2 - Ultra Pack 1,"[49, 130]",Missing,Play as Ribrianne from Universe 2 and new Saiyan Prince forms with Ultra Pack 1,Missing
1562803200,[31],164822,Dragon Ball: Xenoverse 2 - Ultra Pack Set,"[49, 130]",Missing,Extend your experience with DRAGON BALL XENOVERSE 2  Ultra Pack Set and get access to all content of Ultra Pack 1 and Ultra Pack 2,Missing
1562544000,"[8, 9]",162717,Mario's Keep,[18],Missing,Marios Keep is a ROM hackmod of Super Mario Bros NES The game is a puzzlemaze in which the player needs to find the floors and save the princess,Missing
1562803200,[12],155036,Bloodstained: Ritual of the Night - IGA's Back Pack,[130],Missing,Koji Igarashi is back Did you miss out on the original Kickstarter campaign that made Bloodstained possible Fear not with Igas Back Pack you will receive access to the powerful and fan favorite Swordwhip weapon as well as an epic encounter against a super powerful bossKoji Igarashi himself,Missing
1562112000,"[9, 33]",154870,Brain Breaker,"[48, 130]",Missing,Are you ready to break your brain While the kids are having fun with Easy mode master players can use different regions in your brain in insane mode Choose from hundreds of backgrounds to create your own atmosphere Playing three different games at the same time requires multitasking skills Can you handle it,Missing
1563408000,"[8, 31, 32]",150781,Eagle Island Twist,"[6, 48, 49, 130]",Missing,Eagle Island Twist is an expansion of Eagle Island It adds a new story a new protagonist and fortyfive new levels  Explore the avian world of Eagle Island with Quill and one of his loyal owls Koji Discover lush forests treacherous caverns and uncover the ruins of long lost civilizations Finally confront the gargantuan deity Armaura in a desperate attempt to rescue Ichiro from her clutches  With its falconrybased gameplay within uniquely generated worlds Eagle Island is set to a beautifully modernized pixel art aesthetic and provides a breath of fresh air to the platforming genre,Missing
1562803200,"[14, 33]",146939,Sketchy Snowboarding,[37],Missing,Sketchy Snowboarding is a hand drawn infinite snowboarder where no two runs are the same Carve ollie grab grind and spray folklore beasts to progress through 100 unique challenges The rules are simple Carve to the left of red gates Carve to the right of blue gates Dont run into stuff Send it deep The art sound and code was created in Colorado and outdoors whenever possible This project kept me sane during a skateboarding injury in 2018 and I hope you have as much fun playing it as I did making it,Missing
1563321600,[8],135261,The Legend of Banjo-Kazooie: The Bear Waker,[4],King of Red Lions is waiting for Link to go in search of her sister and defeat the evil Ganondorf but it seems he is delaying and for some strange reason the door of his house is locked So Banjo and Kazooie should like to explore Outset Island in search of clues to be able to find a way to open the door of his house and find out what could have happened,BanjoKazooie The Bear Waker is an unofficial BanjoKazooie Nintendo 64 ROM hackmod The game features Outset Island from The Legend of Zelda The Wind Waker Banjo and Kazooie need to explore the area and find collectibles while looking for Link because he is missing and the King of Red Lions is waiting for him,Missing
1563926400,"[9, 13, 35]",130882,The Original Mobile Games,[130],Missing,The Original Mobile Games collection puts 149 years of playable game history into the hands of game enthusiasts around the world The game features playable digital reproductions of historic dexterity games and puzzles complete with original art photographs and background information for each game straight from the archives of the Strong National Museum of Play in Rochester NY,Missing
1564444800,[4],129491,Super Smash Bros. Ultimate: Challenger Pack 2,[130],Missing,The Hero from the DRAGON QUEST series joins Super Smash Bros Ultimate as a playable fighter Wielding the Supreme Sword of Light and a trusty shield he can slice his foes and block incoming attacks When Hero pulls up his Command Selection screen hell have access to a random selection of spells that could turn the tide of battle in his favor This pack also includes the Yggdrasils Altar stage which sweeps across nearby areas around the sacred Tree of Life as well as a selection of music from the DRAGON QUEST series,Missing
1564012800,"[8, 31, 32]",127629,Woodle Tree 2: Deluxe+,"[6, 48, 49, 130, 169]",Missing,A new edition of Woodle Tree 2 is here with many enhancements Will you be able to save Mother Nature in this vast openworld Adventure This time a devastating menace is taking over the Wood Lands with a black substance that is absorbing life and energy from all living creatures,Missing
1564531200,[31],127550,Luigi's Mansion 3: Multiplayer Pack - Part 2,[130],Missing,Missing,Missing
1562716800,"[9, 13]",125684,Forklift: The Simulation,[130],Missing,Forklift The Simulation drops you in the seat of a realistic and completly physic simulated forklift Enthusiasts will enjoy the realistic look and feel of driving Manage a Warehouse and deliver the goods in time Master and unlock 9 different challenges with increasing difficulty,Missing
