first_release_date,genres,id,name,platforms,summary,rating
967507200,[33],73027,Mario Artist: Polygon Studio,[416],Mario Artist Polygon Studio is an art program allowing players to construct their own 3D models and add colors and textures to them These objects can then be inserted into premade movies and animations Another notable feature is a series of microgames believed to be the inspiration for the WarioWare series as it includes many almost identical games Other games allow the player to use their 3D models,Missing
967075200,[15],47694,Army Men: Air Combat,[4],3DOs Army Men franchise hits a higher level again with Army Men Air Combat As Captain William Blade the toy pilot of several plastic toy helicopters you are battling with the evil tan army and their terrifying war machines Realworld settings include backyard playgrounds campgrounds and giant sandcastles spread out over 16 single player missions and competitive multiplayer modes For your battles four types of helicopters are available Chinook Apache Huey and Super Stallion to fight enemies like toy robots electric trains killer bees and dragonflies In addition interactions with your environment are also possible pick up dog dishes soda cans doughnuts or bags of fertilizer for use against the evil tan toys and wipe them out,Missing
966988800,[14],3560,NFL QB Club 2001,"[4, 23]",Mindblowing NFL simulation returns with the next installment of this popular detailed football extravaganza With full licenses from the NFL and its athletes the game has all 31teams and 1500 players plus perfect replication of logos and stadiums The games five modes include Exhibition Playoff Season Practice and Simulation Exhibition lets you take the field as any current NFL team AllStar lineup or Super Bowl team since 1967 All of the modes keep more comprehensive stats than you could ever hope for and you can set up a Season to include preseason action hotcold streaks and player development Not only that you can create players teams playbooks with up 128 offensive plays and profiles of chosen formations and passrun ratios Theres even a historical mode that allows you to tap into classic games of yesteryear featuring teams that date back to 1967 ESPNs Mike Patrick and Randy Cross chime in with commentary and Brett Favre has returned yet again to add his insight Throw a dozen camera angles into the mix and youve got yourself a football game,Missing
966902400,[14],3538,Madden NFL 2001,"[4, 6, 7]",Madden NFL 2001 includes several customizable modes Players have the ability to create a play create a player run a franchise and collect Madden Cards allowing players to perform certain actions during gameplay for example adding 5th downs or limiting the CPUcontrolled team to 3rd downs The cards can also alter individual player ratings unlock special stadiums and unlock Hall of Fame and AllMadden teams,Missing
965260800,[14],3515,International Superstar Soccer 2000,[4],The undisputed king of football returns Experience the new Career Mode  bring youngsters through the ranks to create individual star players Smoother animations and gameplay ISS 2000 is the choice of champions  nothing gets as close to the beautiful game,Missing
965952000,"[12, 16, 31]",3340,Paper Mario,"[4, 5, 41]",Paper Mario a turnbased JRPG entry in the Mario franchise with a paperbased aesthetic and platforming elements sees the titular character working his way through the Mushroom Kingdoms diverse locales and biomes meeting its inhabitants fighthing unruly enemies and recruiting an array of companions in order to once again save Princess Peach from the clutches of the evil Koopa King Bowser,87.11284565988053
966988800,[33],11466,Frogger 2: Swampy's Revenge,"[4, 6, 7, 23]",Because of his envy of Froggers achievements and the attention he receives Swampy the Crocodile hatches a devious scheme to invade his pond and kidnap Lillie Frogs brothers and sisters What a vile crocodile Assuming the role of the vengeful frog you must thwart the evil crocodile and save the innocent tadpoles from harm  Divided into various interactive 3D worlds Froggers mission spans over 30 levels crammed with life threatening obstacles and monstrous cronies blocking the path to victory Fortunately the frog has been endowed with supreme powers including regular hops and superhops the ability to float over water and land a Power Croak for calling missing tadpoles and a bugseeking tongue,79.92039800995025
967593600,"[25, 31]",3603,Spider-Man,"[4, 6, 7, 14, 23]",YOU DONT JUST PLAY IT YOU LIVE IT He spins a web swings across the sky and lands with a somersault onto the Daily Bugle building Who is this masked hero Its you Fight jump and websling as SpiderMan as you take on a legion of sinister villains  The city is depending on you Start swinging,77.98081587812175
967593600,[5],1328,Turok 3: Shadow of Oblivion,[4],Turok 3 Shadow of Oblivion picks up where Turok 2 Seeds of Evil left off Oblivion a monstrous cosmic entity that consumed everything in its path and reigned before the birth of our universe is now invading the bodies of the living and devouring them from the insideout When the Primagens Lightship was destroyed the chain reaction it triggered as a result was so powerful that the universe as it existed was completely eradicated and the almighty Oblivion was pushed to the very brink of destruction For the first time Oblivion felt pain fear and hate  Oblivion survived and now desperately seeks a means to punch through the Netherscape that separates our world from the Lost Lands The last shreds of the pure energy source that created our world and nearly wiped out Oblivion are contained within the Light Burden the bag that every member of the Turok lineage has carried Unless Danielle and Joseph Fireseed siblings that carry the title of Turok can stop the death of the Turok mantle it will signal the beginning of the end  the rebirth of Oblivion,61.37238965703818
