first_release_date,genres,id,name,platforms,summary,rating,storyline
1364688000,[8],269114,Super Mario 2D Land,[19],Bowser has teamed up with Kaptain K Rool and kidnapped Princess Peach,Missing,Missing
1363305600,[9],265142,Wordle DS,[20],A clone of Wordle for the Nintendo DS The game features the same words as the official Wordle,Missing,Missing
1363219200,[8],186135,New! SMW2 Yoshi's Island,[19],NEW SMW2 Yoshis Island is a morethanfull Yoshis Island Hack The story basically is the same like in the original game but it includes 60 brandnew levels custom icons and maps and added Yoshi colors for Extra and Secret levels,Missing,Missing
1363737600,Missing,141150,Pretty Rhythm: My Deco Rainbow Wedding,[37],Missing,Missing,Missing
1363219200,[33],85632,Goony,[159],Goony is an endless runner arcade game for casual and core gamers,Missing,Missing
1362700800,"[8, 31]",85506,Ascent of Kings,"[37, 41, 49]",The death of a King,Missing,Missing
1363219200,"[13, 15]",85340,Pets Resort 3D,[37],A whole host of cute cats and dogs are waiting to sample your comprehensive wellness and care programme Thanks to the impressive 3D effect and the lovingly crafted animations the animals get up really close and appear as lifelike as never before,Missing,Missing
1363219200,[9],85205,Jewel Master Atlantis 3D,[37],For millennia adventurers have sought the sunken kingdom of Atlantis and its countless treasures but who created the mystic city in the first place,Missing,Missing
1363219200,Missing,85149,Forgotten Legions,[159],Forgotten Legions is an innovative realtime strategy in a fantasy setting and is an exclusive for Nintendo DSiWare Choose from two unique sides and command 18 units in 30 campaign missions,Missing,Missing
1363824000,"[13, 15]",84629,My Foal 3D,[37],Your very own foal the mere thought is utterly thrilling for many horse lovers,Missing,Missing
1363132800,"[5, 31]",78188,Guild 02,[37],The next game in the Guild series which features another set of unique games designed by various designers like Keji Inafune,Missing,Missing
1364169600,"[13, 15, 32]",61080,Ninja Village,"[6, 34, 39, 48, 130]",Ninja Village is a simulation game from Kairosoft CoLtd,Missing,Missing
1362528000,"[5, 33]",47647,Nano Assault EX,[37],Stop the deadly Nanostray virus from spreading and contaminating civilization in Nano Assault EX a fastpaced action shooter set within a visually stunning cellular system that leaps off the screen in full 3D Control your microscopic Nanite ship inside the dangerous virus to fight off infections navigate through alien cell clusters battle bosses and ultimately analyze and destroy the virus core to save humanity  Nano Assault EX is based on the original Nano Assault retail game plus the allnew survivor mode new online rankings support for Circle Pad Pro improved gameplay updated graphics etc,Missing,Missing
