first_release_date,genres,id,name,platforms,summary,rating,storyline
1443052800,"[12, 15, 16, 31, 32]",28182,Reverse Crawl,"[6, 14, 48, 49, 130]",A dungeon crawl where YOU are the dungeon Lead your minions in tactical turnbased combat against the pesky heroes and unlock a variety of evil Powers With a dynamic campaign system and a branching storyline Reverse Crawl lets you experience an RPG from a whole new angle,80.0,Missing
1441670400,"[8, 9, 32, 33]",16312,Circa Infinity,"[3, 6, 14, 34, 39, 49, 130, 169]",Circa Infinity is an arcade puzzle platformer filled with action Reach the core of each level by slipping through a series of circular layers Time your jumps carefully to avoid the creatures that reside within the circles and reach the next layer As you go deeper the action gets faster and more challenging Can you keep up The standard mode includes 50 stages of mindbending action with 5 bosses that will test your nerves You can also measure your time yourself in speedrun mode,80.0,Missing
1441670400,"[31, 32, 34]",35883,Fault Milestone Two Side: Above,"[3, 6, 14, 130]",Fault Milestone Two Side Above is a Cinematic Visual Novel that takes place right after the events of milestone one Please note that this novel is a direct sequel to fault  milestone one and contains massive spoilers of the first story Play through of the first title is highly advised,79.98949841819925,Missing
1442016000,"[31, 32, 34]",27870,We Know the Devil,"[6, 14, 82, 130]",We Know the Devil is a visual novel about teens reluctantly fighting the devil at summer camp Follow meangirl Neptune tomboy Jupiter and shy shy Venus as they get to know each otherbut one always gets left out,79.95580514444453,Missing
1441324800,"[4, 12, 25, 31, 32, 33]",12513,Rampage Knights,"[6, 14, 130]",Rampage Knights is a cooperative beat em up game mixed up with randomized dungeon crawling and exploration which you can play alone or with a friend online  You play as a hero trapped by a spell in a magical forest All paths lead you to a nearby ruined castle infested with goblins skeletons and other foul creatures Gear up with awesome and ridiculous weapons and spells and descend into the deep labyrinth below the ruin to face its sinister master  Try to get as far as possible in a dungeon with randomized items spells traps and encounters Your hero is upgraded along the way both visually and gameplaywise as you find better weapons items magic powers and fight harder and harder monsters,79.75375631559575,Missing
1442534400,"[11, 13, 15, 24, 32]",7601,Plague Inc: Evolved,"[3, 6, 14, 48, 49, 130]",Plague Inc Evolved is a unique mix of high strategy and terrifyingly realistic simulation Your pathogen has just infected Patient Zero  now you must bring about the end of human history by evolving a deadly global Plague whilst adapting against everything humanity can do to defend itself,78.40378003215793,Missing
1441238400,"[8, 31, 33]",60063,Gunman Clive HD Collection,"[41, 48, 130]",The Gunman Clive HD Collection compiles Gunman Clive 1 and 2 in one package with a new 1080p 4xAA and 60 framespersecond finish for Wii U,78.0,Missing
1442448000,"[8, 31, 32]",20027,Shovel Knight: Plague of Shadows,"[3, 6, 9, 14, 37, 41, 46, 48, 49, 130]",Shovel Knight Plague of Shadows is a free expansion for Shovel Knight a sweeping classic action adventure game that won over 70 Game of the Year Awards in 2014 You play as Plague Knight the villainous master of alchemy in a quest all his own Using his maniacal scientific mind Plague Knight is seeking to concoct Serum Supernus the Ultimate Potion However to retrieve these ingredients he must extract them from his former allies the villainous knights of the Order of No Quarter World class platforming music storytelling and art all return in Shovel Knight Plague of Shadows an explosive quest with a new play style new story new bosses and more,77.67715600649925,Missing
1441843200,"[2, 9, 31, 32]",11488,Dropsy,"[3, 6, 14, 34, 39, 130]",After a deadly circus fire shatters his world and tarnishes his name Dropsy the Clown finds himself on a journey of selfdiscovery through a story that harnesses powerful themes of love and kindness With his father gravely ill and the world turning its back on a once happygolucky clown Dropsy will need to help those in need hug total strangers and unravel dark and shameful secrets from his past on the way to redemption Oh and Dropsy can also talk to animals  Dropsy is a nontraditional take on the classic point and click adventure formula starring the games perpetually carefree namesake clown as he explores a richly detailed world full of colorful characters and sinister secrets doling out hugs along the way Rather than lead players on a singular narrative path players are free to choose which avenues of adventure they want to explore in an open world setting and can piece the puzzles and story together however they choose,77.57152878482003,Missing
1441756800,"[5, 13, 31, 32, 33]",12520,Lovers in a Dangerous Spacetime,"[3, 6, 14, 48, 49, 130]",Lovers in a Dangerous Spacetime is a frantic 1 or 4player couch coop action space shooter set in a massive neon battleship Only through teamwork can you triumph over the evil forces of AntiLove rescue kidnapped spacebunnies and avoid a vacuumy demise Deep space is a dangerous place but you dont have to face it alone,72.70597700266151,Missing
1442448000,"[12, 24, 31]",10906,Pokémon Super Mystery Dungeon,[37],Pokémon Super Mystery Dungeon is a roguelike video game in the Pokémon Mystery Dungeon series Like its predecessors players control a human who has awoken as a Pokémon in a world filled entirely by the series eponymous creatures and must travel through randomgenerated dungeons completing missions and battling enemies to unravel the story,70.72246736652305,Missing
1442707200,Missing,85572,Skylanders: SuperChargers Racing,"[5, 37]",Fans can augment their SuperCharger experience with a complementary dedicated racing combat game  Skylanders SuperChargers Racing  for the Wii system and Nintendo 3DS handheld system Allnew tracks augmented with powerups boosts hazards and more offer up to 50 different and exciting gameplay experiences,70.0,Missing
1441584000,"[8, 9, 15, 31, 32]",24031,Almightree: The Last Dreamer,"[3, 6, 14, 130]",Take on the role of the last dreamer imbued with the ability to commune with nature on a magical level Use the power of plantsportation to teleport blocks of dirt to create new paths to the seedlings and give your life force to the dying world around you so that new roots can take hold and keep the land together It is time to wake up dreamer for it is up to you to quickly traverse what is left of the world your people let die,70.0,Missing
1442966400,[32],23028,Weapon of Choice,"[6, 130]",Weapon of Choice is a highenergy sidescroller in which each playable character is unique with their own special weapon and abilities Blast insane aliens find new player characters and choose between branching paths,70.0,Missing
1442448000,"[5, 32, 33]",22150,Death Ray Manta SE,"[6, 130]",Death Ray Manta is an arcade game where you shoot lasers to kill bad guys flash lights at yourself and move to the next screen to do it all over again Sorry no TRex,70.0,Missing
1441238400,"[31, 32, 33]",18209,Lumini,"[3, 6, 14, 48, 49, 130]",Lumini is a relaxing flow adventure game in which you take control over a swarm of innocent little creatures called lumini After being gone for thousands of years the balance on their home planet has shifted With their return the lumini find themselves in a hostile environment from which you need to keep them safe On this journey youll need to find out what happened in the past while trying to restore the balance on their planet Using their special bond with the planets energy the lumini can replenish their swarm to replace their fallen comrades Evolving their kind into an ever adapting and stronger species,70.0,Missing
1441670400,"[8, 9, 32, 33]",24583,Master Spy,"[6, 14, 130]",Throw on your invisibility cloak and put your reflexes to the test in this brutal precision platformer brimming with espionage intrigue and betrayal  Featuring an Original Soundtrack by Grammy Award Winner RAC,60.0,Missing
1442275200,"[5, 32, 33]",30825,Kitten Squad,"[6, 34, 39, 48, 130]",Sadistic robots have enslaved orcas at SeaLand Marine Park The evil Sheep Puncher robot has kidnapped sheep for the twisted wool industry Only the Kitten Squad is up to the task of saving these gentle animals Players must guide the Kitten Squad armed with weaponry ranging from carrot rocket launchers to yarn ball guns on missions to defeat the evil robots and free the animals in this action game brought to you by PETA,51.75647620189971,Missing
1442966400,"[13, 15, 32]",34569,Car Mechanic Manager,"[6, 130]",Manage car service paint shop car wash and tune cars,50.0,Missing
1442448000,"[10, 13, 14, 33]",20959,Rock 'N Racing Off Road DX,"[41, 48, 49, 130, 167]",The same topdown arcade racer as before now with more tracks for a bigger game,50.0,Missing
1441929600,"[31, 32, 34]",34461,Sakura Swim Club,"[3, 6, 14, 48, 130, 167]",In Sakura Swim Club follow the story of Kaede just your average high school guy Upon transferring to a new school he meets two beautiful girls in the swim club Things havent gone well for the swim club lately but with Kaedes help that all changes,48.03661409783566,Missing
