first_release_date,genres,id,name,platforms,summary,rating,storyline
1442361600,[12],269777,Dragoon X Omega II: Easy Mode,[18],Missing,Missing,Missing
1443484800,[12],269776,Dragoon X Omega I: Gold Edition - Amnethen Apocalypse,[18],Missing,Missing,Missing
1441584000,[33],222745,Flappy Bird,[18],An unofficial homebrew port of Flappy Bird to the NES,Missing,Missing
1443225600,[33],142492,Bomberman Nightmare,[18],A hard level hack that changes enemies order 10 in every stage and power ups order and to make it easier it also have infinite time and you start with 10 lives Watch out the last stage is Hell all 10 best enemies in the game,Missing,Missing
1442275200,"[12, 15, 16, 31, 32]",115418,Braveland Trilogy,"[6, 48, 49, 130]",Braveland is a turnbased adventure game inspired by oldschool turnbased games such as Kings Bounty and Heroes of Might  Magic In Braveland you start as a humble warriors son whose village was cruelly raided  and work your way to becoming the commander of a powerful army Handcrafted art complements a wonderful fantasybased story where your young hero recruits allies to aid in the cause while learning spells and battling bosses on his way to becoming the ultimate protector of the land,Missing,Missing
1443571200,Missing,84600,Monster Hunter Diary: Poka Poka Palico Village DX,[37],Missing,Missing,Missing
1441238400,Missing,81347,Are You Smarter Than a 5th Grader?,[37],How well do you remember the 5th grade Was it as easy as you think it was And most importantly do you recall anything you learned Comedian Jeff Foxworthy gathers a group of intelligent fullgrown men and women to test their knowledge against children Watch in awe as these people try to prove that they are in fact smarter than a 5th grader,Missing,Missing
1441324800,"[5, 33]",75707,Arcade Archives: Star Force,"[48, 130]",Arcade Archives Star Force is a port of the shooting game Star Force It was very popular due to its variety of hidden bonuses as well as competition for achieving high scores,Missing,Missing
1441411200,"[12, 15, 31]",48889,Quest Forge: By Order of Kings,[18],Sir Nils knight of castle Axvald the king is in need of your help The world orb has been stolen and the demon gates can now be opened We must stop whoever is plotting to unleash the demons onto this world before it is too late    Are you brave enough to accept the quest,Missing,Missing
1441152000,"[12, 13, 15, 31]",38981,Asdivine Dios,"[6, 34, 39, 46, 48, 49, 130]",Welcome to the new Asdivine and get ready as a tale about divine encounters with mankind and mankinds encounters with the divine is about to unfold  An Adventure of Divine Proportions Among the many worlds the deities have created there is one world that abounds with life known as Asdivine But when a spate of disturbances erupts across the globe and an ever spreading murk threatens to destroy it Izayoi the deity of Asdivine himself takes up his cause to save the world he created with his own hands Unfortunately suffering from a loss of his own divine powers is there any hope he can he succeed Find out as the curtain raises on this adventure of divine proportions,Missing,Missing
1441929600,"[8, 31, 32, 33]",35855,Crash Dummy,"[3, 6, 14, 48, 130]",A challenging 2D platformer with numerous and pure mechanics to keep you interested throughout its unique adventure Blast burn freeze your way through a storydriven adventure with a unique set of endearing characters Jump long distances and do wallruns for some stylish ninja action,Missing,Missing
1442188800,"[8, 31, 33]",88563,Croc's World 3,"[6, 48, 74, 130]",Crocs World 3 is a really nice jumpnrun with 60 incredible levels and many challenging enemies It features  60 incredible levels  Nice graphics  2 different themes  many challenging enemies  4 evil endbosses Instructions Jump and run through the levels and dodge all enemies Collect a helmet to crush stoneblocks Collect the stonebag to throw stones Collect the special stonebag to throw autohoming stones Collect special items like Firehelmet walk through fire or Shield Invincible for 10 seconds If you collect 100 diamonds youll get an extra life,90.0,Missing
1442534400,"[12, 25, 32]",23499,Earth's Dawn,"[6, 34, 39, 48, 49, 130]",Developed by OneorEight and previously released in Japan under the name Earth Wars Earths Dawn fuses frenetic sidescrolling action mechanics with RPG elements and a hardedged manga aesthetic to deliver a deep and unique gameplay experience  From the outset Earths Dawn gives gamers the freedom to enjoy the game their way  from creating their own character customization of skill trees to augment abilities best suited to play style weapon and equipment crafting alongside a unique narrativedriven branching mission system,90.0,After decades of peace the Earth was decimated by an invasion from an alien race known to humans as EBE The EBE moved across the planet like a plague of locusts consuming anything in their path and wiping out most of humanity All attempts to fight back were futile as the EBE appeared to be resilient to every kind of weapon that mankind could offer  At the last moment a breakthrough was made by using weaponry crafted from the EBEs own technology a weakness was discovered that could be exploited Bionic implants were quickly developed and implanted into the most superior forces left alive creating super soldiers capable of taking the fight to the EBE A plan was devised and the objective was clear retake Earth at all costs and drive the EBE to the edge of extinction as they had once us
1442275200,"[12, 16, 31, 32]",12517,Undertale,"[3, 6, 14, 46, 48, 49, 130]",A small child falls into the Underground where monsters have long been banished by humans and are hunting every human that they find The player controls the child as they try to make it back to the Surface through hostile environments all the while engaging with a turnbased combat system with puzzlesolving and bullet hell elements as well as other unconventional game mechanics,86.62423087305065,A long time ago two races ruled peacefully over the Earth HUMANS and MONSTERS One day a terrible war broke out between the two races After a long battle the humans were victorious They sealed the monsters underground with a magical spell  In the year 201X a small child scales Mt Ebott It is said that those who climb the mountain never return  Seeking refuge from the rainy weather the child enters a cave and discovers an enormous hole  Moving closer to get a better look the child falls in  Now our story begins
1441756800,"[12, 25, 31, 32, 33]",20880,Castle Crashers Remastered,"[48, 49, 130]",Hack slash and smash your way to victory in this Remastered edition of the popular 2D arcade adventure Castle Crashers At 60FPS Castle Crashers Remastered delivers hires visuals like nothing youve ever seen before Up to four friends can play locally or online to save your princess defend your kingdom and crash some castles,85.96861780837531,Missing
