first_release_date,genres,id,name,platforms,storyline,summary,rating
1657152000,"[8, 31]",272023,Klonoa 2: Lunatea's Veil,"[6, 48, 49, 130, 167, 169]",The game puts players in the role of Klonoa who along with a new cast of friends has stumbled into another adventure this time to save the world of Lunatea and help unveil the mysteries of the enchanted world,Klonoa 2 Lunateas Veil is a remaster of the original 25D platformer game released for modern consoles with enhanced graphics The game was bundled with Klonoa Door to Phantomile in the Phantasy Reverie Series This is actually the first time Lunateas Veil has had any sort of rerelease since its debut on the PS2,Missing
1657152000,"[8, 31]",270725,Klonoa: Door to Phantomile,"[6, 48, 49, 130, 167, 169]",The story follows Klonoa and his friend Huepow in their efforts to save the dream world of Phantomile from an evil spirit intent on turning it into a world of nightmares,Klonoa Door to Phantomile is a remaster of the original 25D platformer game released for modern consoles with enhanced graphics The game was bundled with Klonoa 2 Lunateas Veil in the Phantasy Reverie series This version is actually a remaster of the 2008 Wii remake simply titled Klonoa with the character designs and colors remaining more faithful to the original PS1 game,Missing
1657756800,[8],270372,Umokay 64 DS 6: Wrath of the Blood Eye,[20],Missing,Missing,Missing
1657152000,[8],268698,Silver Stars of Wisdom,[4],Missing,Missing,Missing
1658448000,"[5, 8]",268408,Rockman X3: Damage Boost,[19],Missing,Missing,Missing
1659225600,[8],267915,Nameless Kaizo World Light,[19],Missing,Missing,Missing
1656806400,[8],267914,Nameless Kaizo World,[19],Missing,Missing,Missing
1658102400,[8],260821,Luigi's Misadventures 4: Galactic Kids Next Door,[19],Previosly in Luigis Misadventures 3 Luigi saved Numbuh 9000 from Merla and traveled to South Nahow City to retrieve the five determination disks from Professor EGadd Numbuh 9000 explains that these disks are used to seal the most dangerous creations used by Galactic Kids Next Door Luigi only has five chances to seal them Luigi Rike and Numbuh 9000 departed to the outer space to search the whereabouts of the Galactic Kids Next Door However they ended in the Zero Space Station for refueling Luigi must stop the Galactic Kids Next Door in his own,This is a sequel of Luigis Misadventures 3 with 105 exits Its about the Galactic Kids Next Door,Missing
1659225600,[4],255784,Smash Remix: Version 1.2.0,[4],Missing,The second update to Smash Remix brings Sheik as a new playable character along with many new stages and features,Missing
1658966400,Missing,255089,Kao the Kangaroo: Summer Drip,"[6, 130, 167, 169]",Missing,Missing,Missing
1658707200,Missing,254501,Fortnite: Sapphire Hagiri Quest Pack,"[48, 49, 130, 167, 169]",Missing,The Sapphire Serpent will help Charlotte unlock her true potential Includes an Outfit w style a Back Bling 2 Pickaxes a Wrap and Quests to earn up to 1500 VBucks,Missing
1658793600,"[13, 31]",254265,Minecraft: SpongeBob SquarePants,"[6, 34, 39, 48, 49, 130, 169]",Missing,Are you ready kids Its time to join your favourite underthesea chums on an adventure in Minecraft Visit Bikini Bottom and help make today the BEST DAY EVER for SpongeBob Patrick Sandy and friends Complete with 40 skins,Missing
1658188800,Missing,247511,Into the Breach: Advanced Edition,"[6, 130]",Missing,Nearly every aspect of the game will be expanded with new content including  New Mechs and Weapons Five new mech squads and nearly forty new weapons  New Challenges More enemies more bosses and more mission objectives that add additional challenge and variety to any run  New Pilot Abilities The expanded roster includes four new pilots and triple the amount of skills any pilot can earn through promotionsWell be elaborating on all of this new content over the coming weeks before launch and cant wait for everyone to check it out,Missing
1658361600,"[13, 15]",245997,Nobunaga's Ambition: Awakening,"[6, 48, 130]",Missing,Conquer Warring States Japan under one banner,Missing
1658361600,[8],243685,Fall Guys: Neigh Neigh Pack,"[6, 48, 49, 130, 167, 169]",Missing,Guaranteed to turn your next round into a onehorse race  Bundle Includes Neigh Neigh Whole Costume 600x ShowBucks,Missing
1658361600,[8],243683,Fall Guys: Wildfire Pack,"[6, 48, 49, 130, 167, 169]",Missing,Make your next round an ultimate knockout with these ringside rumblers  Bundle Includes Wildfire Whole Costume Blunderdome Sports Live Whole Costume Bean Analyst Whole Costume 2000 x ShowBucks,Missing
1659052800,Missing,241167,Xenoblade Chronicles 3 + Xenoblade Chronicles 3 Expansion Pass,[130],Missing,This convenient bundle includes the Xenoblade Chronicles 3 game for the Nintendo Switch system along with the Xenoblade Chronicles 3 Expansion Pass that offers four waves of downloadable content  In the Xenoblade Chronicles 3 game youll join Noah and Mio members of the two opposing nations of Keves and Agnus on a heartfelt journey to end the cycle of violence A group of six characters from these nations join together to awaken the colonies of Aionios and expose the true threat both nations face Traverse massive fantastical landscapes as you learn how this game connects to the larger Xenoblade Chronicles story  Command six characters and seamlessly enter realtime RPG combat All six of your core party members jump into action against enemies autoattacking with their distinct Arts and weapons Position your team to take advantage of Arts and maximize damage and debuffs Pairs of characters can Interlink to form a mighty Ouroboros capable of taking down the most threatening enemies with powerful Arts  In addition to the game youll get the Xenoblade Chronicles 3 Expansion Pass giving you access to four waves of DLC content as they become available Kick off your adventure with a boost from the items included in Wave 1 releasing on the games launch daythen enjoy three more waves through 2023,Missing
1658966400,"[9, 33]",237362,Pretty Girls Breakers! Plus,"[6, 48, 130, 167]",Missing,Brickbusting action returns with outfits to unlock for an even larger cast of beautiful companions,Missing
1659052800,"[12, 31]",236670,Xenoblade Chronicles 3: Expansion Pass,[130],Missing,The Xenoblade Chronicles 3 Expansion Pass includes access to multiple waves of DLC content as they become available The pass contains a total of 4 waves,Missing
1659052800,"[12, 31]",236666,Xenoblade Chronicles 3: DLC Wave 1,[130],Missing,This wave of DLC contains the following content   Consumable items Silver Nopon Coins x 30 and Gold Nopon Coins x 10  Accessories Iron Temple Guard Circlet of Wisdom Silver Belt Glass Memory Nopon Strap and AutoBalancer  Color variations for existing outfits,Missing
1659139200,[31],229409,Astronomical Club for Queers,"[6, 14, 130]",Missing,You are a transgender civet named Louie After the flood at your friends family home you stayed at the family home of your friend a gay fox named Oliver  Listen carefully to the podcast with your buddies  pansexual alligator Miles and lesbian dog Kylie and learn more about the approaching Halleys comet Admire the night sky with the help of a telescope together with asexual cat Darwin,Missing
1658966400,Missing,223807,Obakeidoro!: Character DLC Bundle 2,[130],Missing,Sharlie the feline shop clerk intraining and Lulu the chaosloving poltergeist are here  This DLC contains the following  Sharlie  Coffin Lantern  Lulu,Missing
1658448000,"[13, 15, 31]",223763,World of Tanks: Blitz - Type 64 Comic Bundle,[130],Missing,World of Tanks Blitz  Type 64 Comic Bundle,Missing
1657152000,[31],223592,Dragon Ball: Xenoverse 2 - Conton City Vote Pack,"[49, 130]",Missing,3 New Characters Goku Ultra Instinct Sign Dyspo Vegeta GT 2 Extra Missions 4 New Parallel Quests 10 Additional Moves 4 CostumesAccessories 5 Super Souls 15 Illustrations,Missing
1657756800,[12],222132,G-Mode Archives+: Megami Tensei Gaiden - Last Bible New Testament,"[6, 130]",Missing,Together with the demon we will open up our destiny The story that is the end of everything and the beginning of everything,Missing
1657324800,[8],215208,Umokay 64 DS 5: Eternal Night,[20],Missing,Umokay 64DS 5 Eternal Night is the fifth installment of the Umokay ds series It is a romhack of Super Mario 64 DS based on a discord emote called umokay and its many variations,Missing
1658448000,"[8, 12, 31]",215071,Super Mario RPG: Armageddon,[19],Missing,Super Mario RPG Armageddon is a difficulty and content mod for Super Mario RPG It rebalances the entire game and adds a lot more postgame content such as more FF bosses two boss rushes and even some special guests,Missing
