first_release_date,genres,id,name,platforms,summary,rating,storyline
1388448000,"[5, 8]",269889,Rockman 6: New Year 2014,[18],Missing,Missing,Missing
1386288000,"[5, 8]",269880,Rockman 3: Claw,[18],Missing,Missing,Missing
1385942400,[12],260043,Chrome Wolf,"[6, 34, 48, 49, 130, 167, 169]",Enjoy tank fights in a tale of fleeting memories and the lives of freedom fighters,Missing,Missing
1388361600,"[4, 33]",256674,Showdown 64,[4],Missing,Missing,Missing
1388448000,[8],252085,New Super Mario Bros 3. DS,[20],An exhaustive hack of New Super Mario Bros DS this hack replaces all of the level layouts with those of Super Mario Bros 3 along with a couple of other miscellaneous levels from other games,Missing,Missing
1386115200,Missing,222386,Dasshutsu Adventure: Akumu no Shinigami Ressha,[37],Missing,Missing,Missing
1388448000,[35],222026,The Shogi,[37],The game has a free battle mode that you can play right away and a level up mode that allows you to play against computers with 4 levels of strength under various conditions allowing you to improve your skills while having fun It also has a game record storage function and a twoplayer match function allowing you to enjoy playing games with friends using a single Nintendo 3DS,Missing,Missing
1386201600,[12],203731,Dragon Quest X: Nemureru Yuusha to Michibiki no Meiyuu Online,"[5, 6, 41, 48, 130]",The first expansion for Dragon Quest X Online known as Version 2,Missing,Missing
1387411200,[8],171891,Hack 2,[19],Hack 2 is a ROM hackmod of Super Mario World and the second game in the Hack series by Golden Yoshi,Missing,Missing
1388448000,[5],163212,Super Angry Birds,[18],Angry Birds also known as Super Angry Birds is a port of the Sega Genesis bootleg version of the mobile game Angry Birds to the Famicom It does not have relation with the Nice Code version,Missing,Missing
1388448000,"[12, 31]",136933,Elminage Gothic 3D Remix: Ulm Zakir to Yami no Gishiki,[37],Missing,Missing,Missing
1387843200,[8],135215,Peach's Christmas Invitation,[4],Peachs Christmas Invitation is a minihack made by Kaze Emanuar released for Christmas 2013  It only has one full level with one side level and two stages which lead to a final boss Though short this hack contains lots of custom enemies unique levels custom stuff and interesting missions,Missing,Missing
1388448000,[9],134284,MazezaM Challenge,[19],A homebrew puzzle video game developed for the Super Nintendo and released in cartridge by Piko Interactive in 2013,Missing,Missing
1386201600,"[12, 14]",134112,Inazuma Eleven Go Galaxy: Supernova,[37],Inazuma Eleven GO Galaxy is the third game of the Inazuma Eleven GO series and the sixth installment of the Inazuma Eleven series There are two versions of the game named Big Bang and Supernova  Youths soccer world championship Football Frontier International Vision 2 FFIV2 is held thus Inazuma Japan is announced However to represent Japan elected are players never before seen Many of these never before seen players have never played soccer before but have participated in sports such as boxing rhythmic gymnastics basketball track and field or have never played sports before  What on earth will happen to Inazuma Japan,Missing,Missing
1386806400,"[8, 33]",112897,Sonic the Hedgehog 2,"[6, 34, 39, 48, 49, 74, 130, 167, 169]",One of the best selling SEGA games of all time  Sonic The Hedgehog 2 is now available for free on mobile Rediscover SEGAs super Sonic masterpiece  Dr Eggman is back to his old tricks trying to find the seven Chaos Emeralds that will enable him to complete his ultimate weapon the Death Egg Only the triple threat of Sonic Tails and Knuckles can defeat him in this remaster from the team behind Sonic Mania  Sonic The Hedgehog 2 joins the everincreasing lineup of SEGA Forever a treasure trove of free SEGA console classics brought to life on mobile for the first time,Missing,Missing
1386806400,"[13, 31]",96093,Waku Waku Sweets: Happy Sweets Making,[37],With easy operation you can make sweets happily You can learn how to make sweets with over 100 kinds of fun while playing There are many recipes including cakes cookies Japanese sweets and so on,Missing,Missing
1387324800,[31],85411,Swords & Darkness,[37],SWORDS  DARKNESS is a game set in a dark mystical fantasy world cast in a single yet actionpacked 2D adventure RPG game,Missing,Missing
1386806400,"[9, 15]",85322,Orion's Odyssey,"[37, 159]",Orions Odyssey is a geometric shape puzzle game Help Orion the Robot solve Earths problems by using his unique ability to create anything he can imagine with the power of pattern blocks Save the world one puzzle at a time,Missing,Missing
1386806400,"[13, 15, 31]",85251,Life with Horses 3D,[37],Run the worlds greatest stud farm in 3D,Missing,Missing
1386806400,"[8, 31, 33]",85220,Jump Trials Supreme,[37],Run and jump as fast as you can across obstacle courses in a desperate race to reach the goal in 10 seconds,Missing,Missing
