first_release_date,genres,id,name,platforms,summary,storyline,rating
1533168000,"[8, 31]",275567,Super Wakana Land,[19],Help Wakana finding her missing donations box in an entertaining quest She will encounter lots of characters along the way which will either help or obstacle her Will she find her donations box,Missing,Missing
1534809600,Missing,266503,Dresden Files Cooperative Card Game: Winter Schemes,"[3, 6, 14, 34, 39, 130]",FEELING WINTERS BITE Warm up with this expansion for the Dresden Files Cooperative Card Game Includes two alternative character decks  WINTER KNIGHT HARRY and WINTER LADY MOLLY  and two new book decks  COLD DAYS and SKIN GAME,This expansion references the main events and actions taken by characters in the books Cold Days and Skin Games,Missing
1533945600,[31],255380,Metroid Prime: Google Translate Edition,[21],An enriched Metroid Prime 1 adventure where every bit of text in the game has been run through several languages in Google Translate and back to English Why Because I can,Missing,Missing
1534896000,[8],245382,Roblox 64,[4],A low effort meme hack of Super Mario 64 based on Roblox,Missing,Missing
1534723200,Missing,222532,Prison Architect: Nintendo Switch Edition,[130],Missing,Missing,Missing
1535414400,Missing,215561,Prison Architect: Escape Mode,"[48, 49, 130]",Swap the role of architect for inmate and try to break out of your prisons Will you earn essential cash by working an honest job or steal money from your fellow inmates Will you plan a stealthy underground escape or raid an armoury and shoot your way out Whatever you do remember to bring plenty of bacon to bribe the sniffer dogs with,Missing,Missing
1533254400,[12],215388,Final Fantasy IV: Ultima,[19],Final Fantasy IV  Ultima is a deluxe version of Final Fantasy II for the SNES This hack adds a bunch of additions to the base game while keeping the majority of the main story intact and the feel of FF2US the same  List of features additions and changes  Party Swapping among 11 different members at Endgame  Dark Knight Cecil now available at endgame  A FullFeatured Bestiary A Brand New Title Screen  A VERY Challenging BOSS RUSH Mode unlocked at endgame  New Game mode with higher MAX levelstats  58 New Weapons Including Magically Imbued Weapons  62 New SpellsSummons Also revamped existing spells  38 New Bosses Brand New Boss at Endgame with Randomized AI  New Achievements Feature at httpsretroachievementsorggame1072  New Status AuraColor for buffsailments during battle  Damage Limit increased to 14999 Can turn Encounters OnOff  New Areas New Side Quests New and Upgradable Commands  New Optional Patches for Alternate Sprites and Palette  New Enemy Graphics New Events New Endgame Scenarios  New EquipmentSpell Menus with DETAILED info  New attackswingspell animations  New weapon graphics New sound effects New items  New maps new areas and new edits to overworld maps  New events New enemies Sprint with the Y button  New commands for characters New Armors and Gears  Revamped shopsequipment and balanced their progression  Dark Knight Cecil now dualwields and is 2handed  Edge is now buffed offensively Can steal Rare items  Rydia has new summons  Cecil has been buffed as a tank  Rosa can use more combative gears and new spells  Kain has various new spells and commands  Yang Edward Palom Porom and others have also been buffed  Lots of secrets that can lead to early acquirement of better equipment  Few minor tweaks to the base game such as save points etc,Missing,Missing
1534982400,[8],215150,Backwards Mario World,[19],Backwards Mario World is an easier hack that parodies the storytellingstyle in most rom hacks  This hack features an interesting overworld design where you play through the eventslevels as if they already occurred Additionally startselect is enabled because Mario has technically beaten the game already Good Luck,Missing,Missing
1535414400,[31],213086,Dragon Ball: Xenoverse 2 - Extra DLC Pack 3,"[49, 130]",This Extra DLC Pack 3 is the perfect content to enhance your experience with a lot of new elements  2 New Powerful Characters Kefla and Super Baby 2  5 New Parallel Quests  4 New Costumes  8 New Skills  2 New Super Souls,Missing,Missing
1533600000,"[8, 9, 31, 32]",210433,In Between,[130],Free your mind and defy gravity in more than 60 compelling and unique puzzles,Missing,Missing
