first_release_date,genres,id,name,platforms,storyline,summary,rating
1570665600,"[8, 25]",154523,Valfaris: Digital Deluxe Edition,"[6, 48, 49, 130]",Missing,In addition to the full game the Valfaris Digital Deluxe Edition includes the following content   Valfaris  Digital OST  Valfaris  Digital Artbook,Missing
1571875200,"[11, 13, 15]",148795,Stellaris: Lithoids,"[3, 6, 14, 49]",Missing,The Lithoids Species Pack features a selection of new rockbased species portraits and ship models for players who take nothing for granite and are looking to unearth a more grounded civilization,Missing
1571702400,"[4, 8, 12, 25, 32, 33]",143871,Space Gladiators,"[6, 48, 49, 130]",Were following a bunch of prisoners trying to escape an alien planet called Tartarus,Space Gladiators is a 2D handdrawn roguelite platformer following a bunch of prisoners fighting their way out of an alien planet,Missing
1570406400,"[8, 31, 32]",142633,Sphere Game,"[6, 49]",Missing,Sphere game is a 3D platform game where the player must show skills to control a slightly heavy sphere overcoming obstacles to pass the level,Missing
1571875200,[31],142240,The Sinking City: Merciful Madness,"[6, 130, 169]",Silence is Golden Locals of Oakmont say that you should always keep your mouth shut and never talk to strangers It seems that some might be taking this a little too literally See what it was that Joy said that made the locals go as far as they did  Fools Gold Hunt down the wondrous artefacts of the Deep Ones an iconic oceandwelling race directly from HP Lovecrafts novels  Defunct Brain Cylinders Get your hands on jars with human brains and learn the startling purpose of their otherworldly origin,The quests explore Lovecrafts iconic stories and bring to light the mysteries of Oakmont and its demented citizens,Missing
1570752000,"[8, 9, 12, 32]",138202,AeternoBlade II: Director's Rewind,"[6, 48, 49, 130]",After the event of AeternoBlade Freyja has been living a peaceful life with her friends at the Ridgerode village One day The dimension begins to unstable and the existence of this reality seems to be disappeared It is the cause of her actions to change the world lines To fix this her journey begins once again On the other side of the world two warriors Bernard and Felix Head to Anan Fortress according to the order from the King of Chronosian Kingdoms to stop the disaster that will destroy the kingdom to have occurred from a strange dark hole appeared in the sky their fate exists will be revealed in AeternoBlade II,AeternoBlade II Directors Rewind is a hardcore actionpuzzle game of TimeManipulation Combat Control the flow of time amend the past foresee the future convolute with alternate timelines to fight otherwise undefeatable foes and circumvent the impossible    Welcome Back to the World of Aeternoblade  Reclaim the power of time and defy the abyss in this sequel to the fastpaced actionpuzzle game of TimeManipulation Combat AeternoBlade II Directors Rewind expects a lot out of you Combats puzzles or both demand a good understanding of game mechanics robust strategies quick reflexes and practices to pull off Be prepared to spend hours of mastering both martial and timemanipulation arts to solve mindbending puzzles and defeat merciless hoards of enemies    Note We recommend playing the game with Mouse and Keyboard    Aeternoblades and their Wielders  You will play as Freyja Bernard and Felix Each hero possesses a unique combat move set and wields a different kind of AeternoBlade Each AeternoBlade manipulates a certain aspect of time One restores the Past one controls the Present and the other commands the Future     Sonne the AeternoBlade grants the power of Time Rewind Resurrect yourself amend your mistakes or send your foes back in time to relive their moments of suffering     Nuvaran the AeternoBlade bestows the power of Time Stop Prevent undesirable changes and control the relative pacing of time among physical entities     Framtider the AeternoBlade grants the power of Time Paradox Convolute with alternate timelines foresee the future and defy it    No matter how insurmountable a challenge may seem to be just remember that Time is on your side    AeternoBlade II Directors Rewind vs AeternoBlade II    AeternoBlade II Directors Rewind is a major upgrade from the original version of AeternoBlade II featuring      New and improved timecombat synergies    Revised combat move sets    Enhanced and alternate powers introduced to the three AeternoBlades    Revamped levels encounters puzzles to improve game flow    New areas relics and secrets yet to be discovered Over 250 relics to power up your character and customize your play style Over 100 puzzle levels    Improved NPC and Monsters Behaviors You will need to learn their patterns and solve combat puzzles to effectively defeat your foes,Missing
1571270400,"[12, 24]",138193,The Escapists + The Escapists 2,"[7, 49]",Missing,Start plotting your next escape as The Escapists and The Escapists 2 get locked up together in a double pack,Missing
1571356800,[5],136356,Plants vs. Zombies: Battle for Neighborville - Deluxe Edition,[49],Missing,Get the Deluxe Edition today to kick some grass in Plant vs Zombies Battle for Neighborville the wackiest shooter yet  Deluxe Edition includes the base game and this exclusive content  Legendary Chickpea Costume for Peashooter Legendary Judge Z Costume for 80s Action Hero Digital Comic Five Emojis,Missing
1571961600,[5],136342,Call of Duty: Modern Warfare - Precision Edition,"[48, 49]",Missing,Only available on GameStop Contains the base game Steelbook KontrolFreek Call of Duty Modern Warfarebranded Performance Thumbsticks and Controller Skin and the ingame content from the Digital Operator Edition,Missing
1571270400,[15],136080,Worms Battlegrounds + Worms W.M.D,"[48, 49]",Missing,Get ready for both barrels of allout Worm Warfare with Worms Battlegrounds and Worms WMD in the Worms Double Pack,Missing
1571356800,Missing,136064,Apex Legends: Bloodhound Edition,"[48, 49, 130]",Missing,Squad up Drop in Prove youre the team to beat The Bloodhound Edition includes   Legendary Intimidator Bloodhound Skin  Legendary PDW Weapon Skin  Exclusive Bloodhound Banner and Badge  1000 Apex Coins  This does not include Apex Legends Please download the full game separately,Missing
1571270400,"[15, 33]",135963,Overcooked! + Overcooked! 2,"[48, 49]",Missing,This bundle contains   Overcooked  Overcooked 2,Missing
1572480000,[5],134372,Battlefield V: Year 2 Edition,"[48, 49]",Missing,The best way to join Battlefield V Experience WW2 as youve never seen it before with a vast arsenal including a catchup of all weapons and vehicles delivered across year one of the Battlefield V Tides of War Chapters Stand out on the battlefield with the most popular weapon and vehicle skins released during the year and customize your Company with two Epic soldier outfits    Battlefield V Year 2 Edition includes the Battlefield V base game and 33 Chapter Reward items released in the games first year,Missing
1571097600,[4],133275,Mortal Kombat 11: Terminator T-800,"[6, 48, 49, 130, 170, 203]",Missing,The Terminator T800 from Terminator Dark Fate is a cyborg assassin sent back in time from a postapocalyptic future He is nearly indestructible and possesses superior technology fighting skills and artificial intelligence making him the ultimate killing machine  Mortal Kombat 11 Kombat Pack owners had a week of early access to this DLC,Missing
1571097600,[5],129880,Fortnite: Chapter 2,"[6, 48, 49]",Missing,Drop into a new world Choose your landing spot and explore an all new island featuring 13 new locations Swim fish and more Support your squad by using the bandage bazooka and check out the new hideouts and explosives The combat is also upgraded with less grind and more fun,Missing
1571788800,"[5, 31, 32]",129868,PlayerUnknown's Battlegrounds: Season 5,"[6, 48, 49]",Missing,Season 5 of PUBG had a new weapon map changes and new strategies The season began with Update 51 which featured improvements to Miramar including updated loot map objects terrain and a static scope on the mapthemed Win94 repeater rifle,Missing
1571875200,"[10, 32]",127226,CD-Run,"[3, 6, 49]",Missing,Fill your friends ears full of screams of joy or rage as you play this chaotic and fun local multiplayer game CDRun is 2  8 players with three different game play modes,Missing
1571356800,"[5, 13, 32, 33]",126989,Null Drifter,"[6, 48, 49, 130, 167, 169]",Missing,Null Drifter is a 1BIT LOFI shooter a journey into the void inside a computer simulation Lose yourself in this frenetic yet chill experience,Missing
1570233600,"[10, 14, 33]",125843,Offroad Racing,"[6, 48, 49, 130]",Missing,Drive off the beaten track Offroad Racing offers a huge choice of allterrain vehicles to get away from everyday life Bomb along in a quad bike buggy or motocross race and enjoy the change of scenery as you explore immersive offroad tracks,Missing
1572393600,"[32, 33]",125663,Bouncy Bob 2,"[6, 49, 130]",Missing,Bouncy Bob Episode 2 is a perfect coop experience for up to 4 players Choose your character and prepare to have fun with one of the game modes In Tower Challenge you need to overcome singleplayer challenges with rising difficulty Arena Mode makes you play with your friends on one of the 14 arenas In Swarm you need to survive zombie attacks and Blender makes you cut as many fruits as possible Last but not least  why not to play Volleyball with one of your friends Bouncy Bob Episode 2 is a fun party games for everyone,Missing
1571097600,"[10, 14, 31, 32, 33]",125199,Tanuki Sunset,"[6, 48, 49, 82, 167, 169]",Missing,Tanuki Sunset is a thirdperson longboardskating game where players play as a raccoon skating downhill on a procedurally generated synthwavethemed seaside road  Drift your way around the narrow corners gather Tanuki Bits to fill up your Bonus Roulette Meter and try and gather as many points as you can  Drift often Get some airtime and avoid cars and obstacles while pushing your luck close to the walls and edges to get nearmiss moments and tightsqueezes to maximize your score,Missing
1571702400,"[5, 8, 31, 33]",125189,Deep Space Rush,"[46, 48, 49, 130]",Missing,Join the DeTeam A topsecret security force that protects the scientific space stations from virus contaminations  Take on randomly generated levels to save everyone before they all get infected Avoid traps and monsters to survive the sweep  Are you ready to protect the space stations from biological threats Then grab your gun jump into your ship and prepare for liftoff,Missing
1571011200,"[12, 31]",125019,Planescape: Torment & Icewind Dale: Enhanced Editions,"[48, 49, 130]",Missing,The enhanced editions of two classic roleplaying games together in one package,Missing
1571961600,[7],125017,Let's Sing Country,"[48, 49, 130]",Missing,All begins with the first tone Create your own spotlight with the hottest tracks in country music courtesy of Lets Sing Country and follow in the footsteps of cuttingedge artists and perform songs like Bebe Rexha ft Florida Georgia Line with Meant to Be Rascal Flatts with These Days Chris Janson with Buy Me A Boat Joe Nichols with Sunny and 75 and more,Missing
1571356800,"[13, 30, 33]",124086,Safari Pinball,"[6, 48, 49, 130, 167, 169]",Missing,Get ready for Safari Pinball a pinball machine where youll try to photograph and record many animals through a Africa Elephants Lions Zebras and many more are waiting for you on this table,Missing
1570579200,"[9, 31, 32, 33]",123901,Super Box Land Demake,"[6, 46, 48, 49, 130]",Missing,Pick from two characters to help solve moving box puzzles in order to advance to the next stage,Missing
1571097600,"[7, 9, 15, 32]",123871,Active Neurons,"[3, 6, 14, 46, 48, 49, 130, 167]",Missing,Active Neurons is a game that trains the player in spatial logical thinking By controlling the power of thought you must charge the neurons The more the neurons are charged the healthier the brain becomes The healthier the brain becomes the more of a fullyfledged life the person will live  It may seem simple but it wont be as simple as it seems To choose the direction of movement the power of thought should be at rest so it is important for you to correctly use the obstacles presented on every level  Think make a decision and look for the right path to the neurons in order to charge them  Our brain works much like a computer without the chips Neurons are the primary components of the nervous system They send and receive information in the form of electrical signals from the sensory organs facilitating communication with the brain  Do not forget to charge your brain This is exactly what you need to do in the game while simultaneously charging the neurons in real life  Features  120 logical tasks  More than 15 types of unique mechanics  Meditative music that creates an additional atmosphere in the game  Support for color blindness mode,Missing
1571270400,"[8, 31, 32, 33]",123868,Torinto,"[6, 48, 49, 130, 167, 169]",Missing,Frantic and challenging Torinto is a Run N Gun game with hordes enemies who will try to stop our Heroes from completing their journey,Missing
1570492800,[10],123654,Grid: Ultimate Edition,"[6, 48, 49, 170]",Missing,Be an Ultimate Edition Grid player to get 6 months of premium content including  99 extra Career events 33 per season 12 new cars 4 per season  Seasonal rewards  Season 1 Hot Hatch Showdown  Season 2 Track Day Supercars  Season 3 Track Day Hypercars  5 Grid Edition Carbon Liveries each with added XP boost  Aston Martin Vantage GT4  Pontiac Firebird Modified  Chevrolet Corvette C7R  Mitsubishi Lancer Evolution VI Time Attack  Renault R26  10 player cards  10 player banners  10 extra unique liveries  VIP status,Missing
1571875200,[7],123345,Let's Sing 2020,"[48, 49, 130]",Missing,Whether youre training your voice solo or celebrating the next karaoke party with friends and family  Lets Sing 2020 will be fun for everyone  Grab the microphone and choose your song no matter if you prefer to rock the stage solo or with friends If you dont have a USB microphone at hand just transform your phone into a microphone with the Lets Sing Microphone App and your performance begins straight away the stage is all yours,Missing
1570060800,"[7, 13, 15, 32]",123323,Hexagroove: Tactical DJ,"[6, 49, 130]",Missing,Hexagroove combines elements of strategy rhythm and action games in a unique blend of selfexpression Your goal as a DJ is to combine musical loops in real time to regulate a virtual audiences energy working them into a state of euphoria with your artistic skills The action swings from contemplative to frantic as you move between song sections in one of ten dance music genres Over time youll unlock new musical loops DJ tricks and club venues to play in Perform together with friends in your room or on the dance floor with this truly creative title,Missing
1571356800,"[8, 9, 31]",123322,Home Sheep Home: Farmageddon Party Edition,"[48, 49, 130]",Missing,Join Shaun the Sheep and his friends Timmy and Shirley on this epic adventure journeying through underground caverns negotiating the busy streets of London and teleporting through outer space all in search of the green green grass of home Lets Ewe This Overcome the fiendishly challenging puzzles by working as a flock with new multiplayer features using each sheeps unique abilities to solve challenges and shove leap squeeze and swim through underground tunnels abandoned mineshafts  and even evade the guards at Buckingham Palace All new multiplayer Baaatle A brand new suite of actionpacked Shaun the Sheep movie themed party games bring some extraterrestrial chaos to the farm with a visit to the Farmageddon theme park where you can compete with family and friends in a series of madcap fairground games hosted by Shauns new alien pal LuLa who has crashlanded near Mossy Bottom Farm Lovingly Lambmade animation Brought to you by award winning animation studio Aardman the game features a beautiful handpainted and traditionally animated art style spectacular environments and endearing character animation Reviews for Home Sheep Home 2 Its like some sort of adorable vortex you never want to leavetheres something to be said for a game that goes out of its way to excel at style and quality and Home Sheep Home 2 definitely has both by the bushel 475  Jay Is Games Whats more impressive about this game is how little is reused Basic puzzle mechanics stay throughout only by stepping on the button can you open the door but the,Missing
1570060800,"[8, 32, 33]",122806,Arkan: The Dog Adventurer,"[6, 48, 49, 130, 167, 169]",Missing,Arkan The dog adventurer  a unique explosive mixture of platformer and arkanoid Hit the ball Move around jump Smash the bricks Destroy the enemies Destroy everything destroyable,Missing
1570147200,[31],122366,Weeping Willow,"[6, 48, 49, 130, 167, 169]",Missing,Weeping Willow is a kinetic visual novel in the genre of detective Events take place in the small town of Weidendorf during quarantine of the plague,Missing
1570665600,"[8, 9, 32, 33]",122329,Reky,"[6, 14, 34, 39, 49, 130]",Missing,Fresh technical drawing aesthetics meet elegantly designed logic challenges in this minimalist puzzle title with just a dash of color  A logic puzzle game reky marries an elegance of design with an architectural minimalist aesthetic to create an experience that is fresh stylish and satisfyingly challenging Using the one finger touch controls the player interacts with the different puzzle elements of each level shifting and moving them in order to create a path to the goal Everything in the game is simple and functional with only cubes lines exits portals and a dash of color used to create a large variety of brainteasing challenges,Missing
1572480000,"[10, 14, 33]",122042,Race With Ryan,"[6, 48, 49, 130, 170]",Missing,Ryans World has come to life and its every bit as colorful fun and fast as you imagined So pick a racer head to one of six magical locations and step on the gas to show your friends and family who the fastest racer really is,Missing
1571702400,[13],121755,Farming Simulator 19: Platinum Edition,"[6, 14, 48, 49, 170]",Missing,FARM LIKE NEVER BEFORE    Includes Farming Simulator 19     OVER 35 NEW VEHICLES  TOOLS FROM THE BRAND CLAAS    Take on the role of a modern farmer in Farming Simulator 19 Platinum Edition For the first time in the franchise history discover CLAAS one of the worlds leading farming brands Enjoy loads of exclusive vehicles to develop your farm in two huge environments filled with exciting activities crops to harvest and animals to tend to    Drive the biggest roster of authentic farming vehicles ever seen in a Farming Simulator game with over 380 vehicles and pieces of equipment More than 35 exclusive vehicles and tools from CLAAS join the other biggest names of the industry  John Deere Case IH New Holland Challenger Fendt Massey Ferguson Valtra and more    Harvest all kinds of crops diversify your activities with forestry tend to your livestock  pigs cows sheep chickens  and ride your horses Grow your farm online with other players and download communitycreated mods for an everexpanding Farming Simulator experience,Missing
1571702400,"[13, 14]",121437,WWE 2K20: Deluxe Edition,"[6, 48, 49]",Missing,Players who purchase the WWE 2K20 Deluxe Edition available in both physical and digital varieties at participating retailers will receive ingame bonuses for the PS4 system Xbox One and Windows PC  Offering more than 35 in savings the WWE 2K20 Deluxe Edition includes the following items  Copy of WWE 2K20 video game with Deluxe Edition packaging  Accelerator  Take control of your WWE 2K20 experience with the Accelerator Players can gain access to all unlockable content available at launch via the games Purchasable section and take full control of the overall rankings and attribute levels of all playable characters  Kickstart  Get a leg up in your MyCAREER by unlocking and boosting your MyPLAYER ratings and attributes with 25 additional Attribute Points and 8 Additional Skill Points Plus get a 25000 VC starting bonus to unlock more Superstar parts Moves and more In addition to this start with all Boost Slots unlocked plus 15 free Boosts 2000 free Tokens and 400 free Deluxe Tokens  Complete set of WWE 2K20 Originals content packages more details to be announced  Additional bonus digital content including playable Superstars Chyna in her first WWE 2K appearance Hulk Hogan 500 Shirt The Rock and Rock n Sock Connection Mankindmore details to be announced  WWE SuperCard Limited Edition Cards included with physical versions only,Missing
1571097600,"[5, 33]",121232,Zombieland: Double Tap - Road Trip,"[6, 48, 49, 130]",Missing,Set after the events of the first movie Zombieland Double Tap  Road Trip is a ridiculously fun topdown twinstick shooter featuring local coop multiplayer for up to four players Play as your favourite heroes from the original Tallahassee Columbus Wichita and Little Rock as well as new unlockable characters from the upcoming sequel  Use your special abilities an arsenal of weapons and the essential Zombieland rules for survival to stay alive against huge numbers of uniquely grotesque and dangerous undead monstrosities in Zombieland Double Tap  Road Trips storybased campaign mode wavebased horde mode and ongoing daily and weekly challenges,Missing
1570147200,"[5, 24]",120557,Tom Clancy's Ghost Recon: Breakpoint - Limited Edition,"[48, 49]",Missing,Edition exclusively available on Amazoncouk,Missing
1571097600,"[5, 12, 24, 31]",120554,Tom Clancy's The Division 2: Episode 2 - Pentagon: The Last Castle,"[6, 48, 49, 170]",Missing,Missing,Missing
1571270400,"[12, 13, 15]",120300,Story of Seasons: Friends of Mineral Town,"[6, 48, 49, 130, 169]",Missing,A remake combining the content of the Game Boy Advance games Harvest Moon Friends of Mineral Town and Harvest Moon More Friends of Mineral Town for the Nintendo Switch  The series international name was changed to Story of Seasons due to Natsume keeping the rights to the Harvest Moon title when Marvelous began publishing through their own companies XSEED Games instead,Missing
1571961600,[5],119895,Call of Duty: Modern Warfare - Operator Enhanced Edition,"[6, 48, 49]",Missing,This version includes   Custom InGame Tactical Knife  All Ghillied Up Operator Pack  Crew Expendable Operator Pack  War Pig Operator Pack  3000 Call of Duty Points  Prestige Token in Call of Duty Black Ops 4  Classic Captain Price Character in Blackout for Call of Duty Black Ops 4  5 Reserve Cases in Call of Duty Black Ops 4,Missing
1571961600,[5],119894,Call of Duty: Modern Warfare - Operator Edition,"[6, 48, 49]",Missing,This version contains the base game and the Operator Pack This pack consists in three bundles All Ghillied Up Crew Expendable and War Pigs all of them based on Call of Duty 4 Modern Warfare,Missing
1571184000,"[9, 15, 32, 33]",119797,Ping Redux,"[3, 6, 14, 48, 49, 130, 167]",Missing,Ping Redux has 100 levels including 12 bosses that are inspired by classic games to help keep the gameplay varied Bounce off the walls and obstacles and reach the succulent tasty orange,Missing
1571616000,[12],119327,The Elder Scrolls Online: Dragonhold,"[6, 14, 48, 49]",Missing,The rage of Dragons has brought its fire and fury to the ruined region of Southern Elsweyr and the people of this oncegreat kingdom fight to survive The monstrous Dragon Kaalgrontiid bolstered with allnew allies returns more powerful than ever In Dragonhold you must stand with Sai Sahan restore the Dragonguard and together finally put an end the Season of the Dragon yearlong adventure,Missing
1572307200,"[9, 13, 15, 33]",119173,Harvest Moon: Mad Dash,"[6, 48, 49, 130]",Missing,Go solo or take a few friends along for the frenzy Harvest fish milk and more as you fullfil orders to complete each level Things may start out easy but youll hit the beach the farm and even the Underworld as you progress through the game Have you ever tried to grow crops with molten lava falling on them That and other obstacles await you as you and your friends try to clear all the levels to restore the broken lighthouse,Missing
1570147200,"[5, 31]",118678,Tom Clancy's Ghost Recon: Breakpoint - Year 1 Pass,"[6, 48, 49, 170, 203]",Missing,The Year 1 Pass includes  Mission Sirens Call previously called Greenstone  Expansion Deep State  Expansion Red Patriot previously called Transcendence  Ingame DLC Special Operations Forces Pack,Missing
1570147200,[5],118276,Tom Clancy's Ghost Recon: Breakpoint Ultimate Edition,"[6, 48, 49, 170, 203]",Missing,This edition includes  Ingame DLC Survivor Pack  Ingame DLC Sacred Land Pack  Ingame DLC OffRoad Pack  As well as the Year 1 Pass  Mission Sirens Call previously called Greenstone  Expansion Deep State  Expansion Red Patriot previously called Transcendence  Ingame DLC Special Operations Forces Pack,Missing
1570147200,[5],118275,Tom Clancy's Ghost Recon: Breakpoint Gold Edition,"[6, 48, 49, 170, 203]",Missing,The Year 1 Pass includes  Mission Sirens Call previously called Greenstone  Expansion Deep State  Expansion Red Patriot previously called Transcendence  Ingame DLC Special Operations Forces Pack,Missing
1570752000,"[13, 15, 32]",117420,Frostpunk: Console Edition,"[48, 49]",Missing,Frostpunk is a society survival game where heat means life and every decision  comes at a price Presenting complex strategic gameplay demanding challenges  and rich story Frostpunk extends its unmatched survival experience to consoles  Adapted to the new platforms with revised controls and adjusted  mechanics  Frostpunk Console Edition allows you to fully test your tactical  prowess on the frozen wastelands,Missing
1570406400,"[8, 9, 15, 31, 32]",115766,Trine: Ultimate Collection,"[6, 48, 49, 130]",Missing,Experience the complete Trine series with Trine Ultimate Collection This collection includes all four titles in the bestselling Trine series,Missing
1570665600,"[8, 12, 31, 32]",109984,A Knight's Quest,"[6, 48, 49, 130]",Rusty begins his adventure with just a trusty sword and basic shield but hell soon unlock Spirit Powers  spectacular abilities which have the power to transform not only himself but also the world around him Harness the powers of Fire Ice and Time to devastating effect using them to conquer enemies in battle or solve environmental puzzles,Play as Rusty a clumsy adventurer who accidentally sets about the end of the world Solve mindbending puzzles defeat huge bosses  platform your way through this actionadventure,Missing
1572220800,"[12, 31]",109592,Romancing SaGa 3,"[6, 34, 39, 46, 48, 49, 130]",Missing,The celebrated RPG classic comes West for the first time Experience a brandnew HD remaster of the legendary 1995 RPG masterpiece introducing optimised graphics a new dungeon to explore new scenarios and a new game function,Missing
1570233600,"[4, 5, 13, 31, 32, 33]",104238,Redout: Space Assault,"[6, 14, 39, 48, 49, 130]",AD 2395 Humanity is facing the most perilous daunting and desperate task in its existence fleeing Earth Hundreds of satellites drones and terraforming robots have been sent to the outskirts of the Solar System Frantic research has been conducted in the last 150 years Brave scientists and colonists have taken off towards inhospitable new worlds often on oneway journeys to build a new home for humanity Now tales of lush green landscapes rivers and abundant resources run through the void on radio messages from the Moon to Mars In an unprecedented conflict with humanity on the brink of chaos will you side with the brutally disciplined Colonization Fleet or will you join the cutthroat rebel bands fending off for themselves looking for freedom among the stars ,Redout Space Assault is tactical dogfight coupling the trademark Redout adrenaline with the thrill of combat Outsmart outmanoeuvre overpower outclass your opponents in lightningfast singleplayer and multiplayer space combat ,Missing
1572480000,"[31, 32]",51693,The Lighthouse,"[6, 48, 49]",The Lighthouse takes place on February 19 1964 You play as James Irvine a former detective turned private investigator in the state of Maine Irvine is a man who solves the problems that the city doesnt have the inclination to followup on little less solve Many of the lucrative cases that come to his office are from locals with various requests from spouses looking to expose infidelity in their relationships to business owners looking to gather enough evidence to incriminate their partners  February 19 1964 is an important anniversary for Pt Irvine as its the day he lost his first born Lily to cancer 7 years prior Every year he visits her placing a yellow lily and lit candle on her gravestone before watching it burn until extinguished This tradition had never been broken  until today As he packs to leave his office candle in hand he notices a letter slide under his door the envelope marked Irvine  He opens it and reads  Mr Irvine  My daughter hasnt come home for 2 years 4 months and 9 days You see shes missing She was involved in the old lighthouse incident you may remember her name  Lily Ive asked the local authorities to look for her but they havent got a clue They tell me horrible things that no parent should hear They tell me to accept that she may have died Worst they tell me they cant help I cant sleep until I know where she is if shes safe if shes scared and if shes trying to come home but cant find home Help me find her Look for her at the Lighthouse as that was her last known location  Elizabeth Beaumont  Inside the envelope he finds an address and a single yellow lily,The Lighthouse is a uniquely crafted thriller with glimpses into psychotic alternate dimensions Private Investigator James Irvine finds himself lured into a haunting neonoir world in search of a missing young woman named Lily Beaumont Traverse the abandoned property of Maines wealthiest family the Wescotts as you search for the truth,Missing
1572220800,"[12, 31, 32]",27781,Pathologic 2: The Marble Nest,"[6, 48, 49]",Missing,The Marble Nest is a DLC for Pathologic 2 offering a selfcontained story Play for a single day as Dr Daniil Dankovsky a scientist from the Capital a fighter of death and another doctor trying to save the Town alongside the Haruspex and uncover a different perspective on the eventsand Death itself,Missing
1569974400,"[15, 35]",122661,Gwent: Iron Judgment,[49],Missing,The North is on the rise and Radovid is back to bring justice to his enemies  the kind of justice that is being served by fire and iron Stand by his side or defy royal authority  whichever you choose get ready for some of the fiercest battles in GWENTs history Relive the Battle of Brenna learn the secrets of the Salamandra or join Gascons company of noble criminals  there is plenty of opportunities to get into a fight in GWENT Iron Judgment,98.99080006230562
1572480000,"[12, 16, 31]",114283,Persona 5 Royal,"[6, 48, 49, 130, 167, 169]",Missing,An enhanced version of Persona 5 with some new characters and a third semester added to the game Released Internationally in 2020,96.47949032340736
1571184000,[12],109459,Little Town Hero,"[6, 48, 49, 130]",The story is set in an isolated village on the edge of the world  The only gate leading outside is heavily guarded by a castle and the villagers are not allowed to leave  Most of the villagers dont give it a thought and happily go on with their everyday lives  However the protagonist is a little different from the others  he wants to see the world outside  One day a Monster appears in the village shocking everyone because until then no one knew such creatures existed  The protagonist is able to fight it using a mysterious Red stone he found in the coalmines  In the course of his defense of the village he gradually unravels secrets of how the stones and the monsters came to be,Unlike most RPGs there is no need to fight weak monsters repeatedly to level grind in Little Town Hero  Instead you will need to have a good strategy to fight each boss monster one on one  Will the protagonist live the adventure he craves and escape the humdrum village life   A challenging battle system which relies heavily on coming up with new Ideas and strategies   Compact story progression designed with the busy gamer in mind   Soundtrack by Toby Fox composer of the background music for UNDERTALE,93.0
1571270400,"[9, 15, 26, 32]",125021,The Jackbox Party Pack 6,"[3, 6, 14, 34, 39, 48, 49, 130, 132, 170]",Missing,Its the wildest Party Pack yet with the absurd deathmatch Trivia Murder Party 2 the weird word circus Dictionarium the hidden identity game Push The Button the comedy contest Joke Boat and the offbeat personality test Role Models Use your phones or tablets as controllers and play with up to 10 players plus an audience of up to 10000,83.18021830955699
