first_release_date,genres,id,name,platforms,storyline,summary,rating
1599177600,"[12, 31]",259466,Marvel's Avengers Definitive Edition,"[6, 48, 49, 167, 169]",Marvels Avengers begins at ADay as San Francisco celebrates the opening of an Avengers West Coast Headquarters and an allnew helicarrier powered by new experimental technology The day turns tragic when a terrible accident results in mass destruction Blamed for the tragedy the Avengers disband  Iron Man Hulk Black Widow and Thor blame themselves for the mass devastation and the loss of Captain America In the five years following ADay the teams absence has devastating consequences worldwide A new organization has risen  Advanced Idea Mechanics otherwise known as AIM AIM believes that science  not Super Heroes  is the key to protecting the world  A teenager Kamala finds herself developing extraordinary polymorphic and healing powers as a direct result of exposure to Terrigen Mists during the Aday incident With the Avengers disbanded and Advanced Idea Mechanics turning public sentiment against Super Heroes Kamala hides her abilities from the world  Kamalas unwavering loyalty to the Avengers intelligence inquisitive nature and everoptimistic personality lead to a huge discovery when she uncovers a shocking conspiracy As Kamala learns to harness and embrace her powers she finds the will and the way to reassemble Earths Mightiest Heroes,Assemble your team of Earths Mightiest Heroes embrace your powers and live your Super Hero dreams  Marvels Avengers is an epic thirdperson actionadventure game that combines an original cinematic story with singleplayer and cooperative gameplay Assemble into a team of up to four players online master extraordinary abilities customize an expansive roster of Heroes and defend the Earth from escalating threats  Marvels Avengers begins at ADay where Captain America Iron Man the Hulk Black Widow and Thor are unveiling a new hitech Avengers Headquarters in San Francisco The celebration turns deadly when a mysterious enemy causes a catastrophic accident which results in massive devastation Blamed for the tragedy the Avengers disband Five years later with all Super Heroes outlawed and the world in peril a sprawling adventure ignites when a determined young woman named Kamala Khan sets out to reassemble and rebuild the Avengers to stop the unchecked power of the secretive new force known as AIM  Marvels Avengers delivers the definitive Avengers gaming experience with an adventure that sends out heroes from space to the hidden kingdom of Wakanda or an apolcalyptic alternative future  Assemble a roster of 11 unique heroes and restore their powers then continue to battle AIM solo or online with friends Unlock powerful skills and new gear for each of Earths Mightiest Heroes to suit your playstyle Flexible combat system dynamically scaling difficulty plus customizable gear and skills to support unique playstyles for each Hero The Definitive Edition includes over 400 classic fanfavorite and allnew original outfits inspired by over 80 years of Marvel history to customize these iconic Heroes The Definitive Edition includes all released DLC missions and heroes,Missing
1599177600,"[13, 14]",257598,Tony Hawk's Pro Skater 2,"[6, 48, 49, 130, 167, 169]",Missing,Tony Hawks Pro Skater 2 is a remake of the original Tony Hawks Pro Skater 2 bundled in the Tony Hawks Pro Skater 12 collection,Missing
1599177600,"[13, 14]",257595,Tony Hawk's Pro Skater 1,"[6, 48, 49, 130, 167, 169]",Missing,Tony Hawks Pro Skater 1 is a remake of the original Tony Hawks Pro Skater bundled in the Tony Hawks Pro Skater 12 collection,Missing
1600819200,Missing,233014,The Catch: Carp & Coarse - Deluxe Edition,[49],Missing,The deluxe version of The Catch Carp  Coarse gives you the fantastic core game as well as the exciting additional venue Jezioro Bestii for one great price,Missing
1599782400,Missing,230126,TerraTech: R&D Labs,[49],Missing,RD Labs is a game mode for TerraTech which allows the player to take on a variety of unique challenges and test out a series of experimental items,Missing
1600732800,Missing,225375,Fortnite: Corrupted Legends Pack,[49],Missing,What is your chaotic alignment How will you balance the scales This packs cosmetics come with a slider that allows you to tune how corrupted your outfit is Includes the following cosmetics   Corrupted Arachne Outfit  Corrupted Long Legs Back Bling  Corrupted Insight Outfit  Corrupted Sight Sling Back Bling  Corrupted Shogun Outfit  Corrupted Bladed Wings Back Bling,Missing
1599004800,Missing,224985,Paper Ghost Stories: 7PM,"[6, 49]",Missing,Follow the shared experience of three children for a day during ghostmonth and the arrival of a mysterious new neighbor Things quickly take a dark turn as what was supposed to be an offer of friendship triggers a series of strange events,Missing
1600819200,Missing,221638,No Man's Sky: Origins,"[6, 48, 49]",Missing,Update 30 Origins dramatically expands the universe of No Mans Sky Explore a stranger richer and more varied universe with deeper planetary diversity dramatic new terrain a host of new creatures new weather conditions colossal buildings and much more  Our journey continues,Missing
1600732800,"[5, 24]",217530,Tom Clancy's The Division 2: Warlords of New York - Season 3: Concealed Agenda,"[6, 48, 49, 170]",Missing,Season 3 Concealed Agenda introduces new targets to hunt new Leagues new Global Events and more,Missing
1600646400,"[5, 24]",217528,Tom Clancy's The Division 2: Warlords of New York - Season 2: Keener's Legacy,"[6, 48, 49, 170]",Missing,Keeners Legacy is the second season coming to The Division 2 The first phase is now live and we have a full breakdown of whats waiting for you in Washington DC and New York As in Season 1 the Manhunt of five Rogue Agents is the narrative driver Looking for clues locations and finding the Rogue agents to take on the Prime Target Hornet In the wake of Keeners death his legacy is brought back to life as the rogue agent Hornet leads a cell of zealous rogue associates devoted to carry on Keeners calamitous plans with the Eclipse virus The Division must now take down each of the five members of Hornets rogue cell in order to prevent them from realizing what Keener failed to do,Missing
1600732800,"[5, 12]",209316,Tom Clancy's The Division 2: Warlords of New York - Season Three: Concealed Agenda,"[6, 48, 49]",Missing,An allnew Season starts today in The Division 2 Season 3 Concealed Agenda introduces new targets to hunt new Leagues new Global Events and more,Missing
1600992000,Missing,207943,Outbreak Co-Op Nightmares,[49],Missing,Experience intense retro survival horror alone or with a friend in the Outbreak CoOp Nightmares collection,Missing
1600646400,[5],205055,Halo: The Master Chief Collection Season 3 - Recon,"[6, 49, 169]",Missing,The third season was launched with the release of Halo 3 ODST for PC Titled after Halo 3 ODSTs original title Halo 3 Recon this season focuses on Halo 3 and Halo 3 ODST adding weapon skins and visor colors to Halo 3 while reintroducing ODSTs playable Firefight characters and also adding nameplates,Missing
1599782400,[35],203832,To the Moon and Beyond,"[34, 39, 49]",Missing,In this single player card based game you get to manage and build up your own space program Your goal is to build all 8 mission critical objectives to safely send humans to the Moon and establish a permanent Moon habitat You do this by determining what research to fund on the space station and what projects you want to fund back on Earth Conducting research on the space station can reduce the cost of some projects or give you the ability to fund others Results from the projects you fund determine your budget for the next year and get you closer to building your very own custom Rocket Space Suit Lunar Space Station Moon Habitat and more Everything you do affects the outcome of your eight part program But beware events can happen that can influence that outcome Will you be able to complete all of your eight mission objectives in four short years,Missing
1600387200,Missing,199625,Bestiary Bundle,[49],Missing,Missing,Missing
1599436800,Missing,171286,Fallout 76 + Wastelanders,[49],Missing,Missing,Missing
1600300800,Missing,165889,Dragon Ball FighterZ: Master Roshi,"[6, 49, 130]",Missing,The founding father of the Turtle School Master Roshi now comes to DRAGON BALL FighterZ  This content includes  Master Roshi as a new playable character  5 alternative colors for his outfit  Master Roshi Lobby Avatar  Master Roshi Z Stamp,Missing
1601424000,"[10, 13, 14]",165873,Assetto Corsa Competizione: GT4 Pack DLC,[49],Missing,The GT4 PACK DLC for Assetto Corsa Competizione brings the new GT4 Season Championship mode and 11 new cars meticulously reproduced from the official GT4 European Series by SRO Motorsports Group,Missing
1599177600,"[5, 12]",164850,Lou's Revenge,[49],Missing,Lous Revenge is the first satirical actionRPG in which you can play Lou Satans son Drink milk kill the traitors save Hell and rescue the hottest demoness from the clutches of those nasty people and megacorporations,Missing
1600128000,Missing,164788,Wreckfest: Complete Edition,[49],Missing,This edition contains the base game Wreckfest plus all the DLCs from Season 1  2  Wreckfest Fullcontact racing at its best Expect epic crashes neckandneck duels for the finish line and brandnew ways for metal to bend  Season 1  2 contains  32 exciting vehicles  20 crazy roof decorations  Car customization packs with new armor rims and more  9 of the cars will be released post launch of this complete edition,Missing
1600214400,"[9, 15, 35]",159852,My Little Prince: A Jigsaw Puzzle Tale,"[6, 48, 49, 130]",Missing,But eyes are blind You have to look with the heart A jigsaw puzzle game to remember a beloved classic story Contains illustrations created by Katia Numakura with inspiration from The Little Prince by Antoine de SaintExupéry and from RPGs,Missing
1601424000,"[31, 32, 34]",158181,Takorita Meets Fries,"[3, 6, 14, 34, 39, 48, 49, 130, 167, 169]",In Tako Kingdom deep under the sea soup is an everyday common meal Princess Takorita is deeply dissatisfied with this food culture and demands a new dish which can spice up her life She decides to go up to the land together with the merman Mer as her guard  On the land Princess Takorita meets the humans Dino and Ina The culture differences greatly surprise the princess Then finally she has her fated encounter with the french fries  Is that all No thats not all French fries might look simple but theres more to it Princess Takorita continues her adventure to make the fries more and more tasty Her journey is far from over  Even finding her longlost grandfather is only a small part of her adventure,Deep under the sea there is a princess who didnt know anything about french fries This is her story Princess Takoritas fated encounter with the french fries,Missing
1599436800,"[8, 9, 13, 14, 31, 32]",157033,Alice Sisters,"[6, 48, 49, 130]",Missing,Help Alice and her sister save their mother through 28 levels spread over 4 worlds each with their final villain to battle against Play alone by switching from one character to another or cooperate with 2 players to complete each level Go through the levels and solve puzzles ,Missing
1600128000,"[5, 12, 32]",155703,Warhammer: Vermintide 2 - Grail Knight Career,[49],Missing,The Grail Knight is a new career for Markus Kruber It contains the new playable career complete with a new talent tree new weapon types new abilities a whole new Bretonnian Knight skin and more,Missing
1600905600,"[13, 31, 32]",154751,Don't Starve Mega Pack 2020,"[3, 6, 14, 49]",Missing,Includes Four Items  Dont Starve Giant Edition  Dont Starve Hamlet Console Edition DLC  Dont Starve Shipwrecked Console Edition DLC  Dont Starve Together Console Edition  PLUS Large Bolt Chest that contains 12000 Bolts of Cloth in Dont Starve Together,Missing
1600300800,"[4, 25]",154736,For Honor: Season 15 - Resistance,"[6, 48, 49]",Missing,The Order of Horkos imposed a regime of terror and left many scars around the world But in the most desperate times a spark of rebellion is all they needed to bring back hope As the warriors of Horkos seized several fortresses to conduct experiments with the Corruption various groups of outcasts and mercenaries from all factions took up arms to reclaim their homes Unexpected alliances were formed and new Draconite weaponry was invented to fight the enemy back  Play your part for the resistance and get access to new armor weapons events battle pass and more,Missing
1599696000,"[2, 9, 31]",154514,Hidden Through Time: Legends of Japan,"[6, 48, 49, 130]",Missing,This DLC includes 10 new levels ranging from Japanese temples to Sumo tournaments It also features more than 300 new Japan themed objects and characters that will be available in the level editor upon purchase,Missing
1600992000,"[13, 15]",154505,Port Royale 4: Extended Edition,"[6, 49, 167, 169]",Missing,Set sail and join the colonial powers of Spain England France and the Netherlands in their fight for supremacy of the Caribbean in the 17th century In Port Royale 4 you will take control of a colony as a young and ambitious governor who is eager to learn what it takes to manage and grow his small settlement into a bustling trader city,Missing
1599523200,Missing,154345,Dead by Daylight: Descend Beyond Chapter,"[6, 49, 130]",Missing,Descend Beyond is a new Chapter for Dead by Daylight It includes a Killer The Blight and a Survivor Felix Richter Purchasing the addon will unlock its new Killer new Survivor and an exclusive item for the survivor Felixs The World Class jacket,Missing
1600646400,"[8, 33]",152430,Ninja Buddy Epic Quest,"[49, 130]",Missing,Explore wonderfull worlds as you lead Ninja Buddy in his quest to save Princess Zebda Show your skills to master hostile monsters deadly mechanics and powerfull bosses Make your way through increasingly challenging levels in this Super Plateformer,Missing
1600732800,"[9, 31, 32]",152408,Mina & Michi,"[6, 48, 49, 130, 167, 169]",Mina is a girl who loves her best friend Michi She also loves adventures and doesnt like gelatine Together with Michi they travel throught wonderful and colorful places passing by all seasons defeating evil gooey enemies and solving puzzles  To help them on their journey they will find some very rare and useful items some of them are magic Others gives Mina and Michi more health and strength and even others grants them special abilities to help them reach new places and being successful on their task  Youll be able to play controlling both characters Mina and Michi at the same time using both sicks or in local coop mode playing with a friend,Mina  Michi is a 2D topdown game about a girl and her friend going on adventures solving puzzles and defeating enemies through the seasons,Missing
1599004800,"[11, 15, 24]",152234,Desperados III: Money for the Vultures - Part 1: Late to the Party,"[3, 6, 14, 48, 49]",Missing,In the first part of Money for the Vultures the gang reunites once again to hunt down Vincent DeVitts hidden riches Help them uncover a mysterious vault avoid bloodthirsty looters and find out if the enigmatic Rosie from Baton Rouge can really be trusted or if she has her own interests in mind,Missing
1599436800,"[15, 31, 32]",150711,Crown of the Empire,"[6, 48, 49]",Missing,Crown of the Empire fun adventures await The queen needs your help,Missing
