first_release_date,id,name,platforms,summary,genres,storyline,rating
1643155200,274999,Cogen: Sword of Rewind - Additional Story & Playable Character: Copen (Gunvolt Chronicles: Luminous Avenger iX 2),"[6, 48, 49, 169]",This DLC pack adds the following content to Cogen Sword of Rewind   Bonus Playable Character Copen Gunvolt Chronicles Luminous Avenger iX 2  Additional Story for Copen  New Stage Extra 31  New Stage Extra 32 Unlocked after beating Extra 31  New Stage Extra 33 Unlocked after beating Extra 32,Missing,Missing,Missing
1642636800,264427,Hot Wheels Unleashed: Spongebob Racing Season,"[48, 130, 167, 169]",Missing,Missing,Missing,Missing
1642636800,255858,Tom Clancy’s Rainbow Six Extraction: React Strike Pack,"[6, 48, 49, 167, 169]",Enhance your Tom Clancys Rainbow Six Extraction experience with the REACT Strike Pack including  Frontline Cosmetic Pack includes Spectrum headgear uniform and weapon skin plus the REACT Lockjaw charm REACT Strike Pack XP Boosters for postlaunch events 10 discount on the ingame store This content is also available by purchasing Tom Clancys Rainbow Six Extraction Deluxe Edition,"[5, 15]",Missing,Missing
1643328000,254561,Guilty Gear: Strive - Additional Battle Stage: Lap of the Kami,"[6, 48, 49, 167, 169]",The additional battle stage Lap of the Kami becomes selectable ingame,[4],Missing,Missing
1642636800,228026,Fuga: Melodies of Steel - Back to School Costume Pack,"[6, 48, 49, 130, 167, 169]",This costume pack features the 12 members of the Taranis crew in Japanese school attire You can modify what the children are wearing under Change Costumes in the Options menu,"[12, 13, 15]",Missing,Missing
1643068800,227412,Cities: Skylines - Airports,"[6, 48, 49, 167, 169]",The Airports expansion allows you to build your own airport areas set up gates and connect them via concourse networks Design your dream airports from small airfields to large international hubs,"[13, 15]",Missing,Missing
1642636800,225082,Bassmaster Fishing 2022: Predator Equipment Pack,"[49, 169]",Become the ultimate predator and dominate the competition The Predator Pack will set you up nicely to hunt and fight those lunkers into your boat so you can take your spot on the stage with the biggest bag of bass,"[13, 14]",Missing,Missing
1643587200,218462,Urban Exploration Bundle,"[49, 169]",Cotton Games puzzle adventures in one pack  Rain City a city where rain always pours This puzzle game features warm picture booklike graphics and a story with lifelike animals  Mr Pumpkins Adventure is a pointandclick puzzle game The main character of this game is Mr Pumpkin who lost his memories During the adventure you will help him solve all the puzzles which will eventually unveil an evil plot,Missing,Missing,Missing
1642032000,218457,Chubby Pixel Mega Bundle,[49],Missing,Missing,Missing,Missing
1643328000,215017,Guilty Gear: Strive - Additional Character 4: Baiken,"[6, 48, 49, 167, 169]",This allows the character Baiken to be used ingame,[4],A swordswoman of Japanese descent She gets heated easily and is quick to start a fight Shes the type to jump to action before thinking things through She sticks to her principles and doesnt back down from a disagreement until its settled However she can still acknowledge when the other party is in the right  Her right arm has an attached concealed weapon as well as an artificial arm modified for offense She has sworn to take revenge on That Man after suffering a serious wound and losing her friends and family in the Crusades,Missing
1642032000,207941,Train Sim World 2: Tharandter Rampe - Dresden: Chemnitz,"[49, 169]",Lean into yesteryear and experience the challenge of the unique tilting DB BR 612 DMU Power out of Dresden tackle steep gradients bordered by forest and drive through the picturesque valleys of Saxony and beyond to Chemnitz with Train Sim World 2 Tharandter Rampe,Missing,Missing,Missing
1643414400,198096,Ayleouna,"[6, 48, 49]",Take Ayleouna on an asteroid hopping adventure in this action platformer with gravity bending elements,[8],Missing,Missing
1643328000,192306,Thea Bundle,[49],Missing,Missing,Missing,Missing
1642464000,192302,Destiny 2: Legacy Collection,"[49, 169]",Create your Guardian and embark on a cinematic story in an evolving universe filled with a variety of coop missions and PvP modes,"[5, 31]",Missing,Missing
1643328000,188638,Transformers: Battlegrounds - Complete Edition,"[6, 49, 169]",Bumblebee and the Autobots have a new commander  you Assemble your squad and roll out for a battle that will rage from Central City to Cybertron Choose heroes including Windblade and Optimus Prime each with unique attacks and abilities Use each environment to your advantage taking cover in desert sandstorms and battling your foes in city streets And charge your Energon to unleash devastating Ultimate Abilities Then visit the Arcade for local multiplayer battles with the Decepticons and more Its the Tramsformers game youve waited an eternity for  Transformers Battlegrounds  Complete Edition includes  a copy of the base game  Gold Autobot Skin Pack  Energon Autobot Skin Pack  Battle Autobot Skin Pack  Neon Autobot Skin Pack  Nemesis Prime  Goldfire Bumblebee Skin Pack  CUBE Game  Arcade Addon  Transformers Battlegrounds  Shattered Spacebridge,[33],Missing,Missing
1643241600,188551,Taiko no Tatsujin: The Drum Master!,"[6, 49, 169]",Drum out high scores by accurately playing along with 2 different notes Don and Ka in Taiko no Tatsujin The Drum Master Includes over 70 songs local multiplayer mode and online ranked matches Light your drumming spirit on fire,[7], A simple yet refreshing rhythm game A simple game system where you hit the Don and Ka notes in rhythm with the music as they flow from right to left Includes 4 different difficulties for each song so you can match your ability to have the most fun   Spirited Performance Battles There are many ways to enjoy Taiko no Tatsujin with other people including local multiplayer online ranked matches online friend matches and online score rankings   Over 70 songs included From popular anime songs and game music to classical and pop there is a multitude of songs and genres to choose from   A rich customization system Collect coins each time you perform to buy customization items like outfits for Taiko no Tatsujins protagonist Donchan You can also get customizable titles nameplates and greetings to use in online battles to show the entire world how unique you are,Missing
1643241600,188531,Deflector,"[6, 49, 130, 169]",Deflector is a highoctane bullet hell roguelite set in a deadly world Upgrade your characters with the DNA you find evolve them further during your runs and explore the farthest reaches of this microcosm or die trying,"[4, 5, 12, 13, 25, 31, 32]",Missing,Missing
1642636800,188168,Tom Clancy's Rainbow Six Extraction United Bundle,"[6, 48, 49, 167, 169]",Get the Deluxe Editions of 2 games in the ultimate Rainbow Six bundle The awardwinning Tom Clancys Rainbow Six Siege  Tom Clancys Rainbow Six Extraction where Team Rainbow faces the greatest terror yet a lethal mutating alien parasite,"[5, 15]",Missing,Missing
1642982400,188159,Punchman,[49],Punchman is a simple 1 versus 1 fighting platforming game featuring a set of different characters powerups and levels,"[4, 8]",Missing,Missing
1643155200,188125,Go! Go! PogoGirl,"[6, 48, 49, 130, 167, 169]",Jump on your pogo stick and bounce bounce bounce Go Go PogoGirl is a dynamic cute and wholesome platformer about a girl and her pogo stick Bounce your way through the world collect gems and then bounce some more,"[8, 31, 32]",Missing,Missing
1642032000,187981,Guntech 2,"[3, 6, 14, 49, 130, 169]",Blast aliens and fight dragons in this actionpacked retrostyle space shooter,"[5, 33]",Missing,Missing
1641945600,187834,Overrogue,"[6, 39, 48, 49, 167, 169]",In the underworld where creatures of all shapes and sizes live a Selection Battle is announced to decide the next Overlord Complete labyrinths and collect crystals to achieve the title of Overlord Proceed through dungeonlike labyrinths building up your card deck in a roguelite style There are up to 5 different labyrinth themes based on card genres like poison or graveyards Enjoy a different deck experience each time you visit the labyrinth as the number of cards increase Over 300 types of cards and 150 types of treasure await you so combos and combinations are up to you Lets conquer the labyrinths and become the next Overlord,"[12, 13, 15, 31, 35]",Missing,Missing
1643155200,187758,Gav-Gav Odyssey,"[6, 48, 49, 130]",Three space friends get into an unearthly adventure in which they face a variety of different tasks which will take a lot of time to solve Will you be able to exit the game as winners Then be patient because the game is for those who like to think,"[9, 32]",Missing,Missing
1642636800,187572,Sherlock Holmes: Chapter One - Mycroft's Pride,"[6, 48, 167, 169]",Big brother Mycroft sends you a series of cases linked to homeland security Make the Empire proud,"[31, 32]",The quest line becomes available after the player receives a letter from Mycroft at Sherlocks Manor The second main quest A Gilded Cage and a side quest Love Death and Cordona must have been completed,Missing
1642809600,187536,Pirates on Target,"[6, 48, 49, 130, 167, 169]",Move the blocks strategically your objective is to change the trajectory of the cannonballs until they reach the pirate ship Simple yet challenging,"[9, 15, 32, 33]",Missing,Missing
1643155200,187473,Elasto Mania: Remastered,"[6, 48, 49, 130, 169]",A NOT TOO CASUAL BIKE GAME Elasto Mania commonly known as Elma is an indie motorbike simulation game a colorful 2D racing experience first released in 2000 as a successor to Action SuperCross The remastered version is bigger  better than the original  the definitive way to play This gem is challenging to master but you will quickly get the hang of it once you start playing  A NEVERENDING EXPERIENCE There is always something new to discover when it comes to this beloved enduro platformer When you think you have completed all the levels and collected all the goodies its time to go online and compete on the leaderboards or play together with a friend for a new perspective on old levels And dont worry you wont run out of content  there are more than a hundred additional levels in this version with even more on the way  A CULT CLASSIC The days of floppy disks CRT monitors and dialup internet are long gone but our old school favorite outlived them all  and its still going strong A lot has happened in the past two decades but this fully formed cult classic is still the same hard but casual but hard retro game we all love Play it now in its best form,"[9, 10, 13]",Missing,Missing
1642636800,187425,Downslope,"[6, 48, 49, 130]",The Mountain awaits,"[14, 32, 33]",Missing,Missing
1642550400,187416,Pyramid Quest,"[6, 48, 49, 130]",Pyramid Quest is an exploration and treasurehunting game inspired by classic platform games The goal is to find the three parts of an artefact and open the gate to the next level while collecting diamonds and coins,"[8, 31, 32, 33]",Missing,Missing
1642032000,187142,Aery: Dreamscape,"[6, 48, 49, 130]",In Aery  Dreamscape you play as a bird like spirit who can enter the minds of other people in order to explore their thoughts their secrets and their imagination Experience the feeling of flying immerse into beautiful and atmospheric landscapes and enjoy the unique storytelling of the game ,"[13, 31, 32]",Missing,Missing
1642032000,187108,Far Cry 6: Deluxe Edition,"[6, 48, 49, 167, 169]",Welcome to Yara a tropical paradise frozen in time Far Cry 6 thrusts players into a modernday guerrilla revolution Become a guerrilla fighter and burn ruthless dictator Antón Castillos regime to the ground  The Deluxe Edition includes  the base game  the Ultimate Pack a compilation featuring three ingame content packs  the Jungle Expedition Pack  the Croc Hunter Pack  the Vice Pack,"[5, 31]",Missing,Missing
1642118400,186945,Kansei: The Second Turn HD,"[48, 49, 130, 167, 169]",A teenager with the ability to relive the death of any corpse he touches finds himself tangled in another murder case when the owner of a high profile corporation dies under mysterious circumstances This time however hes forced to team up with a group of kids with abilities as strange as his own Unfortunately these new teammates might be more dangerous than the killer theyre hunting Everyone has something to hide and the past never stays hidden for long Interrogate suspects explore the house of the wealthy deceased and unearth the secrets of others while you try to keep your own hidden,"[13, 31]",Missing,Missing
1642636800,186924,Tom Clancy's Rainbow Six Extraction: Guardian Edition,"[6, 48, 49, 167, 169]",Tom Clancys Rainbow Six Quarantine is a threeplayer tactical coop game set several years in the future of the Rainbow Six universe Rainbow Six Quarantine is being developed by an entirely new team at Ubisoft Montreal who were inspired by the longstanding brand legacy of tactical coop shooters and the varied cast of operators from Rainbow SixSiege to develop something that is truly more than the sum of its parts,"[5, 15]",Missing,Missing
1641427200,186533,Dead Cells: Road to the Sea,[49],This bundle contains the base game and all of the DLCs that have been released for Dead Cells so far   Rise of the Giant   The Bad Seed   Fatal Falls  The Queen and the Sea  So you will get 8 new levels and 5 new bosses with all their associated enemies weapons  outfits on top of the original Dead Cells  Have fun,"[31, 32]",Missing,Missing
1642636800,185775,Baby Storm,"[49, 130]",Baby Storm is a cooperative party game Watch over unpredictable kids as they unleash chaos in your kindergarten Maintain order run clean and feed your way to the highest score in solo or up to 4 players,"[13, 15, 31, 32, 33]",Your mission is to take care of adorable and sometimes troublemaking kids in a kindergarten  You are equipped with toys for playtime food for mealtime wipes and diapers for youknowwhat time and even a nifty radiocontrolled vacuum robot to help you with cleaning If youre alone in this task there are useful powerups a Teleporter that lets you move around quickly and Maracas to distract the kids when they are fighting  Make sure to complete the babies desires on time to avoid making them cry which will reset your score combo A quick tip these kids might act tough but they just need a bit of love and hugs Just steer clear of the ones who bite  Your journey will bring you to many different environments with vibrant art and music  visit places all around the world and even time travel Make your way through clever and original levels earn loads of points unlock new stages and features and encounter special babies with mysterious powers  Should you succeed in your mission youll become the best babysitter in the universe,Missing
1641427200,183128,Dead Cells: The Queen & the Sea,"[3, 6, 14, 48, 49, 130]",Dead Cells The Queen  the Sea will conclude the DLC trilogy that began with The Bad Seed in 2020 and continued with Fatal Falls in 2021 The new expansion will introduce two new biomes called The Infested Shipwreck and The Lighthouse new weapons and of course a magnificent boss which once you will be allowed to finish an alternate ending,"[8, 31, 32]",Battle your way through sunken shipwrecks scale a soaring lighthouse and confront your deadliest foe yet If you manage to make it through all that maybe youll finally get off this godforsaken island  This lategame content will give you an alternative to the High Peak CastleDerelict Distillery and Throne Room biomes  Therell be new weapons and enemies to play with of course,Missing
1643241600,182305,Rugby 22,"[6, 48, 49, 167, 169]",Take control of the biggest clubs and top rugby nations and enter the most prestigious competitions in singleplayer and multiplayer modes local and online  Rugby 22 offers total rugby combining tactics and intensity through gameplay that stays true to the sport,"[13, 14]",Missing,Missing
1641859200,182124,Far Cry 6: Control,"[6, 48, 49, 167, 169]",For the first time in Far Cry history you are the villain Get up close and personal as you take control of the legends themselves Vaas Montenegro Pagan Min and Joseph Seed  all played by the original cast Across three DLC episodes you will delve into these iconic villains twisted minds uncover their backstories battle their inner demons and reunite with familiar faces All of this in a new Far Cry gameplay experience in which you will have to die and retry Can you escape the mind of a villain,"[5, 31]",Missing,Missing
1642550400,167432,Warm Snow,"[6, 48, 49, 130, 167, 169]",Warm Snow is a Roguelike action game with a background set in a dark fantasy world where the eerie Warm Snow holds sway You will play as the Warrior Bian on a crusade against the Five Great Clans in order to save a world teetering on the brink of destruction,"[12, 31, 32]",A strange phenomenon appeared during the 27th Year of the Longwu Era Snow fell from the sky which was warm rather than cold to the touch and did not melt  People who breathed in the Warm Snow lost their minds and became monsters This phenomenon was later known as Warm Snow  Embark on a journey as Warrior Bian to search for the truth behind the Warm Snow and put an end to the this neverending darkness,Missing
1643155200,166326,Gunvolt Chronicles: Luminous Avenger iX 2,"[6, 48, 49, 130, 167, 169]",Gunvolt Chronicles Luminous Avenger iX 2 is the direct sequel to Gunvolt Chronicles Luminous Avenger iX This new game takes the original speedy and stylish 2D action gameplay to the next level as Copen rips through enemies with his new BreakShift form His new destructive capabilities makes the highspeed action more satisfying than ever Experience a new apex of cuttingedge 2D action with Luminous Avenger iX 2,"[8, 31]",With his new spinning blade weapon the Razor Wheel Copen rips through any enemy standing in his way as he traverses an enormous tower A wide variety of stages with powerful boss characters lurking in them await him  Copen earns a new EX Weapon for his arsenal whenever he defeats a boss He uses these weapons to target enemies weak points to bring them down faster a key strategy to clearing stages and ascending the tower quickly  Copens Bullit Dash that allows him to fly freely through the air has also been powered up Superstylish maneuvers reward those who master the Bullit Dashs highspeed capabilities,Missing
1642550400,159751,Blackwind,"[6, 14, 48, 49, 130, 167, 169]",Blackwind is a topdown scifi action game that puts you in the shoes of a teenager trapped inside a prototype battle armor suit during an alien invasion Face off against enemies cut through their ranks and fight back to stop a planetary invasion,"[5, 25, 31, 32, 33]",When the starship Pandora is shot down James Hawkins finds himself trapped inside a military prototype Battle Frame armor as he hurtles towards Medusa42 As the Raknos hordes ravage the planet and leave every human mining colony in ruins James doesnt have long to discover how to operate the Battle Frame if he wants to survive his dangerous surroundings and find his missing father  But James isnt alone on his quest  an unexpected ally hides inside his Battle Frame,Missing
