first_release_date,genres,id,name,platforms,summary,rating,storyline
1394496000,"[12, 31]",222664,Dark Souls II: Black Armor Edition,"[9, 12]",Immerse yourself into mindbending environments filled with new twisted monsters and deadly bosses that could only come from the imagination of from software A wide range of threats will prey on human senses  phobias  auditory hallucinations vertigo acrophobia etc  This special edition includes a metal case the soundtrack from the game and early access to the following weapons and shields   Black Flamestone Dagger and Black Flamestone Parma  Bound Hand Axe and Bound Wooden Shield  Homunculus Mace and Homunculus Wooden Shield  Transgressors Staff and Transgressors Leather Shield  Yellow Quartz Longsword and Yellow Quartz Shield,Missing,Missing
1393891200,"[2, 31]",127058,The Walking Dead: Season Two - Episode 2: A House Divided,"[6, 9, 12, 14, 39, 46, 48, 49]",After gaining new friends and enemies Clementine has found her way into the lives of more survivors Now she fights for her life against an army of the dead with one wounded companion How will she beat this new threat,Missing,Missing
1395964800,[31],100553,Assassin's Creed IV: Black Flag - Jackdaw Edition,"[6, 48, 49]",The year is 1715 Pirates rule the Caribbean and have established their own lawless Republic where corruption greediness and cruelty are commonplace Among these outlaws is a brash young captain named Edward Kenway His fight for glory has earned him the respect of legends like Blackbeard but also drawn him into the ancient war between Assassins and Templars a war that may destroy everything the pirates have built  Experience the lives of ruthless and merciless pirates in Historys Golden Age of Piracy Impersonate great adventurers of the Caribbean and unleash lethal new skills and weapons Explore mysterious islands and with the colors of your sails strike fear into the hearts of any sailor daring to cross your path  Assassins Creed IV Black Flag  Jackdaw Edition includes  Death Vessel Pack  Show your enemies that you are ready to bring death upon them with the Death Vessel sails figurehead and wheel  Kraken Ship Pack This pack includes a sail wheel and figurehead inspired by the legendary sea monster known for swallowing ships men and whales  Crusader  Florentine Pack  With these new cosmetic sets sail with Altaïr or Ezios colors with 4 customization items for your ship and 2 new weapons for Edward  Illustrious Pirates Pack  This pack adds 3 new islands to explore with its hidden treasure chests new outfits weapons ship items and more ready to be discovered  Multiplayer 1  Blackbeards Wrath  Blackbeards Wrath Pack extends the multiplayer experience with three new fearsome playable characters including the Orchid Blackbeard himself and the Jaguar  Multiplayer 2  Guild of Rogues  The Guild of Rogues Pack extends the multiplayer experience with three additional playable characters including the Powder Monkey the Shaman and the Mermaid This pack also comes with new customization options and new moves  Freedom Cry Born a slave Adewale found freedom as a pirate aboard the Jackdaw where he became Edward Kenways secondincommand Now 15 years later Adewale has become a trained Assassin who finds himself shipwrecked in SaintDomingue without weapons or crew He starts to meet locals in an effort to assemble a crew and steal a ship The more he helps however the more he is drawn into the Maroon slave community Forced to face his past Adewale sets out to free the slaves and bring death to their captors Over 3 hours of new singleplayer gameplay,Missing,Missing
1396224000,[5],61903,Space Whip,[12],Mankinds only hope against alien invaders is a giant energy whip in this action game,Missing,Missing
1395187200,Missing,61576,Lifeguard,[12],Players control a lifeguard as she avoids myriad obstacles,Missing,Missing
1395187200,Missing,20942,Dead Rising 3: The Last Agent,"[6, 49]",Dead Rising 3 The Last Agent is the fourth of the four downloadable content packs available for Dead Rising 3 It includes new playable characters missions weapons and more  It is part of the season pass which includes all four DLC packs and the bonus Nick Ramos Tribute Pack,Missing,Missing
1393891200,"[8, 11, 15, 36]",5595,Awesomenauts Assemble!,"[48, 49]",Awesomenauts Assemble is a conversion of the PC 2D multiplayer online battle arena game Awesomenauts for the PS4Xbox One  Awesomenauts is a MOBA fitted into the form of an accessible 3on3 action platformer Head out to the online battlefields together with your friends as an online party or in local split screen and never worry about having to wait for an online match because of dropin matchmaking  Devise strategies as you upgrade and customize each characters skills to suit your playing style,90.0,Missing
1393804800,"[12, 15, 31]",1262,South Park: The Stick of Truth,"[6, 9, 12, 48, 49, 130]",From the perilous battlefields of the fourthgrade playground a young hero will rise destined to be South Parks savior From the creators of South Park Trey Parker and Matt Stone comes an epic quest to become cool Introducing South Park The Stick of TruthYou begin as the new kid in town facing a harrowing challenge making friends  As you start your quest the children of South Park are embroiled in a citywide liveactionroleplaying game casting imaginary spells and swinging fake swords Over time the simple childrens game escalates into a battle of good and evil that threatens to consume the worldArm yourself with weapons of legend to defeat crab people underpants gnomes hippies and other forces of evil  Discover the lost Stick of Truth and earn your place at the side of Stan Kyle Cartman and Kenny as their new friend Succeed and you shall be South Parks savior cementing your social status in South Park Elementary Fail and you will forever be known as a loser,83.97502050614271,Missing
1395705600,"[5, 31]",117315,BioShock Infinite: Burial at Sea - Episode 2,"[3, 6, 9, 12, 14, 48, 49, 130]",BioShock Infinite Burial at Sea  Episode 2 is the second part of the storydriven downloadable content of BioShock Infinite The story puts the player in the role of Elizabeth as she explores Rapture during the start of its fall This DLC prominently features stealthstyle gameplay and elements of survival horror in contrast to the more actiondriven approach and glamorized setting of the first episode,83.69410106152323,Elizabeth basks in Paris at the turn of the 20th century However she unexpectedly spots Sally and gives chase As she pursues her Elizabeths idealized vision of the French city turns nightmarish Her memories of Columbia Comstock and Sally continue to haunt her
1395705600,"[12, 25, 31]",3182,Diablo III: Reaper of Souls,"[6, 9, 12, 14, 48, 49]",Diablo III is an action roleplaying game that takes place throughout the dark fantasy world of Sanctuary  You play a hero who engages in fastpaced combat that tests your reflexes and rewards tactical decisions As you slay hordes of monsters and challenging bosses you grow in experience and ability learning new skills and acquiring items of incredible power,82.26473866766946,Missing
