first_release_date,genres,id,name,platforms,summary,storyline,rating
1340150400,"[13, 34]",271966,Who's Gonna Get the Girl?,[12],In this comedy role playing game you play the part of a young love starved man whose hopes are sparked to life by meeting a beautiful girl Will you make it up to her apartment Will you get to see her excusive lingerie fashion show Will you find Love Loads of randomly set variables so as game is different every time you play,Missing,Missing
1340928000,[7],241441,Just Dance: Greatest Hits,"[5, 12]",Just Dance Greatest Hits is part of the Just Dance video game series published by Ubisoft The game includes songs from Just Dance Just Dance 2 Just Dance Summer Party and Just Dance 3 with 25 songs in the Wii PAL Europe counterpart Best Of and 35 songs in the NTSC North America Wii and Xbox 360 version Greatest Hits It is only available on the NTSC Wii and the Xbox 360,Missing,Missing
1340236800,"[5, 24, 31]",194367,Call of Duty: Modern Warfare 3 - Collection 2,"[6, 9, 12]",The second Modern Warfare 3 DLC Collection launches with allnew MultiplayerSurvival Mode Maps Special Ops Missions and the debut of Face Off maps Totally new to the franchise Face Off distills all the fun and intensity of multiplayer into a new breed of 1 vs 1 and 2 vs 2 close combat In addition to this allnew gameplay experience Collection 2 deploys with 3 multiplayer maps and 2 Special Ops Missions Iron Clad and Kill Switch offering fans new venues to test their Multiplayer and Special Ops skills,Missing,Missing
1339718400,"[12, 15, 31]",129852,Monster King,[12],Monster King is a RolePlaying game developed and published by NickB which was released in 2012,Missing,Missing
1340755200,[2],114941,The Walking Dead: Season One - Episode 2: Starved for Help,"[6, 9, 12, 14, 34, 39, 46, 48, 49, 130]",Just like the first episode it consists of eight chapters and it picks up three months after the events of the first one also taking into account choices that have been made in that earlier episode This includes statements and decisions Lee has made that characters still remember as well as major choices such as having taking along either Doug or Carley which alters whether they are present or not in this second episode,Missing,Missing
1340928000,"[13, 14]",94161,Tour de France 2012,"[9, 12]",Missing,Missing,Missing
1338595200,[26],94127,Who Wants to Be a Millionaire: Special Editions,"[6, 9, 12]",Get into the hot seat and play classic Millionaire for a chance to win a virtual million dollars This allnew version of Who Wants To Be A Millionaire lets you play solo or challenge your friends You keep gameplay fresh and fun with a constantly expanding library of question packs offering hundreds of new questions,Missing,Missing
1339632000,Missing,79295,Root Double: Before Crime * After Days,"[6, 12]",Missing,Missing,Missing
1338940800,"[9, 31]",61294,"Quiet, Please!","[6, 12, 34, 37, 39, 46, 49, 169]",After an annoying day at school you just want some peace and quiet But everything at home is so noisy Mr Peabody is obsessively mowing his lawn Dad is channel surfing and Mom is yapping on the phone Your pesky kid brother wont go to bed and even your pet kittens are driving you crazy Explore interact with your environment and solve puzzles 3 kittens included with every purchase,Missing,Missing
1340668800,"[5, 12, 25]",47400,Dead Island: Game of the Year Edition,"[6, 9, 12]",A tropical island resort becomes a place of nightmares after a mysterious epidemic turns the majority of inhabitants into bloodthirsty zombies As one of four playable characters your goal is to complete missions necessary for your survival which means battling throngs of the undead with a variety of customizable weapons and finding a way off the fictitious island of Banoi  Dead Island features an openworld environment in a campaign that supports up to four players for dropin dropout cooperative action The two male and two female characters have different strengths and weaknesses which can be offset to a degree by leveling up Experience points earned in combat can be used to improve a characters attributes and fighting skills  When firearms and ammo are in limited supply youll be able to engage enemies in handtohand combat with axes machetes knives clubs and similar edged or bludgeoning weapons that will degrade over time Explore the islands urban areas forests mountain highlands caves beaches and other locales from a firstperson perspective or utilize an overtheshoulder view for melee combat  The Game of the Year Edition for Xbox 360 includes new blueprints and weapons the original Dead Island and its two main DLC releases the multiplayer Bloodbath Arena and the singleplayer Ryder White campaign,Missing,Missing
1340755200,[10],20828,Jeremy McGrath's Offroad,"[9, 12]",Get Jeremy McGraths Offroad Racing game for PS3 console from the official PlayStation website Know more about Jeremy McGraths Offroad Game,Missing,Missing
1340064000,[30],20821,Marvel Pinball: Avengers Chronicles,"[6, 9, 12, 41, 46, 48, 49]",Avengers Chronicles is a collection of DLC pinball tables for Pinball FX2 as well as Marvel Pinball It includes four pinball tables not available separately for the platforms listed here Fear Itself Marvels The Avengers The Infinity Gauntlet World War Hulk,Missing,Missing
1339545600,"[9, 31, 32]",17928,May's Mysteries: The Secret of Dragonville,"[6, 48, 49, 130]",Mays Mysteries The Secret Of Dragonville is an exciting puzzle adventure Follow May an intelligent and charismatic girl in her quest to find her missing brother Advance through the adventure by solving over 270 logic puzzles tricky rhythmic games and hand drawn hidden object scenes Search for clues about Mays brother visit mysterious locations and meet interesting characters along the way which will help you in your journey,Missing,Missing
