first_release_date,genres,id,name,platforms,summary
915062400,[4],9190,Cyber Troopers Virtual-On Oratorio Tangram,"[12, 23, 52]",Cyber Troopers VirtualOn Oratorio Tangram is the first of three major revisions to Cyber Troopers VirtualOn Oratorio Tangram a sequel to Cyber Troopers VirtualOn MSBS Ver 52 was released for Sega Model 3 arcade hardware and is thought to have been exlusive to Japan
