first_release_date,id,name,platforms,summary,genres,rating,storyline
1383609600,21877,Castlevania: Lords of Shadow Collection,"[9, 12]",Castlevania Lords of Shadow Collection includes Castlevania Lords of Shadow with codes in box for both its DLC and Castlevania Lords of Shadow  Mirror of Fate HD It also has a demo for Castlevania Lords of Shadow 2,"[12, 31]",Missing,Missing
1385078400,19172,Xbox Fitness,[49],Experience the worlds best workouts right in your home on Xbox Fitness Train with Jillian Michaels Tracy Anderson Tony Horton of P90X Shaun T of INSANITY and more Buy individual workouts and get over 30 additional workouts for free with Xbox Live Gold,[14],Missing,Missing
1385078400,8550,Ashes Cricket 2013,"[6, 9, 12, 41]",The game was universally panned by critics cricket fans and the media and there were several videos on YouTube featuring these bugs  Four days later after its release it was removed from sale It was finally announced on 28 November that all production of the game had been cancelled along with plans to release console versions of the game and that all people who purchased the game would receive a full refund  The publisher 505 Games apologized to the games users and turned its attention to protecting the Ashes name and that of the ECB and Cricket Australia  It quite widely featured as one of the worst games of 2013,[14],Missing,Missing
1384819200,5330,NBA Live 14,"[48, 49]",Powered by EA SPORTS IGNITE NBA LIVE 14 delivers the ultimate on court control combining the art of basketball with the science of next generation technology bounceTek fueled by nextgen visual fidelity and up to 8x the processing power unlocks a revolutionary new physicsbased dribbling system Players perform more like their reallife counterparts than ever before informed by 70 stats and tendencies updated not monthly weekly or daily but within 1hr of every NBA game With fresh content and challenges on a daily basis NBA LIVE 14 delivers the pulse of the NBA247365,[14],Missing,Missing
1385078400,4787,Fighter Within,[49],Fighter Within makes full use of Kinect for Xbox One technology providing players the excitement of a real fighting competition while battling their friends to earn their bragging rights  Fighter Within delivers on the long awaited motion fighting promise inviting players to prove their fighting skills and sharpen their plan of attack in order to beat their opponents Fighter Within lets players throw punches kicks counters and combos in the most immersive brutal and liberating fighting experience yet  Fighter Within delivers realtime wounds sweat and facial impacts in order to propel players into the fight With its impressive movement tracking varied attack moves and the thrill of competing against friends Fighter Within reenvisions the climactic fighting experience for a new generation of players,"[4, 14]",Missing,Missing
1384819200,20970,SoulCalibur II HD Online,"[9, 12]",Soulcalibur II HD Online reimagines the beloved title by adding online multiplayer support to the title as well as vibrant updated graphics to take advantage of modern high definition TVs For the first time ever players will be able to square off against opponents from around the world with their favorite Soulcalibur II characters such as Ivy Taki Mitsurugi Talim Maxi and more,"[4, 14]",90.23306241525091,The game is set four years after the end of Soulcalibur which puts the games story in the year 1590 AD  The wave of slaughters that terrorized Europe reached a sudden end The knight in azure armor Nightmare and his followers were successful in collecting enough souls and were about to start the restoration ceremony on the ruins of the onceproud Osthreinsburg Castle But just as the ceremony was to start three young warriors assaulted the castle In a matter of time the cult was defeated and Nightmare stood in front of the young warriors wielding Soul Edge After an intense battle Nightmare fell but then the evil soul inside Soul Edge sent the young warriors into a vortex of hellfire and stood to confront them As a result of Soul Edges evil aura KritaYuga revealed its true form that of the Holy Sword Soul Calibur  The intense battle ended with the victory of the holy sword but at the collapse of the vortex of Inferno both swords along with the Azure Knight Nightmare were sucked in a void and expelled in another place Siegfried Schtauffen who was until a moment before the Azure Knight reclaimed his own mind Recognizing his sins he set on a journey of atonement Still the blade held a strong bond and every night it took control of the body and took souls of those nearby The efforts made by the young knight were fruitless and four years later the Azure Knight returned  Around those times various warriors came into contact of the blades remaining fragments revealing Soul Edges ultimate survival After its defeat the fragments began causing chaos and evil to grow in the world Driven either to possess or destroy the evil sword each warrior embarks on a new journey while Nightmare starts his rampage anew seeking souls to gain the power to restore Soul Edge once again
1384992000,18131,Frozen Free Fall,"[9, 12, 39, 48, 49, 74]",A blockmatching game based on the 2013 Disney film Frozen,[9],90.0,Missing
1384473600,5613,Baldur's Gate II: Enhanced Edition,"[3, 6, 14, 34, 39, 48, 49, 130]",Kidnapped Imprisoned Tortured The wizard Irenicus holds you captive in his stronghold attempting to strip you of the powers that are your birthright  Can you resist the evil within you forge a legend of heroic proportions and ultimately destroy the dark essence that haunts your dreams Or will you embrace your monstrous nature carve a swath of destruction across the realms and ascend to godhood as the new Lord of Murder  Baldurs Gate II Enhanced Edition brings this critically acclaimed roleplaying experience to PC Mac iPad and Android,"[12, 15, 31]",87.76173773217083,Missing
1384128000,143076,XCOM: Enemy Within,"[3, 6, 9, 12, 34, 39]",XCOM Enemy Within is a console standalone expansion pack for XCOM Enemy Unknown a turnbased tactical strategy game The expansion adds the ability to gene mod soldiers to add to their powers as well as the ability to create MECs powerful robotic soldiers These new features are created by collecting a resource called Meld on the tactical battlefield A number of new maps were also added to the tactical game as well as multiplayer The PC version of Enemy Within is an addon that requires the base game Enemy Unknown,"[13, 15, 16]",86.16983437902432,XCOM Enemy Within is the expansion to the 2012 Game of the Year awardwinning strategy game XCOM Enemy Unknown Enemy Within adds an incredible array of new abilities upgrades and weapons to combat new enemy and alien threats This expansion also introduces new maps and missions new tactical and strategic gameplay and new multiplayer content providing a fresh new gameplay experience
1384214400,10047,BioShock Infinite: Burial at Sea - Episode 1,"[3, 6, 9, 12, 14, 48, 49, 130]",BioShock Infinite Burial at Sea  Episode 1 is the first part of the storydriven downloadable content of BioShock Infinite that puts the player in the perspective of Booker DeWitt in a new story taking place in the city of Rapture right before its fall This new campaign features the city of Rapture rebuilt from scratch with game mechanics and the Unreal Engine 3 used for BioShock Infinite It includes new weapons new Plasmids new Gears and Tears The first half of this first episode focuses mostly on the exploration of the business streets of Rapture and its story,[5],85.30312451239006,In the city of Rapture Booker DeWitt is a well known private investigator handling his clients dirty work when not drinking and gambling On the eve of 1959 a mysterious woman by the name of Elizabeth asks him to investigate the disappearance of a young girl named Sally Elizabeths intentions are vague and she is unwilling to reveal any vital information saying only that Sally is alive and elite artist Sander Cohen may have information regarding her whereabouts The duo journey to Cohens at High Street but are denied entrance to the club Needing the masks specifically crafted for the clubs exclusive party guests Booker and Elizabeth search the nearby shops With Elizabeth distracting the shopkeepers Booker is able to retrieve the required mask and the two are welcomed into Cohens party
1385424000,13925,Borderlands 2: The Horrible Hunger of the Ravenous Wattle Gobbler,"[6, 9, 12]",The Horrible Hunger of the Ravenous Wattle Gobbler is a Thanksgivingthemed DLC for Borderlands 2,"[5, 12]",82.75450168988479,Missing
1384214400,127036,BioShock Infinite: Burial at Sea,"[3, 6, 9, 12, 14, 48, 49, 130]",BioShock Infinite Burial at Sea is a twopart singleplayer expansion to BioShock Infinite Burial at Sea primarily takes place in the underwater metropolis Rapture before the events of the first BioShock game Development of Infinites downloadable content commenced immediately after finishing the main game Irrational Games was drawn to returning to the setting of Rapture and using Infinites gameplay systems to create a version of the city before its ruin in BioShock Reception to Burial at Seas two episodes was mixed While the return to Rapture was generally praised the first episode drew criticism for its short length and a lack of differentiated gameplay Reviews for the second episode were more positive with multiple critics calling Burial at Sea a fitting swan song for Irrationals work on BioShock as the studio reorganized,[5],82.01706171105783,The game features Booker DeWitt as a private detective and Elizabeth as a femme fatale who employs Bookers services
1385078400,10354,Killer Instinct,"[6, 49]",The legendary fighting game franchise is back with nextgeneration visuals overthetop action a wild cast of combatants rocking reactive music and CCCCOMBO BREAKERS Choose from amongst a wild cast of combatants each with fluid animations unique combat tactics and flashy special attacks Utilize an openended combo system to rack up huge combos as your opponent looks for openings to break you and turn the tides of battle Go online and test yourself against players from all over the world or brush up on your combat skills in detailed tutorials,[4],81.49514479536379,Missing
1384819200,5498,BandFuse: Rock Legends,"[9, 12]",BandFuse Rock Legends provides a pick up and play experience for musicians of all skill levels Whether youve never held a guitar or bass before or you are already lead guitarist in your own band BandFuse Rock Legends will have you rockin with your favorite songs in minutes BandFuse Rock Legends connects REAL guitars bass and microphones to your game console unleashing a full band experience for players of all skill levels,[7],80.0,Missing
1384473600,26098,Battlefield 4: Premium,"[48, 49]",Own more be more with a Battlefield 4 Premium membership Premium expands the Battlefield by delivering all five expansions 12 additional Battlepacks and tons of weekly content Thats great value for the content alone plus the additional benefits of being a member As a member you get treated to priority position in server queues and can participate in all Premium events Plus you get access to the expansion packs two weeks before the general public for that competitive edge And just to make sure everybody else knows youre a member you can create a unique Battlefield experience with Premiumexclusive camos paints emblems dog tags and more to dominate in style But thats not allthere are also more perks yet to be announced so stay tuned,[5],79.9465612986589,Missing
1385078400,3093,Battlefield 4: Second Assault,"[6, 9, 12, 48, 49]",Battlefield 4 Second Assault will be available post launch first for Xbox One consumers This Premium expansion pack will feature four of the most fanfavorite maps from Battlefield 3 redesigned to take advantage of our advanced Frostbite 3 engine and enhanced to include new multiplayer features from Battlefield 4,[5],79.80866754496526,Missing
1384214400,5590,Pixel Piracy,"[3, 6, 14, 48, 49]",Pixel Piracy is a sidescrolling 2d real time strategysandboxsimulation game created by indie developer Vitali Kirpu and produced by Alexander Poysky In the game the player leads the life of a pirate captain Recruit a crew outfit and customize your ship and set sail on the open seas There youll use any combination of aggression diversion and trade to become the most infamous pirate crew of the seven seas You can raid pillage and plunder everything in your path divert and lie to get what you want or trade for a quick buck Remember to be careful though death is everywhere and quite permanent Adventure awaits,"[8, 12, 13, 15, 31, 32]",78.79430681181988,Missing
1385596800,11445,Persona 4 Arena Ultimax,"[6, 9, 12, 48, 52, 130]",Persona 4 Arena Ultimax is a fighting video game developed by Arc System Works and Atlus It is the direct sequel to Persona 4 Arena which is itself a followup to the roleplaying game Persona 4 The game was originally released in Japanese arcades on November 28 2013 and later ported to home consoles Unlike the previous game it is not region locked,[4],78.43582476524014,The story is a continuation of the events depicted in Persona 4 Arena and begins the day after the previous game concludes meaning Arena Ultimax is also set in May 2012  The Midnight Channel is back on the air and once again broadcasts a strange advertisement for another fighting tournament christened P1 Climax also known as Operation World Destruction that shows members of the Investigation Team and the Shadow Operatives in combat Just moments after this Inaba is subject to a power outage and is engulfed by a bizarre red fog Furthermore figures that look suspiciously like Mitsuru Kirijo Aigis and Akihiko Sanada being crucified are shown on TV While the Investigation Team attempts to figure out whats going on Junpei Iori and Rise Kujikawa becomes trapped in the red fog while Labrys Ken Amada Koromaru and Yukari Takeba ride on a helicopter to see the fog engulf Inaba
1383868800,3173,Risk of Rain,"[3, 6, 14, 46, 48, 49, 130]",Risk of Rain is an action platformer with roguelike elements With permanent death as a primary feature players will have to play their best to get as far as possible Fight on a mysterious planet with randomly spawning enemies and bosses either alone or with 3 friends in online coop,"[5, 8, 12, 25, 31, 32]",77.39225688549344,Missing
1385078400,21611,Dead Rising 3: Apocalypse Edition,"[6, 49]",Featuring the ultimate openworld zombie game four downloadable content packs and a bonus digital item the Dead Rising 3 Apocalypse Edition is the definitive Dead Rising experience,Missing,76.01608584490391,Missing
1385078400,2131,Forza Motorsport 5,[49],Forza Motorsport 5 is a cinematic automotive journey starring the worlds greatest cars and tracks Built from the ground up to take advantage of Xbox One and the vast power of the cloud no game better delivers the wideeyed thrill of racing,"[10, 13, 14]",75.28283013180035,Missing
1384819200,7259,Young Justice: Legacy,"[6, 9, 12, 41]",Young Justice Legacy is a multiplayer action RPG based on the Young Justice TV series,"[12, 25, 31]",75.0,A renowned archaeologist Dr Helena Sandsmark is kidnapped and the Young Justice team tracks a group of the Lights most notorious villains around the globe in an effort to rescue her But when the young heroes discover the Light is exploiting Dr Sandsmarks expertise to locate fragments of an ancient statue of legendary power they must race against time to save the planet from imminent disaster
1384214400,23354,Injustice: Gods Among Us - Ultimate Edition,"[6, 9, 12, 46, 48]",Injustice Gods Among Us Ultimate Edition enhances the bold new franchise to the fighting game genre from NetherRealm Studios Featuring six new playable characters over 30 new skins and 60 new STAR Labs missions this edition packs a punch In addition to DC Comics icons such as Batman The Joker Green Lantern The Flash Superman and Wonder Woman the latest title from the awardwinning studio presents a deep original story Heroes and villains will engage in epic battles on a massive scale in a world where the line between good and evil has been blurred,[4],72.46939165065943,Missing
1385596800,10267,Dynasty Warriors 8: Xtreme Legends,"[6, 9, 12, 46, 48, 49, 130]",Dynasty Warriors 8 Xtreme Legends introduces entirely new levels of fun to the refreshing gameplay vanquishing swarms of enemies with mighty warriors found in Dynasty Warriors 8  In story mode where you can immerse yourself in the vivid tales of the Romance of the Three Kingdoms it is now possible to play as the mighty warrior Lu Bu and embark on a journey that depicts his way of life Additionally many new hypothetical scenarios to existing Romance of the Three Kingdoms battles have been added as well as new playable characters weapons types growthspeedrun elements and more Whats more a revamped Ambition Mode and completely new Challenge Mode offer whole new ways to enjoy the Dynasty Warriors 8 universe,[25],70.9253059301021,Missing
1385078400,3812,Ryse: Son of Rome,"[6, 49]",Ryse Son of Rome is a stunning actionadventure that follows Marius Titus on a heroic quest to avenge the death of his family and preserve the honor of Rome at all costs,"[25, 31]",70.9150232614035,Embark on a journey of revenge betrayal and divine intervention Ryse Son of Rome tells the story of Marius Titus a young Roman soldier who witnesses the murder of his family at the hands of barbarian bandits then travels with the Roman army to Britannia to seek revenge Quickly rising through the ranks Marius must become a leader of men and defender of the Empire on his quest to exact vengeance  a destiny he soon discovers can only be fulfilled much closer to home
1385078400,5331,Powerstar Golf,"[12, 49]",Powerstar Golf plays similar to other video game golf games although the games does offer a few unique features Every character in the game has a unique special move that enables him or her to perform better than they normally would The game also features a caddy system and caddies also have unique movesets that players can use to their advantage The game also uses an RPGlike experience points system where players can earn points to level up their characters by performing small challenges on the course The game also has an asynchronous multiplayer mode that allows players to play against ghost versions of players on the leaderboard and players can earn additional XP if their ghost beats another player who challenges them,[14],70.0,Missing
1384473600,3185,Madden NFL 25,"[48, 49]",Madden NFL 25 celebrates 25 years of Madden NFL Football action with Physics You Can Feel from the most authentic NFL game franchise on Earth EA Sports  Its In The Game,"[14, 24]",69.94149827128014,Missing
1384992000,2449,Lightning Returns: Final Fantasy XIII,"[6, 9, 12, 49]",As Lightning it is your mission to save souls so they may be brought to a new world However with only thirteen days remaining not everyone can be saved Armed with allnew weapons player customization and battle abilities you are in a race against time to fully understand your destiny It all ends here,[12],68.18410678237497,Missing
1385078400,3199,Dead Rising 3,"[6, 49]",Available exclusively for Xbox One and Windows Dead Rising 3 marks the return of one of the most popular zombie video game franchises Set 10 years after the events of Fortune City in Dead Rising 2 players are introduced to Nick Ramos a young mechanic with a strange tattoo and a mysterious past who must find a way to escape a city full of zombies before an impending military strike wipes the city of Los Perdidos California and everyone in it off the map Nick cant do it alone  he must join up with other survivors to stay alive They must fight their way out before its too late,"[12, 31]",67.93206369351198,Dead Rising 3 takes place ten years after the events of Fortune City in Dead Rising 2 The story follows a young mechanic named Nick Ramos and his attempt to survive a massive zombie outbreak in the fictional city of Los Perdidos California Ramos must team up with other survivors and find a way to escape Los Perdidos before an impending military strike wipes out the city and its inhabitants
1384473600,2074,Need for Speed: Rivals,"[6, 9, 12, 48, 49]",Players assume the role of both cops and lawbreakers in Need for Speed Rivals which is the inaugural outing of Ghost Games  the rebranded EA Gothenburg studio in Sweden Ghost Games is made up of talent moved over from UKbased Criterion Games best known for its work on the Burnout series and shooter Black along with former DICE staff,"[10, 31]",67.58491685262518,Missing
1384819200,6581,Stick it to the Man!,"[6, 9, 14, 41, 46, 48, 49, 130]",On an ordinary day hard hat tester Ray has a bizarre accident and wakes up with a giant pink spaghetti arm sticking out of his brain giving him extraordinary mindreading powers Ray can suddenly change the world with stickers transforming his paper universe by tearing it folding it and using the crazy stickers he finds along with his awesome new powers to solve mindboggling puzzles Sadly Ray doesnt have much time to get to grips with his newfangled psychic abilities Instead hes on the run from The Man for a crime he didnt commit Can you help Ray out of this sticky situation Get ready to tear it rip it and Stick it to the Man,"[8, 9, 31, 32]",66.36042765181264,Meet Ray he lives in a world where everything is made out of paper and stickers One day he has an accident and wakes up with a giant pink spaghetti arm sticking out of his brain This gives him awesome powers and he can suddenly change the world around him by folding it tearing it pulling stickers off and sticking them elsewhere And if that werent enough Ray can also read peoples minds Digging into the brains of his fellow citizens Ray can hear their thoughts and use that to his advantage Unfortunately Ray doesnt have much time to get to grips with his new abilities He is framed by The Man with a crime he didnt commit and is on the run Can you help to get Ray out of this sticky situation Get ready to tear it rip it and Stick it to the Man
1385078400,18538,Zoo Tycoon,"[6, 12, 49]",Zoo Tycoon is a business simulation video game developed by Frontier Developments and published by Microsoft Studios The game was released on 22 November 2013 for Xbox One and Xbox 360,"[11, 13, 15]",66.06137314944257,Missing
1383609600,5310,Ben 10: Omniverse 2,"[5, 9, 12, 37, 41]",Ben 10 Omniverse 2 has players control Ben Tennyson in an adventure set in the Ben 10 universe as Ben battles a new foe the Incurseans and infiltrates this new enemys intergalactic warship as he finds his way home,"[4, 25, 31]",65.0,Missing
1384819200,5309,Zumba Kids,"[5, 12]",Jump in and have a blast with Zumba Kids the ultimate dancefitness party that gets families moving together with fun highenergy rhythms across 20 different dance styles  First video game based on the Zumba dancefitness program designed specifically for Kids Encourages selfconfidence and fitness and enhances coordination Teaches you 20 international dance styles across 30 easytofollow routines Party with up to 4 players Move to hit music from Justin Bieber Willow Smith and more,[14],65.0,Missing
1383609600,5308,Zumba Fitness World Party,"[5, 12, 41, 49]",Take your work out to Brazil Hawaii and beyond in this vibrant fitness journey packed with exotic rhythms and rich culture from around the world Expand your horizons with 40 highenergy routines over 30 calorieburning dance styles and a red hot soundtrack featuring Lady Gaga Pitbull Daddy Yankee and more Work your body as you set fitness goals earn motivating rewards and dance with friends alongside your favorite celebrity Zumba instructors in the new World Tour mode Transform your at home work out into a rockin global fitnessparty with Zumba Fitness World Party,"[7, 14]",65.0,Missing
1383609600,2033,Call of Duty: Ghosts,"[6, 9, 12, 41, 48, 49]",Call of Duty Ghosts takes place following a catastrophic event that changed the global balance of powers in the world As a result the United States is no longer recognized as a superpower Ten years after the event an unseen enemy emerges as a threat but the remnants of US special forces from every branch came together to create an elite group of soldiers known as the Ghosts who are determined to eradicate all threats to protect the weak and the remains of America,[5],64.47271182842826,Missing
1384473600,17645,Pool Nation FX,"[6, 48, 49]",Pool Nation FX is a seriously fun Pool  Snooker Sim A visually stunning billiards simulation with the critically acclaimed POOL NATION physics engine Play 8 Ball 9 Ball Snooker Killer  more unlimited Career modes with customised difficulty levels Trickshots Local and Online Multiplayer and spectate,"[13, 14, 15, 32]",60.0,Missing
1383609600,7306,Final Exam,"[6, 9, 12]",Jump into the frenzied action and the whacky humor of a pure 25D sidescroller  While they were going to their old high school for what was supposed to be the party of their life four longtime friends end up in a ghost town full of monstrous creatures  Alone or in cooperative mode 4 players online and 2 in local play survive hordes of monsters ready to skin you alive and achieve unique and varied objectives throughout huge and nonlinear levels Choose your character knock out highscores and thoroughly explore each stage to gain experience and reach higher levels Find new weapons improve your skills unlock new special moves and devastating powers and achieve increasingly impressive combos to outdo your friends highscores,"[5, 8, 25, 31, 32]",60.0,Missing
1385078400,4846,LocoCycle,"[6, 12, 49]",Presenting IRIS Twotime Valedictorian of the illustrious Big Arms Academys School of Assassination Proficient in over forty forms of unarmed combat earning Sensei status in Jiujitsu Aikido Krav Maga and Jeet Kune Do Equally deadly with blades handguns and the latest in nuclear technology Fluent in over fifty languages and virtually every local custom Can blend in and disappear at a moments notice in any country around the world The first female cadet to break the four minute mile  by three minutes and forty seconds All this and it wont even run down her batteries Twisted Pixel Games proudly presents Lococycle  because todays criminal requires tomorrows hero,"[5, 10, 25, 31]",60.0,Missing
