first_release_date,genres,id,name,platforms,summary,rating,storyline
1496102400,"[13, 31]",235324,Minecraft: Adventure Time Mash-up,"[6, 9, 12, 34, 39, 41, 46, 48, 49, 74, 130, 132, 388]",Adventure Time cmon grab your tools were going to a very blocky world With Jake the Dog and Finn the Human and a bundle of their friends its Adventure Time Mashup Featured in this pack your favorite Adventure Time characters the Land of Ooo a bespoke texture set BMOthemed UI and an original soundtrack,Missing,Missing
1494892800,Missing,212172,Injustice 2: Deluxe Edition,"[48, 49]",Deluxe Edition contains Access to 3 new fighters as they become available Exclusive gear shader usable on the entire roster Premiere skin with new look and dialogue for a specific character  DLC character Darkseid is also available as a preorder bonus  The physical Deluxe Edition comes in a SteelBook case,Missing,Missing
1494288000,"[9, 31]",172583,LEGO Dimensions: Lego City Fun Pack,"[9, 12, 41, 48, 49]",Help stop crime in the Lego Dimensions multiverse with Lego Citys Chase McCain Build and place Chase on the Lego Toy Pad to bring him to life in the game Use his Lego City Detective Scanner to track down bad guys and change his disguise to unlock more abilities Become a Miner to break Silver Lego bricks or a Fireman to use your Water Beam to put out fires Unlock the Lego City Adventure World to explore new areas like Blackwells moonbase and the Lego City Police Department and the Battle Arena to compete with up to 4 of your friends Build Chases Police Helicopter to fire off bolts then rebuild it into the Police Hovercraft and Police Plane for additional ingame abilities,Missing,Missing
1494288000,"[9, 31]",172564,LEGO Dimensions: The Goonies Level Pack,"[9, 12, 41, 48, 49]",Hey you guuuys Help Sloth and Chunk escape the Fratelli hideout and join the rest of the Goonies on their search for One Eyed Willys treasure Make a break from the Fratelli family as they chase you through the pirate ship but dont forget to dodge the traps Build Sloth and use his Super Strength to smash through walls For extra fun play as Chunk and use his infamous Truffle Shuffle Hop on to OneEyed Willys Pirate Ship when you need a ride or play the Skeleton Organ to make your way out of the caves Rebuild OneEyed Willys Pirate Ship into Fanged Fortune and the Inferno Cannon and the Skeleton Organ into Skeleton Jukebox and SkeleTurkey for added game play,Missing,Missing
1494892800,Missing,165043,Injustice 2: Darkseid,[49],Play as Darkseid  the tyrannical ruler of the planet Apokolips Each additional character comes with their own library of earnable gear,Missing,Missing
1494892800,"[4, 25]",154716,For Honor: Season 2 - Shadow and Might,"[6, 48, 49]",Shadow and Might has been unleashed The Faction War is heating up with two new Heroes two new free Maps more Territories New Gear and more new content,Missing,Missing
1493856000,[32],148713,Warhammer: End Times - Vermintide Stromdorf,"[6, 49]",Explore 2 stunning new adventure maps in this DLC for Vermintide where you travel outside of Ubersreiks walls to the everrainy town of Stromdorf,Missing,Missing
1496016000,"[2, 31]",127066,The Walking Dead: A New Frontier - Episode 5: From the Gallows,"[6, 34, 39, 48, 49]",Javier and the others are faced with great sacrifices to salvage what remains  From The Gallows retitled Episode 15 is the fifth and final episode of Telltale Games The Walking Dead A New Frontier,Missing,Missing
1494460800,"[4, 33]",118541,ACA Neo Geo: Garou - Mark of the Wolves,"[6, 48, 49, 130]",Garou  Mark of the Wolves is a fighting game released by SNK in 1999 The son of Geese Howard Rock Howard who has been raised by Terry Bogard is the main character in this first episode of a new generation in the FATAL FURY Series Numerous new game mechanics such as the Breaking feature have been introduced in this acclaimed fighting masterpiece resulting in a game with a variety of deep strategies available to players,Missing,Missing
1495670400,"[4, 33]",106073,ACA Neo Geo: The King of Fighters '99,"[48, 49, 130]",The King of Fighters 99 is a fighting game released by SNK in 1999 This entry in this series marks the beginning of the NESTS chapter of the KOF story and focuses on the new character K instead of Kyo Kusanagi This entry introduces a new Striker Match mode adding an even more strategic element to the classic KOF game system,Missing,Missing
1493856000,"[10, 32]",104960,Retro Racers 2,"[6, 49]",A Retro Style Classic Arcade Racing Game Retro Racers 2 puts you right into the action with a fan favorite overhead perspective Collect classic powerups to speed by your opponents and unlock 12 challenging tracks 321 GO return to your childhood in Retro Racers 2,Missing,Missing
1493683200,"[5, 33]",99748,ACA Neo Geo: Last Resort,"[6, 39, 48, 49, 130]",Last Resort is a shoot em up game released by SNK in 1992 Players can use weapons such as laser homing or grenades which can be powered up as many as three times along with a unit that can nullify enemy bullets and attack foes Using these abilities and many other attacks players will fight in order to win the war between robots and humanity,Missing,Missing
1495670400,"[4, 33]",99740,ACA Neo Geo: World Heroes 2,"[6, 48, 49, 130]",World Heroes 2 is a fighting game released by SNK in 1993 Players are able to take part in epic battles between 14 historic figures such as Hanzo Hattori and Janne Players can enjoy numerous battle strategies via the simple but deep game system featuring mechanics such as Throw Back and ,Missing,Missing
1494460800,"[4, 33]",99735,ACA Neo Geo: The King of Fighters '95,"[6, 39, 48, 49, 130]",The King of Fighters 95 is a fighting game released by SNK in 1995 With the team edit function installed it became possible to form a team with the player s favorite character,Missing,Missing
1495065600,"[4, 33]",99507,ACA Neo Geo: The Last Blade,"[6, 48, 49, 130]",The Last Blade is a fighting game released by SNK in 1997 set in Japans Edo period with a roster of unique swordsmen to choose from Thematically the game is similar to the SAMURAI SHODOWN series but also features a wealth of innovative systems to set it apart,Missing,Missing
