first_release_date,id,name,platforms,summary,genres,rating,storyline
1329955200,268852,Entaku no Seito: DRPG Selection,[12],An Xbox 360 rerelease of Entaku no Seito Students of Round This version was sold at a lower price point under the label DRPG Selection and was the only title ever given this label It comes with the game soundrack and a bonus code for DLC that turns the characters into chibi versions of themselves,Missing,Missing,Missing
1328572800,47437,Combat Wings: The Great Battles of WWII,"[5, 9, 12]",Become a pilot of a WWII aircraft,[5],Missing,Missing
1329955200,43951,Under Defeat HD,"[9, 12]",For over ten years a war has raged on between the Empire and the Union with many lives lost You will take control of one of the Imperial Forces most technologically advanced helicopters the VKL503 P and use its destructive artilleries to bring down the enemy forces and finally bring the war to an end,"[5, 33]",Missing,Missing
1328140800,20214,Country Dance All Stars,[12],Americas hottest country music stars are headed to your living room for a brand new interactive dance experience with bonus singalong features thats packed with dozens of hits from your favorite country charttoppers Country Dance All Stars features more than 35 tracks from the best names in country music,[7],Missing,Missing
1328227200,19814,Dungeon Village,"[6, 34, 39, 48, 49, 130, 169]",Welcome to an epic RPG world in which the town you build can grow from humble hamlet into a mecca for the lands most ambitious adventurers  The enterprising warriors that stop by your blossoming burg will defeat monsters and earn you money Conquering dungeons and clearing out hordes of monsters will bag you loot to stock your shops And if your hamlet flourishes adventurers will want to set up house and settle down  Build training facilities like Combat Schools and Magic Labs to hone your heroic denizens skills and boost your villages Popularity The more faces that flock to your cause the bigger the baddies you can beat  An allnew Cauldron feature also allows you to test your alchemic expertise Toss items obtained from quests or shops into the Cauldron and your armory might receive a rare addition  No dungeon is too deep Make your village the crown estate of this bold RPG narrative,"[4, 12, 13, 15, 32, 33]",Missing,Missing
1328572800,25532,Fallout: New Vegas - Ultimate Edition,"[6, 9, 12]",Welcome back to New Vegas  With the introduction of the Ultimate Edition Bethesda Softworks presents the definitive edition of Fallout New Vegas This complete package which includes the Dead Money Honest Hearts Old World Blues and Lonesome Road addon packs allows you to experience everything that New Vegas has to offer To sweeten the pot youll be armed with the latest cache of unique weapons ammo types and recipes from the most recent addon packs Couriers Stash and Gun Runners Arsenal  Whether youre a seasoned explorer of the Mojave or playing the game for the first time you will find there are more friends and enemies to make more consequences to be responsible for and more opportunities to live in glory or infamy throughout the Wasteland The choices you make will be as influential as ever  Enjoy your stay,"[5, 12]",87.37931474148625,Missing
1330387200,2977,Mortal Kombat: Komplete Edition,"[6, 9, 12, 46]",This Komplete Edition is a rerelease of the original game It includes the full game alongside all previously released downloadable content It also includes the Mortal Kombat Songs Inspired by the Warriors album including a bonus track and the 1995 Mortal Kombat movie for download via the PlayStation Store or Xbox Live Zune  For the PS Vita and Windows this is the first release of the game It has the same content as well as new costumes and a new Challenge Tower Vita version only not featured in the versions for other platforms,[4],81.32973707800474,Missing
1329782400,5893,Tales from Space: Mutant Blobs Attack,"[3, 6, 9, 12, 14, 46, 130]",Tales from Space Mutant Blobs Attack is a scifi puzzleplatformer of cataclysmic proportions Youre a Blob of alien origin with mutant powers and an insatiable appetite To the great horror of your former captors and all of humanity you have escaped into the world,"[8, 9, 32]",80.85383831229393,Missing
1330387200,4179,SSX,"[9, 12]",SSX is the rebirth of the beloved franchise on the current generation of consoles where you can own the planet compete online in totally new ways and defy reality across Race it Trick it and Survive it events,"[10, 14]",79.93186135265861,Missing
1329782400,5495,Asura's Wrath,"[9, 12]",The game follows the title character the demigod Asura as he seeks revenge on the pantheon of other demigods who betrayed him The story is presented in the style and format of an episodic series of cinematic shorts including opening and closing credits with the gameplay being integrated into the cinematic where players switch between thirdperson combat and interactive sequences with player input in the form of quicktime event button prompts Because of its unique style the game has been described in the media as an interactive anime According to the games producer Kazuhiro Tsuchiya Asuras Wrath takes elements from Hinduism and Buddhism and blends them with science fiction with the main character based on the ever combative and superiorityseeking beings of the same name that are part of the Hindu and Buddhist cosmology,[25],79.37208750307563,Missing
1329264000,2347,Warp,"[6, 9, 12, 39]",Warp is a strategic stealthaction puzzler where gamers play as Zero a loveable yet lethal little orange alien with a big score to settle Abducted by a villainous General from his home world and taken to an underwater research facility Zero must plan his ultimate escape by relying on his arsenal of special abilities,"[9, 16, 31, 32]",78.42545573911848,Missing
1329350400,6913,Binary Domain,"[6, 9, 12]",The Machine Age has begun in the immersive and atmospheric squadbased shooter Binary Domain Regain control of a futuristic Tokyo from an emerging robotic threat in the year 2080 The story starts when Dan Marshall and his squad are sent to bring the robotic community under control as they begin to infiltrate society and slowly take over undetected leaving humans redundant in their wake Fighting through the derelict lower levels of the city players control an international peacekeeping squad that soon starts to question their surroundings and the choices they make Are the robots becoming more human or are humans becoming more like machines  Thrilling encounters with these highly intelligent robotic enemies require you to think tactically make challenging realtime moral decisions and build up trust with your team mates in order to guide your squad to safety and success,"[5, 9]",78.05461207571216,In the late 20th century global warming consumes 75 of the world habitable land forcing mankind to build new raised cities above those that are now claimed by the sea But the flooding has not only claimed land Millions of people have been killed as well leaving humanities workforce severely depleted and as a result have created a robotic workforce to handle the workload To govern how this robotic workforce is treated the UN creates the New Geneva Convention part of which is clause 21 which forbids robots that can pass as humans from being created which are dubbed hollow children by the population To enforce clause 21 the UN creates specialist RUST crews When a hollow child breaks into the headquarters of robotics company Bergen after discovering he is a hollow child and having lived his life believing himself to be human the UN suspect the Amada corporation to be behind its creation As a result a RUST crew is dispatched to bring Amadas CEO before the UN security council to give answers
1328572800,544,The Darkness II,"[6, 9, 12]",The Darkness II is an intense first person shooter that delivers a twisted and gripping narrative of tragedy modern crime drama and supernatural horror Players will be taken down the brutal and personal path of Jackie Estacado head of a New York crime family and wielder of an ancient and ruthless force of chaos and destruction known as The Darkness,[5],77.2853142154488,Its been two years since Jackie Estacado used The Darkness to kill the men responsible for his girlfriends murder Hes been unable to shake the memory of Jennys death since bottling up his supernatural power and now The Darkness wants out A sudden unprovoked attack by a mysterious organization known as the Brotherhood heralds the start of a fullscale war and opens the door for The Darkness to reemerge setting Jackie on a journey to hell and worse
1328572800,9623,Shank 2,"[3, 6, 9, 12, 14]",The fanfavorite 2D brawler is back as exmob hit man Shank returns to action in Shank 2 With those closest to him under attack Shank is once again forced on the offensive Now he must put his trusty arsenal of handguns shotguns automatic weapons chainsaws machetes grenades plus allnew weaponry and moves to use in order to protect those close to him The original game set a new standard for its visual style and Shank 2 raises the bar Shank 2 expands on the original games amazing combat system to redefine the 2D sidescrolling brawler,"[25, 31, 32]",77.06994893230295,Missing
1328572800,1059,Kingdoms of Amalur: Reckoning,"[6, 9, 12]",Kingdoms of Amalur Reckoning is an epic openworld roleplaying game set in Amalur a mysterious and magical new fantasy world created by New York Times bestselling author R A Salvatore Brought to life visually through the trademark visceral style of renowned artist and Spawn creator Todd McFarlane Reckoning brings a new level of intense action combat to the RPG genre,"[12, 25]",76.47176565634176,Forge your own destiny You have been reborn your future is unwritten Now the fate of Amalur lies in your hands
1329177600,3082,Dear Esther,"[6, 14, 48, 49]",Dear Esther is a ghost story told using firstperson gaming technologies Rather than traditional gameplay the focus here is on exploration uncovering the mystery of the island of who you are and why you are here Fragments of story are randomly uncovered when exploring the various locations of the island making every each journey a unique experience,"[13, 31, 32]",71.26521476704535,Missing
1329177600,7229,UFC Undisputed 3,"[9, 12]",The critically acclaimed and bestselling MMA videogame franchise returns to take players inside the Octagon with UFC Undisputed 3 delivering intense UFC action focused on brutal toetotoe combat impressive visual presentation and increased accessibility,"[4, 14]",70.75328513578191,Missing
1329955200,7100,Naruto Shippuden: Ultimate Ninja Storm Generations,"[9, 12]",The title will power the series into the future by revolutionizing online play and ramping up the number of playable and support characters far beyond any NARUTO game in the wildly popular franchise Players will compete in a variety of online battle modes with their favorite NARUTO characters including Naruto and Sasuke NARUTO fans have been waiting to see more of Zabuza and Haku since the launch of the original Manga and now they will have their chance,[4],70.51998734273134,Missing
1329264000,83883,"Snipers: Invisible, Silent, Deadly","[9, 12]",Silent Invisible Deadly,[5],70.0,Missing
1329955200,20239,Under Defeat HD: Deluxe Edition,"[9, 12]",Classic shoot em up title Under Defeat lifts off in high definition and with a host of upgrades Take to the skies to avert the oncoming war and protect the possibility of peace in the empire,[5],70.0,Missing
