first_release_date,genres,id,name,platforms,rating,summary
973728000,[5],241,Counter-Strike,"[3, 6, 11, 14]",83.51177959337265,Play the worlds number 1 online action game Engage in an incredibly realistic brand of terrorist warfare in this wildly popular teambased game Ally with teammates to complete strategic missions Take out enemy sites Rescue hostages Your role affects your teams success Your teams success affects your role
