first_release_date,genres,id,name,platforms,rating,storyline,summary
858816000,"[8, 12, 31]",1128,Castlevania: Symphony of the Night,"[7, 9, 12, 46]",91.98416576815966,The games story takes place during the year 1797 5 years after the events of Rondo of Blood and begins with Richter Belmonts defeat of Count Dracula mirroring the end of the former game However despite Dracula being defeated Richter vanishes without a trace Castlevania rises again five years later and while there are no Belmonts to storm the castle Alucard the son of Dracula awakens from his selfinduced sleep and decides to investigate what transpired during his slumber  Meanwhile Maria Renard Richters sisterinlaw enters Castlevania herself to search for the missing Richter She assists Alucard multiple times throughout the game,A seminal 2D metroidvania in which after the events of Castlevania Rondo of Blood 1993 a man named Alucard arrives at Draculas castle after it rises from the rubble and seeks to defeat the evil contained within it once and for all by exploring fighting its inhabitants and collecting the various weapons and abilities hidden in its depths
