first_release_date,id,name,platforms,summary,genres,storyline,rating
1639440000,254665,Fortnite: Voidlander Pack,"[48, 49, 130, 167, 169]",Leave only destruction as you pass through the void In Absenz you will find the path of the Voidlander,Missing,Missing,Missing
1639612800,248412,Hot Wheels: Holiday Season Customization Pack,[49],Get into the festive mood with the special Holiday Season Customization Pack 8 fantastic elements for your Basement and 3 for your Unleashed profile Get ready to unpack victory after victory in your new Christmassy room,[10],Missing,Missing
1638921600,247510,Looking for Aliens: Collector's Edition,"[6, 48, 49, 130]",Aliens are among us Can you find traces of them on Earth the moon and the edges of the galaxy Find all the clues to prove the existence of alien civilizations and discover how making fried eggs can end up in a monster attack  This is a special Collectors Edition release full of exclusive extras you wont find in the standard version  The Collectors Edition includes  Blastoff with five exciting bonus levels  Explore the galaxy with a downloadable soundtrack and wallpapers  Tons of hidden cards to collect,"[9, 31, 32]",Missing,Missing
1639440000,230983,War Thunder: Merkava Mk.2D Pack,[49],This pack includes  Merkava Mk2D Rank 6 Israel Premium account for 15 days 2000 Golden Eagles,[5],Missing,Missing
1639440000,228706,Assassin's Creed Valhalla: A Fated Encounter,"[6, 48, 49, 167, 169]",A Fated Encounter was a virtual representation of one of Eivor Varinsdottirs genetic memories relived by Layla Hassan in 2020 through the Portable Animus HR85 It was added via Title Update 141,"[12, 31]",The crossover sees both games receive a new free story arc update with Those Who Are Treasured in Odyssey that sees Kassandra travel to the island of Korfu to explore the aftermath of obtaining the immortalitygranting Staff of Hermes Trismegistus while A Fated Encounter in Valhalla has Eivor travel to the Isle of Skye where she encounters Kassandra,Missing
1639008000,226867,Jurassic World Evolution 2: Early Cretaceous Pack,"[6, 48, 49, 167, 169]",Breathe new life into your parks and discover a stunning array of Cretaceous animals with Jurassic World Evolution 2 Early Cretaceous Pack,"[13, 15]",Missing,Missing
1638403200,226523,Hot Wheels Unleashed: Batman Expansion,[169],Batman fans  one and all  cannot miss this expansion dedicated to the Dark Knight which puts you among the criminals and heroes of Gotham City These themed vehicles and new track environment are worthy of the battle between good and evil,Missing,Missing,Missing
1639526400,224474,Scarlet Nexus: Bond Enhancement Pack 2,"[6, 48, 49, 167, 169]",The SCARLET NEXUS Bond Enhancement Pack 2 DLC contains additional costume and weapon sets for all characters with new designs by external creators  The pack also includes new Bond Episodes new SAS abilities gained from Bond Level Expansion Bond Level EX and ways to enjoy new sides to your favorite characters that you didnt see in the main game,"[12, 31]",Missing,Missing
1639526400,223712,Warframe: The New War - Reckoning Pack,[49],For a limited time instantly add two Warframe Skins Weapons Customizations Boosters and more to your Arsenal to repel the Sentient invasion and fight The New War Evolve your look with new Protovyre gear which will unlock additional Customizations as you play,Missing,Missing,Missing
1639526400,218847,Grin Robot Games Bundle,[49],Missing,Missing,Missing,Missing
1639526400,218466,Synchro Hedgehogs Bundle,[49],Missing,Missing,Missing,Missing
1639526400,205198,Grand Theft Auto Online: The Contract,"[6, 48, 49, 167, 169]",Grand Theft Auto Online The Contract sends gamers on a crazy quest to find fresh and exclusive recordings from Dr Dre the Grammywinning hiphop legend Featuring guest artists such as AndersonPaak Eminem Busta Rhymes Snoop Dogg Nipsey Hussle Ty Dolla ign and others gaining access to these songs is seamlessly woven into the experience of each story mission and part of the reward for helping Franklin and his friends make their new agency a success,"[5, 33]",Missing,Missing
1639440000,204883,Super Animal Royale: Season 2,"[6, 48, 49, 130, 167, 169, 170]",This is the fourth battle pass It started with the release of v12 and ended on April 5 2022,"[5, 32]",Missing,Missing
1638921600,202688,Call of Duty: Vanguard - Season One,"[6, 48, 49, 167, 169]",Prepare to rise on a new front  Vanguard heats up in the Pacific with a new Battle Pass and new weapons Operators maps and more Plus all Vanguard owners get 24 hours of exclusive access to Call of Duty Warzone Pacifics new map Caldera,[5],I knew one thing for certain the world would never be ready for what I found  Captain Butcher Call of Duty Vanguard Out of the fall a threat continues to rise on a new front As the Allied Forces focus on ending World War II hostilities Captain Butcher gets the green light to begin a topsecret campaign known as Operation Vulcan Vanguard  Special Operations Task Force SOTF 001  only delayed the inevitable with Operation Phoenix as Axis scientists and leaders fled to the South Pacific The four core forces from Vanguard  Hellhounds Sentinel Barbarian and Shadow  were strong but none of them even within the Pacific had enough intel on this uncharted island known as Caldera Enter SOTF 006 Trident With their respective elite backgrounds combined and the winter trade winds at their back all three members of Trident and Captain Butcher charted a course for Caldera Unbeknownst to them the Axis were prepared to shoot down unidentified aircraft on sight with antiair guns stationed on Calderas beaches taking down Butchers pride and joy while splitting him from his newly recruited forces Despite counterattacks Trident survived and regrouped with Captain Butcher who happened to land right on whatever the Axis were hiding  It was a simpler time then but the work is never done  Captain Butcher Call of Duty Warzone Pacific Deep underneath Downtown Verdansk the CIAs most elite task force uncovers a German World War II bunker on August 24 1984 after dealing with Stitch Following the sounds of a potential intruder within the tunnel system they find a bunker with intel from a bygone era along with the familiar voice of Captain Butcher mocking the task force for their lack of stealth In charge of the secret British Special Operations Executive SOE during World War II Butcher created multiple Special Operations Task Forces SOTF  including the original group Vanguard SOTF 001  to ensure the total elimination of Axis forces that escaped following the war Adler Woods Mason and Hudson stand down to hear this story one that echoes their mission of eradicating Perseus once and for all And they learn that it all started in the Pacific,Missing
1639008000,198269,For Honor: Season 20 - Frozen Shores,"[6, 48, 49]",The rise of the waters during the Tempest and the subsequent winter allowed seafaring pirates passage to the frozen shores of Heathmoor These pirates had no allegiance to any faction  they only cared about treasure In their pursuit of wealth they began trading with the people offering warriors access to new weapons from across the sea  Take your character through a journey of 100 Tiers of rewards for all heroes Available during For Honor Frozen Shores only,"[4, 25]",The people of Heathmoor were afflicted with rising waters and a devastating storm that flooded the landscape Thankfully the storm passed and though the skies began to clear a cold winter settled in The high waters froze and snow covered the terrain Ships were stuck in the ice which only added to the odd serenity that had befallen Heathmoor  After so many hardships so many battles and natural catastrophes the people took this small respite as an opportunity to reconnect After being separated for so long friends and families were reunited once again and everyone took the time to count their blessings and celebrate But amid the festivities something unforeseen came from the frozen sea A large ship with red sails reached the harbor the herald of uncertainty  and intrigue,Missing
1638403200,196104,"Warhammer 40,000: Battlesector - Blood Angels Elites",[49],Two new elite units join the Blood Angels in their fight for the liberation of Baal Secundus the Assault Terminators and the Sanguinary Guard,"[15, 16, 24]",Missing,Missing
1639440000,195913,The Psychoduck,"[6, 48, 49, 130, 167, 169]",The Psychoduck is a stealth game about a psychotic duck who collects crowns and has no problem killing all herons in order to increase his collection,"[8, 9, 32]",Missing,Missing
1639094400,195414,Warhammer: Vermintide 2 - Warrior Priest Career,[49],The Warrior Priest of Sigmar is a new career for Victor Saltzpyre This DLC contains the new playable career complete with a new talent tree new weapon types new abilities a new Warrior Priest of Sigmar skin and more,"[5, 12, 32]",Missing,Missing
1638835200,195313,TheHunter: Call of the Wild - Mississippi Acres Preserve,"[6, 49]",From its stunning landscapes to its characteristic wildlife Mississippi Acres Preserve holds a special place in the hearts of hunters Now after devastating flooding warden Immi Davis needs your help to get the community back on their feet  and figure out whats been going bump in the night,"[5, 13, 14, 15, 31]",Missing,Missing
1638662400,193283,Magic Walk,"[48, 49]",An amazing magical world is waiting for you in the game Magic Walk Mysterious elves and dangerous beasts lurk in the local groves This game is suitable for children and adults Try the fairy tale to taste and feel the magic,[8],Missing,Missing
1640304000,192700,Mothered,"[6, 48, 49, 130, 167, 169]",An immersive firstperson horror adventure where you play the role of LIANA  a young girl who arrives home after major surgery and is met with a strange mannequin claiming to be her mother,"[9, 12, 31]",Missing,Missing
1639180800,190945,Shootvaders: The Beginning,"[6, 48, 49, 130]",The Space mission center has ordered you to fly into space and find a new planet New planet will bring a new possibilities to humankind The flight wont be easy The universe has many alien groups that want to stop you,"[5, 32, 33]",Missing,Missing
1639526400,190027,Bumballon,"[6, 48, 49, 130, 167, 169]",Join the cute Bumballon on this frantic journey into a colorful world full of dangers Fast fun and with an ability to control your super speed Collect all the magic emeralds to complete each level and discover new mechanics throughout the adventure,"[8, 31, 32, 33]",Missing,Missing
1639008000,189342,Cursed Island,"[6, 49]",Search for secrets solve puzzles get ready to survive a series of dangerous nights in this action adventure full of challenges and difficulties Will you be able to escape from the Cursed island,"[8, 31]",Missing,Missing
