first_release_date,genres,id,name,platforms,summary,storyline,rating
1458172800,[4],246409,Dead or Alive 5: Last Round - Character: Naotora Ii,"[6, 48, 49]",With lightning fast leg strikes Naotora Ii leaps into the fray This mashup brings together the action of Samurai Warriors and the fighting entertainment of Dead or Alive 5 Last Round Defeat the strongest fighters for the honor of the Ii clan  Naotora Ii joins Dead or Alive 5 Last Round as a playable character  Download this to use Naotora Ii in Dead or Alive 5 Last Round,Missing,Missing
1458000000,"[12, 31]",224468,Neverwinter: The Maze Engine,"[6, 49]",Neverwinter The Maze Engine is the 9th campaign expansion module for the Neverwinter massivemultiplayer roleplaying game Released in March 2016 the expansion added a new campaign reintroduced four previouslyremoved dungeons along with a new system for ingame mounts,Missing,Missing
1458000000,"[9, 31]",172581,LEGO Dimensions: Aquaman Fun Pack,"[9, 12, 41, 48, 49]",Become the King of the Seven Seas with Aquaman from DC Comics Build Aquaman and add him to a crazy mashup multiverse of your favorite characters Place this aquatic hero on the Lego Toy Pad to bring him to life in the game then activate his special Dive Growth Atlantis and Hazard Cleaner abilities to solve puzzles and take down rivals Use the Aqua Watercraft when you need a swift getaway and rebuild it into a Seven Seas Speeder and Trident of Fire for upgraded ingame powers,Missing,Missing
1458000000,"[9, 31]",172580,LEGO Dimensions: Midway Arcade Level Pack,"[9, 12, 41, 48, 49]",Your favorite retro Midway Arcade characters have escaped from their games and Gamer Kid needs your help to put them back where they belong Build Gamer Kid attach him to his Lego Toy Tag and place him on the Lego Toy Pad to see him come to life in the game Activate his Stealth Laser Speed Invulnerability and Super Strength abilities to solve puzzles and overpower enemies When he needs a powerup add the rebuildable 3in1 G6155 Spy Hunter car or Arcade Machine into the game,Missing,Missing
1459209600,[10],168740,WRC 5: WRC - eSports Pack 2,"[6, 48, 49]",Put your driving talents to the test with these 6 new races for WRC 5 and discover the WRC Concept Car E2 a brand new car This content can be used in Quick Rally and Quick Stage modes,Missing,Missing
1457395200,[31],168160,Naruto Shippuden: Ultimate Ninja Storm 4 - Shikamaru's Tale Extra Scenario,"[6, 49]",Shikamarus Tale Extra Scenario Pack includes  Scenario The Fresh Green of the Hidden Leaf part  4 Combination secret techniques  Naruto 7th HokageBoruto  KibaShinoHinata  AsumaShikamaru  Hokages  1 new costume  Naruto 7th Hokage  Costumes from previous series  Matching voice  Ninja Info Cards  Ninja Treasure,Missing,Missing
1459209600,"[9, 25, 31]",137757,LEGO Marvel's Avengers: The Masters of Evil Pack,"[6, 9, 12, 14, 41, 48, 49]",Based on Avengers 6 from 1963 this DLC adds a brandnew level and eleven characters to your LEGO Marvels Avengers journey,Missing,Missing
1459209600,"[9, 25, 31]",137663,LEGO Marvel's Avengers: Classic Captain Marvel Pack,"[6, 9, 12, 14, 41, 48, 49]",Based on the classic Captain marvel comics this DLC adds a brandnew level eight characters and an additional vehicle to your LEGO Marvels Avengers journey,Missing,Missing
1459209600,"[2, 31]",127034,The Walking Dead: Michonne - Episode 2: Give No Shelter,"[6, 9, 12, 14, 34, 39, 48, 49]",The Walking Dead Michonne stars the iconic bladewielding character made famous by Robert Kirkmans bestselling comic books The story explores the period in the comic book timeline where Michonne leaves Rick their group and her katana behind in order to deal with emotional demons from her past Players will discover what took Michonne away from her trusted allies and what brought her back to them,A daring escape from the floating colony of Monroe sees Michonne Pete and Sam running for their lives An all too brief reprieve is soon shattered the leaders of Monroe dont forgive and dont forget With memories of her daughters bleeding ever further into Michonnes blurred reality her world is becoming increasingly fractured just at the point when shell need all of her skills to survive,Missing
1457308800,[12],121725,The Elder Scrolls Online: Thieves Guild,"[6, 14, 48, 49]",Join the Thieves Guild in Hews Bane a neverbeforeseen area of Hammerfell Explore Abahs Landing a decadent port town ruled by corrupt merchant lords who struggle with the Thieves Guild for power New stories delves group bosses and much more,Missing,Missing
