first_release_date,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1279584000,269653,Les aventures de T'choupi a l'ecole,[20],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1280361600,245027,Wizardry: Boukyaku no Isan,[20],[12],This is a sequel to Wizardry Seimei no Kusabi released in November 2009  There are three dungeons available and the game added qualityoflife features to make it more userfriendly such as save points and fast travel  Existing characters from the previous game have been removed and players can create their own characters and form an original party from the beginning  The game features various systems designed to enhance the fun of dungeon exploration such as a realtime dungeon that uses the touch pen to solve various gimmicks a FAST mode that cuts attack and spell effects and speeds up messages a cooperative attack that can be activated by combining spells and active skills used during a turn encounter monsters and adventure records and a manual to check achievements  Wizardry is an RPG born in 1981 and is considered the originator of computer RPGs and a globally popular work This game is a 3D dungeon RPG where players can enjoy labyrinth exploration by delving into deep dungeons Please enjoy the adventure that follows the world view and system that are characteristic of Wizardry while incorporating unique gimmicks that are unique to the Nintendo DS,Missing,Missing,nan,nan,nan,nan,nan,nan
1278028800,232799,Super Smash Bros. Rumble,[20],[4],Super Smash Bros Rumble is a homebrew game based on the Super Smash Bros series for the Nintendo DS,Missing,Missing,nan,nan,nan,nan,nan,nan
1280361600,206033,Suki Desu Suzuki-kun: 4nin no Suzuki-kun,[20],[34],Suki Desu Suzukikun 4nin no Suzukikun is a Nintendo DS game based off the manga Suki Desu Suzukikun,The player can choose to play as either Chihiro or Sayaka The game follows an original story not present in the manga where the main cast visits a vacation villa on summer holidays and encounter two other Sukukis,Missing,nan,nan,nan,nan,nan,nan
1279152000,202117,Toy Story 3: The Video Game,[20],"[8, 31]",Help Buzz Woody and the rest of the toys ensure no toy gets left behind in the official videogame based on the hit animated movie franchise,Missing,Missing,4.58,7.13,16.06,70.0,158.0,107.0
1278460800,202091,Bejeweled 3,"[6, 9, 12, 20, 55, 82]",Missing,The biggest brightest Bejeweled ever Discover allnew ways to play the worlds 1 puzzle game Find your perfect match with 8 breathtaking game modes that meet all your moods ease into Classic Bejeweled for cascades of fun journey through 40 challenging Quest puzzles charge into the electrifying Lightning for nonstop action and tailor your experience in Zen for a revolutionary new way to relax,Missing,Missing,4.4,11.37,48.42,71.0,84.0,103.0
1279584000,152609,Cats & Dogs: The Revenge of Kitty Galore,[20],[8],In Cats  Dogs The Revenge of Kitty Galore players fight Kitty Galores agents of evil to save the day and send the bad guys packing Players will have to utilize their animalistic acrobatics and AI Animal Intelligence to make their way through various levels and obstacles and collect critical items and powerups which will unlock new areas as they progress through the game They will also be challenged by a number of covert missions including helping stool pigeons carry out their airbased special operations and destroying Kitty Galores treacherous equipment Featuring six different mission types including escort stealth and combat the game promises to deliver on all the excitement of the film leading to the big showdown with Kitty Galore,Welcome to the topsecret world of Cats  Dogs The Revenge of Kitty Galore where the stakes are high and animals arent what they seem  Innocent house pets engage in covert missions with hightech gadgets  and humans are none the wiser It would take quite a catastrophe for the rival forces of cats and dogs to work together but thats exactly whats happened the evil mastermind Kitty Galore has concocted a doomsday device and must be stopped  Three different animals  Diggs the rookie dog from Canine Special Forces Catherine the beautiful feline agent and Seamus the streetwise pigeon  will have to cooperate through deathdefying missions to defeat Kitty Galore and her legions of henchcats These unlikely heroes must use each of their unique abilities to overcome the challenges ahead  Who ever said saving the world was easy,Missing,nan,nan,nan,nan,nan,nan
1278028800,98671,1000 Cooking Recipes from Elle à Table,[20],[13],In 1000 Cooking Recipes from Elle à Table is a game where you are able to put together your own course of dishes chosen from 1000 tempting recipes You can pick from recommendations as well as create your own recipes and share with your friends and family,Missing,Missing,nan,nan,nan,nan,nan,nan
1280534400,94899,Windy x Windam,[20],[4],Notable solely for being That Fighting Game with Izuna and Shino in it Windy X Windam is a Nintendo DS Fighting Game by Ninja Studio starring or costarring if you prefer seven fighters from a remote island kingdom called Gawain a place where people empowered with devices called Windies are given the ability to fly They along with a mysterious eighth malefactor have assembled for a tournament wherein the winner will have hisher one greatest wish granted Aside from the flight and special attacks granted by their devices the fighters also have the ability to transform for a very brief period of time into a more powerful form,Missing,Missing,0.0,0.0,0.0,60.0,1.0,0.0
1280275200,85568,Defense of the Middle Kingdom,[159],Missing,In Defense of the Middle Kingdom you place stationary soldiers on the map in an effort to halt the oncoming forces progress,Missing,Missing,nan,nan,nan,nan,nan,nan
