first_release_date,genres,id,name,platforms,summary,rating,main,extra,completionist,review_score,review_count,people_polled
997401600,"[10, 14]",47743,Derby Stallion 64,[4],The Derby Stallion also known in Japan by the portmanteau abbreviation DerbyStal video games are a series of genremerging horseracing and business simulation games originally created by ASCII Entertainment and released by Nintendo The series comprises 21 games spans more than 10 console platforms and is the bestselling horse racing series of all time with total sales topping more than 4 million in Japan,Missing,0.0,0.0,0.0,0.0,0.0,0.0
996796800,"[4, 33]",3846,Capcom vs. SNK 2: Mark of the Millennium 2001,"[8, 9, 11, 21, 23, 52]",Capcom vs SNK 2 Mark of the Millennium 2001 Millionaire Fighting 2001 in Japan is the sequel to the fighting game Capcom vs SNK and the sixth game in the Capcoms VS Series This game was released on Sega NAOMI hardware in the arcade It was later released for the Sega Dreamcast Japan only PlayStation 2 and Playstation 3 as a Playstation 2 Classics title in the PlayStation Network with the GameCube and Xbox receiving an updated version called Capcom vs SNK 2 EO,84.70894591873858,0.81,4.12,30.89,84.0,62.0,33.0
998352000,"[8, 9, 31]",1699,Wario Land 4,"[24, 37, 41]",Warios back for moreand moreand MORE  Hey You Yeah you Listen up when Warios talking to you I just read about this legendary Pyramid of Gold and youre gonna help me go explore it Theres lots of treasure in there for the taking and I want it all Im sure there are gonna be all kinds of weird enemies and big bad bosses in there so if you dont think you can hack it put the game down now I dont want any losers making me jump into bottomless pits you hear me  Wario invades the Game Boy Advance See Wario in all his greedy glory as he explores vivid worlds made possible by the power of the GBA Flex your muscles Wario is no longer immortal so youll have your work cut out as you roll punch and jump your way to tougher and tougher challenges Wario will get stung by bees zombified bitten by bats set on fire and much more  what a way to make a living Over twenty enormous stages await Hunt down CDs for your listening pleasure or collect treasure to spend on allnew items that you can use against the most bizarre bosses ever,75.78508158113159,5.9,7.06,8.57,79.0,206.0,138.0
998352000,[10],4580,Extreme-G 3,"[8, 21]",Futuristic scifi themed racing game featuring ridiculously fast motorcycles of sorts that can travel in excess of 1000 mph They can also be outfitted with weapons making each race fast and nervewracking,75.0,nan,nan,nan,nan,nan,nan
998870400,"[10, 14]",3871,Dave Mirra Freestyle BMX 2,"[8, 11, 21]",Ride around big open levels on your bmx bike earning points for tricks Complete various missions which help you unlock more levels and riders,49.84689435426115,8.93,17.31,0.0,65.0,23.0,8.0
